Monthly Min-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
1.3620133, 2020-2039, bcc_csm1_1, Jan Anomaly, Nepal, NPL
0.020526124, 2020-2039, bcc_csm1_1, Feb Anomaly, Nepal, NPL
-0.38298762, 2020-2039, bcc_csm1_1, Mar Anomaly, Nepal, NPL
1.0887047, 2020-2039, bcc_csm1_1, Apr Anomaly, Nepal, NPL
0.6965262, 2020-2039, bcc_csm1_1, May Anomaly, Nepal, NPL
0.5607198, 2020-2039, bcc_csm1_1, Jun Anomaly, Nepal, NPL
0.49363407, 2020-2039, bcc_csm1_1, Jul Anomaly, Nepal, NPL
0.40138668, 2020-2039, bcc_csm1_1, Aug Anomaly, Nepal, NPL
0.8473354, 2020-2039, bcc_csm1_1, Sep Anomaly, Nepal, NPL
0.8263427, 2020-2039, bcc_csm1_1, Oct Anomaly, Nepal, NPL
0.88412863, 2020-2039, bcc_csm1_1, Nov Anomaly, Nepal, NPL
0.6682399, 2020-2039, bcc_csm1_1, Dec Anomaly, Nepal, NPL
1.1033477, 2020-2039, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
0.34506395, 2020-2039, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
1.183432, 2020-2039, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
1.671828, 2020-2039, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
1.6000904, 2020-2039, bcc_csm1_1_m, May Anomaly, Nepal, NPL
1.1585114, 2020-2039, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
0.71975094, 2020-2039, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
0.8796485, 2020-2039, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
0.6100425, 2020-2039, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
1.6541196, 2020-2039, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
1.524509, 2020-2039, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
1.4496657, 2020-2039, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
1.84555, 2020-2039, ccsm4, Jan Anomaly, Nepal, NPL
1.2827543, 2020-2039, ccsm4, Feb Anomaly, Nepal, NPL
1.5429597, 2020-2039, ccsm4, Mar Anomaly, Nepal, NPL
1.870638, 2020-2039, ccsm4, Apr Anomaly, Nepal, NPL
1.9432267, 2020-2039, ccsm4, May Anomaly, Nepal, NPL
