Monthly Min-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
5.9464197, 2080-2099, bcc_csm1_1, Jan Anomaly, Nepal, NPL
4.293449, 2080-2099, bcc_csm1_1, Feb Anomaly, Nepal, NPL
3.93702, 2080-2099, bcc_csm1_1, Mar Anomaly, Nepal, NPL
5.0667043, 2080-2099, bcc_csm1_1, Apr Anomaly, Nepal, NPL
4.7662215, 2080-2099, bcc_csm1_1, May Anomaly, Nepal, NPL
4.232702, 2080-2099, bcc_csm1_1, Jun Anomaly, Nepal, NPL
3.0068357, 2080-2099, bcc_csm1_1, Jul Anomaly, Nepal, NPL
3.5721643, 2080-2099, bcc_csm1_1, Aug Anomaly, Nepal, NPL
4.363222, 2080-2099, bcc_csm1_1, Sep Anomaly, Nepal, NPL
4.5701084, 2080-2099, bcc_csm1_1, Oct Anomaly, Nepal, NPL
4.524785, 2080-2099, bcc_csm1_1, Nov Anomaly, Nepal, NPL
5.397446, 2080-2099, bcc_csm1_1, Dec Anomaly, Nepal, NPL
4.379466, 2080-2099, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
3.5988853, 2080-2099, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
4.1246185, 2080-2099, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
4.888427, 2080-2099, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
4.0075684, 2080-2099, bcc_csm1_1_m, May Anomaly, Nepal, NPL
4.23988, 2080-2099, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
3.3997662, 2080-2099, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
3.4364953, 2080-2099, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
3.0858037, 2080-2099, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
4.1884847, 2080-2099, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
4.1936665, 2080-2099, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
4.625161, 2080-2099, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
4.4215617, 2080-2099, ccsm4, Jan Anomaly, Nepal, NPL
4.1665077, 2080-2099, ccsm4, Feb Anomaly, Nepal, NPL
4.5404778, 2080-2099, ccsm4, Mar Anomaly, Nepal, NPL
4.4953513, 2080-2099, ccsm4, Apr Anomaly, Nepal, NPL
4.781419, 2080-2099, ccsm4, May Anomaly, Nepal, NPL
3.686932, 2080-2099, ccsm4, Jun Anomaly, Nepal, NPL
2.9812613, 2080-2099, ccsm4, Jul Anomaly, Nepal, NPL
3.4708052, 2080-2099, ccsm4, Aug Anomaly, Nepal, NPL
3.3257902, 2080-2099, ccsm4, Sep Anomaly, Nepal, NPL
4.3294034, 2080-2099, ccsm4, Oct Anomaly, Nepal, NPL
3.8963075, 2080-2099, ccsm4, Nov Anomaly, Nepal, NPL
3.7310762, 2080-2099, ccsm4, Dec Anomaly, Nepal, NPL
5.387364, 2080-2099, cesm1_cam5, Jan Anomaly, Nepal, NPL
5.639039, 2080-2099, cesm1_cam5, Feb Anomaly, Nepal, NPL
5.1832795, 2080-2099, cesm1_cam5, Mar Anomaly, Nepal, NPL
3.9143505, 2080-2099, cesm1_cam5, Apr Anomaly, Nepal, NPL
3.4306512, 2080-2099, cesm1_cam5, May Anomaly, Nepal, NPL
4.2781596, 2080-2099, cesm1_cam5, Jun Anomaly, Nepal, NPL
3.617595, 2080-2099, cesm1_cam5, Jul Anomaly, Nepal, NPL
3.4129207, 2080-2099, cesm1_cam5, Aug Anomaly, Nepal, NPL
3.7225547, 2080-2099, cesm1_cam5, Sep Anomaly, Nepal, NPL
5.297571, 2080-2099, cesm1_cam5, Oct Anomaly, Nepal, NPL
5.5537553, 2080-2099, cesm1_cam5, Nov Anomaly, Nepal, NPL
5.788364, 2080-2099, cesm1_cam5, Dec Anomaly, Nepal, NPL
5.60375, 2080-2099, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
6.431167, 2080-2099, csiro_mk3_6_0, Feb Anomaly, Nepal, NPL
5.694628, 2080-2099, csiro_mk3_6_0, Mar Anomaly, Nepal, NPL
5.276135, 2080-2099, csiro_mk3_6_0, Apr Anomaly, Nepal, NPL
5.576884, 2080-2099, csiro_mk3_6_0, May Anomaly, Nepal, NPL
6.291563, 2080-2099, csiro_mk3_6_0, Jun Anomaly, Nepal, NPL
5.1541686, 2080-2099, csiro_mk3_6_0, Jul Anomaly, Nepal, NPL
4.655443, 2080-2099, csiro_mk3_6_0, Aug Anomaly, Nepal, NPL
5.2997127, 2080-2099, csiro_mk3_6_0, Sep Anomaly, Nepal, NPL
4.7729635, 2080-2099, csiro_mk3_6_0, Oct Anomaly, Nepal, NPL
5.374884, 2080-2099, csiro_mk3_6_0, Nov Anomaly, Nepal, NPL
5.7265277, 2080-2099, csiro_mk3_6_0, Dec Anomaly, Nepal, NPL
4.3364277, 2080-2099, fio_esm, Jan Anomaly, Nepal, NPL
4.279296, 2080-2099, fio_esm, Feb Anomaly, Nepal, NPL
3.71058, 2080-2099, fio_esm, Mar Anomaly, Nepal, NPL
3.5678523, 2080-2099, fio_esm, Apr Anomaly, Nepal, NPL
3.6184855, 2080-2099, fio_esm, May Anomaly, Nepal, NPL
3.4267294, 2080-2099, fio_esm, Jun Anomaly, Nepal, NPL
3.9098215, 2080-2099, fio_esm, Jul Anomaly, Nepal, NPL
3.531955, 2080-2099, fio_esm, Aug Anomaly, Nepal, NPL
3.4093096, 2080-2099, fio_esm, Sep Anomaly, Nepal, NPL
3.695066, 2080-2099, fio_esm, Oct Anomaly, Nepal, NPL
3.4933925, 2080-2099, fio_esm, Nov Anomaly, Nepal, NPL
3.6042683, 2080-2099, fio_esm, Dec Anomaly, Nepal, NPL
6.7939324, 2080-2099, gfdl_cm3, Jan Anomaly, Nepal, NPL
5.658655, 2080-2099, gfdl_cm3, Feb Anomaly, Nepal, NPL
5.580695, 2080-2099, gfdl_cm3, Mar Anomaly, Nepal, NPL
6.148763, 2080-2099, gfdl_cm3, Apr Anomaly, Nepal, NPL
7.6779885, 2080-2099, gfdl_cm3, May Anomaly, Nepal, NPL
6.637128, 2080-2099, gfdl_cm3, Jun Anomaly, Nepal, NPL
5.79687, 2080-2099, gfdl_cm3, Jul Anomaly, Nepal, NPL
6.1233277, 2080-2099, gfdl_cm3, Aug Anomaly, Nepal, NPL
6.681445, 2080-2099, gfdl_cm3, Sep Anomaly, Nepal, NPL
7.502257, 2080-2099, gfdl_cm3, Oct Anomaly, Nepal, NPL
5.679647, 2080-2099, gfdl_cm3, Nov Anomaly, Nepal, NPL
6.1193614, 2080-2099, gfdl_cm3, Dec Anomaly, Nepal, NPL
3.4620872, 2080-2099, gfdl_esm2m, Jan Anomaly, Nepal, NPL
2.73847, 2080-2099, gfdl_esm2m, Feb Anomaly, Nepal, NPL
3.4796343, 2080-2099, gfdl_esm2m, Mar Anomaly, Nepal, NPL
2.982113, 2080-2099, gfdl_esm2m, Apr Anomaly, Nepal, NPL
3.6223235, 2080-2099, gfdl_esm2m, May Anomaly, Nepal, NPL
3.2697983, 2080-2099, gfdl_esm2m, Jun Anomaly, Nepal, NPL
3.075838, 2080-2099, gfdl_esm2m, Jul Anomaly, Nepal, NPL
3.2306283, 2080-2099, gfdl_esm2m, Aug Anomaly, Nepal, NPL
3.353235, 2080-2099, gfdl_esm2m, Sep Anomaly, Nepal, NPL
4.029555, 2080-2099, gfdl_esm2m, Oct Anomaly, Nepal, NPL
4.169794, 2080-2099, gfdl_esm2m, Nov Anomaly, Nepal, NPL
3.032104, 2080-2099, gfdl_esm2m, Dec Anomaly, Nepal, NPL
4.6690607, 2080-2099, giss_e2_h, Jan Anomaly, Nepal, NPL
5.1433544, 2080-2099, giss_e2_h, Feb Anomaly, Nepal, NPL
4.538058, 2080-2099, giss_e2_h, Mar Anomaly, Nepal, NPL
4.56954, 2080-2099, giss_e2_h, Apr Anomaly, Nepal, NPL
4.427807, 2080-2099, giss_e2_h, May Anomaly, Nepal, NPL
4.193714, 2080-2099, giss_e2_h, Jun Anomaly, Nepal, NPL
3.7227037, 2080-2099, giss_e2_h, Jul Anomaly, Nepal, NPL
3.1187737, 2080-2099, giss_e2_h, Aug Anomaly, Nepal, NPL
4.225675, 2080-2099, giss_e2_h, Sep Anomaly, Nepal, NPL
3.9412813, 2080-2099, giss_e2_h, Oct Anomaly, Nepal, NPL
3.699749, 2080-2099, giss_e2_h, Nov Anomaly, Nepal, NPL
4.223861, 2080-2099, giss_e2_h, Dec Anomaly, Nepal, NPL
4.2134786, 2080-2099, giss_e2_r, Jan Anomaly, Nepal, NPL
4.7404413, 2080-2099, giss_e2_r, Feb Anomaly, Nepal, NPL
4.6210613, 2080-2099, giss_e2_r, Mar Anomaly, Nepal, NPL
4.005268, 2080-2099, giss_e2_r, Apr Anomaly, Nepal, NPL
3.527411, 2080-2099, giss_e2_r, May Anomaly, Nepal, NPL
3.075678, 2080-2099, giss_e2_r, Jun Anomaly, Nepal, NPL
2.78068, 2080-2099, giss_e2_r, Jul Anomaly, Nepal, NPL
2.3077877, 2080-2099, giss_e2_r, Aug Anomaly, Nepal, NPL
3.0095253, 2080-2099, giss_e2_r, Sep Anomaly, Nepal, NPL
3.4691172, 2080-2099, giss_e2_r, Oct Anomaly, Nepal, NPL
4.1074586, 2080-2099, giss_e2_r, Nov Anomaly, Nepal, NPL
3.9210656, 2080-2099, giss_e2_r, Dec Anomaly, Nepal, NPL
7.80398, 2080-2099, ipsl_cm5a_mr, Jan Anomaly, Nepal, NPL
7.2359986, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, Nepal, NPL
7.0774093, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, Nepal, NPL
7.186635, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, Nepal, NPL
5.4085126, 2080-2099, ipsl_cm5a_mr, May Anomaly, Nepal, NPL
3.8781943, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, Nepal, NPL
3.9484417, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, Nepal, NPL
3.9477615, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, Nepal, NPL
5.354092, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, Nepal, NPL
6.511925, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, Nepal, NPL
6.9105406, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, Nepal, NPL
6.391347, 2080-2099, ipsl_cm5a_mr, Dec Anomaly, Nepal, NPL
7.5925074, 2080-2099, miroc_esm, Jan Anomaly, Nepal, NPL
7.671227, 2080-2099, miroc_esm, Feb Anomaly, Nepal, NPL
7.2761664, 2080-2099, miroc_esm, Mar Anomaly, Nepal, NPL
6.8069234, 2080-2099, miroc_esm, Apr Anomaly, Nepal, NPL
5.797011, 2080-2099, miroc_esm, May Anomaly, Nepal, NPL
5.129786, 2080-2099, miroc_esm, Jun Anomaly, Nepal, NPL
3.9655664, 2080-2099, miroc_esm, Jul Anomaly, Nepal, NPL
4.0078926, 2080-2099, miroc_esm, Aug Anomaly, Nepal, NPL
4.767766, 2080-2099, miroc_esm, Sep Anomaly, Nepal, NPL
5.1203628, 2080-2099, miroc_esm, Oct Anomaly, Nepal, NPL
4.3766737, 2080-2099, miroc_esm, Nov Anomaly, Nepal, NPL
5.848962, 2080-2099, miroc_esm, Dec Anomaly, Nepal, NPL
9.476174, 2080-2099, miroc_esm_chem, Jan Anomaly, Nepal, NPL
9.165698, 2080-2099, miroc_esm_chem, Feb Anomaly, Nepal, NPL
7.8717937, 2080-2099, miroc_esm_chem, Mar Anomaly, Nepal, NPL
7.05476, 2080-2099, miroc_esm_chem, Apr Anomaly, Nepal, NPL
6.45233, 2080-2099, miroc_esm_chem, May Anomaly, Nepal, NPL
5.5352736, 2080-2099, miroc_esm_chem, Jun Anomaly, Nepal, NPL
4.2410865, 2080-2099, miroc_esm_chem, Jul Anomaly, Nepal, NPL
4.2887783, 2080-2099, miroc_esm_chem, Aug Anomaly, Nepal, NPL
4.972224, 2080-2099, miroc_esm_chem, Sep Anomaly, Nepal, NPL
5.2060905, 2080-2099, miroc_esm_chem, Oct Anomaly, Nepal, NPL
4.6997895, 2080-2099, miroc_esm_chem, Nov Anomaly, Nepal, NPL
7.1957, 2080-2099, miroc_esm_chem, Dec Anomaly, Nepal, NPL
4.3863716, 2080-2099, miroc5, Jan Anomaly, Nepal, NPL
3.9937706, 2080-2099, miroc5, Feb Anomaly, Nepal, NPL
4.1906815, 2080-2099, miroc5, Mar Anomaly, Nepal, NPL
4.3062773, 2080-2099, miroc5, Apr Anomaly, Nepal, NPL
4.1943436, 2080-2099, miroc5, May Anomaly, Nepal, NPL
2.9333696, 2080-2099, miroc5, Jun Anomaly, Nepal, NPL
2.6113741, 2080-2099, miroc5, Jul Anomaly, Nepal, NPL
2.884394, 2080-2099, miroc5, Aug Anomaly, Nepal, NPL
3.07744, 2080-2099, miroc5, Sep Anomaly, Nepal, NPL
