Monthly Min-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
1.6331244, 2040-2059, bcc_csm1_1, Jan Anomaly, Nepal, NPL
0.8884348, 2040-2059, bcc_csm1_1, Feb Anomaly, Nepal, NPL
0.37750927, 2040-2059, bcc_csm1_1, Mar Anomaly, Nepal, NPL
1.1518327, 2040-2059, bcc_csm1_1, Apr Anomaly, Nepal, NPL
1.0994794, 2040-2059, bcc_csm1_1, May Anomaly, Nepal, NPL
1.0255612, 2040-2059, bcc_csm1_1, Jun Anomaly, Nepal, NPL
0.6349967, 2040-2059, bcc_csm1_1, Jul Anomaly, Nepal, NPL
0.5973138, 2040-2059, bcc_csm1_1, Aug Anomaly, Nepal, NPL
0.9618516, 2040-2059, bcc_csm1_1, Sep Anomaly, Nepal, NPL
0.80867606, 2040-2059, bcc_csm1_1, Oct Anomaly, Nepal, NPL
0.7767164, 2040-2059, bcc_csm1_1, Nov Anomaly, Nepal, NPL
1.0488327, 2040-2059, bcc_csm1_1, Dec Anomaly, Nepal, NPL
1.6717546, 2040-2059, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
0.32627353, 2040-2059, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
0.56395656, 2040-2059, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
1.550053, 2040-2059, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
1.5424119, 2040-2059, bcc_csm1_1_m, May Anomaly, Nepal, NPL
1.1496831, 2040-2059, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
1.0266173, 2040-2059, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
1.0825384, 2040-2059, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
1.047625, 2040-2059, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
1.2717326, 2040-2059, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
1.738063, 2040-2059, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
2.1688113, 2040-2059, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
1.3102993, 2040-2059, ccsm4, Jan Anomaly, Nepal, NPL
1.1051643, 2040-2059, ccsm4, Feb Anomaly, Nepal, NPL
1.3689613, 2040-2059, ccsm4, Mar Anomaly, Nepal, NPL
