Monthly Min-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
3.2508051, 2080-2099, bcc_csm1_1, Jan Anomaly, Nepal, NPL
2.5184262, 2080-2099, bcc_csm1_1, Feb Anomaly, Nepal, NPL
2.2206962, 2080-2099, bcc_csm1_1, Mar Anomaly, Nepal, NPL
3.0621555, 2080-2099, bcc_csm1_1, Apr Anomaly, Nepal, NPL
2.3556662, 2080-2099, bcc_csm1_1, May Anomaly, Nepal, NPL
2.103059, 2080-2099, bcc_csm1_1, Jun Anomaly, Nepal, NPL
1.8558449, 2080-2099, bcc_csm1_1, Jul Anomaly, Nepal, NPL
2.1003878, 2080-2099, bcc_csm1_1, Aug Anomaly, Nepal, NPL
2.3927062, 2080-2099, bcc_csm1_1, Sep Anomaly, Nepal, NPL
2.5236018, 2080-2099, bcc_csm1_1, Oct Anomaly, Nepal, NPL
2.4377642, 2080-2099, bcc_csm1_1, Nov Anomaly, Nepal, NPL
2.9807737, 2080-2099, bcc_csm1_1, Dec Anomaly, Nepal, NPL
2.440682, 2080-2099, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
1.5426883, 2080-2099, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
2.8498905, 2080-2099, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
2.8114874, 2080-2099, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
2.926546, 2080-2099, bcc_csm1_1_m, May Anomaly, Nepal, NPL
2.007162, 2080-2099, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
1.8551056, 2080-2099, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
1.6949893, 2080-2099, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
1.9760913, 2080-2099, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
2.3637908, 2080-2099, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
2.5946243, 2080-2099, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
2.4001424, 2080-2099, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
3.232872, 2080-2099, ccsm4, Jan Anomaly, Nepal, NPL
3.077594, 2080-2099, ccsm4, Feb Anomaly, Nepal, NPL
3.4335854, 2080-2099, ccsm4, Mar Anomaly, Nepal, NPL
3.426507, 2080-2099, ccsm4, Apr Anomaly, Nepal, NPL
3.4800723, 2080-2099, ccsm4, May Anomaly, Nepal, NPL
