Monthly Min-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
1.8555107, 2060-2079, bcc_csm1_1, Jan Anomaly, Nepal, NPL
1.118513, 2060-2079, bcc_csm1_1, Feb Anomaly, Nepal, NPL
0.9750086, 2060-2079, bcc_csm1_1, Mar Anomaly, Nepal, NPL
1.2257408, 2060-2079, bcc_csm1_1, Apr Anomaly, Nepal, NPL
1.1468763, 2060-2079, bcc_csm1_1, May Anomaly, Nepal, NPL
1.2511455, 2060-2079, bcc_csm1_1, Jun Anomaly, Nepal, NPL
0.83389914, 2060-2079, bcc_csm1_1, Jul Anomaly, Nepal, NPL
0.7225819, 2060-2079, bcc_csm1_1, Aug Anomaly, Nepal, NPL
1.0758919, 2060-2079, bcc_csm1_1, Sep Anomaly, Nepal, NPL
0.78220403, 2060-2079, bcc_csm1_1, Oct Anomaly, Nepal, NPL
1.062837, 2060-2079, bcc_csm1_1, Nov Anomaly, Nepal, NPL
1.6425451, 2060-2079, bcc_csm1_1, Dec Anomaly, Nepal, NPL
1.7173631, 2060-2079, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
0.542145, 2060-2079, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
1.2579795, 2060-2079, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
1.5047741, 2060-2079, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
1.47431, 2060-2079, bcc_csm1_1_m, May Anomaly, Nepal, NPL
1.408683, 2060-2079, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
0.9142152, 2060-2079, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
1.039954, 2060-2079, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
0.65631515, 2060-2079, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
1.0215023, 2060-2079, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
1.4369322, 2060-2079, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
1.639553, 2060-2079, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
1.5615386, 2060-2079, ccsm4, Jan Anomaly, Nepal, NPL
0.9200432, 2060-2079, ccsm4, Feb Anomaly, Nepal, NPL
0.9364169, 2060-2079, ccsm4, Mar Anomaly, Nepal, NPL
1.4294726, 2060-2079, ccsm4, Apr Anomaly, Nepal, NPL
1.818451, 2060-2079, ccsm4, May Anomaly, Nepal, NPL
1.4017028, 2060-2079, ccsm4, Jun Anomaly, Nepal, NPL
1.056937, 2060-2079, ccsm4, Jul Anomaly, Nepal, NPL
1.0713478, 2060-2079, ccsm4, Aug Anomaly, Nepal, NPL
0.9852209, 2060-2079, ccsm4, Sep Anomaly, Nepal, NPL
0.866703, 2060-2079, ccsm4, Oct Anomaly, Nepal, NPL
1.4489062, 2060-2079, ccsm4, Nov Anomaly, Nepal, NPL
0.63355315, 2060-2079, ccsm4, Dec Anomaly, Nepal, NPL
1.8200717, 2060-2079, cesm1_cam5, Jan Anomaly, Nepal, NPL
2.2359045, 2060-2079, cesm1_cam5, Feb Anomaly, Nepal, NPL
2.124514, 2060-2079, cesm1_cam5, Mar Anomaly, Nepal, NPL
0.8660124, 2060-2079, cesm1_cam5, Apr Anomaly, Nepal, NPL
1.3760489, 2060-2079, cesm1_cam5, May Anomaly, Nepal, NPL
1.8599384, 2060-2079, cesm1_cam5, Jun Anomaly, Nepal, NPL
1.4165581, 2060-2079, cesm1_cam5, Jul Anomaly, Nepal, NPL
1.229072, 2060-2079, cesm1_cam5, Aug Anomaly, Nepal, NPL
1.2595288, 2060-2079, cesm1_cam5, Sep Anomaly, Nepal, NPL
2.121746, 2060-2079, cesm1_cam5, Oct Anomaly, Nepal, NPL
2.0701337, 2060-2079, cesm1_cam5, Nov Anomaly, Nepal, NPL
2.419918, 2060-2079, cesm1_cam5, Dec Anomaly, Nepal, NPL
1.9523046, 2060-2079, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
2.368557, 2060-2079, csiro_mk3_6_0, Feb Anomaly, Nepal, NPL
1.6686578, 2060-2079, csiro_mk3_6_0, Mar Anomaly, Nepal, NPL
1.67737, 2060-2079, csiro_mk3_6_0, Apr Anomaly, Nepal, NPL
1.7956666, 2060-2079, csiro_mk3_6_0, May Anomaly, Nepal, NPL
2.1206534, 2060-2079, csiro_mk3_6_0, Jun Anomaly, Nepal, NPL
1.8733273, 2060-2079, csiro_mk3_6_0, Jul Anomaly, Nepal, NPL
1.7734603, 2060-2079, csiro_mk3_6_0, Aug Anomaly, Nepal, NPL
1.9434421, 2060-2079, csiro_mk3_6_0, Sep Anomaly, Nepal, NPL
1.8767585, 2060-2079, csiro_mk3_6_0, Oct Anomaly, Nepal, NPL
2.03746, 2060-2079, csiro_mk3_6_0, Nov Anomaly, Nepal, NPL
1.9147035, 2060-2079, csiro_mk3_6_0, Dec Anomaly, Nepal, NPL
0.7740981, 2060-2079, fio_esm, Jan Anomaly, Nepal, NPL
0.7952341, 2060-2079, fio_esm, Feb Anomaly, Nepal, NPL
-0.054664604, 2060-2079, fio_esm, Mar Anomaly, Nepal, NPL
0.05937733, 2060-2079, fio_esm, Apr Anomaly, Nepal, NPL
-0.17967688, 2060-2079, fio_esm, May Anomaly, Nepal, NPL
-0.029819896, 2060-2079, fio_esm, Jun Anomaly, Nepal, NPL
0.483172, 2060-2079, fio_esm, Jul Anomaly, Nepal, NPL
0.4527028, 2060-2079, fio_esm, Aug Anomaly, Nepal, NPL
0.44711876, 2060-2079, fio_esm, Sep Anomaly, Nepal, NPL
0.21138085, 2060-2079, fio_esm, Oct Anomaly, Nepal, NPL
0.12693135, 2060-2079, fio_esm, Nov Anomaly, Nepal, NPL
0.24986506, 2060-2079, fio_esm, Dec Anomaly, Nepal, NPL
3.0834026, 2060-2079, gfdl_cm3, Jan Anomaly, Nepal, NPL
2.4286373, 2060-2079, gfdl_cm3, Feb Anomaly, Nepal, NPL
1.9606339, 2060-2079, gfdl_cm3, Mar Anomaly, Nepal, NPL
2.2440276, 2060-2079, gfdl_cm3, Apr Anomaly, Nepal, NPL
2.995156, 2060-2079, gfdl_cm3, May Anomaly, Nepal, NPL
2.9863, 2060-2079, gfdl_cm3, Jun Anomaly, Nepal, NPL
2.6599054, 2060-2079, gfdl_cm3, Jul Anomaly, Nepal, NPL
2.8929536, 2060-2079, gfdl_cm3, Aug Anomaly, Nepal, NPL
3.2046278, 2060-2079, gfdl_cm3, Sep Anomaly, Nepal, NPL
2.61601, 2060-2079, gfdl_cm3, Oct Anomaly, Nepal, NPL
2.340481, 2060-2079, gfdl_cm3, Nov Anomaly, Nepal, NPL
2.3352544, 2060-2079, gfdl_cm3, Dec Anomaly, Nepal, NPL
0.3644674, 2060-2079, gfdl_esm2m, Jan Anomaly, Nepal, NPL
0.10340504, 2060-2079, gfdl_esm2m, Feb Anomaly, Nepal, NPL
0.8696319, 2060-2079, gfdl_esm2m, Mar Anomaly, Nepal, NPL
0.17267211, 2060-2079, gfdl_esm2m, Apr Anomaly, Nepal, NPL
1.0968208, 2060-2079, gfdl_esm2m, May Anomaly, Nepal, NPL
1.0118614, 2060-2079, gfdl_esm2m, Jun Anomaly, Nepal, NPL
1.1793098, 2060-2079, gfdl_esm2m, Jul Anomaly, Nepal, NPL
0.7575126, 2060-2079, gfdl_esm2m, Aug Anomaly, Nepal, NPL
0.76538897, 2060-2079, gfdl_esm2m, Sep Anomaly, Nepal, NPL
1.1013813, 2060-2079, gfdl_esm2m, Oct Anomaly, Nepal, NPL
1.4277532, 2060-2079, gfdl_esm2m, Nov Anomaly, Nepal, NPL
-0.035563122, 2060-2079, gfdl_esm2m, Dec Anomaly, Nepal, NPL
0.847922, 2060-2079, giss_e2_h, Jan Anomaly, Nepal, NPL
0.9481908, 2060-2079, giss_e2_h, Feb Anomaly, Nepal, NPL
0.96770376, 2060-2079, giss_e2_h, Mar Anomaly, Nepal, NPL
0.83932143, 2060-2079, giss_e2_h, Apr Anomaly, Nepal, NPL
1.0495895, 2060-2079, giss_e2_h, May Anomaly, Nepal, NPL
1.0309874, 2060-2079, giss_e2_h, Jun Anomaly, Nepal, NPL
0.9758981, 2060-2079, giss_e2_h, Jul Anomaly, Nepal, NPL
0.98791736, 2060-2079, giss_e2_h, Aug Anomaly, Nepal, NPL
1.414335, 2060-2079, giss_e2_h, Sep Anomaly, Nepal, NPL
1.0291461, 2060-2079, giss_e2_h, Oct Anomaly, Nepal, NPL
0.8578074, 2060-2079, giss_e2_h, Nov Anomaly, Nepal, NPL
0.11063439, 2060-2079, giss_e2_h, Dec Anomaly, Nepal, NPL
0.71418536, 2060-2079, giss_e2_r, Jan Anomaly, Nepal, NPL
1.2697364, 2060-2079, giss_e2_r, Feb Anomaly, Nepal, NPL
1.4625486, 2060-2079, giss_e2_r, Mar Anomaly, Nepal, NPL
1.4485953, 2060-2079, giss_e2_r, Apr Anomaly, Nepal, NPL
0.82027626, 2060-2079, giss_e2_r, May Anomaly, Nepal, NPL
0.5480956, 2060-2079, giss_e2_r, Jun Anomaly, Nepal, NPL
0.87463135, 2060-2079, giss_e2_r, Jul Anomaly, Nepal, NPL
0.7819831, 2060-2079, giss_e2_r, Aug Anomaly, Nepal, NPL
1.0941824, 2060-2079, giss_e2_r, Sep Anomaly, Nepal, NPL
1.0456415, 2060-2079, giss_e2_r, Oct Anomaly, Nepal, NPL
0.8665264, 2060-2079, giss_e2_r, Nov Anomaly, Nepal, NPL
0.73928887, 2060-2079, giss_e2_r, Dec Anomaly, Nepal, NPL
1.8155377, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, Nepal, NPL
2.4048994, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, Nepal, NPL
2.8887732, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, Nepal, NPL
1.676749, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, Nepal, NPL
1.7949526, 2060-2079, ipsl_cm5a_mr, May Anomaly, Nepal, NPL
0.94273126, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, Nepal, NPL
0.8619754, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, Nepal, NPL
0.90605974, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, Nepal, NPL
0.7525864, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, Nepal, NPL
1.5309324, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, Nepal, NPL
1.4246546, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, Nepal, NPL
1.3230827, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, Nepal, NPL
2.0535772, 2060-2079, miroc_esm, Jan Anomaly, Nepal, NPL
1.5136385, 2060-2079, miroc_esm, Feb Anomaly, Nepal, NPL
2.0738373, 2060-2079, miroc_esm, Mar Anomaly, Nepal, NPL
2.4126828, 2060-2079, miroc_esm, Apr Anomaly, Nepal, NPL
1.5805728, 2060-2079, miroc_esm, May Anomaly, Nepal, NPL
1.4909035, 2060-2079, miroc_esm, Jun Anomaly, Nepal, NPL
1.1246423, 2060-2079, miroc_esm, Jul Anomaly, Nepal, NPL
1.0720098, 2060-2079, miroc_esm, Aug Anomaly, Nepal, NPL
1.4043399, 2060-2079, miroc_esm, Sep Anomaly, Nepal, NPL
1.3581884, 2060-2079, miroc_esm, Oct Anomaly, Nepal, NPL
1.4315578, 2060-2079, miroc_esm, Nov Anomaly, Nepal, NPL
1.9246957, 2060-2079, miroc_esm, Dec Anomaly, Nepal, NPL
4.056892, 2060-2079, miroc_esm_chem, Jan Anomaly, Nepal, NPL
2.7622488, 2060-2079, miroc_esm_chem, Feb Anomaly, Nepal, NPL
1.6800898, 2060-2079, miroc_esm_chem, Mar Anomaly, Nepal, NPL
2.046478, 2060-2079, miroc_esm_chem, Apr Anomaly, Nepal, NPL
2.226929, 2060-2079, miroc_esm_chem, May Anomaly, Nepal, NPL
1.7230188, 2060-2079, miroc_esm_chem, Jun Anomaly, Nepal, NPL
1.2170771, 2060-2079, miroc_esm_chem, Jul Anomaly, Nepal, NPL
0.95771986, 2060-2079, miroc_esm_chem, Aug Anomaly, Nepal, NPL
1.3375006, 2060-2079, miroc_esm_chem, Sep Anomaly, Nepal, NPL
1.1688308, 2060-2079, miroc_esm_chem, Oct Anomaly, Nepal, NPL
1.8328804, 2060-2079, miroc_esm_chem, Nov Anomaly, Nepal, NPL
2.6843126, 2060-2079, miroc_esm_chem, Dec Anomaly, Nepal, NPL
1.3908337, 2060-2079, miroc5, Jan Anomaly, Nepal, NPL
1.443164, 2060-2079, miroc5, Feb Anomaly, Nepal, NPL
0.9694343, 2060-2079, miroc5, Mar Anomaly, Nepal, NPL
2.054684, 2060-2079, miroc5, Apr Anomaly, Nepal, NPL
1.560795, 2060-2079, miroc5, May Anomaly, Nepal, NPL
1.270517, 2060-2079, miroc5, Jun Anomaly, Nepal, NPL
0.94679415, 2060-2079, miroc5, Jul Anomaly, Nepal, NPL
1.1614548, 2060-2079, miroc5, Aug Anomaly, Nepal, NPL
1.1648694, 2060-2079, miroc5, Sep Anomaly, Nepal, NPL
1.3566593, 2060-2079, miroc5, Oct Anomaly, Nepal, NPL
1.3241136, 2060-2079, miroc5, Nov Anomaly, Nepal, NPL
0.9268628, 2060-2079, miroc5, Dec Anomaly, Nepal, NPL
0.8915296, 2060-2079, mri_cgcm3, Jan Anomaly, Nepal, NPL
0.9222675, 2060-2079, mri_cgcm3, Feb Anomaly, Nepal, NPL
1.2166761, 2060-2079, mri_cgcm3, Mar Anomaly, Nepal, NPL
1.9102116, 2060-2079, mri_cgcm3, Apr Anomaly, Nepal, NPL
0.5336839, 2060-2079, mri_cgcm3, May Anomaly, Nepal, NPL
1.2330426, 2060-2079, mri_cgcm3, Jun Anomaly, Nepal, NPL
1.1801215, 2060-2079, mri_cgcm3, Jul Anomaly, Nepal, NPL
1.0146971, 2060-2079, mri_cgcm3, Aug Anomaly, Nepal, NPL
1.151044, 2060-2079, mri_cgcm3, Sep Anomaly, Nepal, NPL
0.63129985, 2060-2079, mri_cgcm3, Oct Anomaly, Nepal, NPL
0.9565359, 2060-2079, mri_cgcm3, Nov Anomaly, Nepal, NPL
1.5501344, 2060-2079, mri_cgcm3, Dec Anomaly, Nepal, NPL
1.8556764, 2060-2079, noresm1_m, Jan Anomaly, Nepal, NPL
1.5419997, 2060-2079, noresm1_m, Feb Anomaly, Nepal, NPL
1.569606, 2060-2079, noresm1_m, Mar Anomaly, Nepal, NPL
1.1818875, 2060-2079, noresm1_m, Apr Anomaly, Nepal, NPL
1.3020742, 2060-2079, noresm1_m, May Anomaly, Nepal, NPL
1.158626, 2060-2079, noresm1_m, Jun Anomaly, Nepal, NPL
0.7284694, 2060-2079, noresm1_m, Jul Anomaly, Nepal, NPL
0.80322504, 2060-2079, noresm1_m, Aug Anomaly, Nepal, NPL
1.1380106, 2060-2079, noresm1_m, Sep Anomaly, Nepal, NPL
1.6032144, 2060-2079, noresm1_m, Oct Anomaly, Nepal, NPL
1.0989673, 2060-2079, noresm1_m, Nov Anomaly, Nepal, NPL
0.95502275, 2060-2079, noresm1_m, Dec Anomaly, Nepal, NPL
0.54030734, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, Nepal, NPL
0.38762444, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, Nepal, NPL
0.48484847, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, Nepal, NPL
0.14243162, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, Nepal, NPL
0.27839217, 2060-2079, Ensemble (10th Percentile), May Anomaly, Nepal, NPL
0.37052354, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, Nepal, NPL
0.5442504, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, Nepal, NPL
0.53076386, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, Nepal, NPL
0.5332825, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, Nepal, NPL
0.4932177, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, Nepal, NPL
0.5838016, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, Nepal, NPL
0.058584373, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, Nepal, NPL
1.6500576, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, Nepal, NPL
1.3424199, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, Nepal, NPL
1.3797562, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, Nepal, NPL
1.5035365, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, Nepal, NPL
1.4184413, 2060-2079, Ensemble (50th Percentile), May Anomaly, Nepal, NPL
1.2690954, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, Nepal, NPL
1.0491326, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, Nepal, NPL
0.9886231, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, Nepal, NPL
1.1115695, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, Nepal, NPL
1.1572995, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, Nepal, NPL
1.3453779, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, Nepal, NPL
1.3751315, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, Nepal, NPL
3.3565161, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, Nepal, NPL
2.7761405, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, Nepal, NPL
2.4992864, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, Nepal, NPL
2.3622336, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, Nepal, NPL
2.525621, 2060-2079, Ensemble (90th Percentile), May Anomaly, Nepal, NPL
2.452727, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, Nepal, NPL
2.1147153, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, Nepal, NPL
2.1093075, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, Nepal, NPL
2.321797, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, Nepal, NPL
2.278077, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, Nepal, NPL
2.2483037, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, Nepal, NPL
2.6323593, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, Nepal, NPL
