Monthly Min-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
2.9040482, 2060-2079, bcc_csm1_1, Jan Anomaly, Nepal, NPL
1.3941027, 2060-2079, bcc_csm1_1, Feb Anomaly, Nepal, NPL
1.032399, 2060-2079, bcc_csm1_1, Mar Anomaly, Nepal, NPL
2.1007624, 2060-2079, bcc_csm1_1, Apr Anomaly, Nepal, NPL
2.04876, 2060-2079, bcc_csm1_1, May Anomaly, Nepal, NPL
1.7210648, 2060-2079, bcc_csm1_1, Jun Anomaly, Nepal, NPL
1.1225672, 2060-2079, bcc_csm1_1, Jul Anomaly, Nepal, NPL
1.4727548, 2060-2079, bcc_csm1_1, Aug Anomaly, Nepal, NPL
1.5332806, 2060-2079, bcc_csm1_1, Sep Anomaly, Nepal, NPL
1.705522, 2060-2079, bcc_csm1_1, Oct Anomaly, Nepal, NPL
2.3695955, 2060-2079, bcc_csm1_1, Nov Anomaly, Nepal, NPL
2.5878778, 2060-2079, bcc_csm1_1, Dec Anomaly, Nepal, NPL
2.447367, 2060-2079, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
1.5457872, 2060-2079, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
2.0457046, 2060-2079, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
2.406399, 2060-2079, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
2.452458, 2060-2079, bcc_csm1_1_m, May Anomaly, Nepal, NPL
1.434514, 2060-2079, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
1.4442452, 2060-2079, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
1.4687587, 2060-2079, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
1.1523875, 2060-2079, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
1.6876208, 2060-2079, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
2.0494208, 2060-2079, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
2.3692968, 2060-2079, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
2.8284283, 2060-2079, ccsm4, Jan Anomaly, Nepal, NPL
1.9587554, 2060-2079, ccsm4, Feb Anomaly, Nepal, NPL
3.0717287, 2060-2079, ccsm4, Mar Anomaly, Nepal, NPL
3.339161, 2060-2079, ccsm4, Apr Anomaly, Nepal, NPL
3.1575491, 2060-2079, ccsm4, May Anomaly, Nepal, NPL
2.3436444, 2060-2079, ccsm4, Jun Anomaly, Nepal, NPL
1.5357267, 2060-2079, ccsm4, Jul Anomaly, Nepal, NPL
1.9042287, 2060-2079, ccsm4, Aug Anomaly, Nepal, NPL
1.8279572, 2060-2079, ccsm4, Sep Anomaly, Nepal, NPL
2.3119695, 2060-2079, ccsm4, Oct Anomaly, Nepal, NPL
2.695512, 2060-2079, ccsm4, Nov Anomaly, Nepal, NPL
2.3381326, 2060-2079, ccsm4, Dec Anomaly, Nepal, NPL
2.926697, 2060-2079, cesm1_cam5, Jan Anomaly, Nepal, NPL
3.1854398, 2060-2079, cesm1_cam5, Feb Anomaly, Nepal, NPL
3.486059, 2060-2079, cesm1_cam5, Mar Anomaly, Nepal, NPL
2.761866, 2060-2079, cesm1_cam5, Apr Anomaly, Nepal, NPL
2.276841, 2060-2079, cesm1_cam5, May Anomaly, Nepal, NPL
2.8313417, 2060-2079, cesm1_cam5, Jun Anomaly, Nepal, NPL
2.1695065, 2060-2079, cesm1_cam5, Jul Anomaly, Nepal, NPL
1.9818069, 2060-2079, cesm1_cam5, Aug Anomaly, Nepal, NPL
2.0270524, 2060-2079, cesm1_cam5, Sep Anomaly, Nepal, NPL
3.5986466, 2060-2079, cesm1_cam5, Oct Anomaly, Nepal, NPL
3.3255932, 2060-2079, cesm1_cam5, Nov Anomaly, Nepal, NPL
3.7082093, 2060-2079, cesm1_cam5, Dec Anomaly, Nepal, NPL
2.4452722, 2060-2079, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
2.1005285, 2060-2079, csiro_mk3_6_0, Feb Anomaly, Nepal, NPL
2.2340822, 2060-2079, csiro_mk3_6_0, Mar Anomaly, Nepal, NPL
2.4635823, 2060-2079, csiro_mk3_6_0, Apr Anomaly, Nepal, NPL
2.5832577, 2060-2079, csiro_mk3_6_0, May Anomaly, Nepal, NPL
2.7779064, 2060-2079, csiro_mk3_6_0, Jun Anomaly, Nepal, NPL
2.2218378, 2060-2079, csiro_mk3_6_0, Jul Anomaly, Nepal, NPL
2.2040164, 2060-2079, csiro_mk3_6_0, Aug Anomaly, Nepal, NPL
2.2981496, 2060-2079, csiro_mk3_6_0, Sep Anomaly, Nepal, NPL
2.4135106, 2060-2079, csiro_mk3_6_0, Oct Anomaly, Nepal, NPL
2.3367941, 2060-2079, csiro_mk3_6_0, Nov Anomaly, Nepal, NPL
2.3875482, 2060-2079, csiro_mk3_6_0, Dec Anomaly, Nepal, NPL
2.0431404, 2060-2079, fio_esm, Jan Anomaly, Nepal, NPL
1.9827764, 2060-2079, fio_esm, Feb Anomaly, Nepal, NPL
1.6897002, 2060-2079, fio_esm, Mar Anomaly, Nepal, NPL
1.4937872, 2060-2079, fio_esm, Apr Anomaly, Nepal, NPL
0.996655, 2060-2079, fio_esm, May Anomaly, Nepal, NPL
1.2759181, 2060-2079, fio_esm, Jun Anomaly, Nepal, NPL
1.6720957, 2060-2079, fio_esm, Jul Anomaly, Nepal, NPL
1.4259859, 2060-2079, fio_esm, Aug Anomaly, Nepal, NPL
1.4629962, 2060-2079, fio_esm, Sep Anomaly, Nepal, NPL
1.4575999, 2060-2079, fio_esm, Oct Anomaly, Nepal, NPL
1.5206535, 2060-2079, fio_esm, Nov Anomaly, Nepal, NPL
1.2368786, 2060-2079, fio_esm, Dec Anomaly, Nepal, NPL
3.5257056, 2060-2079, gfdl_cm3, Jan Anomaly, Nepal, NPL
2.237939, 2060-2079, gfdl_cm3, Feb Anomaly, Nepal, NPL
2.7713602, 2060-2079, gfdl_cm3, Mar Anomaly, Nepal, NPL
3.4616, 2060-2079, gfdl_cm3, Apr Anomaly, Nepal, NPL
4.0879917, 2060-2079, gfdl_cm3, May Anomaly, Nepal, NPL
4.282774, 2060-2079, gfdl_cm3, Jun Anomaly, Nepal, NPL
3.4767487, 2060-2079, gfdl_cm3, Jul Anomaly, Nepal, NPL
3.6792636, 2060-2079, gfdl_cm3, Aug Anomaly, Nepal, NPL
3.8002353, 2060-2079, gfdl_cm3, Sep Anomaly, Nepal, NPL
3.5599203, 2060-2079, gfdl_cm3, Oct Anomaly, Nepal, NPL
2.6514556, 2060-2079, gfdl_cm3, Nov Anomaly, Nepal, NPL
2.8751895, 2060-2079, gfdl_cm3, Dec Anomaly, Nepal, NPL
1.5636077, 2060-2079, gfdl_esm2m, Jan Anomaly, Nepal, NPL
0.47633976, 2060-2079, gfdl_esm2m, Feb Anomaly, Nepal, NPL
1.7222492, 2060-2079, gfdl_esm2m, Mar Anomaly, Nepal, NPL
1.7258042, 2060-2079, gfdl_esm2m, Apr Anomaly, Nepal, NPL
3.1548436, 2060-2079, gfdl_esm2m, May Anomaly, Nepal, NPL
2.244625, 2060-2079, gfdl_esm2m, Jun Anomaly, Nepal, NPL
1.9120201, 2060-2079, gfdl_esm2m, Jul Anomaly, Nepal, NPL
1.7277138, 2060-2079, gfdl_esm2m, Aug Anomaly, Nepal, NPL
1.8146826, 2060-2079, gfdl_esm2m, Sep Anomaly, Nepal, NPL
2.0380197, 2060-2079, gfdl_esm2m, Oct Anomaly, Nepal, NPL
1.9453229, 2060-2079, gfdl_esm2m, Nov Anomaly, Nepal, NPL
0.8552965, 2060-2079, gfdl_esm2m, Dec Anomaly, Nepal, NPL
2.3646197, 2060-2079, giss_e2_h, Jan Anomaly, Nepal, NPL
2.0896275, 2060-2079, giss_e2_h, Feb Anomaly, Nepal, NPL
2.011624, 2060-2079, giss_e2_h, Mar Anomaly, Nepal, NPL
1.5082697, 2060-2079, giss_e2_h, Apr Anomaly, Nepal, NPL
2.0081906, 2060-2079, giss_e2_h, May Anomaly, Nepal, NPL
1.7649033, 2060-2079, giss_e2_h, Jun Anomaly, Nepal, NPL
2.0829742, 2060-2079, giss_e2_h, Jul Anomaly, Nepal, NPL
1.673659, 2060-2079, giss_e2_h, Aug Anomaly, Nepal, NPL
2.2042794, 2060-2079, giss_e2_h, Sep Anomaly, Nepal, NPL
2.0593908, 2060-2079, giss_e2_h, Oct Anomaly, Nepal, NPL
1.79819, 2060-2079, giss_e2_h, Nov Anomaly, Nepal, NPL
