Monthly Min-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
0.64404035, 2060-2079, bcc_csm1_1, Jan Average, Nepal, NPL
1.8183293, 2060-2079, bcc_csm1_1, Feb Average, Nepal, NPL
5.7627125, 2060-2079, bcc_csm1_1, Mar Average, Nepal, NPL
10.908013, 2060-2079, bcc_csm1_1, Apr Average, Nepal, NPL
14.917491, 2060-2079, bcc_csm1_1, May Average, Nepal, NPL
18.292032, 2060-2079, bcc_csm1_1, Jun Average, Nepal, NPL
18.505825, 2060-2079, bcc_csm1_1, Jul Average, Nepal, NPL
17.290827, 2060-2079, bcc_csm1_1, Aug Average, Nepal, NPL
14.810324, 2060-2079, bcc_csm1_1, Sep Average, Nepal, NPL
12.4366665, 2060-2079, bcc_csm1_1, Oct Average, Nepal, NPL
8.543132, 2060-2079, bcc_csm1_1, Nov Average, Nepal, NPL
3.336311, 2060-2079, bcc_csm1_1, Dec Average, Nepal, NPL
8.332095, 2060-2079, bcc_csm1_1_m, Jan Average, Nepal, NPL
9.753243, 2060-2079, bcc_csm1_1_m, Feb Average, Nepal, NPL
13.819799, 2060-2079, bcc_csm1_1_m, Mar Average, Nepal, NPL
18.952068, 2060-2079, bcc_csm1_1_m, Apr Average, Nepal, NPL
23.043386, 2060-2079, bcc_csm1_1_m, May Average, Nepal, NPL
24.364393, 2060-2079, bcc_csm1_1_m, Jun Average, Nepal, NPL
23.367031, 2060-2079, bcc_csm1_1_m, Jul Average, Nepal, NPL
22.041378, 2060-2079, bcc_csm1_1_m, Aug Average, Nepal, NPL
20.811523, 2060-2079, bcc_csm1_1_m, Sep Average, Nepal, NPL
18.262077, 2060-2079, bcc_csm1_1_m, Oct Average, Nepal, NPL
13.859818, 2060-2079, bcc_csm1_1_m, Nov Average, Nepal, NPL
10.125292, 2060-2079, bcc_csm1_1_m, Dec Average, Nepal, NPL
8.034968, 2060-2079, ccsm4, Jan Average, Nepal, NPL
8.965477, 2060-2079, ccsm4, Feb Average, Nepal, NPL
14.026292, 2060-2079, ccsm4, Mar Average, Nepal, NPL
20.136358, 2060-2079, ccsm4, Apr Average, Nepal, NPL
24.813469, 2060-2079, ccsm4, May Average, Nepal, NPL
25.739098, 2060-2079, ccsm4, Jun Average, Nepal, NPL
24.516977, 2060-2079, ccsm4, Jul Average, Nepal, NPL
24.420862, 2060-2079, ccsm4, Aug Average, Nepal, NPL
22.672882, 2060-2079, ccsm4, Sep Average, Nepal, NPL
17.940603, 2060-2079, ccsm4, Oct Average, Nepal, NPL
13.051187, 2060-2079, ccsm4, Nov Average, Nepal, NPL
9.899939, 2060-2079, ccsm4, Dec Average, Nepal, NPL
6.16289, 2060-2079, cesm1_cam5, Jan Average, Nepal, NPL
8.042463, 2060-2079, cesm1_cam5, Feb Average, Nepal, NPL
13.942583, 2060-2079, cesm1_cam5, Mar Average, Nepal, NPL
20.18176, 2060-2079, cesm1_cam5, Apr Average, Nepal, NPL
22.751884, 2060-2079, cesm1_cam5, May Average, Nepal, NPL
24.94421, 2060-2079, cesm1_cam5, Jun Average, Nepal, NPL
24.35903, 2060-2079, cesm1_cam5, Jul Average, Nepal, NPL
23.926758, 2060-2079, cesm1_cam5, Aug Average, Nepal, NPL
22.694532, 2060-2079, cesm1_cam5, Sep Average, Nepal, NPL
18.639578, 2060-2079, cesm1_cam5, Oct Average, Nepal, NPL
12.26604, 2060-2079, cesm1_cam5, Nov Average, Nepal, NPL
8.094476, 2060-2079, cesm1_cam5, Dec Average, Nepal, NPL
2.1384592, 2060-2079, csiro_mk3_6_0, Jan Average, Nepal, NPL
3.2195046, 2060-2079, csiro_mk3_6_0, Feb Average, Nepal, NPL
8.184895, 2060-2079, csiro_mk3_6_0, Mar Average, Nepal, NPL
13.437015, 2060-2079, csiro_mk3_6_0, Apr Average, Nepal, NPL
18.473104, 2060-2079, csiro_mk3_6_0, May Average, Nepal, NPL
22.264349, 2060-2079, csiro_mk3_6_0, Jun Average, Nepal, NPL
22.686718, 2060-2079, csiro_mk3_6_0, Jul Average, Nepal, NPL
21.171427, 2060-2079, csiro_mk3_6_0, Aug Average, Nepal, NPL
17.90619, 2060-2079, csiro_mk3_6_0, Sep Average, Nepal, NPL
13.230395, 2060-2079, csiro_mk3_6_0, Oct Average, Nepal, NPL
7.6334133, 2060-2079, csiro_mk3_6_0, Nov Average, Nepal, NPL
3.4380913, 2060-2079, csiro_mk3_6_0, Dec Average, Nepal, NPL
4.074769, 2060-2079, fio_esm, Jan Average, Nepal, NPL
5.14688, 2060-2079, fio_esm, Feb Average, Nepal, NPL
8.191758, 2060-2079, fio_esm, Mar Average, Nepal, NPL
12.307526, 2060-2079, fio_esm, Apr Average, Nepal, NPL
15.871473, 2060-2079, fio_esm, May Average, Nepal, NPL
19.638063, 2060-2079, fio_esm, Jun Average, Nepal, NPL
20.383335, 2060-2079, fio_esm, Jul Average, Nepal, NPL
19.373898, 2060-2079, fio_esm, Aug Average, Nepal, NPL
17.229498, 2060-2079, fio_esm, Sep Average, Nepal, NPL
12.085466, 2060-2079, fio_esm, Oct Average, Nepal, NPL
8.131929, 2060-2079, fio_esm, Nov Average, Nepal, NPL
5.050109, 2060-2079, fio_esm, Dec Average, Nepal, NPL
1.5491326, 2060-2079, gfdl_cm3, Jan Average, Nepal, NPL
2.4451885, 2060-2079, gfdl_cm3, Feb Average, Nepal, NPL
