Monthly Min-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
-0.5421054, 2020-2039, bcc_csm1_1, Jan Average, Nepal, NPL
1.5471298, 2020-2039, bcc_csm1_1, Feb Average, Nepal, NPL
5.627648, 2020-2039, bcc_csm1_1, Mar Average, Nepal, NPL
9.627761, 2020-2039, bcc_csm1_1, Apr Average, Nepal, NPL
13.925606, 2020-2039, bcc_csm1_1, May Average, Nepal, NPL
17.175648, 2020-2039, bcc_csm1_1, Jun Average, Nepal, NPL
17.972567, 2020-2039, bcc_csm1_1, Jul Average, Nepal, NPL
16.455708, 2020-2039, bcc_csm1_1, Aug Average, Nepal, NPL
14.142998, 2020-2039, bcc_csm1_1, Sep Average, Nepal, NPL
11.823054, 2020-2039, bcc_csm1_1, Oct Average, Nepal, NPL
7.258664, 2020-2039, bcc_csm1_1, Nov Average, Nepal, NPL
1.7395209, 2020-2039, bcc_csm1_1, Dec Average, Nepal, NPL
7.2903795, 2020-2039, bcc_csm1_1_m, Jan Average, Nepal, NPL
8.77675, 2020-2039, bcc_csm1_1_m, Feb Average, Nepal, NPL
12.691021, 2020-2039, bcc_csm1_1_m, Mar Average, Nepal, NPL
17.908976, 2020-2039, bcc_csm1_1_m, Apr Average, Nepal, NPL
22.272953, 2020-2039, bcc_csm1_1_m, May Average, Nepal, NPL
23.819489, 2020-2039, bcc_csm1_1_m, Jun Average, Nepal, NPL
22.989876, 2020-2039, bcc_csm1_1_m, Jul Average, Nepal, NPL
21.376223, 2020-2039, bcc_csm1_1_m, Aug Average, Nepal, NPL
20.154196, 2020-2039, bcc_csm1_1_m, Sep Average, Nepal, NPL
17.79227, 2020-2039, bcc_csm1_1_m, Oct Average, Nepal, NPL
12.782408, 2020-2039, bcc_csm1_1_m, Nov Average, Nepal, NPL
9.332446, 2020-2039, bcc_csm1_1_m, Dec Average, Nepal, NPL
6.6504025, 2020-2039, ccsm4, Jan Average, Nepal, NPL
7.857449, 2020-2039, ccsm4, Feb Average, Nepal, NPL
12.681052, 2020-2039, ccsm4, Mar Average, Nepal, NPL
18.7473, 2020-2039, ccsm4, Apr Average, Nepal, NPL
22.88522, 2020-2039, ccsm4, May Average, Nepal, NPL
24.118113, 2020-2039, ccsm4, Jun Average, Nepal, NPL
24.054466, 2020-2039, ccsm4, Jul Average, Nepal, NPL
23.506266, 2020-2039, ccsm4, Aug Average, Nepal, NPL
21.737188, 2020-2039, ccsm4, Sep Average, Nepal, NPL
16.511179, 2020-2039, ccsm4, Oct Average, Nepal, NPL
11.60905, 2020-2039, ccsm4, Nov Average, Nepal, NPL
8.154969, 2020-2039, ccsm4, Dec Average, Nepal, NPL
4.463557, 2020-2039, cesm1_cam5, Jan Average, Nepal, NPL
6.180884, 2020-2039, cesm1_cam5, Feb Average, Nepal, NPL
11.817341, 2020-2039, cesm1_cam5, Mar Average, Nepal, NPL
18.065474, 2020-2039, cesm1_cam5, Apr Average, Nepal, NPL
20.894135, 2020-2039, cesm1_cam5, May Average, Nepal, NPL
22.460793, 2020-2039, cesm1_cam5, Jun Average, Nepal, NPL
22.775162, 2020-2039, cesm1_cam5, Jul Average, Nepal, NPL
22.691969, 2020-2039, cesm1_cam5, Aug Average, Nepal, NPL
21.300259, 2020-2039, cesm1_cam5, Sep Average, Nepal, NPL
16.821785, 2020-2039, cesm1_cam5, Oct Average, Nepal, NPL
10.230264, 2020-2039, cesm1_cam5, Nov Average, Nepal, NPL
