Monthly Min-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
0.4166559, 2080-2099, bcc_csm1_1, Jan Average, Nepal, NPL
1.9939384, 2080-2099, bcc_csm1_1, Feb Average, Nepal, NPL
6.0228796, 2080-2099, bcc_csm1_1, Mar Average, Nepal, NPL
11.083026, 2080-2099, bcc_csm1_1, Apr Average, Nepal, NPL
15.2373085, 2080-2099, bcc_csm1_1, May Average, Nepal, NPL
18.318762, 2080-2099, bcc_csm1_1, Jun Average, Nepal, NPL
18.85802, 2080-2099, bcc_csm1_1, Jul Average, Nepal, NPL
17.45807, 2080-2099, bcc_csm1_1, Aug Average, Nepal, NPL
15.161682, 2080-2099, bcc_csm1_1, Sep Average, Nepal, NPL
12.73584, 2080-2099, bcc_csm1_1, Oct Average, Nepal, NPL
8.177247, 2080-2099, bcc_csm1_1, Nov Average, Nepal, NPL
3.2092319, 2080-2099, bcc_csm1_1, Dec Average, Nepal, NPL
8.234742, 2080-2099, bcc_csm1_1_m, Jan Average, Nepal, NPL
9.391659, 2080-2099, bcc_csm1_1_m, Feb Average, Nepal, NPL
13.530253, 2080-2099, bcc_csm1_1_m, Mar Average, Nepal, NPL
18.51003, 2080-2099, bcc_csm1_1_m, Apr Average, Nepal, NPL
22.515972, 2080-2099, bcc_csm1_1_m, May Average, Nepal, NPL
24.840845, 2080-2099, bcc_csm1_1_m, Jun Average, Nepal, NPL
23.442863, 2080-2099, bcc_csm1_1_m, Jul Average, Nepal, NPL
22.290405, 2080-2099, bcc_csm1_1_m, Aug Average, Nepal, NPL
21.225721, 2080-2099, bcc_csm1_1_m, Sep Average, Nepal, NPL
18.381035, 2080-2099, bcc_csm1_1_m, Oct Average, Nepal, NPL
14.456391, 2080-2099, bcc_csm1_1_m, Nov Average, Nepal, NPL
10.536062, 2080-2099, bcc_csm1_1_m, Dec Average, Nepal, NPL
7.7141685, 2080-2099, ccsm4, Jan Average, Nepal, NPL
9.261512, 2080-2099, ccsm4, Feb Average, Nepal, NPL
13.591412, 2080-2099, ccsm4, Mar Average, Nepal, NPL
18.99668, 2080-2099, ccsm4, Apr Average, Nepal, NPL
23.4127, 2080-2099, ccsm4, May Average, Nepal, NPL
24.738596, 2080-2099, ccsm4, Jun Average, Nepal, NPL
24.38146, 2080-2099, ccsm4, Jul Average, Nepal, NPL
23.921886, 2080-2099, ccsm4, Aug Average, Nepal, NPL
22.090303, 2080-2099, ccsm4, Sep Average, Nepal, NPL
17.121723, 2080-2099, ccsm4, Oct Average, Nepal, NPL
11.984819, 2080-2099, ccsm4, Nov Average, Nepal, NPL
8.542804, 2080-2099, ccsm4, Dec Average, Nepal, NPL
5.93304, 2080-2099, cesm1_cam5, Jan Average, Nepal, NPL
8.009194, 2080-2099, cesm1_cam5, Feb Average, Nepal, NPL
13.270036, 2080-2099, cesm1_cam5, Mar Average, Nepal, NPL
18.954285, 2080-2099, cesm1_cam5, Apr Average, Nepal, NPL
22.62467, 2080-2099, cesm1_cam5, May Average, Nepal, NPL
24.66526, 2080-2099, cesm1_cam5, Jun Average, Nepal, NPL
24.297634, 2080-2099, cesm1_cam5, Jul Average, Nepal, NPL
23.908518, 2080-2099, cesm1_cam5, Aug Average, Nepal, NPL
22.47235, 2080-2099, cesm1_cam5, Sep Average, Nepal, NPL
17.737497, 2080-2099, cesm1_cam5, Oct Average, Nepal, NPL
11.36272, 2080-2099, cesm1_cam5, Nov Average, Nepal, NPL
7.3973, 2080-2099, cesm1_cam5, Dec Average, Nepal, NPL
