Number of Summer Days (Tmax > 25°C) - (Days), Year, Model, Statistics, ISO3
0.88906, 2080-2099, bnu_esm, Sep Anomaly, NPL
1.9378, 2080-2099, bnu_esm, Oct Anomaly, NPL
3.07152, 2080-2099, bnu_esm, Nov Anomaly, NPL
1.581, 2080-2099, bnu_esm, Dec Anomaly, NPL
1.60134, 2080-2099, canesm2, Jan Anomaly, NPL
1.2646, 2080-2099, canesm2, Feb Anomaly, NPL
3.36144, 2080-2099, canesm2, Mar Anomaly, NPL
2.73617, 2080-2099, canesm2, Apr Anomaly, NPL
2.3451, 2080-2099, canesm2, May Anomaly, NPL
2.27167, 2080-2099, canesm2, Jun Anomaly, NPL
3.04674, 2080-2099, canesm2, Jul Anomaly, NPL
3.74035, 2080-2099, canesm2, Aug Anomaly, NPL
3.54325, 2080-2099, canesm2, Sep Anomaly, NPL
2.61624, 2080-2099, canesm2, Oct Anomaly, NPL
3.35422, 2080-2099, canesm2, Nov Anomaly, NPL
2.03107, 2080-2099, canesm2, Dec Anomaly, NPL
1.90509, 2080-2099, ccsm4, Jan Anomaly, NPL
2.99418, 2080-2099, ccsm4, Feb Anomaly, NPL
5.22035, 2080-2099, ccsm4, Mar Anomaly, NPL
2.05779, 2080-2099, ccsm4, Apr Anomaly, NPL
1.09009, 2080-2099, ccsm4, May Anomaly, NPL
1.88823, 2080-2099, ccsm4, Jun Anomaly, NPL
3.05341, 2080-2099, ccsm4, Jul Anomaly, NPL
2.72505, 2080-2099, ccsm4, Aug Anomaly, NPL
3.46572, 2080-2099, ccsm4, Sep Anomaly, NPL
4.24109, 2080-2099, ccsm4, Oct Anomaly, NPL
3.91904, 2080-2099, ccsm4, Nov Anomaly, NPL
2.39457, 2080-2099, ccsm4, Dec Anomaly, NPL
1.5723, 2080-2099, cesm1_bgc, Jan Anomaly, NPL
1.67205, 2080-2099, cesm1_bgc, Feb Anomaly, NPL
3.80845, 2080-2099, cesm1_bgc, Mar Anomaly, NPL
1.58052, 2080-2099, cesm1_bgc, Apr Anomaly, NPL
0.98457, 2080-2099, cesm1_bgc, May Anomaly, NPL
2.33086, 2080-2099, cesm1_bgc, Jun Anomaly, NPL
2.88948, 2080-2099, cesm1_bgc, Jul Anomaly, NPL
2.83633, 2080-2099, cesm1_bgc, Aug Anomaly, NPL
3.21681, 2080-2099, cesm1_bgc, Sep Anomaly, NPL
4.03667, 2080-2099, cesm1_bgc, Oct Anomaly, NPL
4.40489, 2080-2099, cesm1_bgc, Nov Anomaly, NPL
2.76246, 2080-2099, cesm1_bgc, Dec Anomaly, NPL
4.13183, 2080-2099, cesm1_cam5, Jan Anomaly, NPL
4.63856, 2080-2099, cesm1_cam5, Feb Anomaly, NPL
3.34073, 2080-2099, cesm1_cam5, Mar Anomaly, NPL
2.38535, 2080-2099, cesm1_cam5, Apr Anomaly, NPL
2.89663, 2080-2099, cesm1_cam5, May Anomaly, NPL
4.28275, 2080-2099, cesm1_cam5, Jun Anomaly, NPL
5.18074, 2080-2099, cesm1_cam5, Jul Anomaly, NPL
5.03737, 2080-2099, cesm1_cam5, Aug Anomaly, NPL
4.94905, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
4.69631, 2080-2099, cesm1_cam5, Oct Anomaly, NPL
7.01724, 2080-2099, cesm1_cam5, Nov Anomaly, NPL
3.91348, 2080-2099, cesm1_cam5, Dec Anomaly, NPL
1.01696, 2080-2099, cnrm_cm5, Jan Anomaly, NPL
2.41387, 2080-2099, cnrm_cm5, Feb Anomaly, NPL
2.99087, 2080-2099, cnrm_cm5, Mar Anomaly, NPL
2.41296, 2080-2099, cnrm_cm5, Apr Anomaly, NPL
0.94389, 2080-2099, cnrm_cm5, May Anomaly, NPL
1.66344, 2080-2099, cnrm_cm5, Jun Anomaly, NPL
2.0404, 2080-2099, cnrm_cm5, Jul Anomaly, NPL
2.61336, 2080-2099, cnrm_cm5, Aug Anomaly, NPL
2.07345, 2080-2099, cnrm_cm5, Sep Anomaly, NPL
3.22874, 2080-2099, cnrm_cm5, Oct Anomaly, NPL
3.59659, 2080-2099, cnrm_cm5, Nov Anomaly, NPL
1.03099, 2080-2099, cnrm_cm5, Dec Anomaly, NPL
1.01275, 2080-2099, csiro_mk3_6_0, Jan Anomaly, NPL
3.30291, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
5.14519, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
3.18084, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
1.13142, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
1.69819, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
3.72608, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
3.05284, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
1.80854, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
2.04737, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
3.74595, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
1.63203, 2080-2099, csiro_mk3_6_0, Dec Anomaly, NPL
2.5544, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
4.36664, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
6.80315, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
3.58219, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
3.57446, 2080-2099, gfdl_cm3, May Anomaly, NPL
3.602, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
3.56966, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
3.67732, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
4.88542, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
5.7337, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
6.28126, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
3.22598, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
0.95099, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
1.68526, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
3.34642, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
2.14919, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
1.03731, 2080-2099, gfdl_esm2g, May Anomaly, NPL
1.6827, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
2.43261, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
1.7168, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
3.11063, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
3.49386, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
2.27198, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
1.10447, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
1.26086, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
1.3025, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
3.22684, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
1.82734, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
0.9236, 2080-2099, gfdl_esm2m, May Anomaly, NPL
1.5569, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
2.24575, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
2.82369, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
3.09419, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
3.48895, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
2.64825, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
0.29655, 2080-2099, gfdl_esm2m, Dec Anomaly, NPL
1.42893, 2080-2099, hadgem2_ao, Jan Anomaly, NPL
3.78023, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
6.14021, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
4.12516, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
1.89623, 2080-2099, hadgem2_ao, May Anomaly, NPL
1.22998, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
1.60428, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
1.90704, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
2.61531, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
4.88809, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
6.20738, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
2.2181, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
2.28564, 2080-2099, hadgem2_cc, Jan Anomaly, NPL
3.94314, 2080-2099, hadgem2_cc, Feb Anomaly, NPL
5.04816, 2080-2099, hadgem2_cc, Mar Anomaly, NPL
3.20012, 2080-2099, hadgem2_cc, Apr Anomaly, NPL
2.74479, 2080-2099, hadgem2_cc, May Anomaly, NPL
1.94776, 2080-2099, hadgem2_cc, Jun Anomaly, NPL
1.59627, 2080-2099, hadgem2_cc, Jul Anomaly, NPL
1.49215, 2080-2099, hadgem2_cc, Aug Anomaly, NPL
2.10366, 2080-2099, hadgem2_cc, Sep Anomaly, NPL
4.96462, 2080-2099, hadgem2_cc, Oct Anomaly, NPL
6.39065, 2080-2099, hadgem2_cc, Nov Anomaly, NPL
2.83543, 2080-2099, hadgem2_cc, Dec Anomaly, NPL
0.64927, 2080-2099, inmcm4, Jan Anomaly, NPL
2.50872, 2080-2099, inmcm4, Feb Anomaly, NPL
1.93008, 2080-2099, inmcm4, Mar Anomaly, NPL
1.46108, 2080-2099, inmcm4, Apr Anomaly, NPL
0.26694, 2080-2099, inmcm4, May Anomaly, NPL
0.34132, 2080-2099, inmcm4, Jun Anomaly, NPL
1.00851, 2080-2099, inmcm4, Jul Anomaly, NPL
1.19704, 2080-2099, inmcm4, Aug Anomaly, NPL
1.73548, 2080-2099, inmcm4, Sep Anomaly, NPL
1.8835, 2080-2099, inmcm4, Oct Anomaly, NPL
-0.0266, 2080-2099, inmcm4, Nov Anomaly, NPL
0.29411, 2080-2099, inmcm4, Dec Anomaly, NPL
2.45126, 2080-2099, ipsl_cm5a_lr, Jan Anomaly, NPL
3.42428, 2080-2099, ipsl_cm5a_lr, Feb Anomaly, NPL
5.46454, 2080-2099, ipsl_cm5a_lr, Mar Anomaly, NPL
4.13151, 2080-2099, ipsl_cm5a_lr, Apr Anomaly, NPL
2.81169, 2080-2099, ipsl_cm5a_lr, May Anomaly, NPL
0.66143, 2080-2099, ipsl_cm5a_lr, Jun Anomaly, NPL
1.11121, 2080-2099, ipsl_cm5a_lr, Jul Anomaly, NPL
1.92376, 2080-2099, ipsl_cm5a_lr, Aug Anomaly, NPL
3.25423, 2080-2099, ipsl_cm5a_lr, Sep Anomaly, NPL
4.87694, 2080-2099, ipsl_cm5a_lr, Oct Anomaly, NPL
5.07216, 2080-2099, ipsl_cm5a_lr, Nov Anomaly, NPL
2.38578, 2080-2099, ipsl_cm5a_lr, Dec Anomaly, NPL
1.68538, 2080-2099, ipsl_cm5a_mr, Jan Anomaly, NPL
2.53821, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, NPL
5.23158, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, NPL
4.82584, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
2.4712, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
1.56955, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, NPL
2.24223, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, NPL
3.40275, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, NPL
3.91238, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, NPL
4.8772, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, NPL
4.65043, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, NPL
1.80216, 2080-2099, ipsl_cm5a_mr, Dec Anomaly, NPL
0.27649, 2080-2099, ipsl_cm5b_lr, Jan Anomaly, NPL
1.05459, 2080-2099, ipsl_cm5b_lr, Feb Anomaly, NPL
1.999, 2080-2099, ipsl_cm5b_lr, Mar Anomaly, NPL
3.02388, 2080-2099, ipsl_cm5b_lr, Apr Anomaly, NPL
2.33701, 2080-2099, ipsl_cm5b_lr, May Anomaly, NPL
1.51625, 2080-2099, ipsl_cm5b_lr, Jun Anomaly, NPL
1.02016, 2080-2099, ipsl_cm5b_lr, Jul Anomaly, NPL
0.99584, 2080-2099, ipsl_cm5b_lr, Aug Anomaly, NPL
1.0883, 2080-2099, ipsl_cm5b_lr, Sep Anomaly, NPL
3.58893, 2080-2099, ipsl_cm5b_lr, Oct Anomaly, NPL
1.94009, 2080-2099, ipsl_cm5b_lr, Nov Anomaly, NPL
0.3253, 2080-2099, ipsl_cm5b_lr, Dec Anomaly, NPL
1.5075, 2080-2099, miroc5, Jan Anomaly, NPL
2.65587, 2080-2099, miroc5, Feb Anomaly, NPL
4.83767, 2080-2099, miroc5, Mar Anomaly, NPL
3.04365, 2080-2099, miroc5, Apr Anomaly, NPL
1.47488, 2080-2099, miroc5, May Anomaly, NPL
1.72048, 2080-2099, miroc5, Jun Anomaly, NPL
2.07103, 2080-2099, miroc5, Jul Anomaly, NPL
2.61003, 2080-2099, miroc5, Aug Anomaly, NPL
2.88435, 2080-2099, miroc5, Sep Anomaly, NPL
2.60807, 2080-2099, miroc5, Oct Anomaly, NPL
4.63467, 2080-2099, miroc5, Nov Anomaly, NPL
2.53728, 2080-2099, miroc5, Dec Anomaly, NPL
2.11938, 2080-2099, miroc_esm_chem, Jan Anomaly, NPL
3.17721, 2080-2099, miroc_esm_chem, Feb Anomaly, NPL
5.35243, 2080-2099, miroc_esm_chem, Mar Anomaly, NPL
4.96928, 2080-2099, miroc_esm_chem, Apr Anomaly, NPL
2.44032, 2080-2099, miroc_esm_chem, May Anomaly, NPL
1.9771, 2080-2099, miroc_esm_chem, Jun Anomaly, NPL
1.17324, 2080-2099, miroc_esm_chem, Jul Anomaly, NPL
2.10897, 2080-2099, miroc_esm_chem, Aug Anomaly, NPL
2.09206, 2080-2099, miroc_esm_chem, Sep Anomaly, NPL
3.35314, 2080-2099, miroc_esm_chem, Oct Anomaly, NPL
3.94994, 2080-2099, miroc_esm_chem, Nov Anomaly, NPL
2.46345, 2080-2099, miroc_esm_chem, Dec Anomaly, NPL
1.53698, 2080-2099, miroc_esm, Jan Anomaly, NPL
1.97878, 2080-2099, miroc_esm, Feb Anomaly, NPL
3.717, 2080-2099, miroc_esm, Mar Anomaly, NPL
3.28257, 2080-2099, miroc_esm, Apr Anomaly, NPL
1.84049, 2080-2099, miroc_esm, May Anomaly, NPL
1.10979, 2080-2099, miroc_esm, Jun Anomaly, NPL
0.59623, 2080-2099, miroc_esm, Jul Anomaly, NPL
2.1339, 2080-2099, miroc_esm, Aug Anomaly, NPL
2.251, 2080-2099, miroc_esm, Sep Anomaly, NPL
3.78947, 2080-2099, miroc_esm, Oct Anomaly, NPL
3.53588, 2080-2099, miroc_esm, Nov Anomaly, NPL
1.42013, 2080-2099, miroc_esm, Dec Anomaly, NPL
1.21326, 2080-2099, mpi_esm_lr, Jan Anomaly, NPL
2.47157, 2080-2099, mpi_esm_lr, Feb Anomaly, NPL
4.80191, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
2.83229, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
1.30293, 2080-2099, mpi_esm_lr, May Anomaly, NPL
1.03437, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
2.40647, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
3.05778, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
2.40411, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
3.21275, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
2.70262, 2080-2099, mpi_esm_lr, Nov Anomaly, NPL
1.70949, 2080-2099, mpi_esm_lr, Dec Anomaly, NPL
1.13415, 2080-2099, mpi_esm_mr, Jan Anomaly, NPL
1.73007, 2080-2099, mpi_esm_mr, Feb Anomaly, NPL
3.52245, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
2.12565, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
1.25925, 2080-2099, mpi_esm_mr, May Anomaly, NPL
1.36382, 2080-2099, mpi_esm_mr, Jun Anomaly, NPL
2.79405, 2080-2099, mpi_esm_mr, Jul Anomaly, NPL
2.69333, 2080-2099, mpi_esm_mr, Aug Anomaly, NPL
2.40327, 2080-2099, mpi_esm_mr, Sep Anomaly, NPL
3.3627, 2080-2099, mpi_esm_mr, Oct Anomaly, NPL
2.29938, 2080-2099, mpi_esm_mr, Nov Anomaly, NPL
1.32396, 2080-2099, mpi_esm_mr, Dec Anomaly, NPL
0.11481, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
0.95829, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
3.48493, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
2.53311, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
0.94319, 2080-2099, mri_cgcm3, May Anomaly, NPL
1.04978, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
2.31736, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
2.97476, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
2.5955, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
2.4352, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
2.17644, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
0.2948, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
1.30737, 2080-2099, noresm1_m, Jan Anomaly, NPL
1.43138, 2080-2099, noresm1_m, Feb Anomaly, NPL
2.26951, 2080-2099, noresm1_m, Mar Anomaly, NPL
3.13538, 2080-2099, noresm1_m, Apr Anomaly, NPL
1.12169, 2080-2099, noresm1_m, May Anomaly, NPL
1.64642, 2080-2099, noresm1_m, Jun Anomaly, NPL
2.26969, 2080-2099, noresm1_m, Jul Anomaly, NPL
2.84042, 2080-2099, noresm1_m, Aug Anomaly, NPL
2.9551, 2080-2099, noresm1_m, Sep Anomaly, NPL
3.04546, 2080-2099, noresm1_m, Oct Anomaly, NPL
3.67954, 2080-2099, noresm1_m, Nov Anomaly, NPL
1.72122, 2080-2099, noresm1_m, Dec Anomaly, NPL
0.05887, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
0.33315, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
0.80094, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
1.15197, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.0031, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-0.3428, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-1.0835, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
0.03892, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
0.39707, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.1778, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
0.62384, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
0.09704, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
1.55776, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
2.37108, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
4.27985, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
2.94566, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
1.55418, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
1.1682, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
1.75414, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
2.51199, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
2.69621, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
3.86236, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
4.1765, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
1.8738, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
2.98454, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
4.8166, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
7.3676, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
4.14673, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
2.33568, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
3.40659, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
5.32896, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
5.4875, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
5.2632, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
6.3557, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
6.86914, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
3.58128, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
40.6383, 2080-2099, access1_0, Annual Anomaly, NPL
29.4665, 2080-2099, access1_3, Annual Anomaly, NPL
23.8587, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
16.348, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
25.6913, 2080-2099, bnu_esm, Annual Anomaly, NPL
31.9122, 2080-2099, canesm2, Annual Anomaly, NPL
34.9546, 2080-2099, ccsm4, Annual Anomaly, NPL
32.0954, 2080-2099, cesm1_bgc, Annual Anomaly, NPL
52.4701, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
26.0278, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
31.4841, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
51.8562, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
24.9822, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
24.6954, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
36.2975, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
36.8254, 2080-2099, hadgem2_cc, Annual Anomaly, NPL
13.2494, 2080-2099, inmcm4, Annual Anomaly, NPL
37.5688, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
39.2089, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
19.1659, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, NPL
32.5855, 2080-2099, miroc5, Annual Anomaly, NPL
35.1812, 2080-2099, miroc_esm_chem, Annual Anomaly, NPL
27.1908, 2080-2099, miroc_esm, Annual Anomaly, NPL
29.1413, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
26.0133, 2080-2099, mpi_esm_mr, Annual Anomaly, NPL
21.8776, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
27.4232, 2080-2099, noresm1_m, Annual Anomaly, NPL
12.5816, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
29.3908, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
50.7904, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
