FID,id_punto,mes,mes_etiqueta,n_period,period,temp_min_normal,geom
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15ab,40665,10,10,30,1950,11.01,POINT (8933389.136160204 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15ac,40666,10,10,30,1950,5.75,POINT (8989048.88155684 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15ad,40667,10,10,30,1950,-4.4,POINT (9044708.626953477 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15ae,40668,10,10,30,1950,-2.35,POINT (9100368.372350115 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15af,40669,10,10,30,1950,-6.12,POINT (9156028.117746752 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15b0,40670,10,10,30,1950,-12.11,POINT (9211687.863143386 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15b1,40671,10,10,30,1950,-9.96,POINT (9267347.608540025 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15b2,40672,10,10,30,1950,-9.4,POINT (9323007.353936663 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15b3,40673,10,10,30,1950,-9.26,POINT (9378667.099333297 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15b4,40674,10,10,30,1950,-11.25,POINT (9434326.844729934 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15b5,40675,10,10,30,1950,-11.02,POINT (9489986.590126572 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15b6,40676,10,10,30,1950,-10.98,POINT (9545646.335523209 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15b7,40677,10,10,30,1950,-7.94,POINT (9601306.080919845 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15b8,40678,10,10,30,1950,-8.7,POINT (9656965.826316481 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15b9,40679,10,10,30,1950,-12.41,POINT (9712625.57171312 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15ba,40680,10,10,30,1950,-11.48,POINT (9768285.317109756 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15bb,41295,10,10,30,1950,18.72,POINT (8933389.136160204 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15bc,41296,10,10,30,1950,17.82,POINT (8989048.88155684 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15bd,41297,10,10,30,1950,16.45,POINT (9044708.626953477 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15be,41298,10,10,30,1950,11.8,POINT (9100368.372350115 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15bf,41299,10,10,30,1950,8.96,POINT (9156028.117746752 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15c0,41300,10,10,30,1950,2.5,POINT (9211687.863143386 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15c1,41301,10,10,30,1950,-8.55,POINT (9267347.608540025 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15c2,41302,10,10,30,1950,-8.23,POINT (9323007.353936663 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15c3,41303,10,10,30,1950,-11.09,POINT (9378667.099333297 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15c4,41304,10,10,30,1950,-14.26,POINT (9434326.844729934 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15c5,41305,10,10,30,1950,-14.18,POINT (9489986.590126572 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15c6,41306,10,10,30,1950,-11.23,POINT (9545646.335523209 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15c7,41307,10,10,30,1950,-12.75,POINT (9601306.080919845 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15c8,41308,10,10,30,1950,-12.22,POINT (9656965.826316481 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15c9,41309,10,10,30,1950,-11.53,POINT (9712625.57171312 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15ca,41310,10,10,30,1950,-8.7,POINT (9768285.317109756 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15cb,40335,10,10,30,1950,-3.25,POINT (8933389.136160204 3535725.659799159)
temp_min_normales_espacial_p.fid--5ff12b53_17a3c66ba90_15cc,40336,10,10,30,1950,-8.61,POINT (8989048.88155684 3535725.659799159)
