Heating Degree Days - (Celsius), Year, Model, Statistics, ISO3
-109.36, 2060-2079, bcc_csm1_1_m, Jan Anomaly, NPL
-73.56, 2060-2079, bcc_csm1_1_m, Feb Anomaly, NPL
-107.42, 2060-2079, bcc_csm1_1_m, Mar Anomaly, NPL
-90.185, 2060-2079, bcc_csm1_1_m, Apr Anomaly, NPL
-65.414, 2060-2079, bcc_csm1_1_m, May Anomaly, NPL
-33.005, 2060-2079, bcc_csm1_1_m, Jun Anomaly, NPL
-38.828, 2060-2079, bcc_csm1_1_m, Jul Anomaly, NPL
-42.252, 2060-2079, bcc_csm1_1_m, Aug Anomaly, NPL
-36.159, 2060-2079, bcc_csm1_1_m, Sep Anomaly, NPL
-49.172, 2060-2079, bcc_csm1_1_m, Oct Anomaly, NPL
-77.802, 2060-2079, bcc_csm1_1_m, Nov Anomaly, NPL
-112.91, 2060-2079, bcc_csm1_1_m, Dec Anomaly, NPL
-153.99, 2060-2079, bcc_csm1_1, Jan Anomaly, NPL
-67.441, 2060-2079, bcc_csm1_1, Feb Anomaly, NPL
-66.806, 2060-2079, bcc_csm1_1, Mar Anomaly, NPL
-71.403, 2060-2079, bcc_csm1_1, Apr Anomaly, NPL
-58.985, 2060-2079, bcc_csm1_1, May Anomaly, NPL
-40.626, 2060-2079, bcc_csm1_1, Jun Anomaly, NPL
-25.899, 2060-2079, bcc_csm1_1, Jul Anomaly, NPL
-17.346, 2060-2079, bcc_csm1_1, Aug Anomaly, NPL
-25.455, 2060-2079, bcc_csm1_1, Sep Anomaly, NPL
-44.396, 2060-2079, bcc_csm1_1, Oct Anomaly, NPL
-73.312, 2060-2079, bcc_csm1_1, Nov Anomaly, NPL
-116.57, 2060-2079, bcc_csm1_1, Dec Anomaly, NPL
-103.89, 2060-2079, ccsm4, Jan Anomaly, NPL
-79.203, 2060-2079, ccsm4, Feb Anomaly, NPL
-131.8, 2060-2079, ccsm4, Mar Anomaly, NPL
-78.833, 2060-2079, ccsm4, Apr Anomaly, NPL
-61.544, 2060-2079, ccsm4, May Anomaly, NPL
-43.197, 2060-2079, ccsm4, Jun Anomaly, NPL
-40.252, 2060-2079, ccsm4, Jul Anomaly, NPL
-44.873, 2060-2079, ccsm4, Aug Anomaly, NPL
-46.488, 2060-2079, ccsm4, Sep Anomaly, NPL
-65.528, 2060-2079, ccsm4, Oct Anomaly, NPL
-75.229, 2060-2079, ccsm4, Nov Anomaly, NPL
-75.794, 2060-2079, ccsm4, Dec Anomaly, NPL
-108.84, 2060-2079, cesm1_cam5, Jan Anomaly, NPL
-128.99, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
-122.1, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
-80.902, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
-58.432, 2060-2079, cesm1_cam5, May Anomaly, NPL
-55.782, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
-52.659, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
-55.532, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
-62.341, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
-88.88, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
-109.32, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
-85.974, 2060-2079, cesm1_cam5, Dec Anomaly, NPL
-126.93, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
-119.11, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
-131.13, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
-82.445, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
-54.868, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
-44.683, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
-46.55, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
-41.967, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
-27.718, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
-46.224, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
-82.126, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
-119.6, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
-225.62, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
-134.71, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
-155.04, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
-122.53, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
-108.42, 2060-2079, gfdl_cm3, May Anomaly, NPL
-99.049, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
-75.44, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
-79.842, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
-89.532, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
-127.6, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
-135.04, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
-203.64, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
-86.95, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
-78.246, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
-103.45, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
-73.509, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
-55.68, 2060-2079, gfdl_esm2g, May Anomaly, NPL
-50.018, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
-33.694, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
-31.228, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
-39.023, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
-62.657, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
-73.21, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
-37.476, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
-73.428, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
-41.66, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
-93.767, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
-66.114, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
-72.994, 2060-2079, gfdl_esm2m, May Anomaly, NPL
-50.721, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
-40.903, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
-42.039, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
-46.234, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
-61.535, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
-72.203, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
-37.311, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
-80.593, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
-90.735, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
-114.01, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
-56.135, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
-31.468, 2060-2079, hadgem2_ao, May Anomaly, NPL
-29.059, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
-22.889, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
-22.571, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
-38.038, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
-61.222, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
-97.753, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
-124.81, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
-151.0, 2060-2079, hadgem2_es, Jan Anomaly, NPL
-146.27, 2060-2079, hadgem2_es, Feb Anomaly, NPL
-116.81, 2060-2079, hadgem2_es, Mar Anomaly, NPL
-72.441, 2060-2079, hadgem2_es, Apr Anomaly, NPL
-39.255, 2060-2079, hadgem2_es, May Anomaly, NPL
-37.184, 2060-2079, hadgem2_es, Jun Anomaly, NPL
-41.073, 2060-2079, hadgem2_es, Jul Anomaly, NPL
-37.95, 2060-2079, hadgem2_es, Aug Anomaly, NPL
-46.217, 2060-2079, hadgem2_es, Sep Anomaly, NPL
-79.557, 2060-2079, hadgem2_es, Oct Anomaly, NPL
-117.29, 2060-2079, hadgem2_es, Nov Anomaly, NPL
-109.96, 2060-2079, hadgem2_es, Dec Anomaly, NPL
-193.42, 2060-2079, ipsl_cm5a_lr, Jan Anomaly, NPL
-154.76, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
-160.97, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
-110.63, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
-88.853, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
-54.414, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
-45.959, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
-35.702, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
-47.771, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
-82.293, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
-164.25, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
-162.72, 2060-2079, ipsl_cm5a_lr, Dec Anomaly, NPL
-125.42, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, NPL
-152.54, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
-150.74, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
-119.64, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
-74.416, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
-58.149, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
-49.111, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
-43.223, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
-58.579, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
-91.864, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
-121.83, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
-114.2, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, NPL
-130.01, 2060-2079, miroc5, Jan Anomaly, NPL
-147.7, 2060-2079, miroc5, Feb Anomaly, NPL
-139.03, 2060-2079, miroc5, Mar Anomaly, NPL
-90.711, 2060-2079, miroc5, Apr Anomaly, NPL
-85.376, 2060-2079, miroc5, May Anomaly, NPL
-69.557, 2060-2079, miroc5, Jun Anomaly, NPL
-30.856, 2060-2079, miroc5, Jul Anomaly, NPL
-31.973, 2060-2079, miroc5, Aug Anomaly, NPL
-34.713, 2060-2079, miroc5, Sep Anomaly, NPL
-55.289, 2060-2079, miroc5, Oct Anomaly, NPL
-74.093, 2060-2079, miroc5, Nov Anomaly, NPL
-101.28, 2060-2079, miroc5, Dec Anomaly, NPL
-256.6, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
-169.65, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
-147.39, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
-117.93, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
-92.426, 2060-2079, miroc_esm_chem, May Anomaly, NPL
-56.582, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
-33.7, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
-37.004, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
-41.953, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
-63.491, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
-117.61, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
-202.7, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
-132.64, 2060-2079, miroc_esm, Jan Anomaly, NPL
-121.66, 2060-2079, miroc_esm, Feb Anomaly, NPL
-115.89, 2060-2079, miroc_esm, Mar Anomaly, NPL
-125.54, 2060-2079, miroc_esm, Apr Anomaly, NPL
-71.625, 2060-2079, miroc_esm, May Anomaly, NPL
-40.918, 2060-2079, miroc_esm, Jun Anomaly, NPL
-26.986, 2060-2079, miroc_esm, Jul Anomaly, NPL
-34.28, 2060-2079, miroc_esm, Aug Anomaly, NPL
-41.813, 2060-2079, miroc_esm, Sep Anomaly, NPL
-68.326, 2060-2079, miroc_esm, Oct Anomaly, NPL
-91.952, 2060-2079, miroc_esm, Nov Anomaly, NPL
-166.18, 2060-2079, miroc_esm, Dec Anomaly, NPL
-62.211, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
-74.542, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
-104.51, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
-64.57, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
-44.161, 2060-2079, mri_cgcm3, May Anomaly, NPL
-29.838, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
-28.826, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
-28.471, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
-34.159, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
-47.415, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
-86.606, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
-137.27, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
-109.98, 2060-2079, noresm1_m, Jan Anomaly, NPL
-102.75, 2060-2079, noresm1_m, Feb Anomaly, NPL
-106.33, 2060-2079, noresm1_m, Mar Anomaly, NPL
-74.78, 2060-2079, noresm1_m, Apr Anomaly, NPL
-55.402, 2060-2079, noresm1_m, May Anomaly, NPL
-44.579, 2060-2079, noresm1_m, Jun Anomaly, NPL
-33.242, 2060-2079, noresm1_m, Jul Anomaly, NPL
-33.926, 2060-2079, noresm1_m, Aug Anomaly, NPL
