Heating Degree Days - (Celsius), Year, Model, Statistics, ISO3
-12.643, 2020-2039, bcc_csm1_1_m, Jan Anomaly, NPL
19.0302, 2020-2039, bcc_csm1_1_m, Feb Anomaly, NPL
-46.602, 2020-2039, bcc_csm1_1_m, Mar Anomaly, NPL
-50.93, 2020-2039, bcc_csm1_1_m, Apr Anomaly, NPL
-39.014, 2020-2039, bcc_csm1_1_m, May Anomaly, NPL
-20.688, 2020-2039, bcc_csm1_1_m, Jun Anomaly, NPL
-25.03, 2020-2039, bcc_csm1_1_m, Jul Anomaly, NPL
-21.911, 2020-2039, bcc_csm1_1_m, Aug Anomaly, NPL
-10.204, 2020-2039, bcc_csm1_1_m, Sep Anomaly, NPL
-20.644, 2020-2039, bcc_csm1_1_m, Oct Anomaly, NPL
-41.083, 2020-2039, bcc_csm1_1_m, Nov Anomaly, NPL
-20.117, 2020-2039, bcc_csm1_1_m, Dec Anomaly, NPL
-66.73, 2020-2039, bcc_csm1_1, Jan Anomaly, NPL
-17.604, 2020-2039, bcc_csm1_1, Feb Anomaly, NPL
-21.614, 2020-2039, bcc_csm1_1, Mar Anomaly, NPL
-45.415, 2020-2039, bcc_csm1_1, Apr Anomaly, NPL
-33.756, 2020-2039, bcc_csm1_1, May Anomaly, NPL
-22.386, 2020-2039, bcc_csm1_1, Jun Anomaly, NPL
-7.5943, 2020-2039, bcc_csm1_1, Jul Anomaly, NPL
-8.0543, 2020-2039, bcc_csm1_1, Aug Anomaly, NPL
-7.1619, 2020-2039, bcc_csm1_1, Sep Anomaly, NPL
-19.391, 2020-2039, bcc_csm1_1, Oct Anomaly, NPL
-11.669, 2020-2039, bcc_csm1_1, Nov Anomaly, NPL
-20.784, 2020-2039, bcc_csm1_1, Dec Anomaly, NPL
-65.434, 2020-2039, bnu_esm, Jan Anomaly, NPL
-78.369, 2020-2039, bnu_esm, Feb Anomaly, NPL
-91.71, 2020-2039, bnu_esm, Mar Anomaly, NPL
-70.105, 2020-2039, bnu_esm, Apr Anomaly, NPL
-38.373, 2020-2039, bnu_esm, May Anomaly, NPL
-27.25, 2020-2039, bnu_esm, Jun Anomaly, NPL
-16.394, 2020-2039, bnu_esm, Jul Anomaly, NPL
-7.6659, 2020-2039, bnu_esm, Aug Anomaly, NPL
-9.7939, 2020-2039, bnu_esm, Sep Anomaly, NPL
-12.943, 2020-2039, bnu_esm, Oct Anomaly, NPL
-38.417, 2020-2039, bnu_esm, Nov Anomaly, NPL
-52.988, 2020-2039, bnu_esm, Dec Anomaly, NPL
-81.645, 2020-2039, canesm2, Jan Anomaly, NPL
-82.229, 2020-2039, canesm2, Feb Anomaly, NPL
-89.645, 2020-2039, canesm2, Mar Anomaly, NPL
-71.044, 2020-2039, canesm2, Apr Anomaly, NPL
-46.179, 2020-2039, canesm2, May Anomaly, NPL
-24.325, 2020-2039, canesm2, Jun Anomaly, NPL
-9.6218, 2020-2039, canesm2, Jul Anomaly, NPL
-10.884, 2020-2039, canesm2, Aug Anomaly, NPL
-16.677, 2020-2039, canesm2, Sep Anomaly, NPL
-32.59, 2020-2039, canesm2, Oct Anomaly, NPL
-42.301, 2020-2039, canesm2, Nov Anomaly, NPL
-50.595, 2020-2039, canesm2, Dec Anomaly, NPL
-31.915, 2020-2039, ccsm4, Jan Anomaly, NPL
-8.7407, 2020-2039, ccsm4, Feb Anomaly, NPL
-51.65, 2020-2039, ccsm4, Mar Anomaly, NPL
-45.497, 2020-2039, ccsm4, Apr Anomaly, NPL
-42.854, 2020-2039, ccsm4, May Anomaly, NPL
-28.879, 2020-2039, ccsm4, Jun Anomaly, NPL
-23.603, 2020-2039, ccsm4, Jul Anomaly, NPL
-26.857, 2020-2039, ccsm4, Aug Anomaly, NPL
-23.705, 2020-2039, ccsm4, Sep Anomaly, NPL
-32.31, 2020-2039, ccsm4, Oct Anomaly, NPL
-9.1389, 2020-2039, ccsm4, Nov Anomaly, NPL
7.23325, 2020-2039, ccsm4, Dec Anomaly, NPL
-26.55, 2020-2039, cesm1_cam5, Jan Anomaly, NPL
-65.477, 2020-2039, cesm1_cam5, Feb Anomaly, NPL
-46.988, 2020-2039, cesm1_cam5, Mar Anomaly, NPL
-32.347, 2020-2039, cesm1_cam5, Apr Anomaly, NPL
-32.196, 2020-2039, cesm1_cam5, May Anomaly, NPL
-33.986, 2020-2039, cesm1_cam5, Jun Anomaly, NPL
-27.956, 2020-2039, cesm1_cam5, Jul Anomaly, NPL
-29.369, 2020-2039, cesm1_cam5, Aug Anomaly, NPL
-39.996, 2020-2039, cesm1_cam5, Sep Anomaly, NPL
-42.392, 2020-2039, cesm1_cam5, Oct Anomaly, NPL
-26.456, 2020-2039, cesm1_cam5, Nov Anomaly, NPL
34.5291, 2020-2039, cesm1_cam5, Dec Anomaly, NPL
11.9795, 2020-2039, cnrm_cm5, Jan Anomaly, NPL
-45.642, 2020-2039, cnrm_cm5, Feb Anomaly, NPL
-42.623, 2020-2039, cnrm_cm5, Mar Anomaly, NPL
-44.793, 2020-2039, cnrm_cm5, Apr Anomaly, NPL
-32.027, 2020-2039, cnrm_cm5, May Anomaly, NPL
-32.58, 2020-2039, cnrm_cm5, Jun Anomaly, NPL
-33.106, 2020-2039, cnrm_cm5, Jul Anomaly, NPL
-25.32, 2020-2039, cnrm_cm5, Aug Anomaly, NPL
-19.836, 2020-2039, cnrm_cm5, Sep Anomaly, NPL
-19.273, 2020-2039, cnrm_cm5, Oct Anomaly, NPL
4.12128, 2020-2039, cnrm_cm5, Nov Anomaly, NPL
3.64522, 2020-2039, cnrm_cm5, Dec Anomaly, NPL
-66.037, 2020-2039, csiro_mk3_6_0, Jan Anomaly, NPL
-102.72, 2020-2039, csiro_mk3_6_0, Feb Anomaly, NPL
-94.565, 2020-2039, csiro_mk3_6_0, Mar Anomaly, NPL
-56.579, 2020-2039, csiro_mk3_6_0, Apr Anomaly, NPL
-29.58, 2020-2039, csiro_mk3_6_0, May Anomaly, NPL
-28.895, 2020-2039, csiro_mk3_6_0, Jun Anomaly, NPL
-32.298, 2020-2039, csiro_mk3_6_0, Jul Anomaly, NPL
-24.759, 2020-2039, csiro_mk3_6_0, Aug Anomaly, NPL
-19.762, 2020-2039, csiro_mk3_6_0, Sep Anomaly, NPL
-21.644, 2020-2039, csiro_mk3_6_0, Oct Anomaly, NPL
-50.97, 2020-2039, csiro_mk3_6_0, Nov Anomaly, NPL
-59.51, 2020-2039, csiro_mk3_6_0, Dec Anomaly, NPL
-120.02, 2020-2039, gfdl_cm3, Jan Anomaly, NPL
-66.485, 2020-2039, gfdl_cm3, Feb Anomaly, NPL
-86.915, 2020-2039, gfdl_cm3, Mar Anomaly, NPL
-75.016, 2020-2039, gfdl_cm3, Apr Anomaly, NPL
-73.216, 2020-2039, gfdl_cm3, May Anomaly, NPL
-58.757, 2020-2039, gfdl_cm3, Jun Anomaly, NPL
-33.683, 2020-2039, gfdl_cm3, Jul Anomaly, NPL
-24.661, 2020-2039, gfdl_cm3, Aug Anomaly, NPL
-28.319, 2020-2039, gfdl_cm3, Sep Anomaly, NPL
-45.912, 2020-2039, gfdl_cm3, Oct Anomaly, NPL
-57.144, 2020-2039, gfdl_cm3, Nov Anomaly, NPL
-84.737, 2020-2039, gfdl_cm3, Dec Anomaly, NPL
-11.12, 2020-2039, gfdl_esm2g, Jan Anomaly, NPL
-25.067, 2020-2039, gfdl_esm2g, Feb Anomaly, NPL
-89.251, 2020-2039, gfdl_esm2g, Mar Anomaly, NPL
-33.475, 2020-2039, gfdl_esm2g, Apr Anomaly, NPL
-27.712, 2020-2039, gfdl_esm2g, May Anomaly, NPL
-31.245, 2020-2039, gfdl_esm2g, Jun Anomaly, NPL
-16.196, 2020-2039, gfdl_esm2g, Jul Anomaly, NPL
-11.535, 2020-2039, gfdl_esm2g, Aug Anomaly, NPL
-17.444, 2020-2039, gfdl_esm2g, Sep Anomaly, NPL
-9.9562, 2020-2039, gfdl_esm2g, Oct Anomaly, NPL
-38.646, 2020-2039, gfdl_esm2g, Nov Anomaly, NPL
-14.093, 2020-2039, gfdl_esm2g, Dec Anomaly, NPL
-21.341, 2020-2039, gfdl_esm2m, Jan Anomaly, NPL
-23.776, 2020-2039, gfdl_esm2m, Feb Anomaly, NPL
-37.006, 2020-2039, gfdl_esm2m, Mar Anomaly, NPL
-21.071, 2020-2039, gfdl_esm2m, Apr Anomaly, NPL
-32.26, 2020-2039, gfdl_esm2m, May Anomaly, NPL
-26.586, 2020-2039, gfdl_esm2m, Jun Anomaly, NPL
-28.44, 2020-2039, gfdl_esm2m, Jul Anomaly, NPL
-22.103, 2020-2039, gfdl_esm2m, Aug Anomaly, NPL
-27.441, 2020-2039, gfdl_esm2m, Sep Anomaly, NPL
-41.327, 2020-2039, gfdl_esm2m, Oct Anomaly, NPL
-28.392, 2020-2039, gfdl_esm2m, Nov Anomaly, NPL
22.7032, 2020-2039, gfdl_esm2m, Dec Anomaly, NPL
7.48373, 2020-2039, hadgem2_ao, Jan Anomaly, NPL
-1.7824, 2020-2039, hadgem2_ao, Feb Anomaly, NPL
-37.877, 2020-2039, hadgem2_ao, Mar Anomaly, NPL
-18.064, 2020-2039, hadgem2_ao, Apr Anomaly, NPL
0.81099, 2020-2039, hadgem2_ao, May Anomaly, NPL
-3.6219, 2020-2039, hadgem2_ao, Jun Anomaly, NPL
-1.4815, 2020-2039, hadgem2_ao, Jul Anomaly, NPL
-2.3507, 2020-2039, hadgem2_ao, Aug Anomaly, NPL
-14.445, 2020-2039, hadgem2_ao, Sep Anomaly, NPL
-11.646, 2020-2039, hadgem2_ao, Oct Anomaly, NPL
-24.011, 2020-2039, hadgem2_ao, Nov Anomaly, NPL
-53.948, 2020-2039, hadgem2_ao, Dec Anomaly, NPL
-93.265, 2020-2039, hadgem2_es, Jan Anomaly, NPL
-44.284, 2020-2039, hadgem2_es, Feb Anomaly, NPL
-57.201, 2020-2039, hadgem2_es, Mar Anomaly, NPL
-40.202, 2020-2039, hadgem2_es, Apr Anomaly, NPL
-21.3, 2020-2039, hadgem2_es, May Anomaly, NPL
-19.033, 2020-2039, hadgem2_es, Jun Anomaly, NPL
-24.885, 2020-2039, hadgem2_es, Jul Anomaly, NPL
-20.391, 2020-2039, hadgem2_es, Aug Anomaly, NPL
