Mean Drought Index - (SPEI), Year, Model, Statistics, ISO3
-0.4796, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
0.1214, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
0.60578, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
