Mean Drought Index - (SPEI), Year, Model, Statistics, ISO3
-0.5031, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
0.11349, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
1.17492, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
