Mean Drought Index - (SPEI), Year, Model, Statistics, ISO3
-0.4457, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
0.04251, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
0.49975, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
