Mean Drought Index - (SPEI), Year, Model, Statistics, ISO3
-1.0407, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
0.34025, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
1.30686, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
