Monthly Min-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
-0.60667336, 2020-2039, bcc_csm1_1, Jan Average, Nepal, NPL
0.4128938, 2020-2039, bcc_csm1_1, Feb Average, Nepal, NPL
5.2313204, 2020-2039, bcc_csm1_1, Mar Average, Nepal, NPL
9.535873, 2020-2039, bcc_csm1_1, Apr Average, Nepal, NPL
13.656277, 2020-2039, bcc_csm1_1, May Average, Nepal, NPL
17.246418, 2020-2039, bcc_csm1_1, Jun Average, Nepal, NPL
18.083128, 2020-2039, bcc_csm1_1, Jul Average, Nepal, NPL
16.719927, 2020-2039, bcc_csm1_1, Aug Average, Nepal, NPL
14.171597, 2020-2039, bcc_csm1_1, Sep Average, Nepal, NPL
11.418213, 2020-2039, bcc_csm1_1, Oct Average, Nepal, NPL
7.0617876, 2020-2039, bcc_csm1_1, Nov Average, Nepal, NPL
1.1644715, 2020-2039, bcc_csm1_1, Dec Average, Nepal, NPL
7.0321455, 2020-2039, bcc_csm1_1_m, Jan Average, Nepal, NPL
8.569506, 2020-2039, bcc_csm1_1_m, Feb Average, Nepal, NPL
12.560553, 2020-2039, bcc_csm1_1_m, Mar Average, Nepal, NPL
17.562391, 2020-2039, bcc_csm1_1_m, Apr Average, Nepal, NPL
22.02225, 2020-2039, bcc_csm1_1_m, May Average, Nepal, NPL
23.706324, 2020-2039, bcc_csm1_1_m, Jun Average, Nepal, NPL
22.77005, 2020-2039, bcc_csm1_1_m, Jul Average, Nepal, NPL
21.356152, 2020-2039, bcc_csm1_1_m, Aug Average, Nepal, NPL
20.10755, 2020-2039, bcc_csm1_1_m, Sep Average, Nepal, NPL
17.870058, 2020-2039, bcc_csm1_1_m, Oct Average, Nepal, NPL
13.095613, 2020-2039, bcc_csm1_1_m, Nov Average, Nepal, NPL
9.216402, 2020-2039, bcc_csm1_1_m, Dec Average, Nepal, NPL
6.0973306, 2020-2039, ccsm4, Jan Average, Nepal, NPL
7.8671002, 2020-2039, ccsm4, Feb Average, Nepal, NPL
12.047903, 2020-2039, ccsm4, Mar Average, Nepal, NPL
18.154861, 2020-2039, ccsm4, Apr Average, Nepal, NPL
22.49535, 2020-2039, ccsm4, May Average, Nepal, NPL
23.89511, 2020-2039, ccsm4, Jun Average, Nepal, NPL
23.725916, 2020-2039, ccsm4, Jul Average, Nepal, NPL
23.330866, 2020-2039, ccsm4, Aug Average, Nepal, NPL
21.608303, 2020-2039, ccsm4, Sep Average, Nepal, NPL
16.23981, 2020-2039, ccsm4, Oct Average, Nepal, NPL
11.512781, 2020-2039, ccsm4, Nov Average, Nepal, NPL
7.8759284, 2020-2039, ccsm4, Dec Average, Nepal, NPL
4.0804515, 2020-2039, cesm1_cam5, Jan Average, Nepal, NPL
6.7795753, 2020-2039, cesm1_cam5, Feb Average, Nepal, NPL
11.945522, 2020-2039, cesm1_cam5, Mar Average, Nepal, NPL
18.24445, 2020-2039, cesm1_cam5, Apr Average, Nepal, NPL
21.013536, 2020-2039, cesm1_cam5, May Average, Nepal, NPL
23.085281, 2020-2039, cesm1_cam5, Jun Average, Nepal, NPL
23.13609, 2020-2039, cesm1_cam5, Jul Average, Nepal, NPL
22.58997, 2020-2039, cesm1_cam5, Aug Average, Nepal, NPL
21.24518, 2020-2039, cesm1_cam5, Sep Average, Nepal, NPL
16.52722, 2020-2039, cesm1_cam5, Oct Average, Nepal, NPL
10.002124, 2020-2039, cesm1_cam5, Nov Average, Nepal, NPL
5.4988217, 2020-2039, cesm1_cam5, Dec Average, Nepal, NPL
0.72230136, 2020-2039, csiro_mk3_6_0, Jan Average, Nepal, NPL
2.6367755, 2020-2039, csiro_mk3_6_0, Feb Average, Nepal, NPL
6.858365, 2020-2039, csiro_mk3_6_0, Mar Average, Nepal, NPL
12.23267, 2020-2039, csiro_mk3_6_0, Apr Average, Nepal, NPL
17.289854, 2020-2039, csiro_mk3_6_0, May Average, Nepal, NPL
21.049202, 2020-2039, csiro_mk3_6_0, Jun Average, Nepal, NPL
21.408348, 2020-2039, csiro_mk3_6_0, Jul Average, Nepal, NPL
20.20089, 2020-2039, csiro_mk3_6_0, Aug Average, Nepal, NPL
16.884907, 2020-2039, csiro_mk3_6_0, Sep Average, Nepal, NPL
11.713841, 2020-2039, csiro_mk3_6_0, Oct Average, Nepal, NPL
6.2137794, 2020-2039, csiro_mk3_6_0, Nov Average, Nepal, NPL
2.2850835, 2020-2039, csiro_mk3_6_0, Dec Average, Nepal, NPL
3.05853, 2020-2039, fio_esm, Jan Average, Nepal, NPL
3.9100494, 2020-2039, fio_esm, Feb Average, Nepal, NPL
7.3580565, 2020-2039, fio_esm, Mar Average, Nepal, NPL
11.387109, 2020-2039, fio_esm, Apr Average, Nepal, NPL
15.696419, 2020-2039, fio_esm, May Average, Nepal, NPL
18.998602, 2020-2039, fio_esm, Jun Average, Nepal, NPL
19.3479, 2020-2039, fio_esm, Jul Average, Nepal, NPL
18.504717, 2020-2039, fio_esm, Aug Average, Nepal, NPL
16.57064, 2020-2039, fio_esm, Sep Average, Nepal, NPL
11.600769, 2020-2039, fio_esm, Oct Average, Nepal, NPL
