Monthly Min-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
2.6766636, 2080-2099, bcc_csm1_1, Jan Anomaly, Nepal, NPL
1.5697119, 2080-2099, bcc_csm1_1, Feb Anomaly, Nepal, NPL
1.2925663, 2080-2099, bcc_csm1_1, Mar Anomaly, Nepal, NPL
2.2757752, 2080-2099, bcc_csm1_1, Apr Anomaly, Nepal, NPL
2.368577, 2080-2099, bcc_csm1_1, May Anomaly, Nepal, NPL
1.7477946, 2080-2099, bcc_csm1_1, Jun Anomaly, Nepal, NPL
1.4747633, 2080-2099, bcc_csm1_1, Jul Anomaly, Nepal, NPL
1.6399996, 2080-2099, bcc_csm1_1, Aug Anomaly, Nepal, NPL
1.8846391, 2080-2099, bcc_csm1_1, Sep Anomaly, Nepal, NPL
2.004695, 2080-2099, bcc_csm1_1, Oct Anomaly, Nepal, NPL
2.0037115, 2080-2099, bcc_csm1_1, Nov Anomaly, Nepal, NPL
2.4607985, 2080-2099, bcc_csm1_1, Dec Anomaly, Nepal, NPL
2.3500142, 2080-2099, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
1.1842022, 2080-2099, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
1.7561582, 2080-2099, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
1.9643623, 2080-2099, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
1.9250433, 2080-2099, bcc_csm1_1_m, May Anomaly, Nepal, NPL
1.9109653, 2080-2099, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
1.5200771, 2080-2099, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
1.7177866, 2080-2099, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
1.5665865, 2080-2099, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
1.8065778, 2080-2099, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
2.645994, 2080-2099, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
2.7800672, 2080-2099, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
2.5076287, 2080-2099, ccsm4, Jan Anomaly, Nepal, NPL
2.2547898, 2080-2099, ccsm4, Feb Anomaly, Nepal, NPL
2.6368477, 2080-2099, ccsm4, Mar Anomaly, Nepal, NPL
2.1994812, 2080-2099, ccsm4, Apr Anomaly, Nepal, NPL
1.756779, 2080-2099, ccsm4, May Anomaly, Nepal, NPL
1.3431418, 2080-2099, ccsm4, Jun Anomaly, Nepal, NPL
1.4002081, 2080-2099, ccsm4, Jul Anomaly, Nepal, NPL
1.405253, 2080-2099, ccsm4, Aug Anomaly, Nepal, NPL
1.2453797, 2080-2099, ccsm4, Sep Anomaly, Nepal, NPL
1.4930881, 2080-2099, ccsm4, Oct Anomaly, Nepal, NPL
1.6291442, 2080-2099, ccsm4, Nov Anomaly, Nepal, NPL
0.98099786, 2080-2099, ccsm4, Dec Anomaly, Nepal, NPL
2.6968472, 2080-2099, cesm1_cam5, Jan Anomaly, Nepal, NPL
3.1521711, 2080-2099, cesm1_cam5, Feb Anomaly, Nepal, NPL
2.8135118, 2080-2099, cesm1_cam5, Mar Anomaly, Nepal, NPL
1.5343894, 2080-2099, cesm1_cam5, Apr Anomaly, Nepal, NPL
2.1496258, 2080-2099, cesm1_cam5, May Anomaly, Nepal, NPL
2.552393, 2080-2099, cesm1_cam5, Jun Anomaly, Nepal, NPL
2.1081119, 2080-2099, cesm1_cam5, Jul Anomaly, Nepal, NPL
1.9635658, 2080-2099, cesm1_cam5, Aug Anomaly, Nepal, NPL
1.8048675, 2080-2099, cesm1_cam5, Sep Anomaly, Nepal, NPL
2.696567, 2080-2099, cesm1_cam5, Oct Anomaly, Nepal, NPL
2.4222732, 2080-2099, cesm1_cam5, Nov Anomaly, Nepal, NPL
3.0110328, 2080-2099, cesm1_cam5, Dec Anomaly, Nepal, NPL
3.3565314, 2080-2099, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
4.054424, 2080-2099, csiro_mk3_6_0, Feb Anomaly, Nepal, NPL
2.9018393, 2080-2099, csiro_mk3_6_0, Mar Anomaly, Nepal, NPL
3.1789513, 2080-2099, csiro_mk3_6_0, Apr Anomaly, Nepal, NPL
3.0175884, 2080-2099, csiro_mk3_6_0, May Anomaly, Nepal, NPL
3.8138177, 2080-2099, csiro_mk3_6_0, Jun Anomaly, Nepal, NPL
3.1384335, 2080-2099, csiro_mk3_6_0, Jul Anomaly, Nepal, NPL
2.9088516, 2080-2099, csiro_mk3_6_0, Aug Anomaly, Nepal, NPL
3.1385272, 2080-2099, csiro_mk3_6_0, Sep Anomaly, Nepal, NPL
2.9134068, 2080-2099, csiro_mk3_6_0, Oct Anomaly, Nepal, NPL
3.7554245, 2080-2099, csiro_mk3_6_0, Nov Anomaly, Nepal, NPL
3.6261327, 2080-2099, csiro_mk3_6_0, Dec Anomaly, Nepal, NPL
1.7080108, 2080-2099, fio_esm, Jan Anomaly, Nepal, NPL
