Monthly Min-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
0.06641986, 2040-2059, bcc_csm1_1, Jan Average, Nepal, NPL
1.8784386, 2040-2059, bcc_csm1_1, Feb Average, Nepal, NPL
5.8373895, 2040-2059, bcc_csm1_1, Mar Average, Nepal, NPL
11.3408, 2040-2059, bcc_csm1_1, Apr Average, Nepal, NPL
14.862229, 2040-2059, bcc_csm1_1, May Average, Nepal, NPL
18.082727, 2040-2059, bcc_csm1_1, Jun Average, Nepal, NPL
18.655838, 2040-2059, bcc_csm1_1, Jul Average, Nepal, NPL
17.553556, 2040-2059, bcc_csm1_1, Aug Average, Nepal, NPL
15.20899, 2040-2059, bcc_csm1_1, Sep Average, Nepal, NPL
12.687025, 2040-2059, bcc_csm1_1, Oct Average, Nepal, NPL
8.140211, 2040-2059, bcc_csm1_1, Nov Average, Nepal, NPL
2.4992056, 2040-2059, bcc_csm1_1, Dec Average, Nepal, NPL
8.175793, 2040-2059, bcc_csm1_1_m, Jan Average, Nepal, NPL
10.004402, 2040-2059, bcc_csm1_1_m, Feb Average, Nepal, NPL
13.794678, 2040-2059, bcc_csm1_1_m, Mar Average, Nepal, NPL
18.777418, 2040-2059, bcc_csm1_1_m, Apr Average, Nepal, NPL
23.482992, 2040-2059, bcc_csm1_1_m, May Average, Nepal, NPL
24.99705, 2040-2059, bcc_csm1_1_m, Jun Average, Nepal, NPL
23.75469, 2040-2059, bcc_csm1_1_m, Jul Average, Nepal, NPL
22.174776, 2040-2059, bcc_csm1_1_m, Aug Average, Nepal, NPL
20.793848, 2040-2059, bcc_csm1_1_m, Sep Average, Nepal, NPL
17.945412, 2040-2059, bcc_csm1_1_m, Oct Average, Nepal, NPL
14.221359, 2040-2059, bcc_csm1_1_m, Nov Average, Nepal, NPL
9.910808, 2040-2059, bcc_csm1_1_m, Dec Average, Nepal, NPL
7.6635823, 2040-2059, ccsm4, Jan Average, Nepal, NPL
9.004908, 2040-2059, ccsm4, Feb Average, Nepal, NPL
14.130544, 2040-2059, ccsm4, Mar Average, Nepal, NPL
20.025345, 2040-2059, ccsm4, Apr Average, Nepal, NPL
24.005087, 2040-2059, ccsm4, May Average, Nepal, NPL
25.399656, 2040-2059, ccsm4, Jun Average, Nepal, NPL
24.72232, 2040-2059, ccsm4, Jul Average, Nepal, NPL
24.346321, 2040-2059, ccsm4, Aug Average, Nepal, NPL
22.391214, 2040-2059, ccsm4, Sep Average, Nepal, NPL
17.75037, 2040-2059, ccsm4, Oct Average, Nepal, NPL
12.858851, 2040-2059, ccsm4, Nov Average, Nepal, NPL
9.409401, 2040-2059, ccsm4, Dec Average, Nepal, NPL
5.4882445, 2040-2059, cesm1_cam5, Jan Average, Nepal, NPL
7.3059382, 2040-2059, cesm1_cam5, Feb Average, Nepal, NPL
12.872044, 2040-2059, cesm1_cam5, Mar Average, Nepal, NPL
19.531628, 2040-2059, cesm1_cam5, Apr Average, Nepal, NPL
22.433775, 2040-2059, cesm1_cam5, May Average, Nepal, NPL
24.180544, 2040-2059, cesm1_cam5, Jun Average, Nepal, NPL
