Monthly Min-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
-0.6268835, 2040-2059, bcc_csm1_1, Jan Average, Nepal, NPL
1.3126614, 2040-2059, bcc_csm1_1, Feb Average, Nepal, NPL
5.107823, 2040-2059, bcc_csm1_1, Mar Average, Nepal, NPL
9.959084, 2040-2059, bcc_csm1_1, Apr Average, Nepal, NPL
13.96821, 2040-2059, bcc_csm1_1, May Average, Nepal, NPL
17.596529, 2040-2059, bcc_csm1_1, Jun Average, Nepal, NPL
18.018255, 2040-2059, bcc_csm1_1, Jul Average, Nepal, NPL
16.415386, 2040-2059, bcc_csm1_1, Aug Average, Nepal, NPL
14.238894, 2040-2059, bcc_csm1_1, Sep Average, Nepal, NPL
11.539821, 2040-2059, bcc_csm1_1, Oct Average, Nepal, NPL
6.9502525, 2040-2059, bcc_csm1_1, Nov Average, Nepal, NPL
1.797266, 2040-2059, bcc_csm1_1, Dec Average, Nepal, NPL
7.556483, 2040-2059, bcc_csm1_1_m, Jan Average, Nepal, NPL
8.53373, 2040-2059, bcc_csm1_1_m, Feb Average, Nepal, NPL
12.338052, 2040-2059, bcc_csm1_1_m, Mar Average, Nepal, NPL
18.095722, 2040-2059, bcc_csm1_1_m, Apr Average, Nepal, NPL
22.133339, 2040-2059, bcc_csm1_1_m, May Average, Nepal, NPL
24.079563, 2040-2059, bcc_csm1_1_m, Jun Average, Nepal, NPL
22.949404, 2040-2059, bcc_csm1_1_m, Jul Average, Nepal, NPL
21.655157, 2040-2059, bcc_csm1_1_m, Aug Average, Nepal, NPL
20.70676, 2040-2059, bcc_csm1_1_m, Sep Average, Nepal, NPL
17.84619, 2040-2059, bcc_csm1_1_m, Oct Average, Nepal, NPL
13.54846, 2040-2059, bcc_csm1_1_m, Nov Average, Nepal, NPL
9.924806, 2040-2059, bcc_csm1_1_m, Dec Average, Nepal, NPL
6.516839, 2040-2059, ccsm4, Jan Average, Nepal, NPL
8.111886, 2040-2059, ccsm4, Feb Average, Nepal, NPL
12.323524, 2040-2059, ccsm4, Mar Average, Nepal, NPL
18.76903, 2040-2059, ccsm4, Apr Average, Nepal, NPL
23.24656, 2040-2059, ccsm4, May Average, Nepal, NPL
24.393915, 2040-2059, ccsm4, Jun Average, Nepal, NPL
24.050125, 2040-2059, ccsm4, Jul Average, Nepal, NPL
23.658459, 2040-2059, ccsm4, Aug Average, Nepal, NPL
21.70062, 2040-2059, ccsm4, Sep Average, Nepal, NPL
16.634394, 2040-2059, ccsm4, Oct Average, Nepal, NPL
11.685481, 2040-2059, ccsm4, Nov Average, Nepal, NPL
8.292985, 2040-2059, ccsm4, Dec Average, Nepal, NPL
4.9001746, 2040-2059, cesm1_cam5, Jan Average, Nepal, NPL
6.58599, 2040-2059, cesm1_cam5, Feb Average, Nepal, NPL
12.146653, 2040-2059, cesm1_cam5, Mar Average, Nepal, NPL
18.322752, 2040-2059, cesm1_cam5, Apr Average, Nepal, NPL
21.714512, 2040-2059, cesm1_cam5, May Average, Nepal, NPL
23.316294, 2040-2059, cesm1_cam5, Jun Average, Nepal, NPL
23.371496, 2040-2059, cesm1_cam5, Jul Average, Nepal, NPL
23.024036, 2040-2059, cesm1_cam5, Aug Average, Nepal, NPL
21.516157, 2040-2059, cesm1_cam5, Sep Average, Nepal, NPL
17.257032, 2040-2059, cesm1_cam5, Oct Average, Nepal, NPL
10.227688, 2040-2059, cesm1_cam5, Nov Average, Nepal, NPL
6.591686, 2040-2059, cesm1_cam5, Dec Average, Nepal, NPL
1.3929564, 2040-2059, csiro_mk3_6_0, Jan Average, Nepal, NPL
3.3602228, 2040-2059, csiro_mk3_6_0, Feb Average, Nepal, NPL
7.168617, 2040-2059, csiro_mk3_6_0, Mar Average, Nepal, NPL
12.616345, 2040-2059, csiro_mk3_6_0, Apr Average, Nepal, NPL
17.526848, 2040-2059, csiro_mk3_6_0, May Average, Nepal, NPL
21.315836, 2040-2059, csiro_mk3_6_0, Jun Average, Nepal, NPL
21.977018, 2040-2059, csiro_mk3_6_0, Jul Average, Nepal, NPL
20.661118, 2040-2059, csiro_mk3_6_0, Aug Average, Nepal, NPL
17.103888, 2040-2059, csiro_mk3_6_0, Sep Average, Nepal, NPL
12.5833025, 2040-2059, csiro_mk3_6_0, Oct Average, Nepal, NPL
6.9657307, 2040-2059, csiro_mk3_6_0, Nov Average, Nepal, NPL
2.5032353, 2040-2059, csiro_mk3_6_0, Dec Average, Nepal, NPL
2.6926968, 2040-2059, fio_esm, Jan Average, Nepal, NPL
3.911072, 2040-2059, fio_esm, Feb Average, Nepal, NPL
7.2087555, 2040-2059, fio_esm, Mar Average, Nepal, NPL
11.305657, 2040-2059, fio_esm, Apr Average, Nepal, NPL
15.147343, 2040-2059, fio_esm, May Average, Nepal, NPL
18.613117, 2040-2059, fio_esm, Jun Average, Nepal, NPL
19.460613, 2040-2059, fio_esm, Jul Average, Nepal, NPL
