Number of Summer Days (Tmax > 25°C) - (Days), Year, Model, Statistics, ISO3
5.7142, 2080-2099, access1_0, Jan Anomaly, NPL
8.32506, 2080-2099, access1_0, Feb Anomaly, NPL
9.11966, 2080-2099, access1_0, Mar Anomaly, NPL
4.6163, 2080-2099, access1_0, Apr Anomaly, NPL
3.04471, 2080-2099, access1_0, May Anomaly, NPL
2.28232, 2080-2099, access1_0, Jun Anomaly, NPL
3.13799, 2080-2099, access1_0, Jul Anomaly, NPL
3.0417, 2080-2099, access1_0, Aug Anomaly, NPL
3.75136, 2080-2099, access1_0, Sep Anomaly, NPL
7.81548, 2080-2099, access1_0, Oct Anomaly, NPL
9.98434, 2080-2099, access1_0, Nov Anomaly, NPL
6.06024, 2080-2099, access1_0, Dec Anomaly, NPL
1.6775, 2080-2099, access1_3, Jan Anomaly, NPL
4.22881, 2080-2099, access1_3, Feb Anomaly, NPL
8.00512, 2080-2099, access1_3, Mar Anomaly, NPL
5.20102, 2080-2099, access1_3, Apr Anomaly, NPL
3.19295, 2080-2099, access1_3, May Anomaly, NPL
1.93764, 2080-2099, access1_3, Jun Anomaly, NPL
2.07113, 2080-2099, access1_3, Jul Anomaly, NPL
2.30111, 2080-2099, access1_3, Aug Anomaly, NPL
3.15107, 2080-2099, access1_3, Sep Anomaly, NPL
5.4199, 2080-2099, access1_3, Oct Anomaly, NPL
7.74526, 2080-2099, access1_3, Nov Anomaly, NPL
2.56591, 2080-2099, access1_3, Dec Anomaly, NPL
1.9694, 2080-2099, bcc_csm1_1_m, Jan Anomaly, NPL
3.30234, 2080-2099, bcc_csm1_1_m, Feb Anomaly, NPL
6.80452, 2080-2099, bcc_csm1_1_m, Mar Anomaly, NPL
4.75551, 2080-2099, bcc_csm1_1_m, Apr Anomaly, NPL
1.96003, 2080-2099, bcc_csm1_1_m, May Anomaly, NPL
3.47998, 2080-2099, bcc_csm1_1_m, Jun Anomaly, NPL
4.82101, 2080-2099, bcc_csm1_1_m, Jul Anomaly, NPL
4.82949, 2080-2099, bcc_csm1_1_m, Aug Anomaly, NPL
3.42938, 2080-2099, bcc_csm1_1_m, Sep Anomaly, NPL
4.43837, 2080-2099, bcc_csm1_1_m, Oct Anomaly, NPL
5.08112, 2080-2099, bcc_csm1_1_m, Nov Anomaly, NPL
3.13341, 2080-2099, bcc_csm1_1_m, Dec Anomaly, NPL
1.16041, 2080-2099, bcc_csm1_1, Jan Anomaly, NPL
2.3011, 2080-2099, bcc_csm1_1, Feb Anomaly, NPL
6.30391, 2080-2099, bcc_csm1_1, Mar Anomaly, NPL
5.20039, 2080-2099, bcc_csm1_1, Apr Anomaly, NPL
2.51778, 2080-2099, bcc_csm1_1, May Anomaly, NPL
3.34686, 2080-2099, bcc_csm1_1, Jun Anomaly, NPL
2.4979, 2080-2099, bcc_csm1_1, Jul Anomaly, NPL
2.98667, 2080-2099, bcc_csm1_1, Aug Anomaly, NPL
2.43373, 2080-2099, bcc_csm1_1, Sep Anomaly, NPL
5.45052, 2080-2099, bcc_csm1_1, Oct Anomaly, NPL
5.3372, 2080-2099, bcc_csm1_1, Nov Anomaly, NPL
1.05659, 2080-2099, bcc_csm1_1, Dec Anomaly, NPL
4.99129, 2080-2099, bnu_esm, Jan Anomaly, NPL
6.84703, 2080-2099, bnu_esm, Feb Anomaly, NPL
9.54363, 2080-2099, bnu_esm, Mar Anomaly, NPL
5.64134, 2080-2099, bnu_esm, Apr Anomaly, NPL
2.64904, 2080-2099, bnu_esm, May Anomaly, NPL
5.1733, 2080-2099, bnu_esm, Jun Anomaly, NPL
3.6432, 2080-2099, bnu_esm, Jul Anomaly, NPL
2.61346, 2080-2099, bnu_esm, Aug Anomaly, NPL
2.96579, 2080-2099, bnu_esm, Sep Anomaly, NPL
5.10873, 2080-2099, bnu_esm, Oct Anomaly, NPL
7.04987, 2080-2099, bnu_esm, Nov Anomaly, NPL
5.11449, 2080-2099, bnu_esm, Dec Anomaly, NPL
4.41745, 2080-2099, canesm2, Jan Anomaly, NPL
4.27902, 2080-2099, canesm2, Feb Anomaly, NPL
7.82942, 2080-2099, canesm2, Mar Anomaly, NPL
4.70346, 2080-2099, canesm2, Apr Anomaly, NPL
4.37615, 2080-2099, canesm2, May Anomaly, NPL
6.68284, 2080-2099, canesm2, Jun Anomaly, NPL
6.25668, 2080-2099, canesm2, Jul Anomaly, NPL
7.15739, 2080-2099, canesm2, Aug Anomaly, NPL
7.42151, 2080-2099, canesm2, Sep Anomaly, NPL
6.46349, 2080-2099, canesm2, Oct Anomaly, NPL
7.50933, 2080-2099, canesm2, Nov Anomaly, NPL
6.38455, 2080-2099, canesm2, Dec Anomaly, NPL
3.69499, 2080-2099, ccsm4, Jan Anomaly, NPL
5.36629, 2080-2099, ccsm4, Feb Anomaly, NPL
7.53558, 2080-2099, ccsm4, Mar Anomaly, NPL
3.38169, 2080-2099, ccsm4, Apr Anomaly, NPL
