Number of Summer Days (Tmax > 25°C) - (Days), Year, Model, Statistics, ISO3
0.98594, 2060-2079, ccsm4, Dec Anomaly, NPL
1.50007, 2060-2079, cesm1_cam5, Jan Anomaly, NPL
2.43798, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
1.93659, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
1.36572, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
1.9569, 2060-2079, cesm1_cam5, May Anomaly, NPL
3.12772, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
3.40894, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
2.83856, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
3.03033, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
1.93768, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
2.6715, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
1.54476, 2060-2079, cesm1_cam5, Dec Anomaly, NPL
0.59262, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
1.38693, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
1.79656, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
1.65796, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
0.77361, 2060-2079, cnrm_cm5, May Anomaly, NPL
0.87676, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
1.42902, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
1.90242, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
1.3896, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
2.29109, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
1.98521, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
0.5032, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
0.23963, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
1.39982, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
2.29957, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
1.5877, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
0.75227, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
1.01976, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
2.14768, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
1.78227, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
0.51541, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
1.66033, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
2.07652, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
0.41844, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
1.80478, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
2.27311, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
2.88538, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
2.12634, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
2.27832, 2060-2079, gfdl_cm3, May Anomaly, NPL
1.78676, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
2.19442, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
2.67209, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
3.46443, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
4.50861, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
4.02521, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
2.55296, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
0.24682, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
0.28282, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
1.5115, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
0.52298, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
0.25333, 2060-2079, gfdl_esm2g, May Anomaly, NPL
0.69845, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
0.97421, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
0.93959, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
1.57861, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
2.02796, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
0.34576, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
0.2503, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
0.46872, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
0.47695, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
0.89136, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
0.58764, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
0.60283, 2060-2079, gfdl_esm2m, May Anomaly, NPL
1.07006, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
2.32922, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
1.68948, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
1.4944, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
1.87718, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
1.37133, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
-0.1122, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
0.0835, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
0.7695, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
2.21554, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
1.42685, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
0.26324, 2060-2079, hadgem2_ao, May Anomaly, NPL
0.42052, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
0.7176, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
0.99947, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
1.25751, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
1.78642, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
1.68204, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
0.32002, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
1.2661, 2060-2079, hadgem2_es, Jan Anomaly, NPL
3.11018, 2060-2079, hadgem2_es, Feb Anomaly, NPL
2.24223, 2060-2079, hadgem2_es, Mar Anomaly, NPL
1.8783, 2060-2079, hadgem2_es, Apr Anomaly, NPL
1.37636, 2060-2079, hadgem2_es, May Anomaly, NPL
1.51529, 2060-2079, hadgem2_es, Jun Anomaly, NPL
1.38242, 2060-2079, hadgem2_es, Jul Anomaly, NPL
1.47703, 2060-2079, hadgem2_es, Aug Anomaly, NPL
1.68742, 2060-2079, hadgem2_es, Sep Anomaly, NPL
2.86309, 2060-2079, hadgem2_es, Oct Anomaly, NPL
3.18056, 2060-2079, hadgem2_es, Nov Anomaly, NPL
1.27727, 2060-2079, hadgem2_es, Dec Anomaly, NPL
0.93506, 2060-2079, ipsl_cm5a_lr, Jan Anomaly, NPL
1.64455, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
2.35328, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
2.12492, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
1.5606, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
0.07013, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
0.42819, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
1.22385, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
2.3963, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
3.23553, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
2.55974, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
1.06644, 2060-2079, ipsl_cm5a_lr, Dec Anomaly, NPL
0.37082, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, NPL
1.50164, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
3.0091, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
2.67035, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
1.24503, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
1.14844, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
1.54541, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
1.92902, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
1.73521, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
2.33902, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
1.60032, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
0.42472, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, NPL
0.65177, 2060-2079, miroc5, Jan Anomaly, NPL
1.49406, 2060-2079, miroc5, Feb Anomaly, NPL
1.27389, 2060-2079, miroc5, Mar Anomaly, NPL
2.21517, 2060-2079, miroc5, Apr Anomaly, NPL
0.9133, 2060-2079, miroc5, May Anomaly, NPL
1.00348, 2060-2079, miroc5, Jun Anomaly, NPL
1.67464, 2060-2079, miroc5, Jul Anomaly, NPL
1.76771, 2060-2079, miroc5, Aug Anomaly, NPL
1.21674, 2060-2079, miroc5, Sep Anomaly, NPL
1.55434, 2060-2079, miroc5, Oct Anomaly, NPL
2.33948, 2060-2079, miroc5, Nov Anomaly, NPL
0.87996, 2060-2079, miroc5, Dec Anomaly, NPL
1.52852, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
2.05735, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
3.17982, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
2.8258, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
1.95405, 2060-2079, miroc_esm_chem, May Anomaly, NPL
1.40756, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
0.62943, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
0.74051, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
1.42627, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
2.29646, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
2.44314, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
1.46761, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
0.73508, 2060-2079, miroc_esm, Jan Anomaly, NPL
1.37752, 2060-2079, miroc_esm, Feb Anomaly, NPL
3.24223, 2060-2079, miroc_esm, Mar Anomaly, NPL
2.63527, 2060-2079, miroc_esm, Apr Anomaly, NPL
1.47243, 2060-2079, miroc_esm, May Anomaly, NPL
0.95384, 2060-2079, miroc_esm, Jun Anomaly, NPL
-0.5296, 2060-2079, miroc_esm, Jul Anomaly, NPL
0.62035, 2060-2079, miroc_esm, Aug Anomaly, NPL
1.29053, 2060-2079, miroc_esm, Sep Anomaly, NPL
3.59803, 2060-2079, miroc_esm, Oct Anomaly, NPL
2.44379, 2060-2079, miroc_esm, Nov Anomaly, NPL
0.74492, 2060-2079, miroc_esm, Dec Anomaly, NPL
0.23769, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
1.34223, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
2.82316, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
1.14248, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
0.35595, 2060-2079, mpi_esm_lr, May Anomaly, NPL
0.70728, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
1.9957, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
2.08886, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
1.23025, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
1.69499, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
1.16619, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
0.32954, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
0.38105, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
1.06014, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
1.26541, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
0.61963, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
0.72157, 2060-2079, mpi_esm_mr, May Anomaly, NPL
0.99997, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
2.10579, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
1.85519, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
1.25196, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
1.38973, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
0.92584, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
0.44158, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
0.07076, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
0.41934, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
1.48134, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
2.02508, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
-0.019, 2060-2079, mri_cgcm3, May Anomaly, NPL
0.5718, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
1.21009, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
1.69209, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
1.40107, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
0.90155, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
0.58879, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
0.11666, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
0.55913, 2060-2079, noresm1_m, Jan Anomaly, NPL
0.82862, 2060-2079, noresm1_m, Feb Anomaly, NPL
2.01613, 2060-2079, noresm1_m, Mar Anomaly, NPL
1.45552, 2060-2079, noresm1_m, Apr Anomaly, NPL
0.49718, 2060-2079, noresm1_m, May Anomaly, NPL
0.67155, 2060-2079, noresm1_m, Jun Anomaly, NPL
0.85897, 2060-2079, noresm1_m, Jul Anomaly, NPL
1.1962, 2060-2079, noresm1_m, Aug Anomaly, NPL
2.02735, 2060-2079, noresm1_m, Sep Anomaly, NPL
1.18056, 2060-2079, noresm1_m, Oct Anomaly, NPL
1.96402, 2060-2079, noresm1_m, Nov Anomaly, NPL
0.8827, 2060-2079, noresm1_m, Dec Anomaly, NPL
-0.1127, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-0.1652, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
0.04134, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.1538, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.8523, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-1.0095, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-2.3618, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-1.4549, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-1.0016, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-1.1163, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.681, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
-0.1723, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
0.72161, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
1.16045, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
2.29967, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
1.68219, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
1.05155, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
0.80816, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
0.87006, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
1.08785, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
1.32226, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
2.16351, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
2.14053, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
0.81655, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
1.98905, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
3.40839, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
5.15876, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
3.17828, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
1.79042, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
2.52597, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
4.61823, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
4.56861, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
4.58514, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
4.89774, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
4.72621, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
2.3388, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
15.829, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
9.53293, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
13.3709, 2060-2079, bnu_esm, Annual Anomaly, NPL
27.997, 2060-2079, canesm2, Annual Anomaly, NPL
15.4229, 2060-2079, ccsm4, Annual Anomaly, NPL
27.7568, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
16.5785, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
15.8994, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
32.5724, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
9.63237, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
12.7469, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
11.3775, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
22.2091, 2060-2079, hadgem2_es, Annual Anomaly, NPL
19.5986, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
19.5191, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
16.9845, 2060-2079, miroc5, Annual Anomaly, NPL
21.9532, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
18.5827, 2060-2079, miroc_esm, Annual Anomaly, NPL
15.1097, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
13.0173, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
10.4661, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
14.1379, 2060-2079, noresm1_m, Annual Anomaly, NPL
2.0351, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
15.1648, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
33.9325, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
