Number of Summer Days (Tmax > 25°C) - (Days), Year, Model, Statistics, ISO3
0.79299, 2060-2079, bcc_csm1_1_m, Jan Anomaly, NPL
1.07182, 2060-2079, bcc_csm1_1_m, Feb Anomaly, NPL
3.90164, 2060-2079, bcc_csm1_1_m, Mar Anomaly, NPL
3.2319, 2060-2079, bcc_csm1_1_m, Apr Anomaly, NPL
1.56456, 2060-2079, bcc_csm1_1_m, May Anomaly, NPL
0.72795, 2060-2079, bcc_csm1_1_m, Jun Anomaly, NPL
2.28882, 2060-2079, bcc_csm1_1_m, Jul Anomaly, NPL
3.04509, 2060-2079, bcc_csm1_1_m, Aug Anomaly, NPL
1.48945, 2060-2079, bcc_csm1_1_m, Sep Anomaly, NPL
1.52176, 2060-2079, bcc_csm1_1_m, Oct Anomaly, NPL
2.25041, 2060-2079, bcc_csm1_1_m, Nov Anomaly, NPL
1.13797, 2060-2079, bcc_csm1_1_m, Dec Anomaly, NPL
0.26348, 2060-2079, bcc_csm1_1, Jan Anomaly, NPL
0.18472, 2060-2079, bcc_csm1_1, Feb Anomaly, NPL
2.29445, 2060-2079, bcc_csm1_1, Mar Anomaly, NPL
3.00919, 2060-2079, bcc_csm1_1, Apr Anomaly, NPL
1.31302, 2060-2079, bcc_csm1_1, May Anomaly, NPL
1.01065, 2060-2079, bcc_csm1_1, Jun Anomaly, NPL
1.27436, 2060-2079, bcc_csm1_1, Jul Anomaly, NPL
0.46073, 2060-2079, bcc_csm1_1, Aug Anomaly, NPL
0.66098, 2060-2079, bcc_csm1_1, Sep Anomaly, NPL
3.10174, 2060-2079, bcc_csm1_1, Oct Anomaly, NPL
2.00662, 2060-2079, bcc_csm1_1, Nov Anomaly, NPL
0.25676, 2060-2079, bcc_csm1_1, Dec Anomaly, NPL
1.18821, 2060-2079, ccsm4, Jan Anomaly, NPL
1.79251, 2060-2079, ccsm4, Feb Anomaly, NPL
4.96737, 2060-2079, ccsm4, Mar Anomaly, NPL
2.1594, 2060-2079, ccsm4, Apr Anomaly, NPL
1.37263, 2060-2079, ccsm4, May Anomaly, NPL
1.74856, 2060-2079, ccsm4, Jun Anomaly, NPL
2.18759, 2060-2079, ccsm4, Jul Anomaly, NPL
2.31382, 2060-2079, ccsm4, Aug Anomaly, NPL
2.60119, 2060-2079, ccsm4, Sep Anomaly, NPL
2.80559, 2060-2079, ccsm4, Oct Anomaly, NPL
2.43516, 2060-2079, ccsm4, Nov Anomaly, NPL
1.55863, 2060-2079, ccsm4, Dec Anomaly, NPL
1.93891, 2060-2079, cesm1_cam5, Jan Anomaly, NPL
2.74174, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
3.37654, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
2.06882, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
2.03857, 2060-2079, cesm1_cam5, May Anomaly, NPL
3.73535, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
4.31413, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
4.34154, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
4.00171, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
3.0852, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
3.73479, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
2.14151, 2060-2079, cesm1_cam5, Dec Anomaly, NPL
0.40411, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
1.23749, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
4.39202, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
2.51858, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
1.078, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
1.1694, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
2.02602, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
2.16681, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
0.22377, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
2.39006, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
1.74447, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
0.83425, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
1.80191, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
1.78931, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
3.43025, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
2.51493, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
2.41202, 2060-2079, gfdl_cm3, May Anomaly, NPL
1.98726, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
2.69529, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
3.21912, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
4.12259, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
4.97501, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
4.802, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
2.57612, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
0.80658, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
1.24941, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
2.30282, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
1.92905, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
0.84966, 2060-2079, gfdl_esm2g, May Anomaly, NPL
1.59655, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
2.28426, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
1.71147, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
2.38432, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
3.18067, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
2.01492, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
0.72111, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
0.82113, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
0.50356, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
2.02572, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
1.9143, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
1.42817, 2060-2079, gfdl_esm2m, May Anomaly, NPL
2.09233, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
2.64138, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
2.73888, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
2.77973, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
3.06511, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
1.71657, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
0.29346, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
0.73213, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
1.76673, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
3.91528, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
2.06901, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
0.97051, 2060-2079, hadgem2_ao, May Anomaly, NPL
0.83854, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
1.21311, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
1.17511, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
1.88338, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
3.70327, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
3.4886, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
1.13893, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
1.74531, 2060-2079, hadgem2_es, Jan Anomaly, NPL
3.38624, 2060-2079, hadgem2_es, Feb Anomaly, NPL
4.17248, 2060-2079, hadgem2_es, Mar Anomaly, NPL
2.90007, 2060-2079, hadgem2_es, Apr Anomaly, NPL
1.70367, 2060-2079, hadgem2_es, May Anomaly, NPL
1.99586, 2060-2079, hadgem2_es, Jun Anomaly, NPL
1.91939, 2060-2079, hadgem2_es, Jul Anomaly, NPL
1.80172, 2060-2079, hadgem2_es, Aug Anomaly, NPL
2.14536, 2060-2079, hadgem2_es, Sep Anomaly, NPL
4.29938, 2060-2079, hadgem2_es, Oct Anomaly, NPL
5.33029, 2060-2079, hadgem2_es, Nov Anomaly, NPL
1.91354, 2060-2079, hadgem2_es, Dec Anomaly, NPL
2.21382, 2060-2079, ipsl_cm5a_lr, Jan Anomaly, NPL
2.58202, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
4.54832, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
3.86514, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
2.71704, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
0.54203, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
0.89708, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
1.87516, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
2.88373, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
4.41278, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
4.50876, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
1.99122, 2060-2079, ipsl_cm5a_lr, Dec Anomaly, NPL
0.93953, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, NPL
2.52073, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
4.22556, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
3.49239, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
2.00099, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
1.17082, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
1.86882, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
2.56057, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
3.2875, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
3.7719, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
3.44312, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
1.26936, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, NPL
0.98044, 2060-2079, miroc5, Jan Anomaly, NPL
2.56264, 2060-2079, miroc5, Feb Anomaly, NPL
4.48433, 2060-2079, miroc5, Mar Anomaly, NPL
2.21856, 2060-2079, miroc5, Apr Anomaly, NPL
1.23447, 2060-2079, miroc5, May Anomaly, NPL
1.83603, 2060-2079, miroc5, Jun Anomaly, NPL
1.07293, 2060-2079, miroc5, Jul Anomaly, NPL
1.57501, 2060-2079, miroc5, Aug Anomaly, NPL
1.82295, 2060-2079, miroc5, Sep Anomaly, NPL
1.32086, 2060-2079, miroc5, Oct Anomaly, NPL
2.33762, 2060-2079, miroc5, Nov Anomaly, NPL
1.39673, 2060-2079, miroc5, Dec Anomaly, NPL
2.24405, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
2.39452, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
4.47734, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
4.11642, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
2.60884, 2060-2079, miroc_esm_chem, May Anomaly, NPL
2.17273, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
0.44132, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
1.84921, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
1.78344, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
2.58964, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
3.76803, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
1.90217, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
0.91526, 2060-2079, miroc_esm, Jan Anomaly, NPL
1.92019, 2060-2079, miroc_esm, Feb Anomaly, NPL
3.61104, 2060-2079, miroc_esm, Mar Anomaly, NPL
3.76198, 2060-2079, miroc_esm, Apr Anomaly, NPL
