Number of Ice Days (Tmax < 0°C) - (Days), Year, Model, Statistics, ISO3
-0.5724, 2020-2039, bcc_csm1_1, Dec Anomaly, NPL
-1.6389, 2020-2039, bnu_esm, Jan Anomaly, NPL
-1.4227, 2020-2039, bnu_esm, Feb Anomaly, NPL
-1.4711, 2020-2039, bnu_esm, Mar Anomaly, NPL
-0.4474, 2020-2039, bnu_esm, Apr Anomaly, NPL
-0.0072, 2020-2039, bnu_esm, May Anomaly, NPL
-7.0E-4, 2020-2039, bnu_esm, Sep Anomaly, NPL
-0.1976, 2020-2039, bnu_esm, Oct Anomaly, NPL
-1.2923, 2020-2039, bnu_esm, Nov Anomaly, NPL
-1.5777, 2020-2039, bnu_esm, Dec Anomaly, NPL
-2.2344, 2020-2039, canesm2, Jan Anomaly, NPL
-2.1637, 2020-2039, canesm2, Feb Anomaly, NPL
-2.4787, 2020-2039, canesm2, Mar Anomaly, NPL
-0.4201, 2020-2039, canesm2, Apr Anomaly, NPL
-0.0031, 2020-2039, canesm2, May Anomaly, NPL
-3.0E-4, 2020-2039, canesm2, Jun Anomaly, NPL
-0.0534, 2020-2039, canesm2, Oct Anomaly, NPL
-0.6883, 2020-2039, canesm2, Nov Anomaly, NPL
-2.9136, 2020-2039, canesm2, Dec Anomaly, NPL
-1.4651, 2020-2039, ccsm4, Jan Anomaly, NPL
-0.9235, 2020-2039, ccsm4, Feb Anomaly, NPL
-1.7115, 2020-2039, ccsm4, Mar Anomaly, NPL
-0.161, 2020-2039, ccsm4, Apr Anomaly, NPL
-0.0111, 2020-2039, ccsm4, May Anomaly, NPL
-0.0087, 2020-2039, ccsm4, Oct Anomaly, NPL
-0.6246, 2020-2039, ccsm4, Nov Anomaly, NPL
-1.1625, 2020-2039, ccsm4, Dec Anomaly, NPL
-0.6446, 2020-2039, cesm1_bgc, Jan Anomaly, NPL
-1.5669, 2020-2039, cesm1_bgc, Feb Anomaly, NPL
-1.4579, 2020-2039, cesm1_bgc, Mar Anomaly, NPL
-0.16, 2020-2039, cesm1_bgc, Apr Anomaly, NPL
-0.0135, 2020-2039, cesm1_bgc, May Anomaly, NPL
-0.0337, 2020-2039, cesm1_bgc, Oct Anomaly, NPL
-0.4791, 2020-2039, cesm1_bgc, Nov Anomaly, NPL
-1.0827, 2020-2039, cesm1_bgc, Dec Anomaly, NPL
-0.631, 2020-2039, cesm1_cam5, Jan Anomaly, NPL
-1.0541, 2020-2039, cesm1_cam5, Feb Anomaly, NPL
-0.8528, 2020-2039, cesm1_cam5, Mar Anomaly, NPL
-0.2241, 2020-2039, cesm1_cam5, Apr Anomaly, NPL
-0.0035, 2020-2039, cesm1_cam5, May Anomaly, NPL
-0.0274, 2020-2039, cesm1_cam5, Oct Anomaly, NPL
-0.3913, 2020-2039, cesm1_cam5, Nov Anomaly, NPL
-0.6716, 2020-2039, cesm1_cam5, Dec Anomaly, NPL
-1.2607, 2020-2039, cmcc_cesm, Jan Anomaly, NPL
-1.4823, 2020-2039, cmcc_cesm, Feb Anomaly, NPL
-0.7796, 2020-2039, cmcc_cesm, Mar Anomaly, NPL
-0.2818, 2020-2039, cmcc_cesm, Apr Anomaly, NPL
-0.0103, 2020-2039, cmcc_cesm, May Anomaly, NPL
-0.0015, 2020-2039, cmcc_cesm, Jun Anomaly, NPL
-0.0026, 2020-2039, cmcc_cesm, Sep Anomaly, NPL
-0.0712, 2020-2039, cmcc_cesm, Oct Anomaly, NPL
-0.7856, 2020-2039, cmcc_cesm, Nov Anomaly, NPL
-1.5671, 2020-2039, cmcc_cesm, Dec Anomaly, NPL
-1.4201, 2020-2039, cmcc_cm, Jan Anomaly, NPL
-1.6668, 2020-2039, cmcc_cm, Feb Anomaly, NPL
-0.5594, 2020-2039, cmcc_cm, Mar Anomaly, NPL
-0.097, 2020-2039, cmcc_cm, Apr Anomaly, NPL
-0.0084, 2020-2039, cmcc_cm, May Anomaly, NPL
-0.0598, 2020-2039, cmcc_cm, Oct Anomaly, NPL
-0.6759, 2020-2039, cmcc_cm, Nov Anomaly, NPL
-1.6064, 2020-2039, cmcc_cm, Dec Anomaly, NPL
-2.1939, 2020-2039, cmcc_cms, Jan Anomaly, NPL
-1.8143, 2020-2039, cmcc_cms, Feb Anomaly, NPL
-1.2866, 2020-2039, cmcc_cms, Mar Anomaly, NPL
-0.1765, 2020-2039, cmcc_cms, Apr Anomaly, NPL
-0.0038, 2020-2039, cmcc_cms, May Anomaly, NPL
-0.1172, 2020-2039, cmcc_cms, Oct Anomaly, NPL
-0.7368, 2020-2039, cmcc_cms, Nov Anomaly, NPL
-2.8682, 2020-2039, cmcc_cms, Dec Anomaly, NPL
-1.4046, 2020-2039, cnrm_cm5, Jan Anomaly, NPL
-1.0094, 2020-2039, cnrm_cm5, Feb Anomaly, NPL
-0.4988, 2020-2039, cnrm_cm5, Mar Anomaly, NPL
-0.0951, 2020-2039, cnrm_cm5, Apr Anomaly, NPL
-0.0094, 2020-2039, cnrm_cm5, May Anomaly, NPL
0.00507, 2020-2039, cnrm_cm5, Oct Anomaly, NPL
-0.7775, 2020-2039, cnrm_cm5, Nov Anomaly, NPL
-1.8763, 2020-2039, cnrm_cm5, Dec Anomaly, NPL
-0.5709, 2020-2039, csiro_mk3_6_0, Jan Anomaly, NPL
-1.1977, 2020-2039, csiro_mk3_6_0, Feb Anomaly, NPL
-1.1, 2020-2039, csiro_mk3_6_0, Mar Anomaly, NPL
-0.2204, 2020-2039, csiro_mk3_6_0, Apr Anomaly, NPL
0.00438, 2020-2039, csiro_mk3_6_0, May Anomaly, NPL
3.8E-4, 2020-2039, csiro_mk3_6_0, Sep Anomaly, NPL
0.03148, 2020-2039, csiro_mk3_6_0, Oct Anomaly, NPL
-1.096, 2020-2039, csiro_mk3_6_0, Nov Anomaly, NPL
-1.4187, 2020-2039, csiro_mk3_6_0, Dec Anomaly, NPL
-2.3472, 2020-2039, gfdl_cm3, Jan Anomaly, NPL
-1.3005, 2020-2039, gfdl_cm3, Feb Anomaly, NPL
-0.9135, 2020-2039, gfdl_cm3, Mar Anomaly, NPL
-0.1974, 2020-2039, gfdl_cm3, Apr Anomaly, NPL
-5.0E-4, 2020-2039, gfdl_cm3, May Anomaly, NPL
-0.0302, 2020-2039, gfdl_cm3, Oct Anomaly, NPL
-0.8132, 2020-2039, gfdl_cm3, Nov Anomaly, NPL
-2.9975, 2020-2039, gfdl_cm3, Dec Anomaly, NPL
-1.2699, 2020-2039, gfdl_esm2g, Jan Anomaly, NPL
-0.4972, 2020-2039, gfdl_esm2g, Feb Anomaly, NPL
-1.0961, 2020-2039, gfdl_esm2g, Mar Anomaly, NPL
-0.1934, 2020-2039, gfdl_esm2g, Apr Anomaly, NPL
0.00394, 2020-2039, gfdl_esm2g, May Anomaly, NPL
-0.0249, 2020-2039, gfdl_esm2g, Sep Anomaly, NPL
-0.2935, 2020-2039, gfdl_esm2g, Oct Anomaly, NPL
-1.3059, 2020-2039, gfdl_esm2g, Nov Anomaly, NPL
-1.6631, 2020-2039, gfdl_esm2g, Dec Anomaly, NPL
-1.0008, 2020-2039, gfdl_esm2m, Jan Anomaly, NPL
-1.3878, 2020-2039, gfdl_esm2m, Feb Anomaly, NPL
-0.9697, 2020-2039, gfdl_esm2m, Mar Anomaly, NPL
-0.3361, 2020-2039, gfdl_esm2m, Apr Anomaly, NPL
-0.0566, 2020-2039, gfdl_esm2m, May Anomaly, NPL
-0.019, 2020-2039, gfdl_esm2m, Sep Anomaly, NPL
-0.0859, 2020-2039, gfdl_esm2m, Oct Anomaly, NPL
-1.4055, 2020-2039, gfdl_esm2m, Nov Anomaly, NPL
-0.8706, 2020-2039, gfdl_esm2m, Dec Anomaly, NPL
-0.1019, 2020-2039, hadgem2_ao, Jan Anomaly, NPL
-0.2485, 2020-2039, hadgem2_ao, Feb Anomaly, NPL
-0.6409, 2020-2039, hadgem2_ao, Mar Anomaly, NPL
-0.1086, 2020-2039, hadgem2_ao, Apr Anomaly, NPL
-0.0014, 2020-2039, hadgem2_ao, May Anomaly, NPL
-0.0359, 2020-2039, hadgem2_ao, Oct Anomaly, NPL
-1.1559, 2020-2039, hadgem2_ao, Nov Anomaly, NPL
-1.986, 2020-2039, hadgem2_ao, Dec Anomaly, NPL
-1.8041, 2020-2039, hadgem2_cc, Jan Anomaly, NPL
-1.2932, 2020-2039, hadgem2_cc, Feb Anomaly, NPL
-1.2061, 2020-2039, hadgem2_cc, Mar Anomaly, NPL
-0.1191, 2020-2039, hadgem2_cc, Apr Anomaly, NPL
3.8E-4, 2020-2039, hadgem2_cc, May Anomaly, NPL
-0.0725, 2020-2039, hadgem2_cc, Oct Anomaly, NPL
-1.2949, 2020-2039, hadgem2_cc, Nov Anomaly, NPL
-0.9892, 2020-2039, hadgem2_cc, Dec Anomaly, NPL
-1.2945, 2020-2039, hadgem2_es, Jan Anomaly, NPL
-1.2594, 2020-2039, hadgem2_es, Feb Anomaly, NPL
-1.0996, 2020-2039, hadgem2_es, Mar Anomaly, NPL
-0.1674, 2020-2039, hadgem2_es, Apr Anomaly, NPL
-3.0E-4, 2020-2039, hadgem2_es, May Anomaly, NPL
-0.0261, 2020-2039, hadgem2_es, Oct Anomaly, NPL
-0.7997, 2020-2039, hadgem2_es, Nov Anomaly, NPL
-0.818, 2020-2039, hadgem2_es, Dec Anomaly, NPL
-0.8472, 2020-2039, inmcm4, Jan Anomaly, NPL
-0.6966, 2020-2039, inmcm4, Feb Anomaly, NPL
-0.0236, 2020-2039, inmcm4, Mar Anomaly, NPL
-0.0791, 2020-2039, inmcm4, Apr Anomaly, NPL
7.5E-4, 2020-2039, inmcm4, May Anomaly, NPL
-0.05, 2020-2039, inmcm4, Oct Anomaly, NPL
-0.9186, 2020-2039, inmcm4, Nov Anomaly, NPL
-1.3143, 2020-2039, inmcm4, Dec Anomaly, NPL
-2.6667, 2020-2039, ipsl_cm5a_lr, Jan Anomaly, NPL
-2.0781, 2020-2039, ipsl_cm5a_lr, Feb Anomaly, NPL
-1.6274, 2020-2039, ipsl_cm5a_lr, Mar Anomaly, NPL
-0.284, 2020-2039, ipsl_cm5a_lr, Apr Anomaly, NPL
-0.0206, 2020-2039, ipsl_cm5a_lr, May Anomaly, NPL
-0.1375, 2020-2039, ipsl_cm5a_lr, Oct Anomaly, NPL
-1.8816, 2020-2039, ipsl_cm5a_lr, Nov Anomaly, NPL
-2.1015, 2020-2039, ipsl_cm5a_lr, Dec Anomaly, NPL
-1.5955, 2020-2039, ipsl_cm5a_mr, Jan Anomaly, NPL
-1.6582, 2020-2039, ipsl_cm5a_mr, Feb Anomaly, NPL
-1.3733, 2020-2039, ipsl_cm5a_mr, Mar Anomaly, NPL
-0.5267, 2020-2039, ipsl_cm5a_mr, Apr Anomaly, NPL
-0.0428, 2020-2039, ipsl_cm5a_mr, May Anomaly, NPL
-0.1006, 2020-2039, ipsl_cm5a_mr, Oct Anomaly, NPL
-0.8717, 2020-2039, ipsl_cm5a_mr, Nov Anomaly, NPL
-0.3756, 2020-2039, ipsl_cm5a_mr, Dec Anomaly, NPL
-0.282, 2020-2039, ipsl_cm5b_lr, Jan Anomaly, NPL
-0.6963, 2020-2039, ipsl_cm5b_lr, Feb Anomaly, NPL
-0.6174, 2020-2039, ipsl_cm5b_lr, Mar Anomaly, NPL
-0.5738, 2020-2039, ipsl_cm5b_lr, Apr Anomaly, NPL
-0.0111, 2020-2039, ipsl_cm5b_lr, May Anomaly, NPL
-0.1429, 2020-2039, ipsl_cm5b_lr, Oct Anomaly, NPL
-0.8798, 2020-2039, ipsl_cm5b_lr, Nov Anomaly, NPL
-0.7124, 2020-2039, ipsl_cm5b_lr, Dec Anomaly, NPL
-0.6581, 2020-2039, miroc5, Jan Anomaly, NPL
-0.7666, 2020-2039, miroc5, Feb Anomaly, NPL
-1.061, 2020-2039, miroc5, Mar Anomaly, NPL
-0.2297, 2020-2039, miroc5, Apr Anomaly, NPL
-0.002, 2020-2039, miroc5, May Anomaly, NPL
-0.0027, 2020-2039, miroc5, Oct Anomaly, NPL
-0.5493, 2020-2039, miroc5, Nov Anomaly, NPL
-0.9604, 2020-2039, miroc5, Dec Anomaly, NPL
-3.1818, 2020-2039, miroc_esm_chem, Jan Anomaly, NPL
-2.1744, 2020-2039, miroc_esm_chem, Feb Anomaly, NPL
-1.3552, 2020-2039, miroc_esm_chem, Mar Anomaly, NPL
-0.1514, 2020-2039, miroc_esm_chem, Apr Anomaly, NPL
-0.0071, 2020-2039, miroc_esm_chem, May Anomaly, NPL
-0.0029, 2020-2039, miroc_esm_chem, Oct Anomaly, NPL
-0.8996, 2020-2039, miroc_esm_chem, Nov Anomaly, NPL
-2.5035, 2020-2039, miroc_esm_chem, Dec Anomaly, NPL
-1.5792, 2020-2039, miroc_esm, Jan Anomaly, NPL
-1.3851, 2020-2039, miroc_esm, Feb Anomaly, NPL
-0.771, 2020-2039, miroc_esm, Mar Anomaly, NPL
-0.1397, 2020-2039, miroc_esm, Apr Anomaly, NPL
-0.0045, 2020-2039, miroc_esm, May Anomaly, NPL
0.00403, 2020-2039, miroc_esm, Oct Anomaly, NPL
-0.84, 2020-2039, miroc_esm, Nov Anomaly, NPL
-1.8171, 2020-2039, miroc_esm, Dec Anomaly, NPL
-1.7201, 2020-2039, mpi_esm_lr, Jan Anomaly, NPL
-1.6781, 2020-2039, mpi_esm_lr, Feb Anomaly, NPL
-1.0078, 2020-2039, mpi_esm_lr, Mar Anomaly, NPL
-0.1013, 2020-2039, mpi_esm_lr, Apr Anomaly, NPL
-3.0E-4, 2020-2039, mpi_esm_lr, May Anomaly, NPL
-0.0069, 2020-2039, mpi_esm_lr, Oct Anomaly, NPL
-0.5152, 2020-2039, mpi_esm_lr, Nov Anomaly, NPL
-2.0045, 2020-2039, mpi_esm_lr, Dec Anomaly, NPL
-0.2075, 2020-2039, mpi_esm_mr, Jan Anomaly, NPL
-1.771, 2020-2039, mpi_esm_mr, Feb Anomaly, NPL
-0.7673, 2020-2039, mpi_esm_mr, Mar Anomaly, NPL
-0.0504, 2020-2039, mpi_esm_mr, Apr Anomaly, NPL
0.00698, 2020-2039, mpi_esm_mr, May Anomaly, NPL
0.00645, 2020-2039, mpi_esm_mr, Oct Anomaly, NPL
-0.4504, 2020-2039, mpi_esm_mr, Nov Anomaly, NPL
-0.408, 2020-2039, mpi_esm_mr, Dec Anomaly, NPL
-0.1774, 2020-2039, mri_cgcm3, Jan Anomaly, NPL
-1.3384, 2020-2039, mri_cgcm3, Feb Anomaly, NPL
-0.9284, 2020-2039, mri_cgcm3, Mar Anomaly, NPL
-0.1123, 2020-2039, mri_cgcm3, Apr Anomaly, NPL
-3.0E-4, 2020-2039, mri_cgcm3, May Anomaly, NPL
-0.0098, 2020-2039, mri_cgcm3, Oct Anomaly, NPL
-1.0117, 2020-2039, mri_cgcm3, Nov Anomaly, NPL
-2.5931, 2020-2039, mri_cgcm3, Dec Anomaly, NPL
-0.9814, 2020-2039, mri_esm1, Jan Anomaly, NPL
-1.1256, 2020-2039, mri_esm1, Feb Anomaly, NPL
-0.912, 2020-2039, mri_esm1, Mar Anomaly, NPL
0.01246, 2020-2039, mri_esm1, Apr Anomaly, NPL
-0.0727, 2020-2039, mri_esm1, Oct Anomaly, NPL
-0.76, 2020-2039, mri_esm1, Nov Anomaly, NPL
-1.0369, 2020-2039, mri_esm1, Dec Anomaly, NPL
-1.302, 2020-2039, noresm1_m, Jan Anomaly, NPL
-1.2665, 2020-2039, noresm1_m, Feb Anomaly, NPL
-1.4341, 2020-2039, noresm1_m, Mar Anomaly, NPL
-0.186, 2020-2039, noresm1_m, Apr Anomaly, NPL
-0.0275, 2020-2039, noresm1_m, Oct Anomaly, NPL
-1.0661, 2020-2039, noresm1_m, Nov Anomaly, NPL
-1.7522, 2020-2039, noresm1_m, Dec Anomaly, NPL
-2.763, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
-2.553, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.8727, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.2677, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.0047, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.0661, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.6032, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
-3.0818, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
-1.3253, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
-1.3685, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
-1.0243, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.1811, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.0043, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
0.0, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
0.0, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
0.0, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
0.0, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
-0.042, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
-1.0205, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
-1.9109, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
0.10977, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
0.33167, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
-0.0739, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
0.04174, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
0.00722, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
0.0, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
0.0, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
0.0, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
3.8E-4, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
0.03287, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
0.19554, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
0.26676, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
-7.3946, 2020-2039, access1_0, Annual Anomaly, NPL
-7.6085, 2020-2039, access1_3, Annual Anomaly, NPL
-7.6835, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
-4.2428, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
-8.0562, 2020-2039, bnu_esm, Annual Anomaly, NPL
-10.956, 2020-2039, canesm2, Annual Anomaly, NPL
-6.0685, 2020-2039, ccsm4, Annual Anomaly, NPL
-5.4387, 2020-2039, cesm1_bgc, Annual Anomaly, NPL
-3.8562, 2020-2039, cesm1_cam5, Annual Anomaly, NPL
-6.2552, 2020-2039, cmcc_cesm, Annual Anomaly, NPL
-6.0988, 2020-2039, cmcc_cm, Annual Anomaly, NPL
-9.1891, 2020-2039, cmcc_cms, Annual Anomaly, NPL
-5.6675, 2020-2039, cnrm_cm5, Annual Anomaly, NPL
-5.5676, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
-8.6003, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
-6.3403, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
-6.1323, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
-4.0804, 2020-2039, hadgem2_ao, Annual Anomaly, NPL
-6.542, 2020-2039, hadgem2_cc, Annual Anomaly, NPL
-5.2668, 2020-2039, hadgem2_es, Annual Anomaly, NPL
-3.9289, 2020-2039, inmcm4, Annual Anomaly, NPL
-10.797, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NPL
-6.5447, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NPL
-3.916, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, NPL
-4.2302, 2020-2039, miroc5, Annual Anomaly, NPL
-10.269, 2020-2039, miroc_esm_chem, Annual Anomaly, NPL
-6.5309, 2020-2039, miroc_esm, Annual Anomaly, NPL
-7.0292, 2020-2039, mpi_esm_lr, Annual Anomaly, NPL
-3.6377, 2020-2039, mpi_esm_mr, Annual Anomaly, NPL
-6.1811, 2020-2039, mri_cgcm3, Annual Anomaly, NPL
-4.8681, 2020-2039, mri_esm1, Annual Anomaly, NPL
-7.0347, 2020-2039, noresm1_m, Annual Anomaly, NPL
-11.305, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
-7.0677, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
-1.0503, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
