"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","SOURCE","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","AA1","AA2","AA3","AY1","AY2","CALL_SIGN","CIG","DEW","EQD","GA1","GA2","GA3","GE1","GF1","KA1","KA2","MA1","MD1","ME1","MW1","QUALITY_CONTROL","REM","REPORT_TYPE","SLP","SOURCE","TMP","VIS","WND"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-03-23T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0054,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"99999,9,09363,1","9,9,999,9,+014,1",,,"V020","SYN064AAXX  23064 44429 42980 01602 10296 20054 39363 40115 333 58014;","FM-12","10115,1","4","+0296,1","030000,1,N,1","160,1,N,0010,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-03-25T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0114,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"99999,9,09373,1","9,9,999,9,+010,1",,,"V020","SYN064AAXX  25064 44429 42980 01603 10306 20114 39373 40122 333 58010;","FM-12","10122,1","4","+0306,1","030000,1,N,1","160,1,N,0015,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-03-26T00:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+9999,9",,,,,,"04,99,1,99,9,99,9,00450,1,99,9,99,9",,,,,,,"V020","SYN076AAXX  26004 44429 44434 42556 10000 10138 20128 39202 48423 81100 333 59004;","FM-12","99999,9","4","+0000,2","003400,1,N,1","250,1,N,0288,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-03-31T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0152,1",,,,,,"01,99,1,01,1,01,1,00800,1,00,1,00,1",,,"99999,9,09359,1","9,9,999,9,-014,1",,,"V020","SYN070AAXX  31064 44429 42580 12902 10284 20152 39359 40122 81100 333 59014;","FM-12","10122,1","4","+0284,1","030000,1,N,1","290,1,N,0010,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-04-17T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0188,1",,,,,,"02,99,1,00,1,00,1,99999,9,00,1,02,1",,,"99999,9,09368,1","9,9,999,9,+006,1",,,"V020","SYN070AAXX  17064 44429 42960 20503 10316 20188 39368 40110 80002 333 58006;","FM-12","10110,1","4","+0316,1","010000,1,N,1","050,1,N,0015,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-04-20T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0162,1",,,,,,"01,99,1,01,1,01,1,00800,1,00,1,00,1",,,"99999,9,09342,1","9,9,999,9,-017,1",,,"V020","SYN070AAXX  20064 44429 42570 10901 10320 20162 39342 40078 81100 333 59017;","FM-12","10078,1","4","+0320,1","020000,1,N,1","090,1,N,0005,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-04-21T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0140,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"99999,9,09366,1",,,,"V020","SYN067AAXX  21064 44429 42975 02207 10326 20140 39366 39366 333 // 58017;","FM-12","99999,9","4","+0326,1","025000,1,N,1","220,1,N,0036,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-04-22T00:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0133,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"99999,9,09328,1","9,9,999,9,+001,1",,,"V020","SYN064AAXX  22004 44429 42958 00401 10160 20133 39328 40062 333 58001;","FM-12","10062,1","4","+0160,1","008000,1,N,1","040,1,N,0005,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-04-22T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0129,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"99999,9,09354,1","9,9,999,9,-012,1",,,"V020","SYN064AAXX  22064 44429 42965 00803 10324 20129 39354 40093 333 59012;","FM-12","10093,1","4","+0324,1","015000,1,N,1","080,1,N,0015,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-04-24T00:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0133,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"99999,9,09324,1","9,9,999,9,-017,1",,,"V020","SYN064AAXX  24004 44429 42958 00000 10182 20133 39324 40060 333 59017;","FM-12","10060,1","4","+0182,1","008000,1,N,1","999,9,C,0000,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-04-25T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0203,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"99999,9,09353,1","9,9,999,9,+010,1",,,"V020","SYN064AAXX  25064 44429 42962 01206 10302 20203 39353 40084 333 58010;","FM-12","10084,1","4","+0302,1","012000,1,N,1","120,1,N,0031,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-04-26T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0193,1",,,,,,"01,99,1,00,1,00,1,99999,9,00,1,01,1",,,"99999,9,09386,1","9,9,999,9,+003,1",,,"V020","SYN070AAXX  26064 44429 42962 11203 10296 20193 39386 40128 80001 333 58003;","FM-12","10128,1","4","+0296,1","012000,1,N,1","120,1,N,0015,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-05-04T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0184,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"99999,9,09329,1","9,9,999,9,+018,1",,,"V020","SYN064AAXX  04064 44429 42970 02103 10322 20184 39329 40066 333 58018;","FM-12","10066,1","4","+0322,1","020000,1,N,1","210,1,N,0015,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-05-09T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0222,1",,,,,,"02,99,1,02,1,02,1,00450,1,00,1,00,1",,,"99999,9,09299,1","9,9,999,9,+001,1",,,"V020","SYN070AAXX  09064 44429 42470 22204 10320 20222 39299 40033 82200 333 58001;","FM-12","10033,1","4","+0320,1","020000,1,N,1","220,1,N,0021,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-05-11T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0205,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"99999,9,09311,1","9,9,999,9,+021,1",,,"V020","SYN064AAXX  11064 44429 42970 00703 10302 20205 39311 40040 333 58021;","FM-12","10040,1","4","+0302,1","020000,1,N,1","070,1,N,0015,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-05-12T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0228,1",,,,,,"01,99,1,01,1,01,1,00800,1,00,1,00,1",,,"99999,9,09309,1","9,9,999,9,-002,1",,,"V020","SYN070AAXX  12064 44429 42565 11605 10302 20228 39309 40038 81100 333 59002;","FM-12","10038,1","4","+0302,1","015000,1,N,1","160,1,N,0026,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-05-12T12:00:00","4","FM-12","99999","V020","09,0000,9,1","24,0000,9,1",,,,"99999","22000,1,9,N","+0223,1","Q01  00002PRCP24",,,,,"01,99,1,01,1,01,1,00800,1,00,1,00,1","120,M,+0334,1",,"99999,9,09279,1","9,9,999,9,+018,1",,,"V020","SYN088AAXX  12124 44429 22570 10000 10304 20223 39279 40010 81100 333 10334 58018 60008 70000;","FM-12","10010,1","4","+0304,1","020000,1,N,1","999,9,C,0000,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-05-14T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0206,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"99999,9,09323,1","9,9,999,9,+009,1",,,"V020","SYN064AAXX  14064 44429 42975 00901 10310 20206 39323 40057 333 58009;","FM-12","10057,1","4","+0310,1","025000,1,N,1","090,1,N,0005,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-05-15T00:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0201,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"99999,9,09317,1","9,9,999,9,+007,1",,,"V020","SYN064AAXX  15004 44429 42960 00901 10224 20201 39317 40048 333 58007;","FM-12","10048,1","4","+0224,1","010000,1,N,1","090,1,N,0005,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-05-18T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0236,1",,,,,,"03,99,1,03,1,02,1,00450,1,00,1,00,1",,,"99999,9,09350,1","9,9,999,9,-006,1",,,"V020","SYN070AAXX  18064 44429 42465 32302 10310 20236 39350 40079 83200 333 59006;","FM-12","10079,1","4","+0310,1","015000,1,N,1","230,1,N,0010,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-05-20T06:00:00","4","FM-12","99999","V020",,,,,,"99999","00420,1,9,N","+0224,1",,,,,,"07,99,1,05,1,03,1,00450,1,01,1,00,1",,,"99999,9,09300,1","9,9,999,9,-033,1",,,"V020","SYN070AAXX  20064 44429 42458 72003 10272 20224 39300 40039 85310 333 59033;","FM-12","10039,1","4","+0272,1","008000,1,N,1","200,1,N,0015,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-05-21T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0211,1",,,,,,"01,99,1,00,1,00,1,99999,9,00,1,01,1",,,"99999,9,09360,1","9,9,999,9,-040,1",,,"V020","SYN070AAXX  21064 44429 42960 10901 10300 20211 39360 49996 80001 333 59040;","FM-12","09996,1","4","+0300,1","010000,1,N,1","090,1,N,0005,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-05-23T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0214,1",,,,,,"01,99,1,01,1,01,1,00800,1,00,1,00,1",,,"99999,9,09302,1",,,,"V020","SYN070AAXX  23064 44429 42570 11903 10294 20214 39302 40036 81100 333 5////;","FM-12","10036,1","4","+0294,1","020000,1,N,1","190,1,N,0015,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-05-24T00:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0205,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"99999,9,09278,1","9,9,999,9,-003,1",,,"V020","SYN064AAXX  24004 44429 42960 00000 10220 20205 39278 40014 333 59003;","FM-12","10014,1","4","+0220,1","010000,1,N,1","999,9,C,0000,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-05-24T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0213,1",,,,,,"01,99,1,01,1,01,1,00800,1,00,1,00,1",,,"99999,9,09301,1","9,9,999,9,-001,1",,,"V020","SYN070AAXX  24064 44429 42570 11503 10316 20213 39301 40035 81100 333 59001;","FM-12","10035,1","4","+0316,1","020000,1,N,1","150,1,N,0015,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-05-25T00:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0210,1",,,,,,"01,99,1,01,1,01,1,00800,1,00,1,00,1",,,"99999,9,09299,1","9,9,999,9,+021,1",,,"V020","SYN070AAXX  25004 44429 42560 10000 10240 20210 39299 40030 81100 333 58021;","FM-12","10030,1","4","+0240,1","010000,1,N,1","999,9,C,0000,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-05-25T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0243,1",,,,,,"01,99,1,01,1,01,1,00800,1,00,1,00,1",,,"99999,9,09315,1","9,9,999,9,+014,1",,,"V020","SYN070AAXX  25064 44429 42560 10201 10308 20243 39315 40046 81100 333 58014;","FM-12","10046,1","4","+0308,1","010000,1,N,1","020,1,N,0005,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-05-26T00:00:00","4","FM-12","99999","V020",,,,,,"99999","00900,1,9,N","+0236,1",,,,,,"08,99,1,07,1,08,1,00450,1,01,1,99,9",,,"99999,9,09323,1","9,9,999,9,+024,1",,,"V020","SYN070AAXX  26004 44429 42455 80901 10250 20236 39323 40052 8781/ 333 58024;","FM-12","10052,1","4","+0250,1","999999,9,N,1","090,1,N,0005,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-05-26T06:00:00","4","FM-12","99999","V020",,,,,,"99999","00420,1,9,N","+0203,1",,,,,,"05,99,1,05,1,03,1,00450,1,00,1,00,1",,,"99999,9,09335,1","9,9,999,9,+020,1",,,"V020","SYN070AAXX  26064 44429 42458 51404 10318 20203 39335 40064 85300 333 58020;","FM-12","10064,1","4","+0318,1","008000,1,N,1","140,1,N,0021,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-05-28T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0217,1",,,,,,"02,99,1,02,1,02,1,00800,1,00,1,00,1",,,"99999,9,09307,1","9,9,999,9,-019,1",,,"V020","SYN070AAXX  28064 44429 42570 20000 10320 20217 39307 40043 82200 333 59019;","FM-12","10043,1","4","+0320,1","020000,1,N,1","999,9,C,0000,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-05-29T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0234,1",,,,,,"01,99,1,01,1,01,1,00800,1,00,1,00,1",,,"99999,9,09331,1","9,9,999,9,+024,1",,,"V020","SYN070AAXX  29064 44429 42565 10802 10306 20234 39331 40065 81100 333 58024;","FM-12","10065,1","4","+0306,1","015000,1,N,1","080,1,N,0010,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-05-30T00:00:00","4","FM-12","99999","V020",,,,,,"99999","99999,9,9,N","+0194,1",,,,,,,,,"99999,9,09300,1","9,9,999,9,-011,1",,"60,1","V020","SYN076AAXX  30004 44429 42956 /0902 10194 20194 39300 40034 760// 8//// 333 59011;","FM-12","10034,1","4","+0194,1","006000,1,N,1","090,1,N,0010,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-05-30T06:00:00","4","FM-12","99999","V020",,,,,,"99999","03600,1,9,N","+0226,1",,,,,,"07,99,1,04,1,05,1,00450,1,01,1,00,1",,,"99999,9,09326,1","9,9,999,9,-005,1",,,"V020","SYN070AAXX  30064 44429 42462 70701 10264 20226 39326 40062 84510 333 59005;","FM-12","10062,1","4","+0264,1","012000,1,N,1","070,1,N,0005,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-05-30T12:00:00","4","FM-12","99999","V020","09,0000,9,1","24,0201,9,1",,,,"99999","22000,1,9,N","+0220,1",,,,,,"01,99,1,01,1,01,1,00800,1,00,1,00,1","120,M,+0308,1",,"99999,9,09271,1","9,9,999,9,-025,1",,,"V020","SYN088AAXX  30124 44429 22570 10901 10280 20220 39271 40010 81100 333 10308 59025 60008 70200;","FM-12","10010,1","4","+0280,1","020000,1,N,1","090,1,N,0005,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-06-01T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0234,1",,,,,,"02,99,1,00,1,00,1,99999,9,00,1,01,1",,,"99999,9,09289,1","9,9,999,9,-017,1",,,"V020","SYN070AAXX  01064 44429 42965 20000 10320 20234 39289 40023 80001 333 59017;","FM-12","10023,1","4","+0320,1","015000,1,N,1","999,9,C,0000,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-06-02T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0239,1",,,,,,"01,99,1,01,1,01,1,00800,1,00,1,00,1",,,"99999,9,09317,1","9,9,999,9,+028,1",,,"V020","SYN070AAXX  02064 44429 42570 12104 10312 20239 39317 40048 81100 333 58028;","FM-12","10048,1","4","+0312,1","020000,1,N,1","210,1,N,0021,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-06-03T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0245,1",,,,,,"04,99,1,04,1,03,1,00450,1,00,1,00,1",,,"99999,9,09327,1","9,9,999,9,+010,1",,,"V020","SYN070AAXX  03064 44429 42470 41803 10324 20245 39327 40058 84300 333 58010;","FM-12","10058,1","4","+0324,1","020000,1,N,1","180,1,N,0015,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-06-05T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0235,1",,,,,,"01,99,1,01,1,01,1,00800,1,00,1,00,1",,,"99999,9,09309,1","9,9,999,9,+008,1",,,"V020","SYN070AAXX  05064 44429 42570 10803 10336 20235 39309 40040 81100 333 58008;","FM-12","10040,1","4","+0336,1","020000,1,N,1","080,1,N,0015,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-06-06T00:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0211,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"99999,9,09303,1","9,9,999,9,+008,1",,,"V020","SYN064AAXX  06004 44429 42960 00000 10244 20211 39303 40032 333 58008;","FM-12","10032,1","4","+0244,1","010000,1,N,1","999,9,C,0000,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-06-06T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0219,1",,,,,,"01,99,1,01,1,01,1,00800,1,00,1,00,1",,,"99999,9,09316,1","9,9,999,9,+007,1",,,"V020","SYN070AAXX  06064 44429 42570 11103 10338 20219 39316 40042 81100 333 58007;","FM-12","10042,1","4","+0338,1","020000,1,N,1","110,1,N,0015,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-06-15T06:00:00","4","FM-12","99999","V020",,,,,,"99999","00420,1,9,N","+0241,1",,,,,,"05,99,1,05,1,03,1,00450,1,00,1,00,1",,,"99999,9,09283,1","9,9,999,9,-007,1",,,"V020","SYN070AAXX  15064 44429 42470 50401 10298 20241 39283 40017 85300 333 59007;","FM-12","10017,1","4","+0298,1","020000,1,N,1","040,1,N,0005,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-06-19T06:00:00","4","FM-12","99999","V020",,,,,,"99999","00420,1,9,N","+0242,1",,,,,,"07,99,1,05,1,04,1,00450,1,01,1,00,1",,,"99999,9,09253,1","9,9,999,9,-013,1",,,"V020","SYN070AAXX  19064 44429 42470 71004 10296 20242 39253 49979 85410 333 59013;","FM-12","09979,1","4","+0296,1","020000,1,N,1","100,1,N,0021,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-06-21T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0245,1",,,,,,"02,99,1,02,1,01,1,00450,1,00,1,00,1",,,"99999,9,09279,1","9,9,999,9,+021,1",,,"V020","SYN070AAXX  21064 44429 42475 20901 10316 20245 39279 40010 82100 333 58021;","FM-12","10010,1","4","+0316,1","025000,1,N,1","090,1,N,0005,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-06-23T06:00:00","4","FM-12","99999","V020",,,,,,"99999","22000,1,9,N","+0255,1",,,,,,"03,99,1,03,1,02,1,00800,1,00,1,00,1",,,"99999,9,09272,1","9,9,999,9,+016,1",,,"V020","SYN070AAXX  23064 44429 42570 31406 10300 20255 39272 40003 83200 333 58016;","FM-12","10003,1","4","+0300,1","020000,1,N,1","140,1,N,0031,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-06-24T12:00:00","4","FM-12","99999","V020","09,0000,9,1","24,0000,9,1",,,,"99999","00420,1,9,N","+0243,1","Q01  00002PRCP24",,,,,"05,99,1,05,1,05,1,00450,1,00,1,00,1","120,M,+0324,1",,"99999,9,09223,1","9,9,999,9,-001,1",,,"V020","SYN088AAXX  24124 44429 22470 50901 10300 20243 39223 49947 85500 333 10324 59001 60008 70000;","FM-12","09947,1","4","+0300,1","020000,1,N,1","090,1,N,0005,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-07-01T06:00:00","4","FM-12","99999","V020",,,,,,"99999","00600,1,9,N","+0234,1",,,,,,"08,99,1,07,1,08,1,00250,1,03,1,99,9",,,"99999,9,09262,1","9,9,999,9,+016,1",,,"V020","SYN070AAXX  01064 44429 42360 80502 10248 20234 39262 40003 8783/ 333 58016;","FM-12","10003,1","4","+0248,1","010000,1,N,1","050,1,N,0010,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-07-04T06:00:00","4","FM-12","99999","V020",,,,"4,1,06,1","4,1,06,1","99999","00030,1,9,N","+0225,1",,"09,1,+99999,9,99,9",,,,"09,99,1,09,1,99,9,99999,9,99,9,99,9",,,"99999,9,09303,1","9,9,999,9,+039,1",,"60,1","V020","SYN076AAXX  04064 44429 41/04 90902 10240 20225 39303 40037 76044 89/// 333 58039;","FM-12","10037,1","4","+0240,1","000400,1,N,1","090,1,N,0010,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-07-14T06:00:00","4","FM-12","99999","V020",,,,,,"99999","00900,1,9,N","+0237,1",,,,,,"07,99,1,07,1,08,1,00450,1,00,1,00,1",,,"99999,9,09271,1","9,9,999,9,+000,1",,,"V020","SYN070AAXX  14064 44429 42470 71201 10280 20237 39271 40002 87800 333 58000;","FM-12","10002,1","4","+0280,1","020000,1,N,1","120,1,N,0005,1"
"44429099999","DANG, NP","28.05","82.5","634.0","2011-07-15T12:00:00","4","FM-12","99999","V020","09,0100,9,1","24,0104,9,1",,,,"99999","22000,1,9,N","+0245,1",,,,,,"02,99,1,02,1,02,1,00800,1,00,1,00,1","120,M,+0316,1",,"99999,9,09243,1","9,9,999,9,+000,1",,,"V020","SYN088AAXX  15124 44429 22575 20901 10306 20245 39243 49974 82200 333 10316 58000 60108 70104;","FM-12","09974,1","4","+0306,1","025000,1,N,1","090,1,N,0005,1"
