Largest Single Day Rainfall - (MM), Year, Model, Statistics, ISO3
0.05036, 2080-2099, cesm1_cam5, Feb Anomaly, NPL
0.0187, 2080-2099, cesm1_cam5, Mar Anomaly, NPL
2.09055, 2080-2099, cesm1_cam5, Apr Anomaly, NPL
-1.1317, 2080-2099, cesm1_cam5, May Anomaly, NPL
7.21256, 2080-2099, cesm1_cam5, Jun Anomaly, NPL
42.7456, 2080-2099, cesm1_cam5, Jul Anomaly, NPL
46.0646, 2080-2099, cesm1_cam5, Aug Anomaly, NPL
44.4122, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
13.4469, 2080-2099, cesm1_cam5, Oct Anomaly, NPL
7.57592, 2080-2099, cesm1_cam5, Nov Anomaly, NPL
-0.8164, 2080-2099, cesm1_cam5, Dec Anomaly, NPL
4.18206, 2080-2099, cmcc_cesm, Jan Anomaly, NPL
0.45566, 2080-2099, cmcc_cesm, Feb Anomaly, NPL
-1.4087, 2080-2099, cmcc_cesm, Mar Anomaly, NPL
-0.1131, 2080-2099, cmcc_cesm, Apr Anomaly, NPL
-0.0629, 2080-2099, cmcc_cesm, May Anomaly, NPL
-3.8249, 2080-2099, cmcc_cesm, Jun Anomaly, NPL
-0.9221, 2080-2099, cmcc_cesm, Jul Anomaly, NPL
1.61526, 2080-2099, cmcc_cesm, Aug Anomaly, NPL
1.03029, 2080-2099, cmcc_cesm, Sep Anomaly, NPL
4.07466, 2080-2099, cmcc_cesm, Oct Anomaly, NPL
-0.8386, 2080-2099, cmcc_cesm, Nov Anomaly, NPL
-2.2196, 2080-2099, cmcc_cesm, Dec Anomaly, NPL
0.5427, 2080-2099, cmcc_cm, Jan Anomaly, NPL
-4.2629, 2080-2099, cmcc_cm, Feb Anomaly, NPL
-9.739, 2080-2099, cmcc_cm, Mar Anomaly, NPL
-4.8669, 2080-2099, cmcc_cm, Apr Anomaly, NPL
-3.685, 2080-2099, cmcc_cm, May Anomaly, NPL
8.62462, 2080-2099, cmcc_cm, Jun Anomaly, NPL
5.01486, 2080-2099, cmcc_cm, Jul Anomaly, NPL
25.636, 2080-2099, cmcc_cm, Aug Anomaly, NPL
43.0254, 2080-2099, cmcc_cm, Sep Anomaly, NPL
19.929, 2080-2099, cmcc_cm, Oct Anomaly, NPL
-5.9164, 2080-2099, cmcc_cm, Nov Anomaly, NPL
-13.165, 2080-2099, cmcc_cm, Dec Anomaly, NPL
-11.725, 2080-2099, cmcc_cms, Jan Anomaly, NPL
-13.627, 2080-2099, cmcc_cms, Feb Anomaly, NPL
-13.951, 2080-2099, cmcc_cms, Mar Anomaly, NPL
0.16296, 2080-2099, cmcc_cms, Apr Anomaly, NPL
-0.7123, 2080-2099, cmcc_cms, May Anomaly, NPL
-4.1003, 2080-2099, cmcc_cms, Jun Anomaly, NPL
0.21345, 2080-2099, cmcc_cms, Jul Anomaly, NPL
7.52072, 2080-2099, cmcc_cms, Aug Anomaly, NPL
3.63742, 2080-2099, cmcc_cms, Sep Anomaly, NPL
6.53164, 2080-2099, cmcc_cms, Oct Anomaly, NPL
-3.6798, 2080-2099, cmcc_cms, Nov Anomaly, NPL
-10.287, 2080-2099, cmcc_cms, Dec Anomaly, NPL
-3.2313, 2080-2099, cnrm_cm5, Jan Anomaly, NPL
0.54295, 2080-2099, cnrm_cm5, Feb Anomaly, NPL
-3.1845, 2080-2099, cnrm_cm5, Mar Anomaly, NPL
0.82691, 2080-2099, cnrm_cm5, Apr Anomaly, NPL
4.70339, 2080-2099, cnrm_cm5, May Anomaly, NPL
8.66826, 2080-2099, cnrm_cm5, Jun Anomaly, NPL
10.7388, 2080-2099, cnrm_cm5, Jul Anomaly, NPL
12.6765, 2080-2099, cnrm_cm5, Aug Anomaly, NPL
6.20195, 2080-2099, cnrm_cm5, Sep Anomaly, NPL
6.35853, 2080-2099, cnrm_cm5, Oct Anomaly, NPL
-2.546, 2080-2099, cnrm_cm5, Nov Anomaly, NPL
-1.8606, 2080-2099, cnrm_cm5, Dec Anomaly, NPL
1.16304, 2080-2099, csiro_mk3_6_0, Jan Anomaly, NPL
-6.8452, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
-0.5451, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
1.84028, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
1.67422, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
-1.2102, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
3.05373, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
5.26208, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
6.24942, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
5.27854, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
2.59586, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
0.48443, 2080-2099, csiro_mk3_6_0, Dec Anomaly, NPL
-1.0685, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
-0.9922, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
2.08361, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
0.24085, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
1.86731, 2080-2099, gfdl_cm3, May Anomaly, NPL
9.3988, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
24.6175, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
35.0869, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
-1.5567, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
16.6889, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
-9.1534, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
-10.262, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
-2.762, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
-0.0743, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
1.79958, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
-1.8742, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
6.71026, 2080-2099, gfdl_esm2g, May Anomaly, NPL
17.5651, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
23.9688, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
52.0842, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
10.284, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
13.8931, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
17.6579, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
1.06115, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
-0.8015, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
-4.5802, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
3.31772, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
0.8088, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
0.77692, 2080-2099, gfdl_esm2m, May Anomaly, NPL
7.90636, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
29.1753, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
17.7875, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
16.8482, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
-4.2013, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
-3.5935, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
8.07685, 2080-2099, gfdl_esm2m, Dec Anomaly, NPL
-1.3088, 2080-2099, hadgem2_ao, Jan Anomaly, NPL
-2.6473, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
1.12607, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
2.90606, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
11.7742, 2080-2099, hadgem2_ao, May Anomaly, NPL
19.7491, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
26.0979, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
18.6689, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
11.8153, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
2.83626, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
-3.7694, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
-0.7164, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
-4.0686, 2080-2099, hadgem2_cc, Jan Anomaly, NPL
-4.3121, 2080-2099, hadgem2_cc, Feb Anomaly, NPL
-1.183, 2080-2099, hadgem2_cc, Mar Anomaly, NPL
-0.1778, 2080-2099, hadgem2_cc, Apr Anomaly, NPL
3.84868, 2080-2099, hadgem2_cc, May Anomaly, NPL
13.8405, 2080-2099, hadgem2_cc, Jun Anomaly, NPL
17.7367, 2080-2099, hadgem2_cc, Jul Anomaly, NPL
9.82901, 2080-2099, hadgem2_cc, Aug Anomaly, NPL
13.3436, 2080-2099, hadgem2_cc, Sep Anomaly, NPL
-1.7081, 2080-2099, hadgem2_cc, Oct Anomaly, NPL
-5.4833, 2080-2099, hadgem2_cc, Nov Anomaly, NPL
-3.373, 2080-2099, hadgem2_cc, Dec Anomaly, NPL
1.98309, 2080-2099, hadgem2_es, Jan Anomaly, NPL
-2.667, 2080-2099, hadgem2_es, Feb Anomaly, NPL
2.43469, 2080-2099, hadgem2_es, Mar Anomaly, NPL
0.23293, 2080-2099, hadgem2_es, Apr Anomaly, NPL
7.10671, 2080-2099, hadgem2_es, May Anomaly, NPL
7.6525, 2080-2099, hadgem2_es, Jun Anomaly, NPL
12.7911, 2080-2099, hadgem2_es, Jul Anomaly, NPL
14.2135, 2080-2099, hadgem2_es, Aug Anomaly, NPL
8.47516, 2080-2099, hadgem2_es, Sep Anomaly, NPL
2.35139, 2080-2099, hadgem2_es, Oct Anomaly, NPL
-2.3917, 2080-2099, hadgem2_es, Nov Anomaly, NPL
1.76153, 2080-2099, hadgem2_es, Dec Anomaly, NPL
-1.3087, 2080-2099, inmcm4, Jan Anomaly, NPL
-2.8193, 2080-2099, inmcm4, Feb Anomaly, NPL
-2.0924, 2080-2099, inmcm4, Mar Anomaly, NPL
0.66366, 2080-2099, inmcm4, Apr Anomaly, NPL
2.29313, 2080-2099, inmcm4, May Anomaly, NPL
4.11336, 2080-2099, inmcm4, Jun Anomaly, NPL
3.57092, 2080-2099, inmcm4, Jul Anomaly, NPL
1.52775, 2080-2099, inmcm4, Aug Anomaly, NPL
2.65526, 2080-2099, inmcm4, Sep Anomaly, NPL
1.13542, 2080-2099, inmcm4, Oct Anomaly, NPL
-3.457, 2080-2099, inmcm4, Nov Anomaly, NPL
-1.2949, 2080-2099, inmcm4, Dec Anomaly, NPL
-4.6397, 2080-2099, ipsl_cm5a_lr, Jan Anomaly, NPL
-10.607, 2080-2099, ipsl_cm5a_lr, Feb Anomaly, NPL
-7.5667, 2080-2099, ipsl_cm5a_lr, Mar Anomaly, NPL
-3.6577, 2080-2099, ipsl_cm5a_lr, Apr Anomaly, NPL
-4.7147, 2080-2099, ipsl_cm5a_lr, May Anomaly, NPL
5.85551, 2080-2099, ipsl_cm5a_lr, Jun Anomaly, NPL
2.80727, 2080-2099, ipsl_cm5a_lr, Jul Anomaly, NPL
12.909, 2080-2099, ipsl_cm5a_lr, Aug Anomaly, NPL
9.91268, 2080-2099, ipsl_cm5a_lr, Sep Anomaly, NPL
2.96188, 2080-2099, ipsl_cm5a_lr, Oct Anomaly, NPL
-2.1882, 2080-2099, ipsl_cm5a_lr, Nov Anomaly, NPL
-5.2192, 2080-2099, ipsl_cm5a_lr, Dec Anomaly, NPL
-3.6302, 2080-2099, ipsl_cm5a_mr, Jan Anomaly, NPL
1.74241, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, NPL
-0.2153, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, NPL
-3.2675, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
11.2928, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
15.0683, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, NPL
18.3865, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, NPL
31.5657, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, NPL
19.1522, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, NPL
12.7259, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, NPL
-5.1089, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, NPL
-7.219, 2080-2099, ipsl_cm5a_mr, Dec Anomaly, NPL
-3.1352, 2080-2099, ipsl_cm5b_lr, Jan Anomaly, NPL
3.15904, 2080-2099, ipsl_cm5b_lr, Feb Anomaly, NPL
2.97078, 2080-2099, ipsl_cm5b_lr, Mar Anomaly, NPL
3.40394, 2080-2099, ipsl_cm5b_lr, Apr Anomaly, NPL
-0.3856, 2080-2099, ipsl_cm5b_lr, May Anomaly, NPL
2.81936, 2080-2099, ipsl_cm5b_lr, Jun Anomaly, NPL
14.6134, 2080-2099, ipsl_cm5b_lr, Jul Anomaly, NPL
16.9113, 2080-2099, ipsl_cm5b_lr, Aug Anomaly, NPL
10.6166, 2080-2099, ipsl_cm5b_lr, Sep Anomaly, NPL
16.2937, 2080-2099, ipsl_cm5b_lr, Oct Anomaly, NPL
-6.1811, 2080-2099, ipsl_cm5b_lr, Nov Anomaly, NPL
6.91058, 2080-2099, ipsl_cm5b_lr, Dec Anomaly, NPL
1.13745, 2080-2099, miroc5, Jan Anomaly, NPL
2.6805, 2080-2099, miroc5, Feb Anomaly, NPL
2.63242, 2080-2099, miroc5, Mar Anomaly, NPL
0.62028, 2080-2099, miroc5, Apr Anomaly, NPL
10.528, 2080-2099, miroc5, May Anomaly, NPL
29.5537, 2080-2099, miroc5, Jun Anomaly, NPL
23.084, 2080-2099, miroc5, Jul Anomaly, NPL
15.0556, 2080-2099, miroc5, Aug Anomaly, NPL
5.41178, 2080-2099, miroc5, Sep Anomaly, NPL
6.63743, 2080-2099, miroc5, Oct Anomaly, NPL
6.85781, 2080-2099, miroc5, Nov Anomaly, NPL
1.67985, 2080-2099, miroc5, Dec Anomaly, NPL
-3.1499, 2080-2099, miroc_esm_chem, Jan Anomaly, NPL
-8.2414, 2080-2099, miroc_esm_chem, Feb Anomaly, NPL
-5.1345, 2080-2099, miroc_esm_chem, Mar Anomaly, NPL
-1.0115, 2080-2099, miroc_esm_chem, Apr Anomaly, NPL
1.41408, 2080-2099, miroc_esm_chem, May Anomaly, NPL
2.90252, 2080-2099, miroc_esm_chem, Jun Anomaly, NPL
17.2461, 2080-2099, miroc_esm_chem, Jul Anomaly, NPL
12.476, 2080-2099, miroc_esm_chem, Aug Anomaly, NPL
1.55342, 2080-2099, miroc_esm_chem, Sep Anomaly, NPL
-0.7534, 2080-2099, miroc_esm_chem, Oct Anomaly, NPL
-2.5483, 2080-2099, miroc_esm_chem, Nov Anomaly, NPL
-4.2097, 2080-2099, miroc_esm_chem, Dec Anomaly, NPL
-2.647, 2080-2099, miroc_esm, Jan Anomaly, NPL
-5.6575, 2080-2099, miroc_esm, Feb Anomaly, NPL
-1.4881, 2080-2099, miroc_esm, Mar Anomaly, NPL
4.69635, 2080-2099, miroc_esm, Apr Anomaly, NPL
0.019, 2080-2099, miroc_esm, May Anomaly, NPL
8.50183, 2080-2099, miroc_esm, Jun Anomaly, NPL
5.62267, 2080-2099, miroc_esm, Jul Anomaly, NPL
3.35672, 2080-2099, miroc_esm, Aug Anomaly, NPL
4.14665, 2080-2099, miroc_esm, Sep Anomaly, NPL
-3.2294, 2080-2099, miroc_esm, Oct Anomaly, NPL
-10.027, 2080-2099, miroc_esm, Nov Anomaly, NPL
-2.0601, 2080-2099, miroc_esm, Dec Anomaly, NPL
-1.1565, 2080-2099, mpi_esm_lr, Jan Anomaly, NPL
-4.239, 2080-2099, mpi_esm_lr, Feb Anomaly, NPL
-3.3272, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
-4.6173, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
1.85747, 2080-2099, mpi_esm_lr, May Anomaly, NPL
-3.7488, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
0.35605, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
-2.2291, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
13.4696, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
8.91313, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
-9.4687, 2080-2099, mpi_esm_lr, Nov Anomaly, NPL
-4.612, 2080-2099, mpi_esm_lr, Dec Anomaly, NPL
-2.3834, 2080-2099, mpi_esm_mr, Jan Anomaly, NPL
-0.597, 2080-2099, mpi_esm_mr, Feb Anomaly, NPL
-5.7524, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
1.01522, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
-1.7115, 2080-2099, mpi_esm_mr, May Anomaly, NPL
-10.952, 2080-2099, mpi_esm_mr, Jun Anomaly, NPL
9.5186, 2080-2099, mpi_esm_mr, Jul Anomaly, NPL
4.17178, 2080-2099, mpi_esm_mr, Aug Anomaly, NPL
10.3852, 2080-2099, mpi_esm_mr, Sep Anomaly, NPL
-0.1888, 2080-2099, mpi_esm_mr, Oct Anomaly, NPL
13.3514, 2080-2099, mpi_esm_mr, Nov Anomaly, NPL
-0.0173, 2080-2099, mpi_esm_mr, Dec Anomaly, NPL
3.86818, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
3.74703, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
1.31464, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
-0.5734, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
0.96844, 2080-2099, mri_cgcm3, May Anomaly, NPL
0.01729, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
13.7584, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
13.9611, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
5.09582, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
2.20951, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
-7.9913, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
-4.9146, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
6.94022, 2080-2099, mri_esm1, Jan Anomaly, NPL
3.11248, 2080-2099, mri_esm1, Feb Anomaly, NPL
2.18911, 2080-2099, mri_esm1, Mar Anomaly, NPL
0.87601, 2080-2099, mri_esm1, Apr Anomaly, NPL
1.86236, 2080-2099, mri_esm1, May Anomaly, NPL
1.90754, 2080-2099, mri_esm1, Jun Anomaly, NPL
15.278, 2080-2099, mri_esm1, Jul Anomaly, NPL
16.9723, 2080-2099, mri_esm1, Aug Anomaly, NPL
19.3048, 2080-2099, mri_esm1, Sep Anomaly, NPL
-1.1458, 2080-2099, mri_esm1, Oct Anomaly, NPL
-0.1298, 2080-2099, mri_esm1, Nov Anomaly, NPL
4.26414, 2080-2099, mri_esm1, Dec Anomaly, NPL
1.31895, 2080-2099, noresm1_m, Jan Anomaly, NPL
-1.1098, 2080-2099, noresm1_m, Feb Anomaly, NPL
-1.3952, 2080-2099, noresm1_m, Mar Anomaly, NPL
1.70522, 2080-2099, noresm1_m, Apr Anomaly, NPL
0.81812, 2080-2099, noresm1_m, May Anomaly, NPL
7.08946, 2080-2099, noresm1_m, Jun Anomaly, NPL
24.6718, 2080-2099, noresm1_m, Jul Anomaly, NPL
20.6923, 2080-2099, noresm1_m, Aug Anomaly, NPL
16.6077, 2080-2099, noresm1_m, Sep Anomaly, NPL
8.61532, 2080-2099, noresm1_m, Oct Anomaly, NPL
-0.8056, 2080-2099, noresm1_m, Nov Anomaly, NPL
3.92871, 2080-2099, noresm1_m, Dec Anomaly, NPL
-7.2166, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
-8.0849, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
-6.0548, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
-4.4455, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-6.2287, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-17.731, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-21.825, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-14.993, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-7.7983, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-12.793, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
-13.285, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
-8.1201, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
-1.037, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
-2.2071, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
-1.3321, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
0.12191, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
2.06649, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
6.3731, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
15.6573, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
16.5723, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
10.5251, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
3.47238, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
-2.2938, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
-2.1641, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
