Largest Single Day Rainfall - (MM), Year, Model, Statistics, ISO3
-4.5517, 2080-2099, cnrm_cm5, Mar Anomaly, NPL
-0.7321, 2080-2099, cnrm_cm5, Apr Anomaly, NPL
1.84018, 2080-2099, cnrm_cm5, May Anomaly, NPL
-6.3353, 2080-2099, cnrm_cm5, Jun Anomaly, NPL
5.29202, 2080-2099, cnrm_cm5, Jul Anomaly, NPL
6.4396, 2080-2099, cnrm_cm5, Aug Anomaly, NPL
0.74858, 2080-2099, cnrm_cm5, Sep Anomaly, NPL
3.78629, 2080-2099, cnrm_cm5, Oct Anomaly, NPL
-5.1999, 2080-2099, cnrm_cm5, Nov Anomaly, NPL
4.4159, 2080-2099, cnrm_cm5, Dec Anomaly, NPL
-2.4573, 2080-2099, csiro_mk3_6_0, Jan Anomaly, NPL
-8.3283, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
-1.4344, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
0.99912, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
-0.0165, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
-2.8474, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
-0.9994, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
2.36029, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
6.27893, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
8.38051, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
1.00299, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
-0.3572, 2080-2099, csiro_mk3_6_0, Dec Anomaly, NPL
6.88459, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
-0.8822, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
-0.5523, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
2.45911, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
-2.0485, 2080-2099, gfdl_cm3, May Anomaly, NPL
4.24114, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
21.3483, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
19.7021, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
1.27809, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
3.62821, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
-6.7024, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
-10.205, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
2.43456, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
-1.4415, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
1.85668, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
-0.6262, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
0.73667, 2080-2099, gfdl_esm2g, May Anomaly, NPL
0.00896, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
7.86697, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
28.3547, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
-0.2699, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
-3.9296, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
3.46845, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
1.45459, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
0.54674, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
2.01512, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
1.20003, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
-1.7795, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
0.66917, 2080-2099, gfdl_esm2m, May Anomaly, NPL
13.8081, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
12.8613, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
-1.612, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
9.98919, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
6.40101, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
-3.4815, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
6.07687, 2080-2099, gfdl_esm2m, Dec Anomaly, NPL
-0.4057, 2080-2099, hadgem2_ao, Jan Anomaly, NPL
-2.4538, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
1.12333, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
-0.4465, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
4.2707, 2080-2099, hadgem2_ao, May Anomaly, NPL
5.81171, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
8.85801, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
3.79563, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
5.39353, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
-1.1242, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
-3.3487, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
2.55724, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
-2.6797, 2080-2099, hadgem2_cc, Jan Anomaly, NPL
-2.4618, 2080-2099, hadgem2_cc, Feb Anomaly, NPL
-0.5322, 2080-2099, hadgem2_cc, Mar Anomaly, NPL
1.06981, 2080-2099, hadgem2_cc, Apr Anomaly, NPL
0.49528, 2080-2099, hadgem2_cc, May Anomaly, NPL
6.57616, 2080-2099, hadgem2_cc, Jun Anomaly, NPL
15.078, 2080-2099, hadgem2_cc, Jul Anomaly, NPL
7.14847, 2080-2099, hadgem2_cc, Aug Anomaly, NPL
7.35124, 2080-2099, hadgem2_cc, Sep Anomaly, NPL
-2.5093, 2080-2099, hadgem2_cc, Oct Anomaly, NPL
-4.948, 2080-2099, hadgem2_cc, Nov Anomaly, NPL
-1.8614, 2080-2099, hadgem2_cc, Dec Anomaly, NPL
-2.7396, 2080-2099, inmcm4, Jan Anomaly, NPL
-2.6648, 2080-2099, inmcm4, Feb Anomaly, NPL
0.33461, 2080-2099, inmcm4, Mar Anomaly, NPL
1.4723, 2080-2099, inmcm4, Apr Anomaly, NPL
2.44248, 2080-2099, inmcm4, May Anomaly, NPL
1.71797, 2080-2099, inmcm4, Jun Anomaly, NPL
1.80378, 2080-2099, inmcm4, Jul Anomaly, NPL
0.93188, 2080-2099, inmcm4, Aug Anomaly, NPL
1.08372, 2080-2099, inmcm4, Sep Anomaly, NPL
4.93126, 2080-2099, inmcm4, Oct Anomaly, NPL
-2.9285, 2080-2099, inmcm4, Nov Anomaly, NPL
4.37237, 2080-2099, inmcm4, Dec Anomaly, NPL
5.88988, 2080-2099, ipsl_cm5a_lr, Jan Anomaly, NPL
-4.2435, 2080-2099, ipsl_cm5a_lr, Feb Anomaly, NPL
-5.9298, 2080-2099, ipsl_cm5a_lr, Mar Anomaly, NPL
-0.0483, 2080-2099, ipsl_cm5a_lr, Apr Anomaly, NPL
2.05888, 2080-2099, ipsl_cm5a_lr, May Anomaly, NPL
1.5446, 2080-2099, ipsl_cm5a_lr, Jun Anomaly, NPL
2.47435, 2080-2099, ipsl_cm5a_lr, Jul Anomaly, NPL
6.79917, 2080-2099, ipsl_cm5a_lr, Aug Anomaly, NPL
5.16567, 2080-2099, ipsl_cm5a_lr, Sep Anomaly, NPL
-3.2136, 2080-2099, ipsl_cm5a_lr, Oct Anomaly, NPL
-2.7272, 2080-2099, ipsl_cm5a_lr, Nov Anomaly, NPL
3.02555, 2080-2099, ipsl_cm5a_lr, Dec Anomaly, NPL
-7.7066, 2080-2099, ipsl_cm5a_mr, Jan Anomaly, NPL
4.84411, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, NPL
-1.6526, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, NPL
-3.4779, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
1.37973, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
9.47712, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, NPL
5.16598, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, NPL
10.6847, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, NPL
9.98351, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, NPL
11.3198, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, NPL
-4.2506, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, NPL
1.94434, 2080-2099, ipsl_cm5a_mr, Dec Anomaly, NPL
-3.0932, 2080-2099, ipsl_cm5b_lr, Jan Anomaly, NPL
3.59601, 2080-2099, ipsl_cm5b_lr, Feb Anomaly, NPL
3.17317, 2080-2099, ipsl_cm5b_lr, Mar Anomaly, NPL
3.1228, 2080-2099, ipsl_cm5b_lr, Apr Anomaly, NPL
-3.3022, 2080-2099, ipsl_cm5b_lr, May Anomaly, NPL
5.45394, 2080-2099, ipsl_cm5b_lr, Jun Anomaly, NPL
0.23548, 2080-2099, ipsl_cm5b_lr, Jul Anomaly, NPL
4.10227, 2080-2099, ipsl_cm5b_lr, Aug Anomaly, NPL
1.90301, 2080-2099, ipsl_cm5b_lr, Sep Anomaly, NPL
0.99737, 2080-2099, ipsl_cm5b_lr, Oct Anomaly, NPL
-4.278, 2080-2099, ipsl_cm5b_lr, Nov Anomaly, NPL
13.5664, 2080-2099, ipsl_cm5b_lr, Dec Anomaly, NPL
-0.418, 2080-2099, miroc5, Jan Anomaly, NPL
2.48478, 2080-2099, miroc5, Feb Anomaly, NPL
0.56792, 2080-2099, miroc5, Mar Anomaly, NPL
0.83799, 2080-2099, miroc5, Apr Anomaly, NPL
0.76755, 2080-2099, miroc5, May Anomaly, NPL
11.9609, 2080-2099, miroc5, Jun Anomaly, NPL
3.23193, 2080-2099, miroc5, Jul Anomaly, NPL
12.5193, 2080-2099, miroc5, Aug Anomaly, NPL
4.933, 2080-2099, miroc5, Sep Anomaly, NPL
5.98053, 2080-2099, miroc5, Oct Anomaly, NPL
1.94833, 2080-2099, miroc5, Nov Anomaly, NPL
-3.2556, 2080-2099, miroc5, Dec Anomaly, NPL
-0.0346, 2080-2099, miroc_esm_chem, Jan Anomaly, NPL
-5.9459, 2080-2099, miroc_esm_chem, Feb Anomaly, NPL
-0.334, 2080-2099, miroc_esm_chem, Mar Anomaly, NPL
0.01379, 2080-2099, miroc_esm_chem, Apr Anomaly, NPL
2.19901, 2080-2099, miroc_esm_chem, May Anomaly, NPL
-0.2729, 2080-2099, miroc_esm_chem, Jun Anomaly, NPL
3.77059, 2080-2099, miroc_esm_chem, Jul Anomaly, NPL
13.3268, 2080-2099, miroc_esm_chem, Aug Anomaly, NPL
1.47662, 2080-2099, miroc_esm_chem, Sep Anomaly, NPL
-2.1702, 2080-2099, miroc_esm_chem, Oct Anomaly, NPL
-4.114, 2080-2099, miroc_esm_chem, Nov Anomaly, NPL
-1.2548, 2080-2099, miroc_esm_chem, Dec Anomaly, NPL
4.01682, 2080-2099, miroc_esm, Jan Anomaly, NPL
0.54314, 2080-2099, miroc_esm, Feb Anomaly, NPL
1.50239, 2080-2099, miroc_esm, Mar Anomaly, NPL
4.26962, 2080-2099, miroc_esm, Apr Anomaly, NPL
-2.9535, 2080-2099, miroc_esm, May Anomaly, NPL
-0.3143, 2080-2099, miroc_esm, Jun Anomaly, NPL
0.87227, 2080-2099, miroc_esm, Jul Anomaly, NPL
3.94124, 2080-2099, miroc_esm, Aug Anomaly, NPL
1.15673, 2080-2099, miroc_esm, Sep Anomaly, NPL
-0.992, 2080-2099, miroc_esm, Oct Anomaly, NPL
-2.5836, 2080-2099, miroc_esm, Nov Anomaly, NPL
3.69202, 2080-2099, miroc_esm, Dec Anomaly, NPL
-4.2799, 2080-2099, mpi_esm_lr, Jan Anomaly, NPL
-0.5813, 2080-2099, mpi_esm_lr, Feb Anomaly, NPL
-2.7153, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
-2.6424, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
-0.1334, 2080-2099, mpi_esm_lr, May Anomaly, NPL
0.90733, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
-0.1505, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
-4.7432, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
7.68072, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
1.98258, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
-9.6658, 2080-2099, mpi_esm_lr, Nov Anomaly, NPL
-4.6544, 2080-2099, mpi_esm_lr, Dec Anomaly, NPL
-7.8469, 2080-2099, mpi_esm_mr, Jan Anomaly, NPL
-5.0988, 2080-2099, mpi_esm_mr, Feb Anomaly, NPL
-3.9506, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
6.52925, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
2.04773, 2080-2099, mpi_esm_mr, May Anomaly, NPL
-3.7483, 2080-2099, mpi_esm_mr, Jun Anomaly, NPL
8.46747, 2080-2099, mpi_esm_mr, Jul Anomaly, NPL
3.6859, 2080-2099, mpi_esm_mr, Aug Anomaly, NPL
3.79825, 2080-2099, mpi_esm_mr, Sep Anomaly, NPL
-3.1784, 2080-2099, mpi_esm_mr, Oct Anomaly, NPL
9.54803, 2080-2099, mpi_esm_mr, Nov Anomaly, NPL
5.23287, 2080-2099, mpi_esm_mr, Dec Anomaly, NPL
3.23024, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
3.95263, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
2.2667, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
1.18217, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
0.85623, 2080-2099, mri_cgcm3, May Anomaly, NPL
0.91312, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
7.16136, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
4.06881, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
-0.6502, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
-1.0054, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
-7.4724, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
-4.4594, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
2.7762, 2080-2099, noresm1_m, Jan Anomaly, NPL
0.57305, 2080-2099, noresm1_m, Feb Anomaly, NPL
2.54217, 2080-2099, noresm1_m, Mar Anomaly, NPL
-2.3839, 2080-2099, noresm1_m, Apr Anomaly, NPL
2.22637, 2080-2099, noresm1_m, May Anomaly, NPL
7.84295, 2080-2099, noresm1_m, Jun Anomaly, NPL
11.851, 2080-2099, noresm1_m, Jul Anomaly, NPL
7.25332, 2080-2099, noresm1_m, Aug Anomaly, NPL
8.9749, 2080-2099, noresm1_m, Sep Anomaly, NPL
2.08613, 2080-2099, noresm1_m, Oct Anomaly, NPL
-5.7863, 2080-2099, noresm1_m, Nov Anomaly, NPL
-1.0664, 2080-2099, noresm1_m, Dec Anomaly, NPL
-7.1199, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
-6.9321, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
-6.1979, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
-4.6812, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-6.7076, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-18.657, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-25.762, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-19.401, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-10.263, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-13.654, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
-11.506, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
-7.3205, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
-1.0663, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
-1.7306, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.8003, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
0.66825, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
0.90972, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
2.86815, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
8.06733, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
7.02915, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
6.05951, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
1.75285, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
-2.6657, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
0.57075, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
16.1678, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
9.00879, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
6.60327, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
8.3938, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
15.6813, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
44.2572, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
70.9623, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
61.8995, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
50.283, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
19.665, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
8.98878, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
13.6568, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
10.258, 2080-2099, access1_0, Annual Anomaly, NPL
14.8615, 2080-2099, access1_3, Annual Anomaly, NPL
4.87745, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
8.13803, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
6.9699, 2080-2099, bnu_esm, Annual Anomaly, NPL
20.7872, 2080-2099, canesm2, Annual Anomaly, NPL
26.383, 2080-2099, ccsm4, Annual Anomaly, NPL
5.83687, 2080-2099, cesm1_bgc, Annual Anomaly, NPL
39.2868, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
4.90548, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
3.75893, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
4.93224, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
19.4579, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
14.9888, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
8.8301, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
12.229, 2080-2099, hadgem2_cc, Annual Anomaly, NPL
2.86614, 2080-2099, inmcm4, Annual Anomaly, NPL
3.82003, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
15.1536, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
3.61167, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, NPL
13.9479, 2080-2099, miroc5, Annual Anomaly, NPL
7.69086, 2080-2099, miroc_esm_chem, Annual Anomaly, NPL
3.16086, 2080-2099, miroc_esm, Annual Anomaly, NPL
-0.3195, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
9.61876, 2080-2099, mpi_esm_mr, Annual Anomaly, NPL
6.8832, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
9.23049, 2080-2099, noresm1_m, Annual Anomaly, NPL
-25.683, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
7.30943, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
85.8031, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
