"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1993-05","229","G","178","1,G",,,,,"0","1,G","0","1,G","0",",G","31",",G","1",",G","51","1,G,12,",,,"90",",G,05,","1521","G","0",",G",,,"71.0","1,G","82.2",",,,G","59.7","1,,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1993-06","518","G","289",",G",,,,,"0",",G","0",",G","0",",G","30",",G","0",",G","61",",G,05,",,,"87",",G,21,","1521","G","0",",G",,,"74.6",",G","83.6",",,,G","65.7",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1993-07","843","G","325","1,G",,,,,"0","1,G","0","1,G","0",",G","31",",G","0",",G","65","1,G,23,",,,"86",",G,14,+","0","G","0",",G",,,"75.7","1,G","82.9",",,,G","68.4","1,,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1993-08","1157","G","314",",G",,,,,"0",",G","0",",G","0",",G","31",",G","0",",G","61",",G,11,",,,"87",",G,17,","0","G","0",",G",,,"75.1",",G","82.1",",,,G","68.1",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1993-09","1397","G","240",",G",,,,,"0",",G","0",",G","0",",G","29",",G","0",",G","61",",G,17,",,,"87",",G,19,","0","G","0",",G",,,"73.0",",G","81.5",",,,G","64.5",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1993-10","1517","G","120",",G",,,,,"0",",G","0",",G","0",",G","31",",G","0",",G","46",",G,31,",,,"85",",G,01,","17","G","17",",G",,,"68.3",",G","80.8",",,,G","55.8",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1993-11","1517","G","0",",G",,,,,"0",",G","0",",G","0",",G","30",",G","0",",G","41",",G,30,",,,"78",",G,01,","157","G","140",",G",,,"60.3",",G","74.0",",,,G","46.6",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1993-12","1517","G","0",",G",,,,,"0",",G","0",",G","0",",G","16",",G","0",",G","34",",G,26,",,,"75",",G,30,","481","G","324",",G",,,"54.5",",G","70.0",",,,G","39.0",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1994-01","0","G","0",",G",,,,,"0",",G","4",",G","0",",G","15",",G","0",",G","29",",G,04,",,,"75",",G,28,","871","G","390",",G",,,"52.4",",G","67.9",",,,G","36.9",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1994-02","0","G","0","1,G",,,,,"0","1,G","0","1,G","0",",G","10",",G","0",",G","34","1,G,15,",,,"77",",G,19,","1181","G","309",",G",,,"53.7","1,G","69.2",",,,G","38.1","1,,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1994-03","24","G","24",",G",,,,,"0",",G","0",",G","0",",G","29",",G","0",",G","41",",G,01,",,,"86",",G,21,","1260","G","80",",G",,,"63.2",",G","77.5",",,,G","48.9",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1994-04","87","G","62",",G",,,,,"0",",G","0",",G","0",",G","30",",G","0",",G","45",",G,11,",,,"87",",G,24,","1262","G","1",",G",,,"67.0",",G","82.8",",,,G","51.2",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1994-05","322","G","235",",G",,,,,"0",",G","0",",G","0",",G","31",",G","5",",G","51",",G,01,",,,"95",",G,04,","1262","G","0",",G",,,"72.6",",G","85.2",",,,G","59.9",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1994-06","646","G","324",",G",,,,,"0",",G","0",",G","0",",G","30",",G","0",",G","62",",G,05,",,,"90",",G,04,","1262","G","0",",G",,,"75.8",",G","84.6",",,,G","66.9",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1994-07","997","G","351",",G",,,,,"0",",G","0",",G","0",",G","31",",G","0",",G","66",",G,11,",,,"89",",G,14,","0","G","0",",G",,,"76.3",",G","84.4",",,,G","68.3",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1994-08","1332","G","335",",G",,,,,"0",",G","0",",G","0",",G","31",",G","0",",G","66",",G,29,",,,"88",",G,02,","0","G","0",",G",,,"75.8",",G","83.9",",,,G","67.7",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1994-09","1604","G","272",",G",,,,,"0",",G","0",",G","0",",G","30",",G","0",",G","61",",G,28,",,,"85",",G,11,","0","G","0",",G",,,"74.1",",G","82.8",",,,G","65.4",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1994-10","1670","G","66",",G",,,,,"0",",G","0",",G","0",",G","31",",G","0",",G","45",",G,23,",,,"83",",G,01,","22","G","22",",G",,,"66.4",",G","80.2",",,,G","52.7",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1994-11","1672","G","2",",G",,,,,"0",",G","0",",G","0",",G","28",",G","0",",G","38",",G,26,",,,"81",",G,10,","207","G","186",",G",,,"58.9",",G","74.3",",,,G","43.4",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1994-12","1672","G","0",",G",,,,,"0",",G","1",",G","0",",G","12",",G","0",",G","32",",G,25,",,,"73",",G,06,","601","G","393",",G",,,"52.3",",G","68.8",",,,G","35.9",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1995-01","0","G","0",",G",,,,,"0",",G","11",",G","0",",G","2",",G","0",",G","28",",G,04,",,,"71",",G,07,","1095","G","494",",G",,,"49.0",",G","64.1",",,,G","34.0",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1995-02","0","G","0",",G",,,,,"0",",G","0",",G","0",",G","7",",G","0",",G","32",",G,24,",,,"77",",G,13,","1420","G","325",",G",,,"53.4",",G","67.3",",,,G","39.5",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1995-03","16","G","16",",G",,,,,"0",",G","0",",G","0",",G","28",",G","0",",G","37",",G,01,",,,"86",",G,20,","1542","G","122",",G",,,"61.6",",G","77.7",",,,G","45.4",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1995-04","124","G","109",",G",,,,,"0",",G","0",",G","0",",G","30",",G","4",",G","41",",G,05,",,,"93",",G,27,","1568","G","25",",G",,,"67.8",",G","84.8",",,,G","50.7",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1995-05","436","G","312",",G",,,,,"0",",G","0",",G","0",",G","31",",G","12",",G","53",",G,06,",,,"94",",G,27,+","1568","G","0",",G",,,"75.1",",G","88.6",",,,G","61.5",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1995-06","738","G","302",",G",,,,,"0",",G","0",",G","0",",G","30",",G","2",",G","65",",G,21,",,,"92",",G,02,","1568","G","0",",G",,,"75.1",",G","82.1",",,,G","68.1",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1995-07","1039","G","301",",G",,,,,"0",",G","0",",G","0",",G","31",",G","0",",G","66",",G,22,",,,"85",",G,19,+","0","G","0",",G",,,"74.7",",G","81.8",",,,G","67.6",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1995-08","1346","G","307",",G",,,,,"0",",G","0",",G","0",",G","31",",G","0",",G","65",",G,20,",,,"86",",G,31,","0","G","0",",G",,,"74.9",",G","82.7",",,,G","67.0",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1995-09","1592","G","246",",G",,,,,"0",",G","0",",G","0",",G","30",",G","0",",G","59",",G,10,",,,"87",",G,01,","0","G","0",",G",,,"73.2",",G","81.7",",,,G","64.7",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1995-10","1695","G","103",",G",,,,,"0",",G","0",",G","0",",G","31",",G","0",",G","48",",G,30,+",,,"83",",G,01,","4","G","4",",G",,,"68.2",",G","80.6",",,,G","55.8",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1995-11","1697","G","2",",G",,,,,"0",",G","0",",G","0",",G","27",",G","0",",G","37",",G,30,",,,"82",",G,08,","154","G","150",",G",,,"60.1",",G","73.8",",,,G","46.3",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1995-12","1697","G","0",",G",,,,,"0",",G","0",",G","0",",G","1",",G","0",",G","33",",G,24,",,,"70",",G,10,","502","G","348",",G",,,"53.8",",G","67.1",",,,G","40.5",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1996-01","0","G","0","1,G",,,,,"0","1,G","3","1,G","0","1,G","2","1,G","0","1,G","31","1,G,18,",,,"74","1,G,29,","931","G","428","1,G",,,"50.7","1,G","65.2","1,,,G","36.3","1,,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1996-02","0","G","0",",G",,,,,"0",",G","0",",G","0",",G","14",",G","0",",G","35",",G,13,",,,"77",",G,17,","1212","G","281",",G",,,"55.3",",G","69.9",",,,G","40.7",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1996-03","27","G","27",",G",,,,,"0",",G","0",",G","0",",G","29",",G","0",",G","43",",G,01,",,,"85",",G,30,","1272","G","60",",G",,,"63.9",",G","78.4",",,,G","49.5",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1996-04","116","G","88",",G",,,,,"0",",G","0",",G","0",",G","29",",G","0",",G","43",",G,02,",,,"90",",G,20,","1295","G","23",",G",,,"67.2",",G","83.2",",,,G","51.2",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1996-05","389","G","273",",G",,,,,"0",",G","0",",G","0",",G","31",",G","7",",G","53",",G,12,",,,"91",",G,10,","1295","G","0",",G",,,"73.8",",G","87.2",",,,G","60.5",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1996-06","650","G","261",",G",,,,,"0",",G","0",",G","0",",G","30",",G","0",",G","55",",G,06,",,,"87",",G,10,","1295","G","0",",G",,,"73.7",",G","81.7",",,,G","65.7",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1996-07","965","G","315",",G",,,,,"0",",G","0",",G","0",",G","31",",G","0",",G","66",",G,15,",,,"86",",G,26,","0","G","0",",G",,,"75.2",",G","81.7",",,,G","68.6",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1996-08","1268","G","303",",G",,,,,"0",",G","0",",G","0",",G","31",",G","0",",G","64",",G,13,",,,"87",",G,25,","0","G","0",",G",,,"74.8",",G","82.0",",,,G","67.5",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1996-09","1527","G","259",",G",,,,,"0",",G","0",",G","0",",G","30",",G","0",",G","59",",G,20,",,,"86",",G,17,+","0","G","0",",G",,,"73.6",",G","81.8",",,,G","65.4",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1996-10","1613","G","86",",G",,,,,"0",",G","0",",G","0",",G","29",",G","0",",G","50",",G,16,",,,"85",",G,03,+","1","G","1",",G",,,"67.7",",G","78.9",",,,G","56.6",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1996-11","1624","G","11",",G",,,,,"0",",G","0",",G","0",",G","29",",G","0",",G","39",",G,23,",,,"82",",G,05,","121","G","119",",G",,,"61.4",",G","76.0",",,,G","46.8",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1996-12","1624","G","0",",G",,,,,"0",",G","0",",G","0",",G","12",",G","0",",G","34",",G,06,",,,"74",",G,05,+","470","G","349",",G",,,"53.7",",G","69.7",",,,G","37.7",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1997-01","0","G","0",",G",,,,,"0",",G","5",",G","0",",G","3",",G","0",",G","30",",G,11,",,,"72",",G,01,","943","G","473",",G",,,"49.7",",G","64.4",",,,G","35.1",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1997-02","0","G","0",",G",,,,,"0",",G","1",",G","0",",G","9",",G","0",",G","32",",G,10,",,,"75",",G,14,","1301","G","358",",G",,,"52.2",",G","67.1",",,,G","37.3",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1997-03","0","G","0",",G",,,,,"0",",G","0",",G","0",",G","29",",G","0",",G","41",",G,04,",,,"83",",G,12,","1416","G","115",",G",,,"61.3",",G","76.9",",,,G","45.7",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1997-04","25","G","24",",G",,,,,"0",",G","0",",G","0",",G","28",",G","0",",G","38",",G,07,",,,"83",",G,20,","1479","G","63",",G",,,"63.7",",G","76.2",",,,G","51.2",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1997-05","182","G","157",",G",,,,,"0",",G","0",",G","0",",G","31",",G","0",",G","52",",G,06,+",,,"89",",G,15,","1479","G","0",",G",,,"70.1",",G","83.3",",,,G","56.9",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1997-06","473","G","290",",G",,,,,"0",",G","0",",G","0",",G","29",",G","2",",G","58",",G,04,",,,"90",",G,17,","1479","G","0",",G",,,"74.7",",G","85.0",",,,G","64.4",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1997-07","812","G","339",",G",,,,,"0",",G","0",",G","0",",G","31",",G","0",",G","66",",G,02,+",,,"87",",G,17,","0","G","0",",G",,,"75.9",",G","83.5",",,,G","68.4",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1997-08","1142","G","330",",G",,,,,"0",",G","0",",G","0",",G","31",",G","0",",G","65",",G,26,",,,"87",",G,02,","0","G","0",",G",,,"75.6",",G","83.5",",,,G","67.8",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1997-09","1400","G","258",",G",,,,,"0",",G","0",",G","0",",G","30",",G","0",",G","57",",G,30,",,,"85",",G,05,","0","G","0",",G",,,"73.6",",G","82.5",",,,G","64.7",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1997-10","1418","G","18",",G",,,,,"0",",G","0",",G","0",",G","30",",G","0",",G","44",",G,26,",,,"84",",G,08,","44","G","44",",G",,,"64.2",",G","77.3",",,,G","51.0",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1997-11","1418","G","0",",G",,,,,"0",",G","0",",G","0",",G","26",",G","0",",G","36",",G,29,",,,"80",",G,05,","224","G","180",",G",,,"59.0",",G","73.2",",,,G","44.8",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1997-12","1418","G","0",",G",,,,,"0",",G","0",",G","0",",G","2",",G","0",",G","33",",G,28,",,,"71",",G,04,","625","G","401",",G",,,"52.1",",G","65.3",",,,G","38.8",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1998-01","0","G","0",",G",,,,,"0",",G","4",",G","0",",G","2",",G","0",",G","27",",G,20,",,,"72",",G,31,","1068","G","443",",G",,,"50.7",",G","66.5",",,,G","34.9",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1998-02","0","G","0",",G",,,,,"0",",G","1",",G","0",",G","20",",G","0",",G","32",",G,04,",,,"76",",G,17,+","1333","G","265",",G",,,"55.5",",G","71.0",",,,G","40.1",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1998-03","0","G","0",",G",,,,,"0",",G","0",",G","0",",G","28",",G","0",",G","39",",G,08,",,,"80",",G,16,","1498","G","165",",G",,,"59.7",",G","74.1",",,,G","45.3",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1998-04","63","G","63",",G",,,,,"0",",G","0",",G","0",",G","29",",G","0",",G","43",",G,01,",,,"87",",G,15,","1513","G","15",",G",,,"66.6",",G","80.7",",,,G","52.5",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1998-05","317","G","254",",G",,,,,"0",",G","0",",G","0",",G","30",",G","0",",G","50",",G,12,",,,"89",",G,24,","1518","G","5",",G",,,"73.0",",G","83.6",",,,G","62.5",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1998-06","682","G","365",",G",,,,,"0",",G","0",",G","0",",G","30",",G","6",",G","64",",G,09,+",,,"91",",G,11,","1518","G","0",",G",,,"77.2",",G","86.3",",,,G","68.1",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1998-07","999","G","317",",G",,,,,"0",",G","0",",G","0",",G","31",",G","0",",G","65",",G,09,",,,"87",",G,11,","0","G","0",",G",,,"75.2",",G","82.0",",,,G","68.4",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1998-08","1327","G","328",",G",,,,,"0",",G","0",",G","0",",G","31",",G","0",",G","65",",G,20,+",,,"87",",G,07,","0","G","0",",G",,,"75.6",",G","82.8",",,,G","68.3",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1998-09","1631","G","304",",G",,,,,"0",",G","0",",G","0",",G","30",",G","0",",G","62",",G,14,",,,"89",",G,27,","0","G","0",",G",,,"75.1",",G","84.5",",,,G","65.8",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1998-10","1844","G","213",",G",,,,,"0",",G","0",",G","0",",G","31",",G","0",",G","53",",G,30,",,,"88",",G,07,","0","G","0",",G",,,"71.9",",G","84.1",",,,G","59.6",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1998-11","1855","G","10",",G",,,,,"0",",G","0",",G","0",",G","27",",G","0",",G","42",",G,30,",,,"83",",G,15,","66","G","66",",G",,,"63.1",",G","77.7",",,,G","48.6",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1998-12","1855","G","0",",G",,,,,"0",",G","0",",G","0",",G","23",",G","0",",G","33",",G,20,",,,"77",",G,01,","376","G","310",",G",,,"55.0",",G","72.0",",,,G","38.0",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1999-01","0","G","0",",G",,,,,"0",",G","5",",G","0",",G","17",",G","0",",G","28",",G,11,",,,"76",",G,23,","776","G","400",",G",,,"52.1",",G","69.8",",,,G","34.4",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1999-02","0","G","0",",G",,,,,"0",",G","0",",G","0",",G","26",",G","0",",G","34",",G,01,",,,"84",",G,17,","902","G","126",",G",,,"60.5",",G","78.2",",,,G","42.7",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1999-03","21","G","21",",G",,,,,"0",",G","0",",G","0",",G","31",",G","0",",G","38",",G,01,",,,"88",",G,09,","950","G","47",",G",,,"64.1",",G","82.9",",,,G","45.4",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1999-04","270","G","250",",G",,,,,"0",",G","0",",G","0",",G","30",",G","15",",G","47",",G,06,",,,"96",",G,26,","950","G","0",",G",,,"73.3",",G","89.6",",,,G","57.0",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1999-05","543","G","273",",G",,,,,"0",",G","0",",G","0",",G","31",",G","4",",G","55",",G,16,",,,"93",",G,04,","950","G","0",",G",,,"73.8",",G","84.8",",,,G","62.8",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1999-06","840","G","297",",G",,,,,"0",",G","0",",G","0",",G","29",",G","1",",G","57",",G,04,",,,"91",",G,08,","950","G","0",",G",,,"74.9",",G","84.0",",,,G","65.8",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1999-07","1155","G","315",",G",,,,,"0",",G","0",",G","0",",G","31",",G","0",",G","66",",G,20,",,,"87",",G,07,","0","G","0",",G",,,"75.2",",G","82.4",",,,G","67.9",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1999-08","1460","G","305",",G",,,,,"0",",G","0",",G","0",",G","31",",G","0",",G","65",",G,26,",,,"90",",G,01,","0","G","0",",G",,,"74.8",",G","82.0",",,,G","67.6",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1999-09","1757","G","297",",G",,,,,"0",",G","0",",G","0",",G","30",",G","0",",G","64",",G,21,",,,"89",",G,20,","0","G","0",",G",,,"74.9",",G","83.5",",,,G","66.3",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1999-10","1878","G","121",",G",,,,,"0",",G","0",",G","0",",G","30",",G","0",",G","50",",G,24,",,,"84",",G,08,","0","G","0",",G",,,"68.9",",G","79.7",",,,G","58.1",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1999-11","1882","G","4",",G",,,,,"0",",G","0",",G","0",",G","28",",G","0",",G","41",",G,29,",,,"81",",G,01,","119","G","119",",G",,,"61.2",",G","75.1",",,,G","47.2",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","1999-12","1882","G","0",",G",,,,,"0",",G","0",",G","0",",G","19",",G","0",",G","37",",G,20,",,,"75",",G,19,","397","G","278",",G",,,"56.0",",G","70.5",",,,G","41.6",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","2000-01","0","G","0",",G",,,,,"0",",G","2",",G","0",",G","13",",G","0",",G","27",",G,16,",,,"76",",G,12,","775","G","378",",G",,,"52.8",",G","69.2",",,,G","36.3",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","2000-02","0","G","0",",G",,,,,"0",",G","0",",G","0",",G","19",",G","0",",G","32",",G,21,",,,"75",",G,24,","1102","G","327",",G",,,"53.7",",G","70.0",",,,G","37.4",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","2000-03","7","G","7",",G",,,,,"0",",G","0",",G","0",",G","30",",G","0",",G","40",",G,02,",,,"87",",G,31,","1234","G","131",",G",,,"61.0",",G","77.7",",,,G","44.2",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","2000-04","125","G","119",",G",,,,,"0",",G","0",",G","0",",G","30",",G","1",",G","48",",G,10,",,,"90",",G,02,","1234","G","0",",G",,,"69.0",",G","84.2",",,,G","53.7",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","2000-05","382","G","256",",G",,,,,"0",",G","0",",G","0",",G","31",",G","1",",G","55",",G,02,",,,"90",",G,14,","1234","G","0",",G",,,"73.3",",G","83.6",",,,G","63.0",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","2000-06","708","G","326",",G",,,,,"0",",G","0",",G","0",",G","30",",G","0",",G","65",",G,05,+",,,"88",",G,03,","1234","G","0",",G",,,"75.9",",G","84.2",",,,G","67.5",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","2000-07","1053","G","346",",G",,,,,"0",",G","0",",G","0",",G","31",",G","0",",G","66",",G,01,",,,"88",",G,05,","0","G","0",",G",,,"76.2",",G","84.2",",,,G","68.1",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","2000-08","1401","G","348",",G",,,,,"0",",G","0",",G","0",",G","31",",G","0",",G","66",",G,03,",,,"88",",G,26,+","0","G","0",",G",,,"76.2",",G","84.5",",,,G","68.0",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","2000-09","1658","G","256",",G",,,,,"0",",G","0",",G","0",",G","30",",G","0",",G","54",",G,30,",,,"88",",G,13,","0","G","0",",G",,,"73.5",",G","82.5",",,,G","64.6",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","2000-10","1790","G","133",",G",,,,,"0",",G","0",",G","0",",G","31",",G","0",",G","48",",G,31,",,,"86",",G,08,","1","G","1",",G",,,"69.2",",G","82.2",",,,G","56.3",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","2000-11","1798","G","8",",G",,,,,"0",",G","0",",G","0",",G","29",",G","0",",G","39",",G,30,",,,"80",",G,03,","85","G","83",",G",,,"62.5",",G","76.0",",,,G","49.0",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","2000-12","1798","G","0",",G",,,,,"0",",G","0",",G","0",",G","16",",G","0",",G","35",",G,04,+",,,"74",",G,23,","423","G","339",",G",,,"54.1",",G","70.0",",,,G","38.1",",,,G"
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","2001-04",,,,,,,,,,,,,"0","4,S","25","4,S","6","4,S",,,,,"91","4,S,29,+",,,,,,,,,"85.3","4,,,S",,
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","2001-12",,,,,,,,,,,,,"0","5,S","13","5,S","0","5,S",,,,,"75","5,S,23,",,,,,,,,,"69.8","5,,,S",,
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","2003-02",,,,,,,,,,,,,"0","4,S","17","4,S","0","4,S",,,,,"74","4,S,24,",,,,,,,,,"70.0","4,,,S",,
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","2004-03",,,,,"3","4,S","1","4,S",,,,,,,,,,,,,"1.12","4,,S,15,",,,,,,,"1.22","4,,,S",,,,,,
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","2004-07",,,,,"24","3,S","19","3,S",,,,,,,,,,,,,"2.76","3,,S,09,",,,,,,,"15.85","3,,,S",,,,,,
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","2004-09",,,,,"18","2,S","14","2,S",,,,,,,,,,,,,"1.33","2,,S,01,",,,,,,,"7.08","2,,,S",,,,,,
"NP000444540","KATHMANDU AIRPORT, NP","27.7","85.367","1337.0","2004-10",,,,,"12","4,S","5","4,S",,,,,,,,,,,,,"2.02","4,,S,07,",,,,,,,"4.26","4,,,S",,,,,,
