Monthly Max-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
12.265354, 2080-2099, bcc_csm1_1, Jan Average, Nepal, NPL
16.13214, 2080-2099, bcc_csm1_1, Feb Average, Nepal, NPL
21.844885, 2080-2099, bcc_csm1_1, Mar Average, Nepal, NPL
28.187916, 2080-2099, bcc_csm1_1, Apr Average, Nepal, NPL
32.673656, 2080-2099, bcc_csm1_1, May Average, Nepal, NPL
34.672253, 2080-2099, bcc_csm1_1, Jun Average, Nepal, NPL
31.137888, 2080-2099, bcc_csm1_1, Jul Average, Nepal, NPL
29.378555, 2080-2099, bcc_csm1_1, Aug Average, Nepal, NPL
30.543999, 2080-2099, bcc_csm1_1, Sep Average, Nepal, NPL
26.209703, 2080-2099, bcc_csm1_1, Oct Average, Nepal, NPL
18.976542, 2080-2099, bcc_csm1_1, Nov Average, Nepal, NPL
13.324534, 2080-2099, bcc_csm1_1, Dec Average, Nepal, NPL
18.776314, 2080-2099, bcc_csm1_1_m, Jan Average, Nepal, NPL
21.821627, 2080-2099, bcc_csm1_1_m, Feb Average, Nepal, NPL
28.436733, 2080-2099, bcc_csm1_1_m, Mar Average, Nepal, NPL
34.289192, 2080-2099, bcc_csm1_1_m, Apr Average, Nepal, NPL
38.034554, 2080-2099, bcc_csm1_1_m, May Average, Nepal, NPL
37.626133, 2080-2099, bcc_csm1_1_m, Jun Average, Nepal, NPL
33.115265, 2080-2099, bcc_csm1_1_m, Jul Average, Nepal, NPL
31.564598, 2080-2099, bcc_csm1_1_m, Aug Average, Nepal, NPL
31.888084, 2080-2099, bcc_csm1_1_m, Sep Average, Nepal, NPL
29.363844, 2080-2099, bcc_csm1_1_m, Oct Average, Nepal, NPL
24.632158, 2080-2099, bcc_csm1_1_m, Nov Average, Nepal, NPL
19.927155, 2080-2099, bcc_csm1_1_m, Dec Average, Nepal, NPL
20.476599, 2080-2099, ccsm4, Jan Average, Nepal, NPL
22.791548, 2080-2099, ccsm4, Feb Average, Nepal, NPL
28.600225, 2080-2099, ccsm4, Mar Average, Nepal, NPL
34.875748, 2080-2099, ccsm4, Apr Average, Nepal, NPL
39.46504, 2080-2099, ccsm4, May Average, Nepal, NPL
37.261463, 2080-2099, ccsm4, Jun Average, Nepal, NPL
30.885546, 2080-2099, ccsm4, Jul Average, Nepal, NPL
30.341349, 2080-2099, ccsm4, Aug Average, Nepal, NPL
29.593195, 2080-2099, ccsm4, Sep Average, Nepal, NPL
28.158873, 2080-2099, ccsm4, Oct Average, Nepal, NPL
24.900518, 2080-2099, ccsm4, Nov Average, Nepal, NPL
22.128311, 2080-2099, ccsm4, Dec Average, Nepal, NPL
21.814222, 2080-2099, cesm1_cam5, Jan Average, Nepal, NPL
24.872868, 2080-2099, cesm1_cam5, Feb Average, Nepal, NPL
30.628242, 2080-2099, cesm1_cam5, Mar Average, Nepal, NPL
35.2514, 2080-2099, cesm1_cam5, Apr Average, Nepal, NPL
34.25598, 2080-2099, cesm1_cam5, May Average, Nepal, NPL
33.592842, 2080-2099, cesm1_cam5, Jun Average, Nepal, NPL
30.386843, 2080-2099, cesm1_cam5, Jul Average, Nepal, NPL
29.252317, 2080-2099, cesm1_cam5, Aug Average, Nepal, NPL
29.322065, 2080-2099, cesm1_cam5, Sep Average, Nepal, NPL
28.58818, 2080-2099, cesm1_cam5, Oct Average, Nepal, NPL
25.852728, 2080-2099, cesm1_cam5, Nov Average, Nepal, NPL
22.890715, 2080-2099, cesm1_cam5, Dec Average, Nepal, NPL
17.504416, 2080-2099, csiro_mk3_6_0, Jan Average, Nepal, NPL
20.418602, 2080-2099, csiro_mk3_6_0, Feb Average, Nepal, NPL
25.456774, 2080-2099, csiro_mk3_6_0, Mar Average, Nepal, NPL
31.984598, 2080-2099, csiro_mk3_6_0, Apr Average, Nepal, NPL
37.317078, 2080-2099, csiro_mk3_6_0, May Average, Nepal, NPL
39.775658, 2080-2099, csiro_mk3_6_0, Jun Average, Nepal, NPL
35.641373, 2080-2099, csiro_mk3_6_0, Jul Average, Nepal, NPL
32.675106, 2080-2099, csiro_mk3_6_0, Aug Average, Nepal, NPL
29.746492, 2080-2099, csiro_mk3_6_0, Sep Average, Nepal, NPL
25.994507, 2080-2099, csiro_mk3_6_0, Oct Average, Nepal, NPL
22.519054, 2080-2099, csiro_mk3_6_0, Nov Average, Nepal, NPL
18.450281, 2080-2099, csiro_mk3_6_0, Dec Average, Nepal, NPL
13.870146, 2080-2099, fio_esm, Jan Average, Nepal, NPL
15.795308, 2080-2099, fio_esm, Feb Average, Nepal, NPL
20.1236, 2080-2099, fio_esm, Mar Average, Nepal, NPL
25.083347, 2080-2099, fio_esm, Apr Average, Nepal, NPL
29.29644, 2080-2099, fio_esm, May Average, Nepal, NPL
32.59677, 2080-2099, fio_esm, Jun Average, Nepal, NPL
29.380032, 2080-2099, fio_esm, Jul Average, Nepal, NPL
26.074514, 2080-2099, fio_esm, Aug Average, Nepal, NPL
25.375017, 2080-2099, fio_esm, Sep Average, Nepal, NPL
22.524075, 2080-2099, fio_esm, Oct Average, Nepal, NPL
17.788937, 2080-2099, fio_esm, Nov Average, Nepal, NPL
14.561317, 2080-2099, fio_esm, Dec Average, Nepal, NPL
17.853899, 2080-2099, gfdl_cm3, Jan Average, Nepal, NPL
20.501614, 2080-2099, gfdl_cm3, Feb Average, Nepal, NPL
25.162628, 2080-2099, gfdl_cm3, Mar Average, Nepal, NPL
31.645847, 2080-2099, gfdl_cm3, Apr Average, Nepal, NPL
34.47593, 2080-2099, gfdl_cm3, May Average, Nepal, NPL
32.58514, 2080-2099, gfdl_cm3, Jun Average, Nepal, NPL
28.400873, 2080-2099, gfdl_cm3, Jul Average, Nepal, NPL
28.528711, 2080-2099, gfdl_cm3, Aug Average, Nepal, NPL
27.746986, 2080-2099, gfdl_cm3, Sep Average, Nepal, NPL
