Monthly Max-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
1.9273158, 2040-2059, bcc_csm1_1, Jan Anomaly, Nepal, NPL
1.0759588, 2040-2059, bcc_csm1_1, Feb Anomaly, Nepal, NPL
0.6429156, 2040-2059, bcc_csm1_1, Mar Anomaly, Nepal, NPL
1.9877577, 2040-2059, bcc_csm1_1, Apr Anomaly, Nepal, NPL
2.0199113, 2040-2059, bcc_csm1_1, May Anomaly, Nepal, NPL
1.3306769, 2040-2059, bcc_csm1_1, Jun Anomaly, Nepal, NPL
0.98999625, 2040-2059, bcc_csm1_1, Jul Anomaly, Nepal, NPL
-0.4364342, 2040-2059, bcc_csm1_1, Aug Anomaly, Nepal, NPL
0.7168471, 2040-2059, bcc_csm1_1, Sep Anomaly, Nepal, NPL
1.0576277, 2040-2059, bcc_csm1_1, Oct Anomaly, Nepal, NPL
0.22390707, 2040-2059, bcc_csm1_1, Nov Anomaly, Nepal, NPL
0.6029804, 2040-2059, bcc_csm1_1, Dec Anomaly, Nepal, NPL
1.194017, 2040-2059, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
1.3823445, 2040-2059, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
2.3021886, 2040-2059, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
2.4759343, 2040-2059, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
2.222846, 2040-2059, bcc_csm1_1_m, May Anomaly, Nepal, NPL
2.7891803, 2040-2059, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
1.541834, 2040-2059, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
1.1442562, 2040-2059, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
0.6814147, 2040-2059, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
1.7769531, 2040-2059, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
1.4299692, 2040-2059, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
2.7749426, 2040-2059, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
1.2408131, 2040-2059, ccsm4, Jan Anomaly, Nepal, NPL
0.582646, 2040-2059, ccsm4, Feb Anomaly, Nepal, NPL
2.374161, 2040-2059, ccsm4, Mar Anomaly, Nepal, NPL
1.9870495, 2040-2059, ccsm4, Apr Anomaly, Nepal, NPL
1.879338, 2040-2059, ccsm4, May Anomaly, Nepal, NPL
2.2890036, 2040-2059, ccsm4, Jun Anomaly, Nepal, NPL
1.6634505, 2040-2059, ccsm4, Jul Anomaly, Nepal, NPL
1.0814441, 2040-2059, ccsm4, Aug Anomaly, Nepal, NPL
1.1071634, 2040-2059, ccsm4, Sep Anomaly, Nepal, NPL
0.9549056, 2040-2059, ccsm4, Oct Anomaly, Nepal, NPL
0.75211906, 2040-2059, ccsm4, Nov Anomaly, Nepal, NPL
1.064743, 2040-2059, ccsm4, Dec Anomaly, Nepal, NPL
1.3989236, 2040-2059, cesm1_cam5, Jan Anomaly, Nepal, NPL
1.9397804, 2040-2059, cesm1_cam5, Feb Anomaly, Nepal, NPL
1.3926845, 2040-2059, cesm1_cam5, Mar Anomaly, Nepal, NPL
0.0151022505, 2040-2059, cesm1_cam5, Apr Anomaly, Nepal, NPL
-0.39283234, 2040-2059, cesm1_cam5, May Anomaly, Nepal, NPL
2.2396464, 2040-2059, cesm1_cam5, Jun Anomaly, Nepal, NPL
1.9957473, 2040-2059, cesm1_cam5, Jul Anomaly, Nepal, NPL
1.1859671, 2040-2059, cesm1_cam5, Aug Anomaly, Nepal, NPL
1.1637655, 2040-2059, cesm1_cam5, Sep Anomaly, Nepal, NPL
0.78891414, 2040-2059, cesm1_cam5, Oct Anomaly, Nepal, NPL
0.8560893, 2040-2059, cesm1_cam5, Nov Anomaly, Nepal, NPL
1.5269496, 2040-2059, cesm1_cam5, Dec Anomaly, Nepal, NPL
1.9164308, 2040-2059, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
2.0913384, 2040-2059, csiro_mk3_6_0, Feb Anomaly, Nepal, NPL
1.3864138, 2040-2059, csiro_mk3_6_0, Mar Anomaly, Nepal, NPL
1.5019454, 2040-2059, csiro_mk3_6_0, Apr Anomaly, Nepal, NPL
1.1249856, 2040-2059, csiro_mk3_6_0, May Anomaly, Nepal, NPL
1.6790056, 2040-2059, csiro_mk3_6_0, Jun Anomaly, Nepal, NPL
2.2114086, 2040-2059, csiro_mk3_6_0, Jul Anomaly, Nepal, NPL
1.0478026, 2040-2059, csiro_mk3_6_0, Aug Anomaly, Nepal, NPL
0.23786886, 2040-2059, csiro_mk3_6_0, Sep Anomaly, Nepal, NPL
0.665726, 2040-2059, csiro_mk3_6_0, Oct Anomaly, Nepal, NPL
1.6151168, 2040-2059, csiro_mk3_6_0, Nov Anomaly, Nepal, NPL
1.4019365, 2040-2059, csiro_mk3_6_0, Dec Anomaly, Nepal, NPL
1.1075555, 2040-2059, fio_esm, Jan Anomaly, Nepal, NPL
1.8787173, 2040-2059, fio_esm, Feb Anomaly, Nepal, NPL
1.1581482, 2040-2059, fio_esm, Mar Anomaly, Nepal, NPL
1.3642251, 2040-2059, fio_esm, Apr Anomaly, Nepal, NPL
1.38191, 2040-2059, fio_esm, May Anomaly, Nepal, NPL
1.1395893, 2040-2059, fio_esm, Jun Anomaly, Nepal, NPL
1.9265653, 2040-2059, fio_esm, Jul Anomaly, Nepal, NPL
1.3788482, 2040-2059, fio_esm, Aug Anomaly, Nepal, NPL
1.3749073, 2040-2059, fio_esm, Sep Anomaly, Nepal, NPL
0.71332604, 2040-2059, fio_esm, Oct Anomaly, Nepal, NPL
0.4408929, 2040-2059, fio_esm, Nov Anomaly, Nepal, NPL
0.5703432, 2040-2059, fio_esm, Dec Anomaly, Nepal, NPL
2.2273273, 2040-2059, gfdl_cm3, Jan Anomaly, Nepal, NPL
