Monthly Max-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
3.097653, 2060-2079, bcc_csm1_1, Jan Anomaly, Nepal, NPL
1.3230593, 2060-2079, bcc_csm1_1, Feb Anomaly, Nepal, NPL
1.8131983, 2060-2079, bcc_csm1_1, Mar Anomaly, Nepal, NPL
2.48079, 2060-2079, bcc_csm1_1, Apr Anomaly, Nepal, NPL
2.2649994, 2060-2079, bcc_csm1_1, May Anomaly, Nepal, NPL
1.6383274, 2060-2079, bcc_csm1_1, Jun Anomaly, Nepal, NPL
1.0694729, 2060-2079, bcc_csm1_1, Jul Anomaly, Nepal, NPL
-0.14448711, 2060-2079, bcc_csm1_1, Aug Anomaly, Nepal, NPL
0.90291625, 2060-2079, bcc_csm1_1, Sep Anomaly, Nepal, NPL
2.3990974, 2060-2079, bcc_csm1_1, Oct Anomaly, Nepal, NPL
1.7574917, 2060-2079, bcc_csm1_1, Nov Anomaly, Nepal, NPL
1.9822981, 2060-2079, bcc_csm1_1, Dec Anomaly, Nepal, NPL
2.2707856, 2060-2079, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
1.5023944, 2060-2079, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
2.7555296, 2060-2079, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
3.4406312, 2060-2079, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
2.8309913, 2060-2079, bcc_csm1_1_m, May Anomaly, Nepal, NPL
1.2567146, 2060-2079, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
1.7084409, 2060-2079, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
2.0013363, 2060-2079, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
0.9775253, 2060-2079, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
1.2263057, 2060-2079, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
2.1398976, 2060-2079, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
3.3171256, 2060-2079, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
2.003674, 2060-2079, ccsm4, Jan Anomaly, Nepal, NPL
1.9157475, 2060-2079, ccsm4, Feb Anomaly, Nepal, NPL
3.5007641, 2060-2079, ccsm4, Mar Anomaly, Nepal, NPL
2.6729782, 2060-2079, ccsm4, Apr Anomaly, Nepal, NPL
2.992091, 2060-2079, ccsm4, May Anomaly, Nepal, NPL
2.3545644, 2060-2079, ccsm4, Jun Anomaly, Nepal, NPL
1.1647336, 2060-2079, ccsm4, Jul Anomaly, Nepal, NPL
1.4214267, 2060-2079, ccsm4, Aug Anomaly, Nepal, NPL
1.6546087, 2060-2079, ccsm4, Sep Anomaly, Nepal, NPL
1.4122322, 2060-2079, ccsm4, Oct Anomaly, Nepal, NPL
1.711194, 2060-2079, ccsm4, Nov Anomaly, Nepal, NPL
1.8705801, 2060-2079, ccsm4, Dec Anomaly, Nepal, NPL
2.2028155, 2060-2079, cesm1_cam5, Jan Anomaly, Nepal, NPL
2.6841037, 2060-2079, cesm1_cam5, Feb Anomaly, Nepal, NPL
2.840906, 2060-2079, cesm1_cam5, Mar Anomaly, Nepal, NPL
1.5438923, 2060-2079, cesm1_cam5, Apr Anomaly, Nepal, NPL
1.6296619, 2060-2079, cesm1_cam5, May Anomaly, Nepal, NPL
3.1156318, 2060-2079, cesm1_cam5, Jun Anomaly, Nepal, NPL
2.357147, 2060-2079, cesm1_cam5, Jul Anomaly, Nepal, NPL
2.1254, 2060-2079, cesm1_cam5, Aug Anomaly, Nepal, NPL
1.9263992, 2060-2079, cesm1_cam5, Sep Anomaly, Nepal, NPL
2.0324976, 2060-2079, cesm1_cam5, Oct Anomaly, Nepal, NPL
1.9153076, 2060-2079, cesm1_cam5, Nov Anomaly, Nepal, NPL
2.2967093, 2060-2079, cesm1_cam5, Dec Anomaly, Nepal, NPL
2.7303433, 2060-2079, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
2.6748827, 2060-2079, csiro_mk3_6_0, Feb Anomaly, Nepal, NPL
2.793836, 2060-2079, csiro_mk3_6_0, Mar Anomaly, Nepal, NPL
2.5809667, 2060-2079, csiro_mk3_6_0, Apr Anomaly, Nepal, NPL
2.413533, 2060-2079, csiro_mk3_6_0, May Anomaly, Nepal, NPL
2.488473, 2060-2079, csiro_mk3_6_0, Jun Anomaly, Nepal, NPL
1.8368741, 2060-2079, csiro_mk3_6_0, Jul Anomaly, Nepal, NPL
1.3285456, 2060-2079, csiro_mk3_6_0, Aug Anomaly, Nepal, NPL
-0.055882454, 2060-2079, csiro_mk3_6_0, Sep Anomaly, Nepal, NPL
1.6488286, 2060-2079, csiro_mk3_6_0, Oct Anomaly, Nepal, NPL
1.6917197, 2060-2079, csiro_mk3_6_0, Nov Anomaly, Nepal, NPL
2.643444, 2060-2079, csiro_mk3_6_0, Dec Anomaly, Nepal, NPL
2.2175357, 2060-2079, fio_esm, Jan Anomaly, Nepal, NPL
1.6074015, 2060-2079, fio_esm, Feb Anomaly, Nepal, NPL
1.9953755, 2060-2079, fio_esm, Mar Anomaly, Nepal, NPL
1.4416424, 2060-2079, fio_esm, Apr Anomaly, Nepal, NPL
1.0789775, 2060-2079, fio_esm, May Anomaly, Nepal, NPL
2.1860206, 2060-2079, fio_esm, Jun Anomaly, Nepal, NPL
2.74975, 2060-2079, fio_esm, Jul Anomaly, Nepal, NPL
1.8819817, 2060-2079, fio_esm, Aug Anomaly, Nepal, NPL
1.9732727, 2060-2079, fio_esm, Sep Anomaly, Nepal, NPL
1.3150437, 2060-2079, fio_esm, Oct Anomaly, Nepal, NPL
0.5761356, 2060-2079, fio_esm, Nov Anomaly, Nepal, NPL
1.0508784, 2060-2079, fio_esm, Dec Anomaly, Nepal, NPL
3.4618747, 2060-2079, gfdl_cm3, Jan Anomaly, Nepal, NPL
2.1242137, 2060-2079, gfdl_cm3, Feb Anomaly, Nepal, NPL
2.5504131, 2060-2079, gfdl_cm3, Mar Anomaly, Nepal, NPL
2.713593, 2060-2079, gfdl_cm3, Apr Anomaly, Nepal, NPL
3.331884, 2060-2079, gfdl_cm3, May Anomaly, Nepal, NPL
2.2623622, 2060-2079, gfdl_cm3, Jun Anomaly, Nepal, NPL
2.2212234, 2060-2079, gfdl_cm3, Jul Anomaly, Nepal, NPL
2.7240808, 2060-2079, gfdl_cm3, Aug Anomaly, Nepal, NPL
2.7619567, 2060-2079, gfdl_cm3, Sep Anomaly, Nepal, NPL
2.7065175, 2060-2079, gfdl_cm3, Oct Anomaly, Nepal, NPL
3.0002444, 2060-2079, gfdl_cm3, Nov Anomaly, Nepal, NPL
3.9086006, 2060-2079, gfdl_cm3, Dec Anomaly, Nepal, NPL
1.6431988, 2060-2079, gfdl_esm2m, Jan Anomaly, Nepal, NPL
0.7931756, 2060-2079, gfdl_esm2m, Feb Anomaly, Nepal, NPL
1.5478551, 2060-2079, gfdl_esm2m, Mar Anomaly, Nepal, NPL
1.8827606, 2060-2079, gfdl_esm2m, Apr Anomaly, Nepal, NPL
3.3345828, 2060-2079, gfdl_esm2m, May Anomaly, Nepal, NPL
3.1521351, 2060-2079, gfdl_esm2m, Jun Anomaly, Nepal, NPL
2.304686, 2060-2079, gfdl_esm2m, Jul Anomaly, Nepal, NPL
2.2187545, 2060-2079, gfdl_esm2m, Aug Anomaly, Nepal, NPL
1.8873934, 2060-2079, gfdl_esm2m, Sep Anomaly, Nepal, NPL
1.639613, 2060-2079, gfdl_esm2m, Oct Anomaly, Nepal, NPL
1.6698188, 2060-2079, gfdl_esm2m, Nov Anomaly, Nepal, NPL
1.4692794, 2060-2079, gfdl_esm2m, Dec Anomaly, Nepal, NPL
2.0990624, 2060-2079, giss_e2_h, Jan Anomaly, Nepal, NPL
1.8595403, 2060-2079, giss_e2_h, Feb Anomaly, Nepal, NPL
1.7982525, 2060-2079, giss_e2_h, Mar Anomaly, Nepal, NPL
1.1995671, 2060-2079, giss_e2_h, Apr Anomaly, Nepal, NPL
1.9789025, 2060-2079, giss_e2_h, May Anomaly, Nepal, NPL
1.444106, 2060-2079, giss_e2_h, Jun Anomaly, Nepal, NPL
1.8562603, 2060-2079, giss_e2_h, Jul Anomaly, Nepal, NPL
1.4743803, 2060-2079, giss_e2_h, Aug Anomaly, Nepal, NPL
1.7336484, 2060-2079, giss_e2_h, Sep Anomaly, Nepal, NPL
1.8515422, 2060-2079, giss_e2_h, Oct Anomaly, Nepal, NPL
1.9454186, 2060-2079, giss_e2_h, Nov Anomaly, Nepal, NPL
2.0777407, 2060-2079, giss_e2_h, Dec Anomaly, Nepal, NPL
1.9758607, 2060-2079, giss_e2_r, Jan Anomaly, Nepal, NPL
2.4188855, 2060-2079, giss_e2_r, Feb Anomaly, Nepal, NPL
2.517555, 2060-2079, giss_e2_r, Mar Anomaly, Nepal, NPL
2.141471, 2060-2079, giss_e2_r, Apr Anomaly, Nepal, NPL
1.305772, 2060-2079, giss_e2_r, May Anomaly, Nepal, NPL
1.1767477, 2060-2079, giss_e2_r, Jun Anomaly, Nepal, NPL
