Number of Tropical Nights  (Tmin > 20°C) - (Days), Year, Model, Statistics, ISO3
1.63975, 2060-2079, bnu_esm, Apr Anomaly, NPL
4.46134, 2060-2079, bnu_esm, May Anomaly, NPL
2.83647, 2060-2079, bnu_esm, Jun Anomaly, NPL
1.27233, 2060-2079, bnu_esm, Jul Anomaly, NPL
1.31343, 2060-2079, bnu_esm, Aug Anomaly, NPL
4.7416, 2060-2079, bnu_esm, Sep Anomaly, NPL
3.12136, 2060-2079, bnu_esm, Oct Anomaly, NPL
0.26796, 2060-2079, bnu_esm, Nov Anomaly, NPL
0.0136, 2060-2079, bnu_esm, Dec Anomaly, NPL
-2.0E-4, 2060-2079, canesm2, Jan Anomaly, NPL
0.0082, 2060-2079, canesm2, Feb Anomaly, NPL
0.20156, 2060-2079, canesm2, Mar Anomaly, NPL
2.18825, 2060-2079, canesm2, Apr Anomaly, NPL
3.74311, 2060-2079, canesm2, May Anomaly, NPL
2.78993, 2060-2079, canesm2, Jun Anomaly, NPL
2.61097, 2060-2079, canesm2, Jul Anomaly, NPL
2.92051, 2060-2079, canesm2, Aug Anomaly, NPL
3.11149, 2060-2079, canesm2, Sep Anomaly, NPL
4.63543, 2060-2079, canesm2, Oct Anomaly, NPL
0.28194, 2060-2079, canesm2, Nov Anomaly, NPL
0.02332, 2060-2079, canesm2, Dec Anomaly, NPL
0.28252, 2060-2079, ccsm4, Mar Anomaly, NPL
2.15016, 2060-2079, ccsm4, Apr Anomaly, NPL
3.69688, 2060-2079, ccsm4, May Anomaly, NPL
2.80153, 2060-2079, ccsm4, Jun Anomaly, NPL
2.83876, 2060-2079, ccsm4, Jul Anomaly, NPL
3.28337, 2060-2079, ccsm4, Aug Anomaly, NPL
3.64377, 2060-2079, ccsm4, Sep Anomaly, NPL
0.84477, 2060-2079, ccsm4, Oct Anomaly, NPL
0.08864, 2060-2079, ccsm4, Nov Anomaly, NPL
3.9E-4, 2060-2079, ccsm4, Dec Anomaly, NPL
0.16409, 2060-2079, cesm1_bgc, Mar Anomaly, NPL
1.61392, 2060-2079, cesm1_bgc, Apr Anomaly, NPL
2.73726, 2060-2079, cesm1_bgc, May Anomaly, NPL
2.32349, 2060-2079, cesm1_bgc, Jun Anomaly, NPL
2.9724, 2060-2079, cesm1_bgc, Jul Anomaly, NPL
2.58924, 2060-2079, cesm1_bgc, Aug Anomaly, NPL
3.88519, 2060-2079, cesm1_bgc, Sep Anomaly, NPL
1.26435, 2060-2079, cesm1_bgc, Oct Anomaly, NPL
0.00989, 2060-2079, cesm1_bgc, Nov Anomaly, NPL
-0.0017, 2060-2079, cesm1_bgc, Dec Anomaly, NPL
8.4E-4, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
0.40485, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
1.44901, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
3.23574, 2060-2079, cesm1_cam5, May Anomaly, NPL
2.68521, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
2.6178, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
2.47761, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
4.14199, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
2.66188, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
0.13431, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
0.01042, 2060-2079, cesm1_cam5, Dec Anomaly, NPL
-5.0E-4, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
0.01387, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
0.27211, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
2.22262, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
3.76024, 2060-2079, cnrm_cm5, May Anomaly, NPL
2.06074, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
1.91298, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
2.04765, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
3.0434, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
1.44868, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
0.01191, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
0.00435, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
3.5E-4, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
0.17087, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
2.68787, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
5.56843, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
1.88335, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
0.67636, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
1.74886, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
5.69626, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
2.54459, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
0.15337, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
4.2E-4, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
0.00986, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
0.0785, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
0.73462, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
2.67716, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
6.12674, 2060-2079, gfdl_cm3, May Anomaly, NPL
4.88089, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
4.19341, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
4.6478, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
6.08239, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
5.07667, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
0.76835, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
0.00493, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
8.1E-4, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
3.5E-4, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
0.40176, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
0.37629, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
0.81293, 2060-2079, gfdl_esm2g, May Anomaly, NPL
1.18791, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
0.98022, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
0.72231, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
2.58886, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
0.63545, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
0.03702, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
3.9E-4, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
0.00135, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
0.14149, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
0.81892, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
2.4776, 2060-2079, gfdl_esm2m, May Anomaly, NPL
1.40766, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
0.69557, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
0.97079, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
3.2438, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
1.45147, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
5.6E-4, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
0.00201, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
0.00121, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
0.41993, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
2.32612, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
3.99272, 2060-2079, hadgem2_ao, May Anomaly, NPL
2.30023, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
1.26798, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
1.39892, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
5.25499, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
1.91614, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
0.078, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
0.00334, 2060-2079, hadgem2_cc, Feb Anomaly, NPL
0.30471, 2060-2079, hadgem2_cc, Mar Anomaly, NPL
2.33802, 2060-2079, hadgem2_cc, Apr Anomaly, NPL
3.08074, 2060-2079, hadgem2_cc, May Anomaly, NPL
3.33016, 2060-2079, hadgem2_cc, Jun Anomaly, NPL
1.70136, 2060-2079, hadgem2_cc, Jul Anomaly, NPL
1.65054, 2060-2079, hadgem2_cc, Aug Anomaly, NPL
5.04468, 2060-2079, hadgem2_cc, Sep Anomaly, NPL
1.0847, 2060-2079, hadgem2_cc, Oct Anomaly, NPL
0.04681, 2060-2079, hadgem2_cc, Nov Anomaly, NPL
0.00464, 2060-2079, hadgem2_cc, Dec Anomaly, NPL
0.08068, 2060-2079, inmcm4, Jan Anomaly, NPL
-0.0184, 2060-2079, inmcm4, Feb Anomaly, NPL
0.16319, 2060-2079, inmcm4, Mar Anomaly, NPL
0.8271, 2060-2079, inmcm4, Apr Anomaly, NPL
2.05202, 2060-2079, inmcm4, May Anomaly, NPL
2.28496, 2060-2079, inmcm4, Jun Anomaly, NPL
1.45135, 2060-2079, inmcm4, Jul Anomaly, NPL
1.49762, 2060-2079, inmcm4, Aug Anomaly, NPL
1.63684, 2060-2079, inmcm4, Sep Anomaly, NPL
1.8221, 2060-2079, inmcm4, Oct Anomaly, NPL
-0.0594, 2060-2079, inmcm4, Nov Anomaly, NPL
0.30721, 2060-2079, inmcm4, Dec Anomaly, NPL
0.00899, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
0.39972, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
1.75436, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
3.80233, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
4.63059, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
3.29955, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
3.13003, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
4.90815, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
3.53889, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
0.39926, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
0.02575, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
0.38036, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
2.12067, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
4.27786, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
5.05247, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
5.6223, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
5.44579, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
6.80844, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
3.30589, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
0.37531, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
0.00782, 2060-2079, ipsl_cm5b_lr, Feb Anomaly, NPL
0.25118, 2060-2079, ipsl_cm5b_lr, Mar Anomaly, NPL
1.26882, 2060-2079, ipsl_cm5b_lr, Apr Anomaly, NPL
2.31221, 2060-2079, ipsl_cm5b_lr, May Anomaly, NPL
2.81372, 2060-2079, ipsl_cm5b_lr, Jun Anomaly, NPL
2.24532, 2060-2079, ipsl_cm5b_lr, Jul Anomaly, NPL
2.43311, 2060-2079, ipsl_cm5b_lr, Aug Anomaly, NPL
4.34493, 2060-2079, ipsl_cm5b_lr, Sep Anomaly, NPL
1.62631, 2060-2079, ipsl_cm5b_lr, Oct Anomaly, NPL
0.20443, 2060-2079, ipsl_cm5b_lr, Nov Anomaly, NPL
5.1E-4, 2060-2079, ipsl_cm5b_lr, Dec Anomaly, NPL
0.00442, 2060-2079, miroc5, Feb Anomaly, NPL
0.49275, 2060-2079, miroc5, Mar Anomaly, NPL
2.47198, 2060-2079, miroc5, Apr Anomaly, NPL
5.31627, 2060-2079, miroc5, May Anomaly, NPL
3.53959, 2060-2079, miroc5, Jun Anomaly, NPL
3.63017, 2060-2079, miroc5, Jul Anomaly, NPL
4.97351, 2060-2079, miroc5, Aug Anomaly, NPL
3.22651, 2060-2079, miroc5, Sep Anomaly, NPL
2.212, 2060-2079, miroc5, Oct Anomaly, NPL
0.25125, 2060-2079, miroc5, Nov Anomaly, NPL
0.00146, 2060-2079, miroc5, Dec Anomaly, NPL
3.7E-4, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
0.01538, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
0.25032, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
2.24057, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
6.15346, 2060-2079, miroc_esm_chem, May Anomaly, NPL
3.80935, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
1.19177, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
1.59707, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
4.85111, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
4.11625, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
1.11758, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
0.05817, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
2.4E-4, 2060-2079, miroc_esm, Jan Anomaly, NPL
0.00684, 2060-2079, miroc_esm, Feb Anomaly, NPL
0.29672, 2060-2079, miroc_esm, Mar Anomaly, NPL
2.30151, 2060-2079, miroc_esm, Apr Anomaly, NPL
5.24668, 2060-2079, miroc_esm, May Anomaly, NPL
4.07683, 2060-2079, miroc_esm, Jun Anomaly, NPL
1.58113, 2060-2079, miroc_esm, Jul Anomaly, NPL
2.34493, 2060-2079, miroc_esm, Aug Anomaly, NPL
5.48659, 2060-2079, miroc_esm, Sep Anomaly, NPL
4.16712, 2060-2079, miroc_esm, Oct Anomaly, NPL
0.76494, 2060-2079, miroc_esm, Nov Anomaly, NPL
0.07017, 2060-2079, miroc_esm, Dec Anomaly, NPL
7.5E-4, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
0.4274, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
2.41912, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
4.36031, 2060-2079, mpi_esm_lr, May Anomaly, NPL
1.63025, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
2.29888, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
3.03869, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
4.96845, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
1.96898, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
0.0701, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
7.6E-4, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
1.4E-4, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
0.31555, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
1.99408, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
4.16739, 2060-2079, mpi_esm_mr, May Anomaly, NPL
2.07354, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
2.16084, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
2.72967, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
4.34456, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
2.24438, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
0.16164, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
1.4E-4, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
6.6E-4, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
6.2E-4, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
0.34794, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
2.6049, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
2.78507, 2060-2079, mri_cgcm3, May Anomaly, NPL
1.29408, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
1.12682, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
3.18474, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
3.02726, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
1.06349, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
0.05236, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
1.4E-4, 2060-2079, noresm1_m, Feb Anomaly, NPL
0.08564, 2060-2079, noresm1_m, Mar Anomaly, NPL
1.35713, 2060-2079, noresm1_m, Apr Anomaly, NPL
3.07716, 2060-2079, noresm1_m, May Anomaly, NPL
1.62037, 2060-2079, noresm1_m, Jun Anomaly, NPL
0.72792, 2060-2079, noresm1_m, Jul Anomaly, NPL
0.9563, 2060-2079, noresm1_m, Aug Anomaly, NPL
2.97817, 2060-2079, noresm1_m, Sep Anomaly, NPL
1.49157, 2060-2079, noresm1_m, Oct Anomaly, NPL
0.0738, 2060-2079, noresm1_m, Nov Anomaly, NPL
0.00753, 2060-2079, noresm1_m, Dec Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
0.0556, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
0.49989, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
0.70602, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-0.4125, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
0.29361, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
0.07244, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
0.13548, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
0.49938, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
0.01109, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
0.0, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
0.00214, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
0.28805, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
1.89339, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
3.83272, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
2.61454, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
1.39877, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
2.03083, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
4.61122, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
2.0958, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
0.13678, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
5.1E-4, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
0.00296, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
0.03738, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
0.6937, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
3.59849, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
6.46998, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
4.22286, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
4.97687, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
5.79707, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
7.97275, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
6.29675, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
1.102, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
0.066, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
20.5971, 2060-2079, access1_0, Annual Anomaly, NPL
19.4233, 2060-2079, access1_3, Annual Anomaly, NPL
19.8181, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
16.4548, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
19.8727, 2060-2079, bnu_esm, Annual Anomaly, NPL
22.5144, 2060-2079, canesm2, Annual Anomaly, NPL
19.6308, 2060-2079, ccsm4, Annual Anomaly, NPL
17.5581, 2060-2079, cesm1_bgc, Annual Anomaly, NPL
19.8196, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
16.7977, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
21.1307, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
35.2813, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
7.74397, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
11.2116, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
18.0536, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
17.7045, 2060-2079, hadgem2_cc, Annual Anomaly, NPL
12.0451, 2060-2079, inmcm4, Annual Anomaly, NPL
25.8719, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
33.4148, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
17.5083, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, NPL
26.1199, 2060-2079, miroc5, Annual Anomaly, NPL
25.4018, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
26.3434, 2060-2079, miroc_esm, Annual Anomaly, NPL
21.1838, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
20.1929, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
15.4867, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
12.3757, 2060-2079, noresm1_m, Annual Anomaly, NPL
8.55549, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
17.5932, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
37.3201, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
