Number of Tropical Nights  (Tmin > 20°C) - (Days), Year, Model, Statistics, ISO3
6.0E-4, 2040-2059, access1_0, Feb Anomaly, NPL
0.41522, 2040-2059, access1_0, Mar Anomaly, NPL
1.88812, 2040-2059, access1_0, Apr Anomaly, NPL
2.90781, 2040-2059, access1_0, May Anomaly, NPL
3.87057, 2040-2059, access1_0, Jun Anomaly, NPL
2.30486, 2040-2059, access1_0, Jul Anomaly, NPL
2.71721, 2040-2059, access1_0, Aug Anomaly, NPL
5.33555, 2040-2059, access1_0, Sep Anomaly, NPL
1.75772, 2040-2059, access1_0, Oct Anomaly, NPL
0.04142, 2040-2059, access1_0, Nov Anomaly, NPL
0.06451, 2040-2059, access1_3, Mar Anomaly, NPL
1.11353, 2040-2059, access1_3, Apr Anomaly, NPL
2.91039, 2040-2059, access1_3, May Anomaly, NPL
3.13256, 2040-2059, access1_3, Jun Anomaly, NPL
1.70597, 2040-2059, access1_3, Jul Anomaly, NPL
1.37171, 2040-2059, access1_3, Aug Anomaly, NPL
4.28141, 2040-2059, access1_3, Sep Anomaly, NPL
1.68808, 2040-2059, access1_3, Oct Anomaly, NPL
0.04067, 2040-2059, access1_3, Nov Anomaly, NPL
0.01667, 2040-2059, bcc_csm1_1_m, Feb Anomaly, NPL
0.47604, 2040-2059, bcc_csm1_1_m, Mar Anomaly, NPL
2.55837, 2040-2059, bcc_csm1_1_m, Apr Anomaly, NPL
5.03649, 2040-2059, bcc_csm1_1_m, May Anomaly, NPL
3.25826, 2040-2059, bcc_csm1_1_m, Jun Anomaly, NPL
3.91062, 2040-2059, bcc_csm1_1_m, Jul Anomaly, NPL
4.14649, 2040-2059, bcc_csm1_1_m, Aug Anomaly, NPL
2.18025, 2040-2059, bcc_csm1_1_m, Sep Anomaly, NPL
1.17576, 2040-2059, bcc_csm1_1_m, Oct Anomaly, NPL
0.34574, 2040-2059, bcc_csm1_1_m, Nov Anomaly, NPL
3.5E-4, 2040-2059, bcc_csm1_1_m, Dec Anomaly, NPL
4.2E-4, 2040-2059, bcc_csm1_1, Jan Anomaly, NPL
0.00101, 2040-2059, bcc_csm1_1, Feb Anomaly, NPL
0.18962, 2040-2059, bcc_csm1_1, Mar Anomaly, NPL
2.18117, 2040-2059, bcc_csm1_1, Apr Anomaly, NPL
3.55582, 2040-2059, bcc_csm1_1, May Anomaly, NPL
1.83422, 2040-2059, bcc_csm1_1, Jun Anomaly, NPL
0.9763, 2040-2059, bcc_csm1_1, Jul Anomaly, NPL
3.07571, 2040-2059, bcc_csm1_1, Aug Anomaly, NPL
4.21378, 2040-2059, bcc_csm1_1, Sep Anomaly, NPL
2.39149, 2040-2059, bcc_csm1_1, Oct Anomaly, NPL
0.56197, 2040-2059, bcc_csm1_1, Nov Anomaly, NPL
0.02283, 2040-2059, bcc_csm1_1, Dec Anomaly, NPL
1.4E-4, 2040-2059, bnu_esm, Feb Anomaly, NPL
0.27876, 2040-2059, bnu_esm, Mar Anomaly, NPL
1.64531, 2040-2059, bnu_esm, Apr Anomaly, NPL
3.39382, 2040-2059, bnu_esm, May Anomaly, NPL
2.23455, 2040-2059, bnu_esm, Jun Anomaly, NPL
1.43578, 2040-2059, bnu_esm, Jul Anomaly, NPL
1.32381, 2040-2059, bnu_esm, Aug Anomaly, NPL
4.60686, 2040-2059, bnu_esm, Sep Anomaly, NPL
3.98124, 2040-2059, bnu_esm, Oct Anomaly, NPL
0.20935, 2040-2059, bnu_esm, Nov Anomaly, NPL
-0.0012, 2040-2059, bnu_esm, Dec Anomaly, NPL
0.00963, 2040-2059, canesm2, Jan Anomaly, NPL
0.01698, 2040-2059, canesm2, Feb Anomaly, NPL
0.32632, 2040-2059, canesm2, Mar Anomaly, NPL
1.95651, 2040-2059, canesm2, Apr Anomaly, NPL
5.41753, 2040-2059, canesm2, May Anomaly, NPL
3.09837, 2040-2059, canesm2, Jun Anomaly, NPL
2.72344, 2040-2059, canesm2, Jul Anomaly, NPL
3.0548, 2040-2059, canesm2, Aug Anomaly, NPL
2.99979, 2040-2059, canesm2, Sep Anomaly, NPL
4.82793, 2040-2059, canesm2, Oct Anomaly, NPL
0.29152, 2040-2059, canesm2, Nov Anomaly, NPL
0.04118, 2040-2059, canesm2, Dec Anomaly, NPL
3.7E-4, 2040-2059, ccsm4, Feb Anomaly, NPL
0.66112, 2040-2059, ccsm4, Mar Anomaly, NPL
3.29609, 2040-2059, ccsm4, Apr Anomaly, NPL
4.48769, 2040-2059, ccsm4, May Anomaly, NPL
3.10251, 2040-2059, ccsm4, Jun Anomaly, NPL
2.91171, 2040-2059, ccsm4, Jul Anomaly, NPL
3.77306, 2040-2059, ccsm4, Aug Anomaly, NPL
4.17813, 2040-2059, ccsm4, Sep Anomaly, NPL
1.43683, 2040-2059, ccsm4, Oct Anomaly, NPL
0.13474, 2040-2059, ccsm4, Nov Anomaly, NPL
1.9E-4, 2040-2059, cesm1_bgc, Feb Anomaly, NPL
0.23905, 2040-2059, cesm1_bgc, Mar Anomaly, NPL
2.66804, 2040-2059, cesm1_bgc, Apr Anomaly, NPL
4.84631, 2040-2059, cesm1_bgc, May Anomaly, NPL
3.04518, 2040-2059, cesm1_bgc, Jun Anomaly, NPL
3.07318, 2040-2059, cesm1_bgc, Jul Anomaly, NPL
2.57903, 2040-2059, cesm1_bgc, Aug Anomaly, NPL
4.87837, 2040-2059, cesm1_bgc, Sep Anomaly, NPL
1.70262, 2040-2059, cesm1_bgc, Oct Anomaly, NPL
0.04972, 2040-2059, cesm1_bgc, Nov Anomaly, NPL
-0.0017, 2040-2059, cesm1_bgc, Dec Anomaly, NPL
8.9E-4, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
0.62436, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
2.98938, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
4.98145, 2040-2059, cesm1_cam5, May Anomaly, NPL
2.99343, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
2.77802, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
2.64103, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
4.97256, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
3.42943, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
0.171, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
4.4E-4, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
0.01358, 2040-2059, cmcc_cesm, Jan Anomaly, NPL
0.02548, 2040-2059, cmcc_cesm, Feb Anomaly, NPL
0.83941, 2040-2059, cmcc_cesm, Mar Anomaly, NPL
2.47142, 2040-2059, cmcc_cesm, Apr Anomaly, NPL
5.61165, 2040-2059, cmcc_cesm, May Anomaly, NPL
2.6035, 2040-2059, cmcc_cesm, Jun Anomaly, NPL
1.3648, 2040-2059, cmcc_cesm, Jul Anomaly, NPL
2.55603, 2040-2059, cmcc_cesm, Aug Anomaly, NPL
4.23786, 2040-2059, cmcc_cesm, Sep Anomaly, NPL
1.98279, 2040-2059, cmcc_cesm, Oct Anomaly, NPL
0.07578, 2040-2059, cmcc_cesm, Nov Anomaly, NPL
0.01444, 2040-2059, cmcc_cesm, Dec Anomaly, NPL
0.00575, 2040-2059, cmcc_cm, Feb Anomaly, NPL
0.81744, 2040-2059, cmcc_cm, Mar Anomaly, NPL
3.15552, 2040-2059, cmcc_cm, Apr Anomaly, NPL
5.15917, 2040-2059, cmcc_cm, May Anomaly, NPL
2.16217, 2040-2059, cmcc_cm, Jun Anomaly, NPL
4.61402, 2040-2059, cmcc_cm, Jul Anomaly, NPL
6.62217, 2040-2059, cmcc_cm, Aug Anomaly, NPL
2.7368, 2040-2059, cmcc_cm, Sep Anomaly, NPL
1.61748, 2040-2059, cmcc_cm, Oct Anomaly, NPL
0.22529, 2040-2059, cmcc_cm, Nov Anomaly, NPL
0.00889, 2040-2059, cmcc_cms, Feb Anomaly, NPL
0.90574, 2040-2059, cmcc_cms, Mar Anomaly, NPL
3.36722, 2040-2059, cmcc_cms, Apr Anomaly, NPL
6.20257, 2040-2059, cmcc_cms, May Anomaly, NPL
2.38391, 2040-2059, cmcc_cms, Jun Anomaly, NPL
2.11141, 2040-2059, cmcc_cms, Jul Anomaly, NPL
2.57155, 2040-2059, cmcc_cms, Aug Anomaly, NPL
4.78882, 2040-2059, cmcc_cms, Sep Anomaly, NPL
2.56373, 2040-2059, cmcc_cms, Oct Anomaly, NPL
0.18252, 2040-2059, cmcc_cms, Nov Anomaly, NPL
-7.0E-4, 2040-2059, cnrm_cm5, Jan Anomaly, NPL
0.01511, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
0.30719, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
2.50294, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
4.70467, 2040-2059, cnrm_cm5, May Anomaly, NPL
2.3888, 2040-2059, cnrm_cm5, Jun Anomaly, NPL
1.81839, 2040-2059, cnrm_cm5, Jul Anomaly, NPL
1.67699, 2040-2059, cnrm_cm5, Aug Anomaly, NPL
3.32942, 2040-2059, cnrm_cm5, Sep Anomaly, NPL
1.29041, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
0.04227, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
-3.0E-4, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
0.00291, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
0.22534, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
1.77506, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
5.09625, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
1.79287, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
0.37748, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
1.6932, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
5.30832, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
1.8502, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
0.08193, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
0.00194, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
0.05326, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
0.04388, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
0.57165, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
2.70154, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
5.90863, 2040-2059, gfdl_cm3, May Anomaly, NPL
4.60936, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
3.62505, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
4.37105, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
5.46202, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
4.57248, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
0.425, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
0.02355, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
0.00659, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
0.43028, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
0.86116, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
2.83605, 2040-2059, gfdl_esm2g, May Anomaly, NPL
2.13475, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
1.00744, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
0.65319, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
2.89856, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
1.36757, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
0.08513, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
5.6E-4, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
0.17851, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
0.80731, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
2.25215, 2040-2059, gfdl_esm2m, May Anomaly, NPL
1.63238, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
0.87852, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
0.82396, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
3.17598, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
1.65471, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
0.04584, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
0.00319, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
0.00513, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
0.1997, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
1.44615, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
2.89087, 2040-2059, hadgem2_ao, May Anomaly, NPL
2.04337, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
1.17735, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
1.3441, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
4.10997, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
1.20827, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
0.01296, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
3.5E-4, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
0.00315, 2040-2059, hadgem2_cc, Feb Anomaly, NPL
0.44145, 2040-2059, hadgem2_cc, Mar Anomaly, NPL
