Number of Tropical Nights  (Tmin > 20°C) - (Days), Year, Model, Statistics, ISO3
0.02575, 2080-2099, bcc_csm1_1_m, Feb Anomaly, NPL
0.89773, 2080-2099, bcc_csm1_1_m, Mar Anomaly, NPL
2.90835, 2080-2099, bcc_csm1_1_m, Apr Anomaly, NPL
5.27941, 2080-2099, bcc_csm1_1_m, May Anomaly, NPL
3.30974, 2080-2099, bcc_csm1_1_m, Jun Anomaly, NPL
3.94625, 2080-2099, bcc_csm1_1_m, Jul Anomaly, NPL
4.54654, 2080-2099, bcc_csm1_1_m, Aug Anomaly, NPL
3.67099, 2080-2099, bcc_csm1_1_m, Sep Anomaly, NPL
2.42707, 2080-2099, bcc_csm1_1_m, Oct Anomaly, NPL
0.6431, 2080-2099, bcc_csm1_1_m, Nov Anomaly, NPL
0.01615, 2080-2099, bcc_csm1_1_m, Dec Anomaly, NPL
0.00398, 2080-2099, bcc_csm1_1, Jan Anomaly, NPL
0.01746, 2080-2099, bcc_csm1_1, Feb Anomaly, NPL
0.30672, 2080-2099, bcc_csm1_1, Mar Anomaly, NPL
2.77841, 2080-2099, bcc_csm1_1, Apr Anomaly, NPL
4.01199, 2080-2099, bcc_csm1_1, May Anomaly, NPL
2.50506, 2080-2099, bcc_csm1_1, Jun Anomaly, NPL
1.3299, 2080-2099, bcc_csm1_1, Jul Anomaly, NPL
3.46183, 2080-2099, bcc_csm1_1, Aug Anomaly, NPL
5.05249, 2080-2099, bcc_csm1_1, Sep Anomaly, NPL
3.11823, 2080-2099, bcc_csm1_1, Oct Anomaly, NPL
0.86684, 2080-2099, bcc_csm1_1, Nov Anomaly, NPL
0.02702, 2080-2099, bcc_csm1_1, Dec Anomaly, NPL
0.00198, 2080-2099, ccsm4, Feb Anomaly, NPL
0.67197, 2080-2099, ccsm4, Mar Anomaly, NPL
4.13777, 2080-2099, ccsm4, Apr Anomaly, NPL
6.71361, 2080-2099, ccsm4, May Anomaly, NPL
4.09832, 2080-2099, ccsm4, Jun Anomaly, NPL
3.25792, 2080-2099, ccsm4, Jul Anomaly, NPL
4.18364, 2080-2099, ccsm4, Aug Anomaly, NPL
7.30171, 2080-2099, ccsm4, Sep Anomaly, NPL
2.66863, 2080-2099, ccsm4, Oct Anomaly, NPL
0.21708, 2080-2099, ccsm4, Nov Anomaly, NPL
4.2E-4, 2080-2099, ccsm4, Dec Anomaly, NPL
0.00422, 2080-2099, cesm1_cam5, Jan Anomaly, NPL
0.02612, 2080-2099, cesm1_cam5, Feb Anomaly, NPL
1.4138, 2080-2099, cesm1_cam5, Mar Anomaly, NPL
4.66387, 2080-2099, cesm1_cam5, Apr Anomaly, NPL
7.33875, 2080-2099, cesm1_cam5, May Anomaly, NPL
4.07413, 2080-2099, cesm1_cam5, Jun Anomaly, NPL
3.97438, 2080-2099, cesm1_cam5, Jul Anomaly, NPL
4.102, 2080-2099, cesm1_cam5, Aug Anomaly, NPL
6.21853, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
7.0364, 2080-2099, cesm1_cam5, Oct Anomaly, NPL
0.74556, 2080-2099, cesm1_cam5, Nov Anomaly, NPL
0.00916, 2080-2099, cesm1_cam5, Dec Anomaly, NPL
0.00333, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
0.37643, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
3.16443, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
6.31962, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
2.35769, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
1.10167, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
1.89505, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
7.29174, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
3.16571, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
0.25282, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
0.00273, 2080-2099, csiro_mk3_6_0, Dec Anomaly, NPL
0.01339, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
0.1156, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
1.27046, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
5.10193, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
8.09981, 2080-2099, gfdl_cm3, May Anomaly, NPL
6.57438, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
4.71257, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
4.72743, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
6.89083, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
5.62753, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
1.25924, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
0.05104, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
0.00543, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
0.3911, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
2.46836, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
3.61028, 2080-2099, gfdl_esm2g, May Anomaly, NPL
2.65528, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
1.36177, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
1.15333, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
3.70078, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
1.76341, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
0.09855, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
0.00255, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
8.1E-4, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
0.00223, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
0.51026, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
2.29913, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
5.18061, 2080-2099, gfdl_esm2m, May Anomaly, NPL
2.75995, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
1.29919, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
1.4059, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
4.22411, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
2.38422, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
0.10493, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
0.01837, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
0.55716, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
1.8861, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
4.47588, 2080-2099, hadgem2_ao, May Anomaly, NPL
2.38276, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
1.30724, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
1.43448, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
5.3006, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
2.7264, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
0.07455, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
3.5E-4, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
1.7E-4, 2080-2099, hadgem2_es, Jan Anomaly, NPL
0.00543, 2080-2099, hadgem2_es, Feb Anomaly, NPL
0.79597, 2080-2099, hadgem2_es, Mar Anomaly, NPL
3.3309, 2080-2099, hadgem2_es, Apr Anomaly, NPL
5.72836, 2080-2099, hadgem2_es, May Anomaly, NPL
2.71895, 2080-2099, hadgem2_es, Jun Anomaly, NPL
1.3702, 2080-2099, hadgem2_es, Jul Anomaly, NPL
1.06402, 2080-2099, hadgem2_es, Aug Anomaly, NPL
6.00548, 2080-2099, hadgem2_es, Sep Anomaly, NPL
3.87762, 2080-2099, hadgem2_es, Oct Anomaly, NPL
0.25025, 2080-2099, hadgem2_es, Nov Anomaly, NPL
0.00293, 2080-2099, hadgem2_es, Dec Anomaly, NPL
1.7E-4, 2080-2099, ipsl_cm5a_lr, Jan Anomaly, NPL
0.04955, 2080-2099, ipsl_cm5a_lr, Feb Anomaly, NPL
0.48874, 2080-2099, ipsl_cm5a_lr, Mar Anomaly, NPL
2.91378, 2080-2099, ipsl_cm5a_lr, Apr Anomaly, NPL
4.52632, 2080-2099, ipsl_cm5a_lr, May Anomaly, NPL
5.87646, 2080-2099, ipsl_cm5a_lr, Jun Anomaly, NPL
4.09605, 2080-2099, ipsl_cm5a_lr, Jul Anomaly, NPL
3.90179, 2080-2099, ipsl_cm5a_lr, Aug Anomaly, NPL
5.67024, 2080-2099, ipsl_cm5a_lr, Sep Anomaly, NPL
3.9506, 2080-2099, ipsl_cm5a_lr, Oct Anomaly, NPL
0.80363, 2080-2099, ipsl_cm5a_lr, Nov Anomaly, NPL
0.00337, 2080-2099, ipsl_cm5a_lr, Dec Anomaly, NPL
3.7E-4, 2080-2099, ipsl_cm5a_mr, Jan Anomaly, NPL
0.05641, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, NPL
0.49574, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, NPL
3.05347, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
5.94223, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
5.9787, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, NPL
5.80555, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, NPL
5.61279, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, NPL
7.81583, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, NPL
4.53572, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, NPL
0.76857, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, NPL
0.00268, 2080-2099, miroc5, Feb Anomaly, NPL
0.68218, 2080-2099, miroc5, Mar Anomaly, NPL
3.3119, 2080-2099, miroc5, Apr Anomaly, NPL
6.17768, 2080-2099, miroc5, May Anomaly, NPL
3.89815, 2080-2099, miroc5, Jun Anomaly, NPL
4.53747, 2080-2099, miroc5, Jul Anomaly, NPL
6.27978, 2080-2099, miroc5, Aug Anomaly, NPL
4.50065, 2080-2099, miroc5, Sep Anomaly, NPL
3.37918, 2080-2099, miroc5, Oct Anomaly, NPL
0.41333, 2080-2099, miroc5, Nov Anomaly, NPL
0.00806, 2080-2099, miroc5, Dec Anomaly, NPL
0.04703, 2080-2099, miroc_esm_chem, Jan Anomaly, NPL
0.02712, 2080-2099, miroc_esm_chem, Feb Anomaly, NPL
0.60093, 2080-2099, miroc_esm_chem, Mar Anomaly, NPL
3.03514, 2080-2099, miroc_esm_chem, Apr Anomaly, NPL
6.51806, 2080-2099, miroc_esm_chem, May Anomaly, NPL
4.20384, 2080-2099, miroc_esm_chem, Jun Anomaly, NPL
1.85507, 2080-2099, miroc_esm_chem, Jul Anomaly, NPL
2.02085, 2080-2099, miroc_esm_chem, Aug Anomaly, NPL
5.66917, 2080-2099, miroc_esm_chem, Sep Anomaly, NPL
5.69111, 2080-2099, miroc_esm_chem, Oct Anomaly, NPL
1.27989, 2080-2099, miroc_esm_chem, Nov Anomaly, NPL
0.09262, 2080-2099, miroc_esm_chem, Dec Anomaly, NPL
0.02552, 2080-2099, miroc_esm, Jan Anomaly, NPL
0.01854, 2080-2099, miroc_esm, Feb Anomaly, NPL
0.48861, 2080-2099, miroc_esm, Mar Anomaly, NPL
3.10251, 2080-2099, miroc_esm, Apr Anomaly, NPL
5.21919, 2080-2099, miroc_esm, May Anomaly, NPL
4.48761, 2080-2099, miroc_esm, Jun Anomaly, NPL
1.96624, 2080-2099, miroc_esm, Jul Anomaly, NPL
2.89207, 2080-2099, miroc_esm, Aug Anomaly, NPL
6.37297, 2080-2099, miroc_esm, Sep Anomaly, NPL
5.34989, 2080-2099, miroc_esm, Oct Anomaly, NPL
1.51347, 2080-2099, miroc_esm, Nov Anomaly, NPL
0.08063, 2080-2099, miroc_esm, Dec Anomaly, NPL
0.01796, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
0.54601, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
2.70729, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
3.38027, 2080-2099, mri_cgcm3, May Anomaly, NPL
1.50967, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
1.46513, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
3.76576, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
4.58424, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
1.47608, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
0.04502, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
8.1E-4, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
3.9E-4, 2080-2099, noresm1_m, Jan Anomaly, NPL
2.4E-4, 2080-2099, noresm1_m, Feb Anomaly, NPL
0.26302, 2080-2099, noresm1_m, Mar Anomaly, NPL
2.93837, 2080-2099, noresm1_m, Apr Anomaly, NPL
5.41002, 2080-2099, noresm1_m, May Anomaly, NPL
2.31041, 2080-2099, noresm1_m, Jun Anomaly, NPL
1.06091, 2080-2099, noresm1_m, Jul Anomaly, NPL
1.60318, 2080-2099, noresm1_m, Aug Anomaly, NPL
4.64381, 2080-2099, noresm1_m, Sep Anomaly, NPL
3.55082, 2080-2099, noresm1_m, Oct Anomaly, NPL
0.32203, 2080-2099, noresm1_m, Nov Anomaly, NPL
0.02198, 2080-2099, noresm1_m, Dec Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
1.9E-4, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
0.26369, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
1.65456, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
2.5354, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
0.82845, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.6532, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-1.0523, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
0.76802, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
1.53173, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
0.0436, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
0.0, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
0.01826, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
0.59374, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
2.94962, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
5.4359, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
3.27513, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
1.74768, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
2.19026, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
6.17876, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
3.34864, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
0.42839, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
0.00306, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
0.03014, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
0.07246, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
1.4947, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
5.79033, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
8.30313, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
4.65109, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
3.80914, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
4.61554, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
8.42749, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
8.05369, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
1.76234, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
0.09051, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
27.6711, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
23.4799, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
33.253, 2080-2099, ccsm4, Annual Anomaly, NPL
39.6069, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
25.9312, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
44.4442, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
17.2108, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
20.1713, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
19.2037, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
27.8795, 2080-2099, hadgem2_es, Annual Anomaly, NPL
32.2807, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
40.0654, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
33.1911, 2080-2099, miroc5, Annual Anomaly, NPL
31.0414, 2080-2099, miroc_esm_chem, Annual Anomaly, NPL
31.5171, 2080-2099, miroc_esm, Annual Anomaly, NPL
19.4962, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
22.1252, 2080-2099, noresm1_m, Annual Anomaly, NPL
11.033, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
25.5761, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
45.2551, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
