FID,id_punto,mes,mes_etiqueta,n_period,period,temp_max_normal,geom
temp_max_normales_espacial_p.fid--5ff12b53_17a386ffe28_6c5e,40665,4,4,30,1990,25.58,POINT (8933389.136160204 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a386ffe28_6c5f,40666,4,4,30,1990,19.89,POINT (8989048.88155684 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a386ffe28_6c60,40667,4,4,30,1990,9.56,POINT (9044708.626953477 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a386ffe28_6c61,40668,4,4,30,1990,11.97,POINT (9100368.372350115 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a386ffe28_6c62,40669,4,4,30,1990,8.29,POINT (9156028.117746752 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a386ffe28_6c63,40670,4,4,30,1990,2.06,POINT (9211687.863143386 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a386ffe28_6c64,40671,4,4,30,1990,4.52,POINT (9267347.608540025 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a386ffe28_6c65,40672,4,4,30,1990,5.21,POINT (9323007.353936663 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a386ffe28_6c66,40673,4,4,30,1990,5.4,POINT (9378667.099333297 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a386ffe28_6c67,40674,4,4,30,1990,3.22,POINT (9434326.844729934 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a386ffe28_6c68,40675,4,4,30,1990,3.51,POINT (9489986.590126572 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a386ffe28_6c69,40676,4,4,30,1990,3.7,POINT (9545646.335523209 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a386ffe28_6c6a,40677,4,4,30,1990,7.06,POINT (9601306.080919845 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a386ffe28_6c6b,40678,4,4,30,1990,6.14,POINT (9656965.826316481 3471454.9819268296)
