Warm Spell Duration Index - (Days), Year, Model, Statistics, ISO3
1.21712, 2040-2059, bcc_csm1_1_m, Jan Anomaly, NPL
0.27949, 2040-2059, bcc_csm1_1_m, Feb Anomaly, NPL
0.95564, 2040-2059, bcc_csm1_1_m, Mar Anomaly, NPL
2.19851, 2040-2059, bcc_csm1_1_m, Apr Anomaly, NPL
0.86202, 2040-2059, bcc_csm1_1_m, May Anomaly, NPL
1.04251, 2040-2059, bcc_csm1_1_m, Jun Anomaly, NPL
-0.391, 2040-2059, bcc_csm1_1_m, Jul Anomaly, NPL
1.12153, 2040-2059, bcc_csm1_1_m, Aug Anomaly, NPL
0.37189, 2040-2059, bcc_csm1_1_m, Sep Anomaly, NPL
2.50055, 2040-2059, bcc_csm1_1_m, Oct Anomaly, NPL
2.05126, 2040-2059, bcc_csm1_1_m, Nov Anomaly, NPL
1.76135, 2040-2059, bcc_csm1_1_m, Dec Anomaly, NPL
2.631, 2040-2059, bnu_esm, Jan Anomaly, NPL
2.40395, 2040-2059, bnu_esm, Feb Anomaly, NPL
2.28358, 2040-2059, bnu_esm, Mar Anomaly, NPL
2.01594, 2040-2059, bnu_esm, Apr Anomaly, NPL
2.20186, 2040-2059, bnu_esm, May Anomaly, NPL
3.04714, 2040-2059, bnu_esm, Jun Anomaly, NPL
2.32475, 2040-2059, bnu_esm, Jul Anomaly, NPL
0.06807, 2040-2059, bnu_esm, Aug Anomaly, NPL
0.48416, 2040-2059, bnu_esm, Sep Anomaly, NPL
0.8685, 2040-2059, bnu_esm, Oct Anomaly, NPL
1.20623, 2040-2059, bnu_esm, Nov Anomaly, NPL
2.14961, 2040-2059, bnu_esm, Dec Anomaly, NPL
3.45608, 2040-2059, canesm2, Jan Anomaly, NPL
1.18618, 2040-2059, canesm2, Feb Anomaly, NPL
1.70286, 2040-2059, canesm2, Mar Anomaly, NPL
1.46331, 2040-2059, canesm2, Apr Anomaly, NPL
2.77891, 2040-2059, canesm2, May Anomaly, NPL
2.14777, 2040-2059, canesm2, Jun Anomaly, NPL
2.45381, 2040-2059, canesm2, Jul Anomaly, NPL
1.85517, 2040-2059, canesm2, Aug Anomaly, NPL
1.92351, 2040-2059, canesm2, Sep Anomaly, NPL
0.88767, 2040-2059, canesm2, Oct Anomaly, NPL
