Warm Spell Duration Index - (Days), Year, Model, Statistics, ISO3
2.14958, 2020-2039, access1_0, Jan Anomaly, NPL
1.466, 2020-2039, access1_0, Feb Anomaly, NPL
1.63827, 2020-2039, access1_0, Mar Anomaly, NPL
0.48118, 2020-2039, access1_0, Apr Anomaly, NPL
0.59423, 2020-2039, access1_0, May Anomaly, NPL
0.24138, 2020-2039, access1_0, Jun Anomaly, NPL
0.18629, 2020-2039, access1_0, Jul Anomaly, NPL
0.60222, 2020-2039, access1_0, Aug Anomaly, NPL
1.34624, 2020-2039, access1_0, Sep Anomaly, NPL
1.59696, 2020-2039, access1_0, Oct Anomaly, NPL
1.83734, 2020-2039, access1_0, Nov Anomaly, NPL
0.49516, 2020-2039, access1_0, Dec Anomaly, NPL
1.25782, 2020-2039, access1_3, Jan Anomaly, NPL
1.25499, 2020-2039, access1_3, Feb Anomaly, NPL
2.95784, 2020-2039, access1_3, Mar Anomaly, NPL
1.74145, 2020-2039, access1_3, Apr Anomaly, NPL
0.77811, 2020-2039, access1_3, May Anomaly, NPL
1.46761, 2020-2039, access1_3, Jun Anomaly, NPL
0.79033, 2020-2039, access1_3, Jul Anomaly, NPL
-0.0884, 2020-2039, access1_3, Aug Anomaly, NPL
0.82519, 2020-2039, access1_3, Sep Anomaly, NPL
0.56272, 2020-2039, access1_3, Oct Anomaly, NPL
2.78794, 2020-2039, access1_3, Nov Anomaly, NPL
1.43863, 2020-2039, access1_3, Dec Anomaly, NPL
1.42541, 2020-2039, bcc_csm1_1_m, Jan Anomaly, NPL
0.44257, 2020-2039, bcc_csm1_1_m, Feb Anomaly, NPL
2.08369, 2020-2039, bcc_csm1_1_m, Mar Anomaly, NPL
2.0629, 2020-2039, bcc_csm1_1_m, Apr Anomaly, NPL
1.9062, 2020-2039, bcc_csm1_1_m, May Anomaly, NPL
1.49414, 2020-2039, bcc_csm1_1_m, Jun Anomaly, NPL
0.27836, 2020-2039, bcc_csm1_1_m, Jul Anomaly, NPL
0.13358, 2020-2039, bcc_csm1_1_m, Aug Anomaly, NPL
0.26913, 2020-2039, bcc_csm1_1_m, Sep Anomaly, NPL
1.65767, 2020-2039, bcc_csm1_1_m, Oct Anomaly, NPL
1.29095, 2020-2039, bcc_csm1_1_m, Nov Anomaly, NPL
0.7021, 2020-2039, bcc_csm1_1_m, Dec Anomaly, NPL
1.8977, 2020-2039, bnu_esm, Jan Anomaly, NPL
1.45888, 2020-2039, bnu_esm, Feb Anomaly, NPL
2.25342, 2020-2039, bnu_esm, Mar Anomaly, NPL
0.85415, 2020-2039, bnu_esm, Apr Anomaly, NPL
1.45374, 2020-2039, bnu_esm, May Anomaly, NPL
1.66738, 2020-2039, bnu_esm, Jun Anomaly, NPL
0.9092, 2020-2039, bnu_esm, Jul Anomaly, NPL
0.41289, 2020-2039, bnu_esm, Aug Anomaly, NPL
0.55165, 2020-2039, bnu_esm, Sep Anomaly, NPL
0.31997, 2020-2039, bnu_esm, Oct Anomaly, NPL
0.89343, 2020-2039, bnu_esm, Nov Anomaly, NPL
2.17743, 2020-2039, bnu_esm, Dec Anomaly, NPL
2.65257, 2020-2039, canesm2, Jan Anomaly, NPL
0.22117, 2020-2039, canesm2, Feb Anomaly, NPL
2.80507, 2020-2039, canesm2, Mar Anomaly, NPL
1.21253, 2020-2039, canesm2, Apr Anomaly, NPL
1.71434, 2020-2039, canesm2, May Anomaly, NPL
1.55265, 2020-2039, canesm2, Jun Anomaly, NPL
1.69979, 2020-2039, canesm2, Jul Anomaly, NPL
-0.7435, 2020-2039, canesm2, Aug Anomaly, NPL
0.6463, 2020-2039, canesm2, Sep Anomaly, NPL
0.93934, 2020-2039, canesm2, Oct Anomaly, NPL
1.13006, 2020-2039, canesm2, Nov Anomaly, NPL
1.60569, 2020-2039, canesm2, Dec Anomaly, NPL
