Warm Spell Duration Index - (Days), Year, Model, Statistics, ISO3
9.55993, 2060-2079, access1_0, Jan Anomaly, NPL
8.58426, 2060-2079, access1_0, Feb Anomaly, NPL
10.2497, 2060-2079, access1_0, Mar Anomaly, NPL
8.39739, 2060-2079, access1_0, Apr Anomaly, NPL
4.43338, 2060-2079, access1_0, May Anomaly, NPL
5.5086, 2060-2079, access1_0, Jun Anomaly, NPL
3.43954, 2060-2079, access1_0, Jul Anomaly, NPL
6.26172, 2060-2079, access1_0, Aug Anomaly, NPL
13.2122, 2060-2079, access1_0, Sep Anomaly, NPL
19.1771, 2060-2079, access1_0, Oct Anomaly, NPL
20.2065, 2060-2079, access1_0, Nov Anomaly, NPL
16.1667, 2060-2079, access1_0, Dec Anomaly, NPL
11.5012, 2060-2079, access1_3, Jan Anomaly, NPL
7.12546, 2060-2079, access1_3, Feb Anomaly, NPL
5.80207, 2060-2079, access1_3, Mar Anomaly, NPL
5.39186, 2060-2079, access1_3, Apr Anomaly, NPL
3.52606, 2060-2079, access1_3, May Anomaly, NPL
2.19249, 2060-2079, access1_3, Jun Anomaly, NPL
7.42784, 2060-2079, access1_3, Jul Anomaly, NPL
6.35491, 2060-2079, access1_3, Aug Anomaly, NPL
10.2856, 2060-2079, access1_3, Sep Anomaly, NPL
9.73892, 2060-2079, access1_3, Oct Anomaly, NPL
10.8715, 2060-2079, access1_3, Nov Anomaly, NPL
13.8473, 2060-2079, access1_3, Dec Anomaly, NPL
6.4489, 2060-2079, bcc_csm1_1_m, Jan Anomaly, NPL
2.76845, 2060-2079, bcc_csm1_1_m, Feb Anomaly, NPL
4.82168, 2060-2079, bcc_csm1_1_m, Mar Anomaly, NPL
8.31491, 2060-2079, bcc_csm1_1_m, Apr Anomaly, NPL
10.1523, 2060-2079, bcc_csm1_1_m, May Anomaly, NPL
6.46602, 2060-2079, bcc_csm1_1_m, Jun Anomaly, NPL
2.88086, 2060-2079, bcc_csm1_1_m, Jul Anomaly, NPL
1.63339, 2060-2079, bcc_csm1_1_m, Aug Anomaly, NPL
1.64942, 2060-2079, bcc_csm1_1_m, Sep Anomaly, NPL
5.98149, 2060-2079, bcc_csm1_1_m, Oct Anomaly, NPL
