Warm Spell Duration Index - (Days), Year, Model, Statistics, ISO3
1.13775, 2020-2039, ipsl_cm5a_mr, Apr Anomaly, NPL
0.43221, 2020-2039, ipsl_cm5a_mr, May Anomaly, NPL
1.40467, 2020-2039, ipsl_cm5a_mr, Jun Anomaly, NPL
2.18111, 2020-2039, ipsl_cm5a_mr, Jul Anomaly, NPL
1.38914, 2020-2039, ipsl_cm5a_mr, Aug Anomaly, NPL
1.45995, 2020-2039, ipsl_cm5a_mr, Sep Anomaly, NPL
2.16699, 2020-2039, ipsl_cm5a_mr, Oct Anomaly, NPL
1.11929, 2020-2039, ipsl_cm5a_mr, Nov Anomaly, NPL
1.07871, 2020-2039, ipsl_cm5a_mr, Dec Anomaly, NPL
-0.095, 2020-2039, miroc_esm, Jan Anomaly, NPL
0.15294, 2020-2039, miroc_esm, Feb Anomaly, NPL
0.48829, 2020-2039, miroc_esm, Mar Anomaly, NPL
0.02524, 2020-2039, miroc_esm, Apr Anomaly, NPL
0.11088, 2020-2039, miroc_esm, May Anomaly, NPL
0.14808, 2020-2039, miroc_esm, Jun Anomaly, NPL
0.48319, 2020-2039, miroc_esm, Jul Anomaly, NPL
-0.1208, 2020-2039, miroc_esm, Aug Anomaly, NPL
0.22032, 2020-2039, miroc_esm, Sep Anomaly, NPL
0.64483, 2020-2039, miroc_esm, Oct Anomaly, NPL
0.29721, 2020-2039, miroc_esm, Nov Anomaly, NPL
-0.1344, 2020-2039, miroc_esm, Dec Anomaly, NPL
0.09674, 2020-2039, noresm1_m, Jan Anomaly, NPL
-0.0878, 2020-2039, noresm1_m, Feb Anomaly, NPL
1.37141, 2020-2039, noresm1_m, Mar Anomaly, NPL
1.91187, 2020-2039, noresm1_m, Apr Anomaly, NPL
1.1275, 2020-2039, noresm1_m, May Anomaly, NPL
1.27028, 2020-2039, noresm1_m, Jun Anomaly, NPL
0.57458, 2020-2039, noresm1_m, Jul Anomaly, NPL
-0.1221, 2020-2039, noresm1_m, Aug Anomaly, NPL
0.74402, 2020-2039, noresm1_m, Sep Anomaly, NPL
0.10865, 2020-2039, noresm1_m, Oct Anomaly, NPL
2.13371, 2020-2039, noresm1_m, Nov Anomaly, NPL
-0.1439, 2020-2039, noresm1_m, Dec Anomaly, NPL
-0.091, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
-0.2335, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
-0.0856, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
0.10792, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.1451, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
-0.1536, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.2198, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.1093, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.0319, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.1079, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
0.06318, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
-0.0858, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
0.75286, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
0.34718, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
0.77658, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
0.99612, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
1.21585, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
0.8633, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
0.63743, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
0.56586, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
0.51214, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
0.89131, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
1.2397, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
0.60271, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
3.69628, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
2.29777, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
2.25881, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
3.00888, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
3.79925, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
3.19775, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
4.21198, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
4.15941, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
2.48488, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
2.89317, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
3.38552, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
3.7691, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
12.5565, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
15.2341, 2020-2039, ccsm4, Annual Anomaly, NPL
7.13792, 2020-2039, cesm1_cam5, Annual Anomaly, NPL
11.8267, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
29.5006, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
11.4536, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
13.5853, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
2.70237, 2020-2039, hadgem2_ao, Annual Anomaly, NPL
9.97099, 2020-2039, hadgem2_es, Annual Anomaly, NPL
30.3524, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NPL
16.6658, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NPL
2.22659, 2020-2039, miroc_esm, Annual Anomaly, NPL
8.9849, 2020-2039, noresm1_m, Annual Anomaly, NPL
1.08044, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
11.5366, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
29.6594, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
