Warm Spell Duration Index - (Days), Year, Model, Statistics, ISO3
0.08273, 2020-2039, bcc_csm1_1_m, Jan Anomaly, NPL
0.20359, 2020-2039, bcc_csm1_1_m, Feb Anomaly, NPL
1.53064, 2020-2039, bcc_csm1_1_m, Mar Anomaly, NPL
3.24339, 2020-2039, bcc_csm1_1_m, Apr Anomaly, NPL
1.56699, 2020-2039, bcc_csm1_1_m, May Anomaly, NPL
0.27948, 2020-2039, bcc_csm1_1_m, Jun Anomaly, NPL
0.29942, 2020-2039, bcc_csm1_1_m, Jul Anomaly, NPL
0.62695, 2020-2039, bcc_csm1_1_m, Aug Anomaly, NPL
-0.1203, 2020-2039, bcc_csm1_1_m, Sep Anomaly, NPL
0.73721, 2020-2039, bcc_csm1_1_m, Oct Anomaly, NPL
0.65445, 2020-2039, bcc_csm1_1_m, Nov Anomaly, NPL
0.12827, 2020-2039, bcc_csm1_1_m, Dec Anomaly, NPL
1.60937, 2020-2039, bnu_esm, Jan Anomaly, NPL
0.87534, 2020-2039, bnu_esm, Feb Anomaly, NPL
3.30576, 2020-2039, bnu_esm, Mar Anomaly, NPL
1.18567, 2020-2039, bnu_esm, Apr Anomaly, NPL
1.35727, 2020-2039, bnu_esm, May Anomaly, NPL
1.28512, 2020-2039, bnu_esm, Jun Anomaly, NPL
1.06743, 2020-2039, bnu_esm, Jul Anomaly, NPL
0.02064, 2020-2039, bnu_esm, Aug Anomaly, NPL
1.05227, 2020-2039, bnu_esm, Sep Anomaly, NPL
0.06922, 2020-2039, bnu_esm, Oct Anomaly, NPL
0.76768, 2020-2039, bnu_esm, Nov Anomaly, NPL
2.23417, 2020-2039, bnu_esm, Dec Anomaly, NPL
2.92723, 2020-2039, canesm2, Jan Anomaly, NPL
1.01317, 2020-2039, canesm2, Feb Anomaly, NPL
1.30784, 2020-2039, canesm2, Mar Anomaly, NPL
2.26196, 2020-2039, canesm2, Apr Anomaly, NPL
2.03827, 2020-2039, canesm2, May Anomaly, NPL
0.78837, 2020-2039, canesm2, Jun Anomaly, NPL
1.51449, 2020-2039, canesm2, Jul Anomaly, NPL
-0.7229, 2020-2039, canesm2, Aug Anomaly, NPL
1.33205, 2020-2039, canesm2, Sep Anomaly, NPL
0.80905, 2020-2039, canesm2, Oct Anomaly, NPL
0.87884, 2020-2039, canesm2, Nov Anomaly, NPL
2.17788, 2020-2039, canesm2, Dec Anomaly, NPL
1.46281, 2020-2039, ccsm4, Jan Anomaly, NPL
0.54782, 2020-2039, ccsm4, Feb Anomaly, NPL
1.14078, 2020-2039, ccsm4, Mar Anomaly, NPL
2.35979, 2020-2039, ccsm4, Apr Anomaly, NPL
3.08563, 2020-2039, ccsm4, May Anomaly, NPL
2.42736, 2020-2039, ccsm4, Jun Anomaly, NPL
0.43499, 2020-2039, ccsm4, Jul Anomaly, NPL
0.35436, 2020-2039, ccsm4, Aug Anomaly, NPL
0.20527, 2020-2039, ccsm4, Sep Anomaly, NPL
0.64011, 2020-2039, ccsm4, Oct Anomaly, NPL
0.13565, 2020-2039, ccsm4, Nov Anomaly, NPL
0.17153, 2020-2039, ccsm4, Dec Anomaly, NPL
0.94056, 2020-2039, cesm1_cam5, Jan Anomaly, NPL
0.88997, 2020-2039, cesm1_cam5, Feb Anomaly, NPL
0.28788, 2020-2039, cesm1_cam5, Mar Anomaly, NPL
0.99001, 2020-2039, cesm1_cam5, Apr Anomaly, NPL
1.30286, 2020-2039, cesm1_cam5, May Anomaly, NPL
1.53111, 2020-2039, cesm1_cam5, Jun Anomaly, NPL
-0.3872, 2020-2039, cesm1_cam5, Jul Anomaly, NPL
0.14861, 2020-2039, cesm1_cam5, Aug Anomaly, NPL
0.52434, 2020-2039, cesm1_cam5, Sep Anomaly, NPL
0.96016, 2020-2039, cesm1_cam5, Oct Anomaly, NPL
0.92867, 2020-2039, cesm1_cam5, Nov Anomaly, NPL
0.19031, 2020-2039, cesm1_cam5, Dec Anomaly, NPL
0.93505, 2020-2039, cnrm_cm5, Jan Anomaly, NPL
2.40579, 2020-2039, cnrm_cm5, Feb Anomaly, NPL
0.79478, 2020-2039, cnrm_cm5, Mar Anomaly, NPL
1.86512, 2020-2039, cnrm_cm5, Apr Anomaly, NPL
2.0867, 2020-2039, cnrm_cm5, May Anomaly, NPL
0.36718, 2020-2039, cnrm_cm5, Jun Anomaly, NPL
-0.0788, 2020-2039, cnrm_cm5, Jul Anomaly, NPL
0.08001, 2020-2039, cnrm_cm5, Aug Anomaly, NPL
0.06874, 2020-2039, cnrm_cm5, Sep Anomaly, NPL
0.74702, 2020-2039, cnrm_cm5, Oct Anomaly, NPL
1.1274, 2020-2039, cnrm_cm5, Nov Anomaly, NPL
1.84142, 2020-2039, cnrm_cm5, Dec Anomaly, NPL
0.96837, 2020-2039, csiro_mk3_6_0, Jan Anomaly, NPL
3.25167, 2020-2039, csiro_mk3_6_0, Feb Anomaly, NPL
3.70964, 2020-2039, csiro_mk3_6_0, Mar Anomaly, NPL
3.11712, 2020-2039, csiro_mk3_6_0, Apr Anomaly, NPL
3.11271, 2020-2039, csiro_mk3_6_0, May Anomaly, NPL
3.18851, 2020-2039, csiro_mk3_6_0, Jun Anomaly, NPL
4.22756, 2020-2039, csiro_mk3_6_0, Jul Anomaly, NPL
3.0841, 2020-2039, csiro_mk3_6_0, Aug Anomaly, NPL
2.04195, 2020-2039, csiro_mk3_6_0, Sep Anomaly, NPL
2.01075, 2020-2039, csiro_mk3_6_0, Oct Anomaly, NPL
3.11301, 2020-2039, csiro_mk3_6_0, Nov Anomaly, NPL
1.83551, 2020-2039, csiro_mk3_6_0, Dec Anomaly, NPL
2.80504, 2020-2039, gfdl_cm3, Jan Anomaly, NPL
0.83568, 2020-2039, gfdl_cm3, Feb Anomaly, NPL
0.7287, 2020-2039, gfdl_cm3, Mar Anomaly, NPL
0.7826, 2020-2039, gfdl_cm3, Apr Anomaly, NPL
2.41147, 2020-2039, gfdl_cm3, May Anomaly, NPL
2.92326, 2020-2039, gfdl_cm3, Jun Anomaly, NPL
4.27308, 2020-2039, gfdl_cm3, Jul Anomaly, NPL
6.54615, 2020-2039, gfdl_cm3, Aug Anomaly, NPL
3.40424, 2020-2039, gfdl_cm3, Sep Anomaly, NPL
2.80493, 2020-2039, gfdl_cm3, Oct Anomaly, NPL
2.60793, 2020-2039, gfdl_cm3, Nov Anomaly, NPL
2.85857, 2020-2039, gfdl_cm3, Dec Anomaly, NPL
0.40415, 2020-2039, gfdl_esm2g, Jan Anomaly, NPL
0.00765, 2020-2039, gfdl_esm2g, Feb Anomaly, NPL
0.81158, 2020-2039, gfdl_esm2g, Mar Anomaly, NPL
1.25178, 2020-2039, gfdl_esm2g, Apr Anomaly, NPL
0.68345, 2020-2039, gfdl_esm2g, May Anomaly, NPL
1.88705, 2020-2039, gfdl_esm2g, Jun Anomaly, NPL
0.48815, 2020-2039, gfdl_esm2g, Jul Anomaly, NPL
0.42219, 2020-2039, gfdl_esm2g, Aug Anomaly, NPL
