FID,id_punto,mes,mes_etiqueta,n_period,period,pre_normal,geom
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19ab,40665,10,10,30,1970,49.79,POINT (8933389.136160204 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19ac,40666,10,10,30,1970,41.24,POINT (8989048.88155684 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19ad,40667,10,10,30,1970,31.2,POINT (9044708.626953477 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19ae,40668,10,10,30,1970,35.35,POINT (9100368.372350115 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19af,40669,10,10,30,1970,32.69,POINT (9156028.117746752 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19b0,40670,10,10,30,1970,27.18,POINT (9211687.863143386 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19b1,40671,10,10,30,1970,30.12,POINT (9267347.608540025 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19b2,40672,10,10,30,1970,30.6,POINT (9323007.353936663 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19b3,40673,10,10,30,1970,33.5,POINT (9378667.099333297 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19b4,40674,10,10,30,1970,30.98,POINT (9434326.844729934 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19b5,40675,10,10,30,1970,31.43,POINT (9489986.590126572 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19b6,40676,10,10,30,1970,32.85,POINT (9545646.335523209 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19b7,40677,10,10,30,1970,33.28,POINT (9601306.080919845 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19b8,40678,10,10,30,1970,30.37,POINT (9656965.826316481 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19b9,40679,10,10,30,1970,27.76,POINT (9712625.57171312 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19ba,40680,10,10,30,1970,27.06,POINT (9768285.317109756 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19bb,41295,10,10,30,1970,58.56,POINT (8933389.136160204 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19bc,41296,10,10,30,1970,62.37,POINT (8989048.88155684 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19bd,41297,10,10,30,1970,62.91,POINT (9044708.626953477 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19be,41298,10,10,30,1970,58.35,POINT (9100368.372350115 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19bf,41299,10,10,30,1970,53.67,POINT (9156028.117746752 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19c0,41300,10,10,30,1970,51.62,POINT (9211687.863143386 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19c1,41301,10,10,30,1970,40.47,POINT (9267347.608540025 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19c2,41302,10,10,30,1970,40.22,POINT (9323007.353936663 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19c3,41303,10,10,30,1970,37.03,POINT (9378667.099333297 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19c4,41304,10,10,30,1970,35.17,POINT (9434326.844729934 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19c5,41305,10,10,30,1970,33.07,POINT (9489986.590126572 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19c6,41306,10,10,30,1970,34,POINT (9545646.335523209 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19c7,41307,10,10,30,1970,34.4,POINT (9601306.080919845 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19c8,41308,10,10,30,1970,32.91,POINT (9656965.826316481 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19c9,41309,10,10,30,1970,32.51,POINT (9712625.57171312 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19ca,41310,10,10,30,1970,34.39,POINT (9768285.317109756 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19cb,40335,10,10,30,1970,30.18,POINT (8933389.136160204 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19cc,40336,10,10,30,1970,26.32,POINT (8989048.88155684 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19cd,40337,10,10,30,1970,25.27,POINT (9044708.626953477 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_19ce,40338,10,10,30,1970,27.52,POINT (9100368.372350115 3535725.659799159)
