FID,id_punto,mes,mes_etiqueta,n_period,period,temp_max_normal,geom
temp_max_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-e0a,40665,1,1,30,1950,13.03,POINT (8933389.136160204 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-e09,40666,1,1,30,1950,8.78,POINT (8989048.88155684 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-e08,40667,1,1,30,1950,0.22,POINT (9044708.626953477 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-e07,40668,1,1,30,1950,2.26,POINT (9100368.372350115 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-e06,40669,1,1,30,1950,-0.8,POINT (9156028.117746752 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-e05,40670,1,1,30,1950,-5.85,POINT (9211687.863143386 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-e04,40671,1,1,30,1950,-3.91,POINT (9267347.608540025 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-e03,40672,1,1,30,1950,-3.39,POINT (9323007.353936663 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-e02,40673,1,1,30,1950,-3.15,POINT (9378667.099333297 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-e01,40674,1,1,30,1950,-4.82,POINT (9434326.844729934 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-e00,40675,1,1,30,1950,-4.54,POINT (9489986.590126572 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-dff,40676,1,1,30,1950,-4.38,POINT (9545646.335523209 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-dfe,40677,1,1,30,1950,-1.62,POINT (9601306.080919845 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-dfd,40678,1,1,30,1950,-2.31,POINT (9656965.826316481 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-dfc,40679,1,1,30,1950,-5.74,POINT (9712625.57171312 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-dfb,40680,1,1,30,1950,-5.01,POINT (9768285.317109756 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-dfa,41295,1,1,30,1950,20.9,POINT (8933389.136160204 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-df9,41296,1,1,30,1950,20.08,POINT (8989048.88155684 3343864.953833735)
