FID,id_punto,mes,mes_etiqueta,n_period,period,temp_normal,geom
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-d0a,40665,1,1,30,1950,7.23,POINT (8933389.136160204 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-d09,40666,1,1,30,1950,2.68,POINT (8989048.88155684 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-d08,40667,1,1,30,1950,-6.78,POINT (9044708.626953477 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-d07,40668,1,1,30,1950,-4.84,POINT (9100368.372350115 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-d06,40669,1,1,30,1950,-8.4,POINT (9156028.117746752 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-d05,40670,1,1,30,1950,-13.95,POINT (9211687.863143386 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-d04,40671,1,1,30,1950,-12.11,POINT (9267347.608540025 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-d03,40672,1,1,30,1950,-11.77,POINT (9323007.353936663 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-d02,40673,1,1,30,1950,-11.72,POINT (9378667.099333297 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-d01,40674,1,1,30,1950,-13.69,POINT (9434326.844729934 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-d00,40675,1,1,30,1950,-13.51,POINT (9489986.590126572 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cff,40676,1,1,30,1950,-13.54,POINT (9545646.335523209 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cfe,40677,1,1,30,1950,-10.88,POINT (9601306.080919845 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cfd,40678,1,1,30,1950,-11.74,POINT (9656965.826316481 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cfc,40679,1,1,30,1950,-15.19,POINT (9712625.57171312 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cfb,40680,1,1,30,1950,-14.35,POINT (9768285.317109756 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cfa,41295,1,1,30,1950,14.1,POINT (8933389.136160204 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cf9,41296,1,1,30,1950,13.28,POINT (8989048.88155684 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cf8,41297,1,1,30,1950,11.98,POINT (9044708.626953477 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cf7,41298,1,1,30,1950,8.13,POINT (9100368.372350115 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cf6,41299,1,1,30,1950,5.56,POINT (9156028.117746752 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cf5,41300,1,1,30,1950,-0.17,POINT (9211687.863143386 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cf4,41301,1,1,30,1950,-10.24,POINT (9267347.608540025 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cf3,41302,1,1,30,1950,-10.09,POINT (9323007.353936663 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cf2,41303,1,1,30,1950,-12.86,POINT (9378667.099333297 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cf1,41304,1,1,30,1950,-15.8,POINT (9434326.844729934 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cf0,41305,1,1,30,1950,-15.86,POINT (9489986.590126572 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cef,41306,1,1,30,1950,-13.29,POINT (9545646.335523209 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cee,41307,1,1,30,1950,-14.64,POINT (9601306.080919845 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-ced,41308,1,1,30,1950,-14.27,POINT (9656965.826316481 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cec,41309,1,1,30,1950,-13.74,POINT (9712625.57171312 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-ceb,41310,1,1,30,1950,-11.19,POINT (9768285.317109756 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cea,40335,1,1,30,1950,-6.11,POINT (8933389.136160204 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-ce9,40336,1,1,30,1950,-10.96,POINT (8989048.88155684 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-ce8,40337,1,1,30,1950,-14.01,POINT (9044708.626953477 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-ce7,40338,1,1,30,1950,-11.77,POINT (9100368.372350115 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-ce6,40339,1,1,30,1950,-13.22,POINT (9156028.117746752 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-ce5,40340,1,1,30,1950,-12,POINT (9211687.863143386 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-ce4,40341,1,1,30,1950,-11.84,POINT (9267347.608540025 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-ce3,40342,1,1,30,1950,-13.6,POINT (9323007.353936663 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-ce2,40343,1,1,30,1950,-15.35,POINT (9378667.099333297 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-ce1,40344,1,1,30,1950,-15.41,POINT (9434326.844729934 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-ce0,40345,1,1,30,1950,-16.04,POINT (9489986.590126572 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cdf,40346,1,1,30,1950,-15.18,POINT (9545646.335523209 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cde,40347,1,1,30,1950,-13.91,POINT (9601306.080919845 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cdd,40348,1,1,30,1950,-13.56,POINT (9656965.826316481 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cdc,40349,1,1,30,1950,-14.21,POINT (9712625.57171312 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cdb,40350,1,1,30,1950,-15.06,POINT (9768285.317109756 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cda,42530,1,1,30,1950,15.71,POINT (8933389.136160204 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cd9,42531,1,1,30,1950,15.61,POINT (8989048.88155684 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-cd8,42532,1,1,30,1950,15.72,POINT (9044708.626953477 3092272.122885534)
