Number of Days with Rainfall > 50mm - (Days), Year, Model, Statistics, ISO3
-0.0974, 2060-2079, bcc_csm1_1_m, Jan Anomaly, NPL
-0.0944, 2060-2079, bcc_csm1_1_m, Feb Anomaly, NPL
-0.0341, 2060-2079, bcc_csm1_1_m, Mar Anomaly, NPL
0.01689, 2060-2079, bcc_csm1_1_m, Apr Anomaly, NPL
-0.0095, 2060-2079, bcc_csm1_1_m, May Anomaly, NPL
-0.0831, 2060-2079, bcc_csm1_1_m, Jun Anomaly, NPL
0.05905, 2060-2079, bcc_csm1_1_m, Jul Anomaly, NPL
0.22184, 2060-2079, bcc_csm1_1_m, Aug Anomaly, NPL
0.0097, 2060-2079, bcc_csm1_1_m, Sep Anomaly, NPL
0.01822, 2060-2079, bcc_csm1_1_m, Oct Anomaly, NPL
0.01627, 2060-2079, bcc_csm1_1_m, Nov Anomaly, NPL
-0.083, 2060-2079, bcc_csm1_1_m, Dec Anomaly, NPL
2.1E-4, 2060-2079, bcc_csm1_1, Jan Anomaly, NPL
-0.0043, 2060-2079, bcc_csm1_1, Feb Anomaly, NPL
0.00622, 2060-2079, bcc_csm1_1, Mar Anomaly, NPL
0.00874, 2060-2079, bcc_csm1_1, Apr Anomaly, NPL
0.00493, 2060-2079, bcc_csm1_1, May Anomaly, NPL
0.07813, 2060-2079, bcc_csm1_1, Jun Anomaly, NPL
0.01497, 2060-2079, bcc_csm1_1, Jul Anomaly, NPL
0.30034, 2060-2079, bcc_csm1_1, Aug Anomaly, NPL
0.15943, 2060-2079, bcc_csm1_1, Sep Anomaly, NPL
-0.0411, 2060-2079, bcc_csm1_1, Oct Anomaly, NPL
0.00717, 2060-2079, bcc_csm1_1, Nov Anomaly, NPL
0.00307, 2060-2079, bcc_csm1_1, Dec Anomaly, NPL
0.05038, 2060-2079, bnu_esm, Jun Anomaly, NPL
0.64318, 2060-2079, bnu_esm, Jul Anomaly, NPL
0.166, 2060-2079, bnu_esm, Aug Anomaly, NPL
0.03422, 2060-2079, bnu_esm, Sep Anomaly, NPL
-0.011, 2060-2079, bnu_esm, Oct Anomaly, NPL
0.01086, 2060-2079, bnu_esm, Nov Anomaly, NPL
-0.0034, 2060-2079, canesm2, Jan Anomaly, NPL
-0.0253, 2060-2079, canesm2, Feb Anomaly, NPL
-0.0187, 2060-2079, canesm2, Mar Anomaly, NPL
-0.0103, 2060-2079, canesm2, May Anomaly, NPL
-0.0303, 2060-2079, canesm2, Jun Anomaly, NPL
0.42764, 2060-2079, canesm2, Jul Anomaly, NPL
0.29706, 2060-2079, canesm2, Aug Anomaly, NPL
0.00993, 2060-2079, canesm2, Sep Anomaly, NPL
0.00485, 2060-2079, canesm2, Oct Anomaly, NPL
0.00554, 2060-2079, canesm2, Nov Anomaly, NPL
0.03438, 2060-2079, canesm2, Dec Anomaly, NPL
0.21213, 2060-2079, ccsm4, Jan Anomaly, NPL
0.03901, 2060-2079, ccsm4, Feb Anomaly, NPL
-0.0476, 2060-2079, ccsm4, Mar Anomaly, NPL
0.00107, 2060-2079, ccsm4, Apr Anomaly, NPL
0.00181, 2060-2079, ccsm4, May Anomaly, NPL
-0.5346, 2060-2079, ccsm4, Jun Anomaly, NPL
0.71883, 2060-2079, ccsm4, Jul Anomaly, NPL
0.66091, 2060-2079, ccsm4, Aug Anomaly, NPL
0.05662, 2060-2079, ccsm4, Sep Anomaly, NPL
0.00383, 2060-2079, ccsm4, Oct Anomaly, NPL
-0.1116, 2060-2079, ccsm4, Nov Anomaly, NPL
-0.3547, 2060-2079, ccsm4, Dec Anomaly, NPL
-0.1731, 2060-2079, cesm1_cam5, Jan Anomaly, NPL
0.01902, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
0.02139, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
0.00413, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
0.06108, 2060-2079, cesm1_cam5, May Anomaly, NPL
