Number of Days with Rainfall > 50mm - (Days), Year, Model, Statistics, ISO3
0.11631, 2020-2039, gfdl_cm3, Jan Anomaly, NPL
0.0249, 2020-2039, gfdl_cm3, Feb Anomaly, NPL
0.03095, 2020-2039, gfdl_cm3, Apr Anomaly, NPL
0.00273, 2020-2039, gfdl_cm3, May Anomaly, NPL
0.00915, 2020-2039, gfdl_cm3, Jun Anomaly, NPL
0.028, 2020-2039, gfdl_cm3, Jul Anomaly, NPL
0.01293, 2020-2039, gfdl_cm3, Aug Anomaly, NPL
0.10309, 2020-2039, gfdl_cm3, Sep Anomaly, NPL
-0.0306, 2020-2039, gfdl_cm3, Oct Anomaly, NPL
-0.125, 2020-2039, gfdl_cm3, Nov Anomaly, NPL
-0.1191, 2020-2039, gfdl_cm3, Dec Anomaly, NPL
0.00837, 2020-2039, gfdl_esm2g, Mar Anomaly, NPL
0.17712, 2020-2039, gfdl_esm2g, Jun Anomaly, NPL
0.2991, 2020-2039, gfdl_esm2g, Jul Anomaly, NPL
-0.0857, 2020-2039, gfdl_esm2g, Aug Anomaly, NPL
-0.2258, 2020-2039, gfdl_esm2g, Sep Anomaly, NPL
-0.0419, 2020-2039, gfdl_esm2g, Oct Anomaly, NPL
-0.0023, 2020-2039, gfdl_esm2g, Nov Anomaly, NPL
0.01276, 2020-2039, gfdl_esm2g, Dec Anomaly, NPL
-0.0525, 2020-2039, gfdl_esm2m, Jan Anomaly, NPL
0.0591, 2020-2039, gfdl_esm2m, Feb Anomaly, NPL
0.00232, 2020-2039, gfdl_esm2m, Mar Anomaly, NPL
-0.0052, 2020-2039, gfdl_esm2m, Apr Anomaly, NPL
0.05637, 2020-2039, gfdl_esm2m, May Anomaly, NPL
-0.0103, 2020-2039, gfdl_esm2m, Jun Anomaly, NPL
0.38999, 2020-2039, gfdl_esm2m, Jul Anomaly, NPL
0.24097, 2020-2039, gfdl_esm2m, Aug Anomaly, NPL
0.14292, 2020-2039, gfdl_esm2m, Sep Anomaly, NPL
0.08074, 2020-2039, gfdl_esm2m, Oct Anomaly, NPL
6.4E-4, 2020-2039, gfdl_esm2m, Nov Anomaly, NPL
0.00393, 2020-2039, gfdl_esm2m, Dec Anomaly, NPL
0.00624, 2020-2039, hadgem2_ao, Jan Anomaly, NPL
0.00196, 2020-2039, hadgem2_ao, Feb Anomaly, NPL
0.00175, 2020-2039, hadgem2_ao, Mar Anomaly, NPL
4.2E-4, 2020-2039, hadgem2_ao, Apr Anomaly, NPL
0.01281, 2020-2039, hadgem2_ao, May Anomaly, NPL
0.2106, 2020-2039, hadgem2_ao, Jun Anomaly, NPL
0.7244, 2020-2039, hadgem2_ao, Jul Anomaly, NPL
0.17088, 2020-2039, hadgem2_ao, Aug Anomaly, NPL
0.00502, 2020-2039, hadgem2_ao, Sep Anomaly, NPL
-0.0284, 2020-2039, hadgem2_ao, Oct Anomaly, NPL
0.00544, 2020-2039, hadgem2_ao, Dec Anomaly, NPL
0.01329, 2020-2039, hadgem2_es, Jan Anomaly, NPL
-4.0E-4, 2020-2039, hadgem2_es, Mar Anomaly, NPL
9.1E-4, 2020-2039, hadgem2_es, Apr Anomaly, NPL
0.00319, 2020-2039, hadgem2_es, May Anomaly, NPL
0.03123, 2020-2039, hadgem2_es, Jun Anomaly, NPL
0.27413, 2020-2039, hadgem2_es, Jul Anomaly, NPL
0.16037, 2020-2039, hadgem2_es, Aug Anomaly, NPL
-0.0149, 2020-2039, hadgem2_es, Sep Anomaly, NPL
1.9E-4, 2020-2039, hadgem2_es, Oct Anomaly, NPL
1.7E-4, 2020-2039, hadgem2_es, Nov Anomaly, NPL
-4.0E-4, 2020-2039, hadgem2_es, Dec Anomaly, NPL
-0.1344, 2020-2039, ipsl_cm5a_lr, Jan Anomaly, NPL
0.00575, 2020-2039, ipsl_cm5a_lr, Feb Anomaly, NPL
-0.0946, 2020-2039, ipsl_cm5a_lr, Mar Anomaly, NPL
-0.0048, 2020-2039, ipsl_cm5a_lr, Apr Anomaly, NPL
-0.0107, 2020-2039, ipsl_cm5a_lr, May Anomaly, NPL
0.0289, 2020-2039, ipsl_cm5a_lr, Jul Anomaly, NPL
0.06589, 2020-2039, ipsl_cm5a_lr, Aug Anomaly, NPL
0.1302, 2020-2039, ipsl_cm5a_lr, Sep Anomaly, NPL
-0.3215, 2020-2039, ipsl_cm5a_lr, Oct Anomaly, NPL
0.11076, 2020-2039, ipsl_cm5a_lr, Nov Anomaly, NPL
0.10621, 2020-2039, ipsl_cm5a_lr, Dec Anomaly, NPL
-0.0144, 2020-2039, ipsl_cm5a_mr, Jan Anomaly, NPL
-0.0058, 2020-2039, ipsl_cm5a_mr, Feb Anomaly, NPL
0.02514, 2020-2039, ipsl_cm5a_mr, Mar Anomaly, NPL
-6.0E-4, 2020-2039, ipsl_cm5a_mr, Apr Anomaly, NPL
0.02296, 2020-2039, ipsl_cm5a_mr, May Anomaly, NPL
0.20472, 2020-2039, ipsl_cm5a_mr, Jun Anomaly, NPL
0.10927, 2020-2039, ipsl_cm5a_mr, Jul Anomaly, NPL
0.34963, 2020-2039, ipsl_cm5a_mr, Aug Anomaly, NPL
0.11753, 2020-2039, ipsl_cm5a_mr, Sep Anomaly, NPL
0.24613, 2020-2039, ipsl_cm5a_mr, Oct Anomaly, NPL
0.03641, 2020-2039, ipsl_cm5a_mr, Nov Anomaly, NPL
0.0896, 2020-2039, ipsl_cm5a_mr, Dec Anomaly, NPL
0.02007, 2020-2039, miroc5, Jan Anomaly, NPL
0.00585, 2020-2039, miroc5, Feb Anomaly, NPL
0.00108, 2020-2039, miroc5, Mar Anomaly, NPL
-0.0396, 2020-2039, miroc5, Apr Anomaly, NPL
0.19143, 2020-2039, miroc5, May Anomaly, NPL
0.40523, 2020-2039, miroc5, Jun Anomaly, NPL
0.49403, 2020-2039, miroc5, Jul Anomaly, NPL
0.76446, 2020-2039, miroc5, Aug Anomaly, NPL
0.04364, 2020-2039, miroc5, Sep Anomaly, NPL
7.8E-4, 2020-2039, miroc5, Oct Anomaly, NPL
-0.0036, 2020-2039, miroc5, Nov Anomaly, NPL
-8.0E-4, 2020-2039, miroc5, Dec Anomaly, NPL
0.03707, 2020-2039, miroc_esm_chem, Jan Anomaly, NPL
0.02022, 2020-2039, miroc_esm_chem, Feb Anomaly, NPL
-3.0E-4, 2020-2039, miroc_esm_chem, Apr Anomaly, NPL
0.02235, 2020-2039, miroc_esm_chem, May Anomaly, NPL
-0.0589, 2020-2039, miroc_esm_chem, Jun Anomaly, NPL
0.10432, 2020-2039, miroc_esm_chem, Jul Anomaly, NPL
0.19457, 2020-2039, miroc_esm_chem, Aug Anomaly, NPL
0.00129, 2020-2039, miroc_esm_chem, Sep Anomaly, NPL
-8.0E-4, 2020-2039, miroc_esm_chem, Oct Anomaly, NPL
0.00612, 2020-2039, miroc_esm_chem, Nov Anomaly, NPL
0.03563, 2020-2039, miroc_esm_chem, Dec Anomaly, NPL
0.10153, 2020-2039, miroc_esm, Jan Anomaly, NPL
-0.0146, 2020-2039, miroc_esm, Feb Anomaly, NPL
0.02461, 2020-2039, miroc_esm, Apr Anomaly, NPL
-0.0509, 2020-2039, miroc_esm, May Anomaly, NPL
0.06665, 2020-2039, miroc_esm, Jun Anomaly, NPL
0.06009, 2020-2039, miroc_esm, Jul Anomaly, NPL
-0.1522, 2020-2039, miroc_esm, Aug Anomaly, NPL
0.07215, 2020-2039, miroc_esm, Sep Anomaly, NPL
0.09846, 2020-2039, miroc_esm, Oct Anomaly, NPL
-0.0302, 2020-2039, miroc_esm, Nov Anomaly, NPL
0.03491, 2020-2039, miroc_esm, Dec Anomaly, NPL
1.9E-4, 2020-2039, mri_cgcm3, Jan Anomaly, NPL
0.0551, 2020-2039, mri_cgcm3, Feb Anomaly, NPL
-0.0056, 2020-2039, mri_cgcm3, Jun Anomaly, NPL
0.26676, 2020-2039, mri_cgcm3, Jul Anomaly, NPL
0.20547, 2020-2039, mri_cgcm3, Aug Anomaly, NPL
0.07741, 2020-2039, mri_cgcm3, Sep Anomaly, NPL
-0.0225, 2020-2039, mri_cgcm3, Oct Anomaly, NPL
-0.0758, 2020-2039, mri_cgcm3, Nov Anomaly, NPL
0.03512, 2020-2039, mri_cgcm3, Dec Anomaly, NPL
0.04787, 2020-2039, noresm1_m, Jan Anomaly, NPL
0.10914, 2020-2039, noresm1_m, Feb Anomaly, NPL
-0.0259, 2020-2039, noresm1_m, Mar Anomaly, NPL
0.12945, 2020-2039, noresm1_m, Jun Anomaly, NPL
0.58804, 2020-2039, noresm1_m, Jul Anomaly, NPL
0.75118, 2020-2039, noresm1_m, Aug Anomaly, NPL
-0.2485, 2020-2039, noresm1_m, Sep Anomaly, NPL
-0.0633, 2020-2039, noresm1_m, Oct Anomaly, NPL
0.09621, 2020-2039, noresm1_m, Nov Anomaly, NPL
0.00234, 2020-2039, noresm1_m, Dec Anomaly, NPL
-0.0063, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.0, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
-0.1416, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.4755, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.3399, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.0619, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.0646, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.0234, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
-0.0069, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
0.02563, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
0.0, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
0.0, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
0.0, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
0.00613, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
0.04654, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
0.31853, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
0.1829, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
0.11241, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
0.0275, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
0.01775, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
0.03432, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
0.17874, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
0.18152, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
0.09357, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
0.04612, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
0.39421, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
1.96011, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
4.17366, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
3.8116, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
1.65313, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
0.51806, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
0.23694, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
0.24464, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
0.08182, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
0.47027, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
1.58688, 2020-2039, ccsm4, Annual Anomaly, NPL
1.08671, 2020-2039, cesm1_cam5, Annual Anomaly, NPL
0.06586, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
0.05326, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
0.14147, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
0.90885, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
1.05853, 2020-2039, hadgem2_ao, Annual Anomaly, NPL
0.44604, 2020-2039, hadgem2_es, Annual Anomaly, NPL
-0.1184, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NPL
1.1805, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NPL
1.88242, 2020-2039, miroc5, Annual Anomaly, NPL
0.36134, 2020-2039, miroc_esm_chem, Annual Anomaly, NPL
0.21052, 2020-2039, miroc_esm, Annual Anomaly, NPL
0.5368, 2020-2039, mri_cgcm3, Annual Anomaly, NPL
1.38647, 2020-2039, noresm1_m, Annual Anomaly, NPL
-1.2809, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
0.74703, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
11.6402, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
