Number of Days with Rainfall > 50mm - (Days), Year, Model, Statistics, ISO3
0.04827, 2080-2099, cnrm_cm5, May Anomaly, NPL
0.20545, 2080-2099, cnrm_cm5, Jun Anomaly, NPL
0.58173, 2080-2099, cnrm_cm5, Jul Anomaly, NPL
0.16322, 2080-2099, cnrm_cm5, Aug Anomaly, NPL
0.12557, 2080-2099, cnrm_cm5, Sep Anomaly, NPL
0.05381, 2080-2099, cnrm_cm5, Oct Anomaly, NPL
0.01505, 2080-2099, cnrm_cm5, Nov Anomaly, NPL
-0.0099, 2080-2099, cnrm_cm5, Dec Anomaly, NPL
0.00964, 2080-2099, csiro_mk3_6_0, Jan Anomaly, NPL
-0.0239, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
0.0053, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
0.00597, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
0.01103, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
0.02352, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
0.07451, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
0.0068, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
0.02571, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
0.02675, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
0.02908, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
-3.0E-4, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
0.00509, 2080-2099, gfdl_cm3, May Anomaly, NPL
0.02623, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
0.44816, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
0.76056, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
-0.1621, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
0.10463, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
-0.1085, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
-0.071, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
0.02828, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
0.04094, 2080-2099, gfdl_esm2g, May Anomaly, NPL
0.7301, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
2.20166, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
2.59393, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
0.29211, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
0.3532, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
0.22337, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
0.0165, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
-0.0503, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
-0.0122, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
-0.0052, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
0.01418, 2080-2099, gfdl_esm2m, May Anomaly, NPL
0.30786, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
1.57802, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
1.10518, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
0.44645, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
-0.1693, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
-0.021, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
0.06804, 2080-2099, gfdl_esm2m, Dec Anomaly, NPL
-5.0E-4, 2080-2099, hadgem2_ao, Jan Anomaly, NPL
0.00109, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
0.00671, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
0.0124, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
0.09982, 2080-2099, hadgem2_ao, May Anomaly, NPL
0.69968, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
2.03863, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
0.9822, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
0.14171, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
0.01039, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
0.00713, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
-0.0242, 2080-2099, hadgem2_cc, Feb Anomaly, NPL
1.4E-4, 2080-2099, hadgem2_cc, Mar Anomaly, NPL
0.00611, 2080-2099, hadgem2_cc, Apr Anomaly, NPL
0.02445, 2080-2099, hadgem2_cc, May Anomaly, NPL
0.73978, 2080-2099, hadgem2_cc, Jun Anomaly, NPL
0.95893, 2080-2099, hadgem2_cc, Jul Anomaly, NPL
0.38815, 2080-2099, hadgem2_cc, Aug Anomaly, NPL
0.19696, 2080-2099, hadgem2_cc, Sep Anomaly, NPL
-0.0056, 2080-2099, hadgem2_cc, Oct Anomaly, NPL
-0.0231, 2080-2099, hadgem2_cc, Nov Anomaly, NPL
0.00635, 2080-2099, hadgem2_cc, Dec Anomaly, NPL
0.02405, 2080-2099, hadgem2_es, Jan Anomaly, NPL
-0.0023, 2080-2099, hadgem2_es, Feb Anomaly, NPL
0.01295, 2080-2099, hadgem2_es, Mar Anomaly, NPL
0.00447, 2080-2099, hadgem2_es, Apr Anomaly, NPL
0.05504, 2080-2099, hadgem2_es, May Anomaly, NPL
0.63989, 2080-2099, hadgem2_es, Jun Anomaly, NPL
0.95828, 2080-2099, hadgem2_es, Jul Anomaly, NPL
0.77507, 2080-2099, hadgem2_es, Aug Anomaly, NPL
0.10876, 2080-2099, hadgem2_es, Sep Anomaly, NPL
0.01576, 2080-2099, hadgem2_es, Oct Anomaly, NPL
0.03419, 2080-2099, hadgem2_es, Dec Anomaly, NPL
-0.0086, 2080-2099, inmcm4, Jan Anomaly, NPL
-0.0152, 2080-2099, inmcm4, Mar Anomaly, NPL
1.7E-4, 2080-2099, inmcm4, Jul Anomaly, NPL
0.00362, 2080-2099, inmcm4, Oct Anomaly, NPL
-0.0095, 2080-2099, inmcm4, Nov Anomaly, NPL
-0.0013, 2080-2099, ipsl_cm5a_lr, Jan Anomaly, NPL
-0.1348, 2080-2099, ipsl_cm5a_lr, Feb Anomaly, NPL
-0.1211, 2080-2099, ipsl_cm5a_lr, Mar Anomaly, NPL
0.04323, 2080-2099, ipsl_cm5a_lr, Apr Anomaly, NPL
-0.0107, 2080-2099, ipsl_cm5a_lr, May Anomaly, NPL
0.01706, 2080-2099, ipsl_cm5a_lr, Jun Anomaly, NPL
0.05597, 2080-2099, ipsl_cm5a_lr, Jul Anomaly, NPL
0.64774, 2080-2099, ipsl_cm5a_lr, Aug Anomaly, NPL
0.41782, 2080-2099, ipsl_cm5a_lr, Sep Anomaly, NPL
-0.0234, 2080-2099, ipsl_cm5a_lr, Oct Anomaly, NPL
-0.0174, 2080-2099, ipsl_cm5a_lr, Nov Anomaly, NPL
-0.096, 2080-2099, ipsl_cm5a_lr, Dec Anomaly, NPL
-0.0218, 2080-2099, ipsl_cm5a_mr, Jan Anomaly, NPL
0.11791, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, NPL
0.03532, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, NPL
-0.0211, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
0.18555, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
0.40158, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, NPL
0.48394, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, NPL
1.22134, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, NPL
0.84396, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, NPL
0.19628, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, NPL
-0.0403, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, NPL
-0.085, 2080-2099, ipsl_cm5a_mr, Dec Anomaly, NPL
-0.0731, 2080-2099, ipsl_cm5b_lr, Jan Anomaly, NPL
0.12357, 2080-2099, ipsl_cm5b_lr, Feb Anomaly, NPL
-0.0351, 2080-2099, ipsl_cm5b_lr, Mar Anomaly, NPL
-0.021, 2080-2099, ipsl_cm5b_lr, Apr Anomaly, NPL
0.01427, 2080-2099, ipsl_cm5b_lr, May Anomaly, NPL
-0.032, 2080-2099, ipsl_cm5b_lr, Jun Anomaly, NPL
0.19999, 2080-2099, ipsl_cm5b_lr, Jul Anomaly, NPL
0.23553, 2080-2099, ipsl_cm5b_lr, Aug Anomaly, NPL
0.21044, 2080-2099, ipsl_cm5b_lr, Sep Anomaly, NPL
0.26444, 2080-2099, ipsl_cm5b_lr, Oct Anomaly, NPL
-0.0774, 2080-2099, ipsl_cm5b_lr, Nov Anomaly, NPL
0.02737, 2080-2099, ipsl_cm5b_lr, Dec Anomaly, NPL
0.02161, 2080-2099, miroc5, Jan Anomaly, NPL
0.02125, 2080-2099, miroc5, Feb Anomaly, NPL
0.00357, 2080-2099, miroc5, Mar Anomaly, NPL
3.0E-5, 2080-2099, miroc5, Apr Anomaly, NPL
0.43922, 2080-2099, miroc5, May Anomaly, NPL
1.22771, 2080-2099, miroc5, Jun Anomaly, NPL
0.60865, 2080-2099, miroc5, Jul Anomaly, NPL
0.78897, 2080-2099, miroc5, Aug Anomaly, NPL
0.22289, 2080-2099, miroc5, Sep Anomaly, NPL
0.11435, 2080-2099, miroc5, Oct Anomaly, NPL
0.07606, 2080-2099, miroc5, Nov Anomaly, NPL
0.01057, 2080-2099, miroc5, Dec Anomaly, NPL
-0.023, 2080-2099, miroc_esm_chem, Jan Anomaly, NPL
-0.0036, 2080-2099, miroc_esm_chem, Feb Anomaly, NPL
0.00648, 2080-2099, miroc_esm_chem, Mar Anomaly, NPL
-3.0E-4, 2080-2099, miroc_esm_chem, Apr Anomaly, NPL
0.10223, 2080-2099, miroc_esm_chem, May Anomaly, NPL
0.01958, 2080-2099, miroc_esm_chem, Jun Anomaly, NPL
0.63013, 2080-2099, miroc_esm_chem, Jul Anomaly, NPL
0.4407, 2080-2099, miroc_esm_chem, Aug Anomaly, NPL
0.02694, 2080-2099, miroc_esm_chem, Sep Anomaly, NPL
-0.0289, 2080-2099, miroc_esm_chem, Oct Anomaly, NPL
0.01187, 2080-2099, miroc_esm_chem, Nov Anomaly, NPL
-0.002, 2080-2099, miroc_esm_chem, Dec Anomaly, NPL
-0.0022, 2080-2099, miroc_esm, Jan Anomaly, NPL
-0.0182, 2080-2099, miroc_esm, Feb Anomaly, NPL
0.00837, 2080-2099, miroc_esm, Apr Anomaly, NPL
0.12786, 2080-2099, miroc_esm, May Anomaly, NPL
0.35528, 2080-2099, miroc_esm, Jun Anomaly, NPL
0.16049, 2080-2099, miroc_esm, Jul Anomaly, NPL
-0.0197, 2080-2099, miroc_esm, Aug Anomaly, NPL
0.00813, 2080-2099, miroc_esm, Sep Anomaly, NPL
-0.0085, 2080-2099, miroc_esm, Oct Anomaly, NPL
-0.0721, 2080-2099, miroc_esm, Nov Anomaly, NPL
-0.036, 2080-2099, miroc_esm, Dec Anomaly, NPL
-0.0012, 2080-2099, mpi_esm_lr, Jan Anomaly, NPL
-0.0521, 2080-2099, mpi_esm_lr, Feb Anomaly, NPL
-0.0182, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
-0.0287, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
-0.0057, 2080-2099, mpi_esm_lr, May Anomaly, NPL
-0.0132, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
0.09511, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
0.02972, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
0.39551, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
0.18749, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
-0.0692, 2080-2099, mpi_esm_lr, Nov Anomaly, NPL
0.02771, 2080-2099, mpi_esm_lr, Dec Anomaly, NPL
0.01927, 2080-2099, mpi_esm_mr, Jan Anomaly, NPL
0.01295, 2080-2099, mpi_esm_mr, Feb Anomaly, NPL
-0.0557, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
0.03619, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
0.00978, 2080-2099, mpi_esm_mr, May Anomaly, NPL
-0.352, 2080-2099, mpi_esm_mr, Jun Anomaly, NPL
0.42043, 2080-2099, mpi_esm_mr, Jul Anomaly, NPL
0.10847, 2080-2099, mpi_esm_mr, Aug Anomaly, NPL
0.36811, 2080-2099, mpi_esm_mr, Sep Anomaly, NPL
-0.0101, 2080-2099, mpi_esm_mr, Oct Anomaly, NPL
0.17202, 2080-2099, mpi_esm_mr, Nov Anomaly, NPL
-0.003, 2080-2099, mpi_esm_mr, Dec Anomaly, NPL
0.02894, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
0.01652, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
0.01711, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
0.00109, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
0.28579, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
0.39218, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
0.04091, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
0.01334, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
-0.0849, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
0.01386, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
0.06967, 2080-2099, mri_esm1, Jan Anomaly, NPL
0.0599, 2080-2099, mri_esm1, Feb Anomaly, NPL
0.0219, 2080-2099, mri_esm1, Mar Anomaly, NPL
0.00307, 2080-2099, mri_esm1, May Anomaly, NPL
0.01822, 2080-2099, mri_esm1, Jun Anomaly, NPL
0.20483, 2080-2099, mri_esm1, Jul Anomaly, NPL
0.54711, 2080-2099, mri_esm1, Aug Anomaly, NPL
0.29488, 2080-2099, mri_esm1, Sep Anomaly, NPL
-0.0019, 2080-2099, mri_esm1, Oct Anomaly, NPL
0.03322, 2080-2099, mri_esm1, Nov Anomaly, NPL
0.08568, 2080-2099, mri_esm1, Dec Anomaly, NPL
0.08635, 2080-2099, noresm1_m, Jan Anomaly, NPL
0.03003, 2080-2099, noresm1_m, Feb Anomaly, NPL
-0.0475, 2080-2099, noresm1_m, Mar Anomaly, NPL
0.36012, 2080-2099, noresm1_m, Jun Anomaly, NPL
2.363, 2080-2099, noresm1_m, Jul Anomaly, NPL
1.781, 2080-2099, noresm1_m, Aug Anomaly, NPL
0.99176, 2080-2099, noresm1_m, Sep Anomaly, NPL
0.14482, 2080-2099, noresm1_m, Oct Anomaly, NPL
0.0523, 2080-2099, noresm1_m, Nov Anomaly, NPL
0.08591, 2080-2099, noresm1_m, Dec Anomaly, NPL
-0.0063, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.0, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-0.1392, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.4742, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.3122, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.0627, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.0646, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.0234, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
-0.0069, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
0.01323, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
0.00185, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
0.0, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
0.0, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
0.01201, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
0.18881, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
0.82775, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
0.65621, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
0.24315, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
0.04707, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
0.02742, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
0.01969, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
0.2268, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
0.19525, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
0.09812, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
0.06126, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
0.26785, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
1.66894, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
4.98792, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
4.40922, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
2.14285, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
0.56245, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
0.17251, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
0.24369, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
2.34293, 2080-2099, access1_0, Annual Anomaly, NPL
4.93589, 2080-2099, access1_3, Annual Anomaly, NPL
1.03367, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
1.90837, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
2.42311, 2080-2099, bnu_esm, Annual Anomaly, NPL
2.32776, 2080-2099, canesm2, Annual Anomaly, NPL
3.7931, 2080-2099, ccsm4, Annual Anomaly, NPL
4.18428, 2080-2099, cesm1_bgc, Annual Anomaly, NPL
6.91286, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
0.07923, 2080-2099, cmcc_cesm, Annual Anomaly, NPL
1.2135, 2080-2099, cmcc_cm, Annual Anomaly, NPL
0.09186, 2080-2099, cmcc_cms, Annual Anomaly, NPL
1.12279, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
0.11281, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
1.08413, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
6.48013, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
3.26146, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
3.80876, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
2.15974, 2080-2099, hadgem2_cc, Annual Anomaly, NPL
2.66252, 2080-2099, hadgem2_es, Annual Anomaly, NPL
-0.0296, 2080-2099, inmcm4, Annual Anomaly, NPL
0.77676, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
3.31739, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
0.83691, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, NPL
3.53494, 2080-2099, miroc5, Annual Anomaly, NPL
1.17964, 2080-2099, miroc_esm_chem, Annual Anomaly, NPL
0.50281, 2080-2099, miroc_esm, Annual Anomaly, NPL
