FID,id_punto,mes,mes_etiqueta,n_period,period,pre_normal,geom
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1157,40665,2,2,30,1960,48.86,POINT (8933389.136160204 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1156,40666,2,2,30,1960,50.03,POINT (8989048.88155684 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1155,40667,2,2,30,1960,43.59,POINT (9044708.626953477 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1154,40668,2,2,30,1960,43.53,POINT (9100368.372350115 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1153,40669,2,2,30,1960,41.36,POINT (9156028.117746752 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1152,40670,2,2,30,1960,40.26,POINT (9211687.863143386 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1151,40671,2,2,30,1960,39.15,POINT (9267347.608540025 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1150,40672,2,2,30,1960,36.99,POINT (9323007.353936663 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-114f,40673,2,2,30,1960,34.82,POINT (9378667.099333297 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-114e,40674,2,2,30,1960,33.53,POINT (9434326.844729934 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-114d,40675,2,2,30,1960,31.24,POINT (9489986.590126572 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-114c,40676,2,2,30,1960,25.29,POINT (9545646.335523209 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-114b,40677,2,2,30,1960,18.44,POINT (9601306.080919845 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-114a,40678,2,2,30,1960,16.09,POINT (9656965.826316481 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1149,40679,2,2,30,1960,13.26,POINT (9712625.57171312 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1148,40680,2,2,30,1960,11.13,POINT (9768285.317109756 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1147,41295,2,2,30,1960,31.81,POINT (8933389.136160204 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1146,41296,2,2,30,1960,35.63,POINT (8989048.88155684 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1145,41297,2,2,30,1960,42.06,POINT (9044708.626953477 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1144,41298,2,2,30,1960,47.37,POINT (9100368.372350115 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1143,41299,2,2,30,1960,46.46,POINT (9156028.117746752 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1142,41300,2,2,30,1960,46.1,POINT (9211687.863143386 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1141,41301,2,2,30,1960,43.57,POINT (9267347.608540025 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1140,41302,2,2,30,1960,40.31,POINT (9323007.353936663 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-113f,41303,2,2,30,1960,39.25,POINT (9378667.099333297 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-113e,41304,2,2,30,1960,37.97,POINT (9434326.844729934 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-113d,41305,2,2,30,1960,36.73,POINT (9489986.590126572 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-113c,41306,2,2,30,1960,28.57,POINT (9545646.335523209 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-113b,41307,2,2,30,1960,22.18,POINT (9601306.080919845 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-113a,41308,2,2,30,1960,17.3,POINT (9656965.826316481 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1139,41309,2,2,30,1960,14.16,POINT (9712625.57171312 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1138,41310,2,2,30,1960,12.07,POINT (9768285.317109756 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1137,40335,2,2,30,1960,43.25,POINT (8933389.136160204 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1136,40336,2,2,30,1960,39.88,POINT (8989048.88155684 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1135,40337,2,2,30,1960,38.61,POINT (9044708.626953477 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1134,40338,2,2,30,1960,39.61,POINT (9100368.372350115 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1133,40339,2,2,30,1960,37.48,POINT (9156028.117746752 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1132,40340,2,2,30,1960,36.4,POINT (9211687.863143386 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1131,40341,2,2,30,1960,35.33,POINT (9267347.608540025 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1130,40342,2,2,30,1960,34.26,POINT (9323007.353936663 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-112f,40343,2,2,30,1960,33.1,POINT (9378667.099333297 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-112e,40344,2,2,30,1960,31.86,POINT (9434326.844729934 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-112d,40345,2,2,30,1960,30.63,POINT (9489986.590126572 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-112c,40346,2,2,30,1960,23.71,POINT (9545646.335523209 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-112b,40347,2,2,30,1960,18.54,POINT (9601306.080919845 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-112a,40348,2,2,30,1960,15.56,POINT (9656965.826316481 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1129,40349,2,2,30,1960,12.59,POINT (9712625.57171312 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_-1128,40350,2,2,30,1960,10.31,POINT (9768285.317109756 3535725.659799159)
