Number of Days with Rainfall > 20mm - (Days), Year, Model, Statistics, ISO3
0.01831, 2080-2099, access1_0, Jan Anomaly, NPL
-0.0818, 2080-2099, access1_0, Feb Anomaly, NPL
-0.0899, 2080-2099, access1_0, Mar Anomaly, NPL
0.12817, 2080-2099, access1_0, Apr Anomaly, NPL
0.63962, 2080-2099, access1_0, May Anomaly, NPL
0.90932, 2080-2099, access1_0, Jun Anomaly, NPL
3.53398, 2080-2099, access1_0, Jul Anomaly, NPL
1.85417, 2080-2099, access1_0, Aug Anomaly, NPL
0.85943, 2080-2099, access1_0, Sep Anomaly, NPL
-0.081, 2080-2099, access1_0, Oct Anomaly, NPL
-0.0478, 2080-2099, access1_0, Nov Anomaly, NPL
-0.0242, 2080-2099, access1_0, Dec Anomaly, NPL
-0.1508, 2080-2099, access1_3, Jan Anomaly, NPL
-0.2438, 2080-2099, access1_3, Feb Anomaly, NPL
-0.2625, 2080-2099, access1_3, Mar Anomaly, NPL
0.21902, 2080-2099, access1_3, Apr Anomaly, NPL
0.19116, 2080-2099, access1_3, May Anomaly, NPL
2.58901, 2080-2099, access1_3, Jun Anomaly, NPL
7.29088, 2080-2099, access1_3, Jul Anomaly, NPL
5.18244, 2080-2099, access1_3, Aug Anomaly, NPL
1.73488, 2080-2099, access1_3, Sep Anomaly, NPL
0.03815, 2080-2099, access1_3, Oct Anomaly, NPL
0.03637, 2080-2099, access1_3, Nov Anomaly, NPL
-0.0963, 2080-2099, access1_3, Dec Anomaly, NPL
0.0352, 2080-2099, bcc_csm1_1_m, Jan Anomaly, NPL
0.15922, 2080-2099, bcc_csm1_1_m, Feb Anomaly, NPL
-0.1578, 2080-2099, bcc_csm1_1_m, Mar Anomaly, NPL
-0.2045, 2080-2099, bcc_csm1_1_m, Apr Anomaly, NPL
0.48035, 2080-2099, bcc_csm1_1_m, May Anomaly, NPL
-0.1376, 2080-2099, bcc_csm1_1_m, Jun Anomaly, NPL
0.2488, 2080-2099, bcc_csm1_1_m, Jul Anomaly, NPL
0.43285, 2080-2099, bcc_csm1_1_m, Aug Anomaly, NPL
0.60207, 2080-2099, bcc_csm1_1_m, Sep Anomaly, NPL
-0.0598, 2080-2099, bcc_csm1_1_m, Oct Anomaly, NPL
0.10361, 2080-2099, bcc_csm1_1_m, Nov Anomaly, NPL
-0.5398, 2080-2099, bcc_csm1_1_m, Dec Anomaly, NPL
0.3365, 2080-2099, bcc_csm1_1, Jan Anomaly, NPL
0.47724, 2080-2099, bcc_csm1_1, Feb Anomaly, NPL
0.06303, 2080-2099, bcc_csm1_1, Mar Anomaly, NPL
0.10672, 2080-2099, bcc_csm1_1, Apr Anomaly, NPL
0.20579, 2080-2099, bcc_csm1_1, May Anomaly, NPL
0.37548, 2080-2099, bcc_csm1_1, Jun Anomaly, NPL
2.03986, 2080-2099, bcc_csm1_1, Jul Anomaly, NPL
1.43921, 2080-2099, bcc_csm1_1, Aug Anomaly, NPL
0.59121, 2080-2099, bcc_csm1_1, Sep Anomaly, NPL
-0.2399, 2080-2099, bcc_csm1_1, Oct Anomaly, NPL
0.10861, 2080-2099, bcc_csm1_1, Nov Anomaly, NPL
0.81404, 2080-2099, bcc_csm1_1, Dec Anomaly, NPL
-0.2389, 2080-2099, bnu_esm, Jan Anomaly, NPL
-0.1425, 2080-2099, bnu_esm, Feb Anomaly, NPL
0.00189, 2080-2099, bnu_esm, Mar Anomaly, NPL
-0.0859, 2080-2099, bnu_esm, Apr Anomaly, NPL
0.14562, 2080-2099, bnu_esm, May Anomaly, NPL
0.14754, 2080-2099, bnu_esm, Jun Anomaly, NPL
3.02329, 2080-2099, bnu_esm, Jul Anomaly, NPL
2.98692, 2080-2099, bnu_esm, Aug Anomaly, NPL
2.6669, 2080-2099, bnu_esm, Sep Anomaly, NPL
0.06296, 2080-2099, bnu_esm, Oct Anomaly, NPL
-0.0961, 2080-2099, bnu_esm, Nov Anomaly, NPL
-0.1513, 2080-2099, bnu_esm, Dec Anomaly, NPL
-0.0694, 2080-2099, canesm2, Jan Anomaly, NPL
-0.0615, 2080-2099, canesm2, Feb Anomaly, NPL
0.12361, 2080-2099, canesm2, Mar Anomaly, NPL
0.18567, 2080-2099, canesm2, Apr Anomaly, NPL
0.07777, 2080-2099, canesm2, May Anomaly, NPL
0.10429, 2080-2099, canesm2, Jun Anomaly, NPL
2.09848, 2080-2099, canesm2, Jul Anomaly, NPL
2.05307, 2080-2099, canesm2, Aug Anomaly, NPL
0.58813, 2080-2099, canesm2, Sep Anomaly, NPL
0.26974, 2080-2099, canesm2, Oct Anomaly, NPL
-0.0902, 2080-2099, canesm2, Nov Anomaly, NPL
0.00453, 2080-2099, canesm2, Dec Anomaly, NPL
0.44592, 2080-2099, ccsm4, Jan Anomaly, NPL
-0.2023, 2080-2099, ccsm4, Feb Anomaly, NPL
-0.2419, 2080-2099, ccsm4, Mar Anomaly, NPL
-0.0512, 2080-2099, ccsm4, Apr Anomaly, NPL
0.07451, 2080-2099, ccsm4, May Anomaly, NPL
-0.8614, 2080-2099, ccsm4, Jun Anomaly, NPL
1.64059, 2080-2099, ccsm4, Jul Anomaly, NPL
2.49264, 2080-2099, ccsm4, Aug Anomaly, NPL
0.96455, 2080-2099, ccsm4, Sep Anomaly, NPL
0.21815, 2080-2099, ccsm4, Oct Anomaly, NPL
-0.2005, 2080-2099, ccsm4, Nov Anomaly, NPL
-0.6922, 2080-2099, ccsm4, Dec Anomaly, NPL
-0.0923, 2080-2099, cesm1_bgc, Jan Anomaly, NPL
-0.2099, 2080-2099, cesm1_bgc, Feb Anomaly, NPL
-0.0535, 2080-2099, cesm1_bgc, Mar Anomaly, NPL
0.07484, 2080-2099, cesm1_bgc, Apr Anomaly, NPL
0.02979, 2080-2099, cesm1_bgc, May Anomaly, NPL
-1.1071, 2080-2099, cesm1_bgc, Jun Anomaly, NPL
1.26285, 2080-2099, cesm1_bgc, Jul Anomaly, NPL
2.80235, 2080-2099, cesm1_bgc, Aug Anomaly, NPL
1.41729, 2080-2099, cesm1_bgc, Sep Anomaly, NPL
1.31727, 2080-2099, cesm1_bgc, Oct Anomaly, NPL
-0.081, 2080-2099, cesm1_bgc, Nov Anomaly, NPL
-0.4809, 2080-2099, cesm1_bgc, Dec Anomaly, NPL
-0.3032, 2080-2099, cesm1_cam5, Jan Anomaly, NPL
-0.0499, 2080-2099, cesm1_cam5, Feb Anomaly, NPL
0.02989, 2080-2099, cesm1_cam5, Mar Anomaly, NPL
0.06914, 2080-2099, cesm1_cam5, Apr Anomaly, NPL
-0.4198, 2080-2099, cesm1_cam5, May Anomaly, NPL
-0.6087, 2080-2099, cesm1_cam5, Jun Anomaly, NPL
2.16742, 2080-2099, cesm1_cam5, Jul Anomaly, NPL
3.40334, 2080-2099, cesm1_cam5, Aug Anomaly, NPL
2.44355, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
0.88309, 2080-2099, cesm1_cam5, Oct Anomaly, NPL
0.23798, 2080-2099, cesm1_cam5, Nov Anomaly, NPL
-0.0389, 2080-2099, cesm1_cam5, Dec Anomaly, NPL
0.15064, 2080-2099, cmcc_cesm, Jan Anomaly, NPL
0.08982, 2080-2099, cmcc_cesm, Feb Anomaly, NPL
-0.0362, 2080-2099, cmcc_cesm, Mar Anomaly, NPL
-0.0767, 2080-2099, cmcc_cesm, Apr Anomaly, NPL
-0.06, 2080-2099, cmcc_cesm, May Anomaly, NPL
-0.3164, 2080-2099, cmcc_cesm, Jun Anomaly, NPL
0.16727, 2080-2099, cmcc_cesm, Jul Anomaly, NPL
0.2437, 2080-2099, cmcc_cesm, Aug Anomaly, NPL
0.07307, 2080-2099, cmcc_cesm, Sep Anomaly, NPL
0.04492, 2080-2099, cmcc_cesm, Oct Anomaly, NPL
