Number of Days with Rainfall > 20mm - (Days), Year, Model, Statistics, ISO3
0.05076, 2060-2079, cmcc_cms, Sep Anomaly, NPL
-0.169, 2060-2079, cmcc_cms, Oct Anomaly, NPL
-0.1075, 2060-2079, cmcc_cms, Nov Anomaly, NPL
-0.3566, 2060-2079, cmcc_cms, Dec Anomaly, NPL
-0.229, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
0.21025, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
-0.246, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
0.06069, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
0.16313, 2060-2079, cnrm_cm5, May Anomaly, NPL
0.21777, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
0.57861, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
1.48226, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
0.00258, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
0.24918, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
-0.1988, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
0.06252, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
-0.0385, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
-0.3332, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
-0.0747, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
0.00236, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
-2.0E-4, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
-0.0668, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
-0.2326, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
0.37419, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
0.85136, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
0.17662, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
0.22216, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
-0.0666, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
0.08497, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
0.30159, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
0.17012, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
0.0237, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
-0.045, 2060-2079, gfdl_cm3, May Anomaly, NPL
0.45944, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
1.74145, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
2.9957, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
0.28639, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
-0.5284, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
-0.2454, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
-0.4411, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
0.14773, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
0.0258, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
-0.0061, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
0.14186, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
0.07898, 2060-2079, gfdl_esm2g, May Anomaly, NPL
-0.4693, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
0.23581, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
2.9901, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
0.30504, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
0.032, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
0.18625, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
0.04394, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
-0.2137, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
-0.0052, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
0.10493, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
0.04665, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
0.08644, 2060-2079, gfdl_esm2m, May Anomaly, NPL
1.65985, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
0.47549, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
0.42607, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
0.71788, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
0.30419, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
-0.0731, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
0.18271, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
0.12572, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
-0.2186, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
0.04184, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
0.2569, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
0.85558, 2060-2079, hadgem2_ao, May Anomaly, NPL
1.90315, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
1.57501, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
1.53803, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
1.06426, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
-0.0349, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
-0.1345, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
-0.0151, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
0.18697, 2060-2079, hadgem2_cc, Jan Anomaly, NPL
0.02151, 2060-2079, hadgem2_cc, Feb Anomaly, NPL
0.14844, 2060-2079, hadgem2_cc, Mar Anomaly, NPL
-0.0921, 2060-2079, hadgem2_cc, Apr Anomaly, NPL
0.73059, 2060-2079, hadgem2_cc, May Anomaly, NPL
1.0117, 2060-2079, hadgem2_cc, Jun Anomaly, NPL
1.80314, 2060-2079, hadgem2_cc, Jul Anomaly, NPL
0.29282, 2060-2079, hadgem2_cc, Aug Anomaly, NPL
0.68025, 2060-2079, hadgem2_cc, Sep Anomaly, NPL
-0.0439, 2060-2079, hadgem2_cc, Oct Anomaly, NPL
-0.1165, 2060-2079, hadgem2_cc, Nov Anomaly, NPL
-0.0055, 2060-2079, hadgem2_cc, Dec Anomaly, NPL
0.03157, 2060-2079, hadgem2_es, Jan Anomaly, NPL
-0.022, 2060-2079, hadgem2_es, Feb Anomaly, NPL
0.02195, 2060-2079, hadgem2_es, Mar Anomaly, NPL
-0.0723, 2060-2079, hadgem2_es, Apr Anomaly, NPL
0.15132, 2060-2079, hadgem2_es, May Anomaly, NPL
0.20437, 2060-2079, hadgem2_es, Jun Anomaly, NPL
0.51678, 2060-2079, hadgem2_es, Jul Anomaly, NPL
0.8225, 2060-2079, hadgem2_es, Aug Anomaly, NPL
0.72096, 2060-2079, hadgem2_es, Sep Anomaly, NPL
0.14873, 2060-2079, hadgem2_es, Oct Anomaly, NPL
0.03065, 2060-2079, hadgem2_es, Nov Anomaly, NPL
0.08293, 2060-2079, hadgem2_es, Dec Anomaly, NPL
0.01966, 2060-2079, inmcm4, Jan Anomaly, NPL
-0.0064, 2060-2079, inmcm4, Feb Anomaly, NPL
0.0941, 2060-2079, inmcm4, Mar Anomaly, NPL
0.03719, 2060-2079, inmcm4, Apr Anomaly, NPL
0.15979, 2060-2079, inmcm4, May Anomaly, NPL
0.59818, 2060-2079, inmcm4, Jun Anomaly, NPL
1.1751, 2060-2079, inmcm4, Jul Anomaly, NPL
0.729, 2060-2079, inmcm4, Aug Anomaly, NPL
0.09914, 2060-2079, inmcm4, Sep Anomaly, NPL
-0.0232, 2060-2079, inmcm4, Oct Anomaly, NPL
-0.5279, 2060-2079, inmcm4, Nov Anomaly, NPL
0.1417, 2060-2079, inmcm4, Dec Anomaly, NPL
-0.5799, 2060-2079, ipsl_cm5a_lr, Jan Anomaly, NPL
-0.3977, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
-0.1527, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
-0.2871, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
-3.0E-4, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
0.35996, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
1.85529, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
2.67078, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
2.48566, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
-0.3797, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
-0.0557, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
-0.5039, 2060-2079, ipsl_cm5a_lr, Dec Anomaly, NPL
0.08589, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, NPL
-0.1963, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
-0.1819, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
-0.2097, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
0.2177, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
1.31124, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
0.43084, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
1.74435, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
1.28438, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
0.0888, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
-0.2272, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
-0.0572, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, NPL
-0.3983, 2060-2079, ipsl_cm5b_lr, Jan Anomaly, NPL
-0.3988, 2060-2079, ipsl_cm5b_lr, Feb Anomaly, NPL
-0.4048, 2060-2079, ipsl_cm5b_lr, Mar Anomaly, NPL
-0.2612, 2060-2079, ipsl_cm5b_lr, Apr Anomaly, NPL
0.24598, 2060-2079, ipsl_cm5b_lr, May Anomaly, NPL
0.24326, 2060-2079, ipsl_cm5b_lr, Jun Anomaly, NPL
-0.025, 2060-2079, ipsl_cm5b_lr, Jul Anomaly, NPL
0.62509, 2060-2079, ipsl_cm5b_lr, Aug Anomaly, NPL
0.91839, 2060-2079, ipsl_cm5b_lr, Sep Anomaly, NPL
0.08528, 2060-2079, ipsl_cm5b_lr, Oct Anomaly, NPL
-0.6396, 2060-2079, ipsl_cm5b_lr, Nov Anomaly, NPL
0.15435, 2060-2079, ipsl_cm5b_lr, Dec Anomaly, NPL
-0.0485, 2060-2079, miroc5, Jan Anomaly, NPL
0.09034, 2060-2079, miroc5, Feb Anomaly, NPL
-0.0531, 2060-2079, miroc5, Mar Anomaly, NPL
0.55166, 2060-2079, miroc5, Apr Anomaly, NPL
1.0795, 2060-2079, miroc5, May Anomaly, NPL
1.65975, 2060-2079, miroc5, Jun Anomaly, NPL
-1.6646, 2060-2079, miroc5, Jul Anomaly, NPL
0.60202, 2060-2079, miroc5, Aug Anomaly, NPL
0.74587, 2060-2079, miroc5, Sep Anomaly, NPL
-0.0196, 2060-2079, miroc5, Oct Anomaly, NPL
0.04638, 2060-2079, miroc5, Nov Anomaly, NPL
0.18963, 2060-2079, miroc5, Dec Anomaly, NPL
-0.2795, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
-0.113, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
-0.3027, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
-0.2031, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
0.23724, 2060-2079, miroc_esm_chem, May Anomaly, NPL
1.18016, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
0.87125, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
1.50601, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
0.67252, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
-0.3221, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
-0.4758, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
-0.0694, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
-0.0367, 2060-2079, miroc_esm, Jan Anomaly, NPL
-0.3598, 2060-2079, miroc_esm, Feb Anomaly, NPL
-0.1399, 2060-2079, miroc_esm, Mar Anomaly, NPL
0.20236, 2060-2079, miroc_esm, Apr Anomaly, NPL
-0.3768, 2060-2079, miroc_esm, May Anomaly, NPL
1.5095, 2060-2079, miroc_esm, Jun Anomaly, NPL
1.93358, 2060-2079, miroc_esm, Jul Anomaly, NPL
0.80506, 2060-2079, miroc_esm, Aug Anomaly, NPL
0.66779, 2060-2079, miroc_esm, Sep Anomaly, NPL
-0.673, 2060-2079, miroc_esm, Oct Anomaly, NPL
-0.7583, 2060-2079, miroc_esm, Nov Anomaly, NPL
0.13152, 2060-2079, miroc_esm, Dec Anomaly, NPL
0.10683, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
-0.2396, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
-0.2253, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
-0.1896, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
-0.2234, 2060-2079, mpi_esm_lr, May Anomaly, NPL
0.11142, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
-0.581, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
0.89039, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
0.67954, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
0.37384, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
-0.2137, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
-0.1842, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
-0.0267, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
-0.4056, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
-0.3248, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
-0.0573, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
-0.3061, 2060-2079, mpi_esm_mr, May Anomaly, NPL
-1.8525, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
-1.6239, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
-0.2041, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
0.54951, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
0.81756, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
0.23592, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
0.25707, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
0.28468, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
0.24262, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
-0.0872, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
0.05487, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
0.08239, 2060-2079, mri_cgcm3, May Anomaly, NPL
0.43833, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
0.97059, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
-0.1426, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
0.33503, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
-0.1264, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
-0.1268, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
-0.0905, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
-0.0256, 2060-2079, mri_esm1, Jan Anomaly, NPL
-0.2169, 2060-2079, mri_esm1, Feb Anomaly, NPL
0.08138, 2060-2079, mri_esm1, Mar Anomaly, NPL
0.01257, 2060-2079, mri_esm1, Apr Anomaly, NPL
-0.0053, 2060-2079, mri_esm1, May Anomaly, NPL
0.35261, 2060-2079, mri_esm1, Jun Anomaly, NPL
1.07879, 2060-2079, mri_esm1, Jul Anomaly, NPL
0.96065, 2060-2079, mri_esm1, Aug Anomaly, NPL
0.31189, 2060-2079, mri_esm1, Sep Anomaly, NPL
-0.022, 2060-2079, mri_esm1, Oct Anomaly, NPL
-0.0447, 2060-2079, mri_esm1, Nov Anomaly, NPL
0.27164, 2060-2079, mri_esm1, Dec Anomaly, NPL
0.23547, 2060-2079, noresm1_m, Jan Anomaly, NPL
-0.2508, 2060-2079, noresm1_m, Feb Anomaly, NPL
-0.22, 2060-2079, noresm1_m, Mar Anomaly, NPL
-0.0169, 2060-2079, noresm1_m, Apr Anomaly, NPL
0.14244, 2060-2079, noresm1_m, May Anomaly, NPL
-0.5223, 2060-2079, noresm1_m, Jun Anomaly, NPL
1.96452, 2060-2079, noresm1_m, Jul Anomaly, NPL
0.92971, 2060-2079, noresm1_m, Aug Anomaly, NPL
1.06427, 2060-2079, noresm1_m, Sep Anomaly, NPL
0.93784, 2060-2079, noresm1_m, Oct Anomaly, NPL
-0.8228, 2060-2079, noresm1_m, Nov Anomaly, NPL
-0.1886, 2060-2079, noresm1_m, Dec Anomaly, NPL
-0.3267, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-0.3142, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
-0.2923, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.1194, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.1902, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-1.5972, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-3.9091, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-3.1417, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.961, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.6416, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.48, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
-0.3438, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
-0.0018, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.0555, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.0782, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
0.02142, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
0.12343, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
0.45946, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
1.1111, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
1.01677, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
0.87856, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
0.09854, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.1101, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
