Number of Days with Rainfall > 20mm - (Days), Year, Model, Statistics, ISO3
-0.2677, 2020-2039, bcc_csm1_1_m, Jan Anomaly, NPL
-0.2229, 2020-2039, bcc_csm1_1_m, Feb Anomaly, NPL
0.04552, 2020-2039, bcc_csm1_1_m, Mar Anomaly, NPL
-0.149, 2020-2039, bcc_csm1_1_m, Apr Anomaly, NPL
0.08995, 2020-2039, bcc_csm1_1_m, May Anomaly, NPL
-0.247, 2020-2039, bcc_csm1_1_m, Jun Anomaly, NPL
0.5866, 2020-2039, bcc_csm1_1_m, Jul Anomaly, NPL
-0.5747, 2020-2039, bcc_csm1_1_m, Aug Anomaly, NPL
0.05574, 2020-2039, bcc_csm1_1_m, Sep Anomaly, NPL
-0.038, 2020-2039, bcc_csm1_1_m, Oct Anomaly, NPL
0.12286, 2020-2039, bcc_csm1_1_m, Nov Anomaly, NPL
-0.3259, 2020-2039, bcc_csm1_1_m, Dec Anomaly, NPL
0.30981, 2020-2039, bcc_csm1_1, Jan Anomaly, NPL
0.19633, 2020-2039, bcc_csm1_1, Feb Anomaly, NPL
0.11714, 2020-2039, bcc_csm1_1, Mar Anomaly, NPL
0.08864, 2020-2039, bcc_csm1_1, Apr Anomaly, NPL
0.05706, 2020-2039, bcc_csm1_1, May Anomaly, NPL
0.35514, 2020-2039, bcc_csm1_1, Jun Anomaly, NPL
-0.5898, 2020-2039, bcc_csm1_1, Jul Anomaly, NPL
0.46598, 2020-2039, bcc_csm1_1, Aug Anomaly, NPL
0.20322, 2020-2039, bcc_csm1_1, Sep Anomaly, NPL
-0.3473, 2020-2039, bcc_csm1_1, Oct Anomaly, NPL
0.47662, 2020-2039, bcc_csm1_1, Nov Anomaly, NPL
0.10116, 2020-2039, bcc_csm1_1, Dec Anomaly, NPL
0.38936, 2020-2039, ccsm4, Jan Anomaly, NPL
-0.174, 2020-2039, ccsm4, Feb Anomaly, NPL
-0.3913, 2020-2039, ccsm4, Mar Anomaly, NPL
0.03168, 2020-2039, ccsm4, Apr Anomaly, NPL
0.29203, 2020-2039, ccsm4, May Anomaly, NPL
-0.6046, 2020-2039, ccsm4, Jun Anomaly, NPL
-0.183, 2020-2039, ccsm4, Jul Anomaly, NPL
1.84369, 2020-2039, ccsm4, Aug Anomaly, NPL
0.33722, 2020-2039, ccsm4, Sep Anomaly, NPL
0.0592, 2020-2039, ccsm4, Oct Anomaly, NPL
-0.3374, 2020-2039, ccsm4, Nov Anomaly, NPL
-0.704, 2020-2039, ccsm4, Dec Anomaly, NPL
-0.2825, 2020-2039, cesm1_cam5, Jan Anomaly, NPL
0.25637, 2020-2039, cesm1_cam5, Feb Anomaly, NPL
-0.0186, 2020-2039, cesm1_cam5, Mar Anomaly, NPL
-0.1136, 2020-2039, cesm1_cam5, Apr Anomaly, NPL
-0.105, 2020-2039, cesm1_cam5, May Anomaly, NPL
-0.6779, 2020-2039, cesm1_cam5, Jun Anomaly, NPL
0.67547, 2020-2039, cesm1_cam5, Jul Anomaly, NPL
1.24918, 2020-2039, cesm1_cam5, Aug Anomaly, NPL
0.3838, 2020-2039, cesm1_cam5, Sep Anomaly, NPL
1.0215, 2020-2039, cesm1_cam5, Oct Anomaly, NPL
0.10904, 2020-2039, cesm1_cam5, Nov Anomaly, NPL
-0.0521, 2020-2039, cesm1_cam5, Dec Anomaly, NPL
0.25946, 2020-2039, csiro_mk3_6_0, Jan Anomaly, NPL
-0.1878, 2020-2039, csiro_mk3_6_0, Feb Anomaly, NPL
0.00544, 2020-2039, csiro_mk3_6_0, Mar Anomaly, NPL
-0.0095, 2020-2039, csiro_mk3_6_0, Apr Anomaly, NPL
0.01231, 2020-2039, csiro_mk3_6_0, May Anomaly, NPL
-0.1526, 2020-2039, csiro_mk3_6_0, Jun Anomaly, NPL
