Number of Days with Rainfall > 20mm - (Days), Year, Model, Statistics, ISO3
0.25258, 2040-2059, ccsm4, Oct Anomaly, NPL
0.01023, 2040-2059, ccsm4, Nov Anomaly, NPL
-1.0732, 2040-2059, ccsm4, Dec Anomaly, NPL
-0.0642, 2040-2059, cesm1_cam5, Jan Anomaly, NPL
0.15636, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
0.15204, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
0.14317, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
-0.1103, 2040-2059, cesm1_cam5, May Anomaly, NPL
0.62802, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
0.70579, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
0.96302, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
0.04114, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
1.03103, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
0.23022, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
0.11996, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
-0.1568, 2040-2059, cnrm_cm5, Jan Anomaly, NPL
-0.1181, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
-0.2518, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
0.04483, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
0.05351, 2040-2059, cnrm_cm5, May Anomaly, NPL
0.60515, 2040-2059, cnrm_cm5, Jun Anomaly, NPL
-1.332, 2040-2059, cnrm_cm5, Jul Anomaly, NPL
0.71961, 2040-2059, cnrm_cm5, Aug Anomaly, NPL
0.11069, 2040-2059, cnrm_cm5, Sep Anomaly, NPL
0.28128, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
-0.0478, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
-0.0506, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
-0.0147, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
-0.3076, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
0.00107, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
-0.0034, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
0.01395, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
-0.101, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
-0.2854, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
0.15994, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
0.4355, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
-0.0569, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
0.11816, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
-0.1185, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
0.25003, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
0.42799, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
0.04023, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
-0.0477, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
-0.144, 2040-2059, gfdl_cm3, May Anomaly, NPL
0.01086, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
0.62789, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
1.16842, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
-0.2787, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
-0.2063, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
0.25544, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
-0.5439, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
0.04327, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
-0.0023, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
0.08939, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
0.16774, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
0.31816, 2040-2059, gfdl_esm2g, May Anomaly, NPL
-0.1352, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
0.69176, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
1.14179, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
-0.638, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
-0.1352, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
0.44413, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
0.17624, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
-0.1633, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
0.10619, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
0.19325, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
-0.0825, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
0.12398, 2040-2059, gfdl_esm2m, May Anomaly, NPL
-0.6992, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
-0.2493, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
1.13679, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
0.64914, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
0.14022, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
-0.1431, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
0.03847, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
0.13212, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
0.06625, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
0.30155, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
0.16714, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
0.33406, 2040-2059, hadgem2_ao, May Anomaly, NPL
1.10118, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
1.09012, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
1.91959, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
0.80029, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
-0.0944, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
-0.0853, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
0.03578, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
0.25278, 2040-2059, hadgem2_es, Jan Anomaly, NPL
0.00567, 2040-2059, hadgem2_es, Feb Anomaly, NPL
-0.0185, 2040-2059, hadgem2_es, Mar Anomaly, NPL
0.02886, 2040-2059, hadgem2_es, Apr Anomaly, NPL
0.01406, 2040-2059, hadgem2_es, May Anomaly, NPL
-0.7511, 2040-2059, hadgem2_es, Jun Anomaly, NPL
-1.0541, 2040-2059, hadgem2_es, Jul Anomaly, NPL
-0.1409, 2040-2059, hadgem2_es, Aug Anomaly, NPL
0.06192, 2040-2059, hadgem2_es, Sep Anomaly, NPL
-0.006, 2040-2059, hadgem2_es, Oct Anomaly, NPL
0.06125, 2040-2059, hadgem2_es, Nov Anomaly, NPL
0.04246, 2040-2059, hadgem2_es, Dec Anomaly, NPL
-0.3715, 2040-2059, ipsl_cm5a_lr, Jan Anomaly, NPL
-0.3834, 2040-2059, ipsl_cm5a_lr, Feb Anomaly, NPL
-0.3262, 2040-2059, ipsl_cm5a_lr, Mar Anomaly, NPL
0.27396, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
-0.0603, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
0.01421, 2040-2059, ipsl_cm5a_lr, Jun Anomaly, NPL
0.0572, 2040-2059, ipsl_cm5a_lr, Jul Anomaly, NPL
1.77322, 2040-2059, ipsl_cm5a_lr, Aug Anomaly, NPL
0.96925, 2040-2059, ipsl_cm5a_lr, Sep Anomaly, NPL
-0.3096, 2040-2059, ipsl_cm5a_lr, Oct Anomaly, NPL
0.42581, 2040-2059, ipsl_cm5a_lr, Nov Anomaly, NPL
0.07449, 2040-2059, ipsl_cm5a_lr, Dec Anomaly, NPL
-0.2789, 2040-2059, ipsl_cm5a_mr, Jan Anomaly, NPL
-0.3469, 2040-2059, ipsl_cm5a_mr, Feb Anomaly, NPL
-0.0089, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, NPL
-0.0818, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
0.07155, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
0.35147, 2040-2059, ipsl_cm5a_mr, Jun Anomaly, NPL
0.37269, 2040-2059, ipsl_cm5a_mr, Jul Anomaly, NPL
0.90504, 2040-2059, ipsl_cm5a_mr, Aug Anomaly, NPL
0.06118, 2040-2059, ipsl_cm5a_mr, Sep Anomaly, NPL
0.30727, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
0.33656, 2040-2059, ipsl_cm5a_mr, Nov Anomaly, NPL
-0.1783, 2040-2059, ipsl_cm5a_mr, Dec Anomaly, NPL
-0.2508, 2040-2059, miroc5, Jan Anomaly, NPL
0.1021, 2040-2059, miroc5, Feb Anomaly, NPL
0.07138, 2040-2059, miroc5, Mar Anomaly, NPL
0.03806, 2040-2059, miroc5, Apr Anomaly, NPL
0.49009, 2040-2059, miroc5, May Anomaly, NPL
0.2252, 2040-2059, miroc5, Jun Anomaly, NPL
-0.9606, 2040-2059, miroc5, Jul Anomaly, NPL
0.26127, 2040-2059, miroc5, Aug Anomaly, NPL
-0.0322, 2040-2059, miroc5, Sep Anomaly, NPL
-0.0876, 2040-2059, miroc5, Oct Anomaly, NPL
0.10844, 2040-2059, miroc5, Nov Anomaly, NPL
0.03717, 2040-2059, miroc5, Dec Anomaly, NPL
0.0988, 2040-2059, miroc_esm_chem, Jan Anomaly, NPL
-0.0757, 2040-2059, miroc_esm_chem, Feb Anomaly, NPL
-0.1633, 2040-2059, miroc_esm_chem, Mar Anomaly, NPL
-0.0161, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
-1.0E-4, 2040-2059, miroc_esm_chem, May Anomaly, NPL
0.44057, 2040-2059, miroc_esm_chem, Jun Anomaly, NPL
1.1814, 2040-2059, miroc_esm_chem, Jul Anomaly, NPL
0.5366, 2040-2059, miroc_esm_chem, Aug Anomaly, NPL
-0.2128, 2040-2059, miroc_esm_chem, Sep Anomaly, NPL
0.0356, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
-0.7161, 2040-2059, miroc_esm_chem, Nov Anomaly, NPL
0.20205, 2040-2059, miroc_esm_chem, Dec Anomaly, NPL
0.27865, 2040-2059, miroc_esm, Jan Anomaly, NPL
-0.2092, 2040-2059, miroc_esm, Feb Anomaly, NPL
-0.1874, 2040-2059, miroc_esm, Mar Anomaly, NPL
0.25692, 2040-2059, miroc_esm, Apr Anomaly, NPL
0.06978, 2040-2059, miroc_esm, May Anomaly, NPL
0.42705, 2040-2059, miroc_esm, Jun Anomaly, NPL
0.67349, 2040-2059, miroc_esm, Jul Anomaly, NPL
0.08596, 2040-2059, miroc_esm, Aug Anomaly, NPL
0.37374, 2040-2059, miroc_esm, Sep Anomaly, NPL
0.10897, 2040-2059, miroc_esm, Oct Anomaly, NPL
-0.3567, 2040-2059, miroc_esm, Nov Anomaly, NPL
0.22634, 2040-2059, miroc_esm, Dec Anomaly, NPL
-0.2084, 2040-2059, mpi_esm_lr, Jan Anomaly, NPL
-0.1871, 2040-2059, mpi_esm_lr, Feb Anomaly, NPL
0.19137, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
-0.1365, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
-0.1479, 2040-2059, mpi_esm_lr, May Anomaly, NPL
0.67577, 2040-2059, mpi_esm_lr, Jun Anomaly, NPL
-0.3975, 2040-2059, mpi_esm_lr, Jul Anomaly, NPL
-0.7079, 2040-2059, mpi_esm_lr, Aug Anomaly, NPL
0.49235, 2040-2059, mpi_esm_lr, Sep Anomaly, NPL
0.23327, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
-0.5086, 2040-2059, mpi_esm_lr, Nov Anomaly, NPL
-0.0943, 2040-2059, mpi_esm_lr, Dec Anomaly, NPL
0.03959, 2040-2059, mpi_esm_mr, Jan Anomaly, NPL
-0.2086, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
-0.1023, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
-0.0134, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
-0.2592, 2040-2059, mpi_esm_mr, May Anomaly, NPL
-0.5334, 2040-2059, mpi_esm_mr, Jun Anomaly, NPL
-0.821, 2040-2059, mpi_esm_mr, Jul Anomaly, NPL
-0.7193, 2040-2059, mpi_esm_mr, Aug Anomaly, NPL
0.52661, 2040-2059, mpi_esm_mr, Sep Anomaly, NPL
0.24036, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
0.26182, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
0.24653, 2040-2059, mpi_esm_mr, Dec Anomaly, NPL
0.30576, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
0.12388, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
0.05803, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
0.00571, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
0.005, 2040-2059, mri_cgcm3, May Anomaly, NPL
-0.0308, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
0.19746, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
-0.1619, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
-0.0061, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
-0.0135, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
-0.2635, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
0.07637, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
0.16879, 2040-2059, noresm1_m, Jan Anomaly, NPL
0.71825, 2040-2059, noresm1_m, Feb Anomaly, NPL
-0.0233, 2040-2059, noresm1_m, Mar Anomaly, NPL
0.03836, 2040-2059, noresm1_m, Apr Anomaly, NPL
0.15867, 2040-2059, noresm1_m, May Anomaly, NPL
1.11552, 2040-2059, noresm1_m, Jun Anomaly, NPL
1.7548, 2040-2059, noresm1_m, Jul Anomaly, NPL
0.39151, 2040-2059, noresm1_m, Aug Anomaly, NPL
-0.1552, 2040-2059, noresm1_m, Sep Anomaly, NPL
0.38182, 2040-2059, noresm1_m, Oct Anomaly, NPL
-0.1104, 2040-2059, noresm1_m, Nov Anomaly, NPL
-0.1671, 2040-2059, noresm1_m, Dec Anomaly, NPL
-0.3232, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
-0.3048, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
-0.2671, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.1233, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.1789, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-1.7897, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-4.1864, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-3.1393, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-1.0428, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.6365, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.4227, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-0.3568, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
0.02859, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.0515, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.0452, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
0.04453, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
0.05595, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
0.00921, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
0.10678, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
0.54612, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
0.6122, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
0.30021, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.0328, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
0.00246, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
0.61894, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
0.56436, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
0.38785, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
0.44825, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
1.75864, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
5.4526, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
9.53884, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
9.12832, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
5.91384, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
1.49416, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
0.7325, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
0.55804, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
-1.4183, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
2.34229, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
3.88322, 2040-2059, bnu_esm, Annual Anomaly, NPL
2.78745, 2040-2059, canesm2, Annual Anomaly, NPL
0.6916, 2040-2059, ccsm4, Annual Anomaly, NPL
3.99621, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
-0.1418, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
-0.1591, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
1.55993, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
2.16169, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
1.05038, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
5.49991, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
-1.4201, 2040-2059, hadgem2_es, Annual Anomaly, NPL
2.13699, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
1.5108, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
0.00244, 2040-2059, miroc5, Annual Anomaly, NPL
1.30852, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
1.75102, 2040-2059, miroc_esm, Annual Anomaly, NPL
-0.7951, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
-1.3417, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
0.29478, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
4.27158, 2040-2059, noresm1_m, Annual Anomaly, NPL
-12.232, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
0.48652, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
30.1683, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
