Number of Days with Rainfall > 20mm - (Days), Year, Model, Statistics, ISO3
-0.0962, 2080-2099, bcc_csm1_1_m, Jan Anomaly, NPL
-0.1401, 2080-2099, bcc_csm1_1_m, Feb Anomaly, NPL
-0.2093, 2080-2099, bcc_csm1_1_m, Mar Anomaly, NPL
-0.124, 2080-2099, bcc_csm1_1_m, Apr Anomaly, NPL
0.1336, 2080-2099, bcc_csm1_1_m, May Anomaly, NPL
0.33219, 2080-2099, bcc_csm1_1_m, Jun Anomaly, NPL
0.20281, 2080-2099, bcc_csm1_1_m, Jul Anomaly, NPL
-0.0095, 2080-2099, bcc_csm1_1_m, Aug Anomaly, NPL
0.22942, 2080-2099, bcc_csm1_1_m, Sep Anomaly, NPL
0.30612, 2080-2099, bcc_csm1_1_m, Oct Anomaly, NPL
0.32592, 2080-2099, bcc_csm1_1_m, Nov Anomaly, NPL
-0.0862, 2080-2099, bcc_csm1_1_m, Dec Anomaly, NPL
0.40552, 2080-2099, bcc_csm1_1, Jan Anomaly, NPL
0.0478, 2080-2099, bcc_csm1_1, Feb Anomaly, NPL
-0.0475, 2080-2099, bcc_csm1_1, Mar Anomaly, NPL
0.05687, 2080-2099, bcc_csm1_1, Apr Anomaly, NPL
0.05973, 2080-2099, bcc_csm1_1, May Anomaly, NPL
0.57779, 2080-2099, bcc_csm1_1, Jun Anomaly, NPL
-0.2413, 2080-2099, bcc_csm1_1, Jul Anomaly, NPL
1.01966, 2080-2099, bcc_csm1_1, Aug Anomaly, NPL
0.05127, 2080-2099, bcc_csm1_1, Sep Anomaly, NPL
-0.1284, 2080-2099, bcc_csm1_1, Oct Anomaly, NPL
0.03699, 2080-2099, bcc_csm1_1, Nov Anomaly, NPL
-0.0066, 2080-2099, bcc_csm1_1, Dec Anomaly, NPL
0.60388, 2080-2099, ccsm4, Jan Anomaly, NPL
-0.2058, 2080-2099, ccsm4, Feb Anomaly, NPL
-0.4698, 2080-2099, ccsm4, Mar Anomaly, NPL
0.0813, 2080-2099, ccsm4, Apr Anomaly, NPL
-0.2424, 2080-2099, ccsm4, May Anomaly, NPL
-0.7509, 2080-2099, ccsm4, Jun Anomaly, NPL
0.74502, 2080-2099, ccsm4, Jul Anomaly, NPL
1.78728, 2080-2099, ccsm4, Aug Anomaly, NPL
1.73627, 2080-2099, ccsm4, Sep Anomaly, NPL
0.6749, 2080-2099, ccsm4, Oct Anomaly, NPL
-0.2422, 2080-2099, ccsm4, Nov Anomaly, NPL
-1.2243, 2080-2099, ccsm4, Dec Anomaly, NPL
-0.4268, 2080-2099, cesm1_cam5, Jan Anomaly, NPL
0.10314, 2080-2099, cesm1_cam5, Feb Anomaly, NPL
-0.0833, 2080-2099, cesm1_cam5, Mar Anomaly, NPL
0.10787, 2080-2099, cesm1_cam5, Apr Anomaly, NPL
0.61329, 2080-2099, cesm1_cam5, May Anomaly, NPL
0.10924, 2080-2099, cesm1_cam5, Jun Anomaly, NPL
0.4999, 2080-2099, cesm1_cam5, Jul Anomaly, NPL
2.64758, 2080-2099, cesm1_cam5, Aug Anomaly, NPL
0.38154, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
1.11905, 2080-2099, cesm1_cam5, Oct Anomaly, NPL
0.29802, 2080-2099, cesm1_cam5, Nov Anomaly, NPL
-0.0135, 2080-2099, cesm1_cam5, Dec Anomaly, NPL
-0.0291, 2080-2099, csiro_mk3_6_0, Jan Anomaly, NPL
-0.2472, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
0.05267, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
0.08923, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
0.04002, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
-0.0179, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
-0.4459, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
0.15957, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
0.5017, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
0.2963, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
0.20291, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
0.01956, 2080-2099, csiro_mk3_6_0, Dec Anomaly, NPL
0.08981, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
0.04957, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
0.13346, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
0.13521, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
-0.046, 2080-2099, gfdl_cm3, May Anomaly, NPL
0.73067, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
2.25886, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
2.7209, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
-0.1785, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
-0.1219, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
-0.075, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
-0.4532, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
-0.1344, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
-0.115, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
0.10532, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
0.0834, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
0.22435, 2080-2099, gfdl_esm2g, May Anomaly, NPL
0.58564, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
3.05622, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
2.79475, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
0.80182, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
-0.1149, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
0.34725, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
0.05435, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
0.01899, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
-0.1668, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
0.1626, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
