Maximum Length of Consecutive Dry Spell - (Days), Year, Model, Statistics, ISO3
11.5115, 2060-2079, access1_0, Jan Anomaly, NPL
9.79902, 2060-2079, access1_0, Feb Anomaly, NPL
5.77688, 2060-2079, access1_0, Mar Anomaly, NPL
2.55951, 2060-2079, access1_0, Apr Anomaly, NPL
-0.0103, 2060-2079, access1_0, May Anomaly, NPL
-1.0365, 2060-2079, access1_0, Jun Anomaly, NPL
-0.014, 2060-2079, access1_0, Jul Anomaly, NPL
0.18192, 2060-2079, access1_0, Aug Anomaly, NPL
0.5769, 2060-2079, access1_0, Sep Anomaly, NPL
5.95081, 2060-2079, access1_0, Oct Anomaly, NPL
11.4787, 2060-2079, access1_0, Nov Anomaly, NPL
17.8168, 2060-2079, access1_0, Dec Anomaly, NPL
6.33814, 2060-2079, access1_3, Jan Anomaly, NPL
2.29297, 2060-2079, access1_3, Feb Anomaly, NPL
1.73619, 2060-2079, access1_3, Mar Anomaly, NPL
2.80651, 2060-2079, access1_3, Apr Anomaly, NPL
1.81273, 2060-2079, access1_3, May Anomaly, NPL
-3.0779, 2060-2079, access1_3, Jun Anomaly, NPL
-0.1435, 2060-2079, access1_3, Jul Anomaly, NPL
-0.1135, 2060-2079, access1_3, Aug Anomaly, NPL
1.89943, 2060-2079, access1_3, Sep Anomaly, NPL
0.60557, 2060-2079, access1_3, Oct Anomaly, NPL
4.13536, 2060-2079, access1_3, Nov Anomaly, NPL
6.76244, 2060-2079, access1_3, Dec Anomaly, NPL
5.74534, 2060-2079, bcc_csm1_1_m, Jan Anomaly, NPL
-0.0471, 2060-2079, bcc_csm1_1_m, Feb Anomaly, NPL
3.30359, 2060-2079, bcc_csm1_1_m, Mar Anomaly, NPL
6.1963, 2060-2079, bcc_csm1_1_m, Apr Anomaly, NPL
4.4622, 2060-2079, bcc_csm1_1_m, May Anomaly, NPL
-0.7216, 2060-2079, bcc_csm1_1_m, Jun Anomaly, NPL
0.61857, 2060-2079, bcc_csm1_1_m, Jul Anomaly, NPL
-0.2221, 2060-2079, bcc_csm1_1_m, Aug Anomaly, NPL
