Maximum Length of Consecutive Dry Spell - (Days), Year, Model, Statistics, ISO3
-1.5422, 2060-2079, bcc_csm1_1_m, Sep Anomaly, NPL
-1.7705, 2060-2079, bcc_csm1_1_m, Oct Anomaly, NPL
2.72053, 2060-2079, bcc_csm1_1_m, Nov Anomaly, NPL
6.38561, 2060-2079, bcc_csm1_1_m, Dec Anomaly, NPL
3.02416, 2060-2079, bcc_csm1_1, Jan Anomaly, NPL
-0.9138, 2060-2079, bcc_csm1_1, Feb Anomaly, NPL
-1.3071, 2060-2079, bcc_csm1_1, Mar Anomaly, NPL
0.77102, 2060-2079, bcc_csm1_1, Apr Anomaly, NPL
-0.8804, 2060-2079, bcc_csm1_1, May Anomaly, NPL
-5.2046, 2060-2079, bcc_csm1_1, Jun Anomaly, NPL
-3.057, 2060-2079, bcc_csm1_1, Jul Anomaly, NPL
-1.4495, 2060-2079, bcc_csm1_1, Aug Anomaly, NPL
-6.8619, 2060-2079, bcc_csm1_1, Sep Anomaly, NPL
0.4286, 2060-2079, bcc_csm1_1, Oct Anomaly, NPL
-2.8039, 2060-2079, bcc_csm1_1, Nov Anomaly, NPL
-1.8243, 2060-2079, bcc_csm1_1, Dec Anomaly, NPL
4.42427, 2060-2079, bnu_esm, Jan Anomaly, NPL
9.65078, 2060-2079, bnu_esm, Feb Anomaly, NPL
3.52796, 2060-2079, bnu_esm, Mar Anomaly, NPL
-1.5608, 2060-2079, bnu_esm, Apr Anomaly, NPL
4.75803, 2060-2079, bnu_esm, May Anomaly, NPL
4.2724, 2060-2079, bnu_esm, Jun Anomaly, NPL
4.13965, 2060-2079, bnu_esm, Jul Anomaly, NPL
-0.1207, 2060-2079, bnu_esm, Aug Anomaly, NPL
-2.5204, 2060-2079, bnu_esm, Sep Anomaly, NPL
-4.0095, 2060-2079, bnu_esm, Oct Anomaly, NPL
-2.8198, 2060-2079, bnu_esm, Nov Anomaly, NPL
1.15676, 2060-2079, bnu_esm, Dec Anomaly, NPL
1.65005, 2060-2079, canesm2, Jan Anomaly, NPL
-2.2609, 2060-2079, canesm2, Feb Anomaly, NPL
-0.6598, 2060-2079, canesm2, Mar Anomaly, NPL
-7.5726, 2060-2079, canesm2, Apr Anomaly, NPL
-0.7998, 2060-2079, canesm2, May Anomaly, NPL
-2.239, 2060-2079, canesm2, Jun Anomaly, NPL
-3.537, 2060-2079, canesm2, Jul Anomaly, NPL
0.43249, 2060-2079, canesm2, Aug Anomaly, NPL
1.18089, 2060-2079, canesm2, Sep Anomaly, NPL
-3.0392, 2060-2079, canesm2, Oct Anomaly, NPL
-3.5093, 2060-2079, canesm2, Nov Anomaly, NPL
6.86062, 2060-2079, canesm2, Dec Anomaly, NPL
-1.1133, 2060-2079, ccsm4, Jan Anomaly, NPL
6.23807, 2060-2079, ccsm4, Feb Anomaly, NPL
2.52748, 2060-2079, ccsm4, Mar Anomaly, NPL
4.1727, 2060-2079, ccsm4, Apr Anomaly, NPL
5.12184, 2060-2079, ccsm4, May Anomaly, NPL
3.78278, 2060-2079, ccsm4, Jun Anomaly, NPL
0.65191, 2060-2079, ccsm4, Jul Anomaly, NPL
-0.0617, 2060-2079, ccsm4, Aug Anomaly, NPL
0.29962, 2060-2079, ccsm4, Sep Anomaly, NPL
-1.8919, 2060-2079, ccsm4, Oct Anomaly, NPL
-1.8614, 2060-2079, ccsm4, Nov Anomaly, NPL
4.70199, 2060-2079, ccsm4, Dec Anomaly, NPL
6.99339, 2060-2079, cesm1_bgc, Jan Anomaly, NPL
-2.9136, 2060-2079, cesm1_bgc, Feb Anomaly, NPL
0.78565, 2060-2079, cesm1_bgc, Mar Anomaly, NPL
4.9092, 2060-2079, cesm1_bgc, Apr Anomaly, NPL
0.70345, 2060-2079, cesm1_bgc, May Anomaly, NPL
2.844, 2060-2079, cesm1_bgc, Jun Anomaly, NPL
2.69709, 2060-2079, cesm1_bgc, Jul Anomaly, NPL
0.28322, 2060-2079, cesm1_bgc, Aug Anomaly, NPL
-0.2937, 2060-2079, cesm1_bgc, Sep Anomaly, NPL
-2.1881, 2060-2079, cesm1_bgc, Oct Anomaly, NPL
-1.1035, 2060-2079, cesm1_bgc, Nov Anomaly, NPL
4.03613, 2060-2079, cesm1_bgc, Dec Anomaly, NPL
2.64192, 2060-2079, cesm1_cam5, Jan Anomaly, NPL
0.30481, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
-1.6105, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
0.88837, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
-0.2337, 2060-2079, cesm1_cam5, May Anomaly, NPL
1.37021, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
-0.8481, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
0.04406, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
-0.4124, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
-3.1644, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
-4.5802, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
-1.5789, 2060-2079, cesm1_cam5, Dec Anomaly, NPL
1.79866, 2060-2079, cmcc_cesm, Jan Anomaly, NPL
2.96493, 2060-2079, cmcc_cesm, Feb Anomaly, NPL
4.07213, 2060-2079, cmcc_cesm, Mar Anomaly, NPL
2.90055, 2060-2079, cmcc_cesm, Apr Anomaly, NPL
-0.4374, 2060-2079, cmcc_cesm, May Anomaly, NPL
4.69579, 2060-2079, cmcc_cesm, Jun Anomaly, NPL
5.03471, 2060-2079, cmcc_cesm, Jul Anomaly, NPL
2.32439, 2060-2079, cmcc_cesm, Aug Anomaly, NPL
0.92448, 2060-2079, cmcc_cesm, Sep Anomaly, NPL
-3.9028, 2060-2079, cmcc_cesm, Oct Anomaly, NPL
2.00387, 2060-2079, cmcc_cesm, Nov Anomaly, NPL
1.9595, 2060-2079, cmcc_cesm, Dec Anomaly, NPL
8.53234, 2060-2079, cmcc_cm, Jan Anomaly, NPL
15.4303, 2060-2079, cmcc_cm, Feb Anomaly, NPL
10.2752, 2060-2079, cmcc_cm, Mar Anomaly, NPL
3.59416, 2060-2079, cmcc_cm, Apr Anomaly, NPL
-4.5827, 2060-2079, cmcc_cm, May Anomaly, NPL
-8.4666, 2060-2079, cmcc_cm, Jun Anomaly, NPL
1.70135, 2060-2079, cmcc_cm, Jul Anomaly, NPL
0.6679, 2060-2079, cmcc_cm, Aug Anomaly, NPL
-0.0814, 2060-2079, cmcc_cm, Sep Anomaly, NPL
-0.3966, 2060-2079, cmcc_cm, Oct Anomaly, NPL
2.0734, 2060-2079, cmcc_cm, Nov Anomaly, NPL
7.90098, 2060-2079, cmcc_cm, Dec Anomaly, NPL
4.89091, 2060-2079, cmcc_cms, Jan Anomaly, NPL
3.75306, 2060-2079, cmcc_cms, Feb Anomaly, NPL
7.42971, 2060-2079, cmcc_cms, Mar Anomaly, NPL
9.63396, 2060-2079, cmcc_cms, Apr Anomaly, NPL
3.8335, 2060-2079, cmcc_cms, May Anomaly, NPL
4.39012, 2060-2079, cmcc_cms, Jun Anomaly, NPL
3.67487, 2060-2079, cmcc_cms, Jul Anomaly, NPL
0.46342, 2060-2079, cmcc_cms, Aug Anomaly, NPL
-1.1648, 2060-2079, cmcc_cms, Sep Anomaly, NPL
-1.9156, 2060-2079, cmcc_cms, Oct Anomaly, NPL
4.30828, 2060-2079, cmcc_cms, Nov Anomaly, NPL
6.24754, 2060-2079, cmcc_cms, Dec Anomaly, NPL
2.35985, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
3.63533, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
-1.327, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
1.68921, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
-2.3698, 2060-2079, cnrm_cm5, May Anomaly, NPL
-1.4653, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
-0.0715, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
0.03437, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
-0.3718, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
-2.4361, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
-0.1362, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
3.6569, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
-1.6874, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
1.242, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
11.1321, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
2.44297, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
-1.8719, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
-6.4238, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
-3.5341, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
-8.2127, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
-12.918, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
-14.025, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
-9.9131, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
-5.2583, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
6.12143, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
9.11463, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
2.78195, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
1.05348, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
1.79566, 2060-2079, gfdl_cm3, May Anomaly, NPL
-1.5997, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
-1.9339, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
-0.3823, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
-1.9669, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
-3.4347, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
-0.1792, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
10.6285, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
4.48091, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
7.71221, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
7.75018, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
7.82132, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
0.9179, 2060-2079, gfdl_esm2g, May Anomaly, NPL
1.9389, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
-0.8772, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
1.08355, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
0.18484, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
-1.4402, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
-3.4599, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
-3.6253, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
-3.1617, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
0.51379, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
2.77826, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
-1.2164, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
3.94575, 2060-2079, gfdl_esm2m, May Anomaly, NPL
-1.3127, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
-1.6063, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
1.82063, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
1.36771, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
-0.9556, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
-0.3373, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
-6.8579, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
5.75787, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
1.47451, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
0.62913, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
0.72202, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
-0.6408, 2060-2079, hadgem2_ao, May Anomaly, NPL
0.17519, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
-0.2494, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
0.07162, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
-1.0653, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
2.83168, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
10.5325, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
9.78261, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
9.92719, 2060-2079, hadgem2_cc, Jan Anomaly, NPL
2.58711, 2060-2079, hadgem2_cc, Feb Anomaly, NPL
0.36105, 2060-2079, hadgem2_cc, Mar Anomaly, NPL
0.29553, 2060-2079, hadgem2_cc, Apr Anomaly, NPL
0.56612, 2060-2079, hadgem2_cc, May Anomaly, NPL
0.0744, 2060-2079, hadgem2_cc, Jun Anomaly, NPL
0.02776, 2060-2079, hadgem2_cc, Jul Anomaly, NPL
-0.0854, 2060-2079, hadgem2_cc, Aug Anomaly, NPL
0.41276, 2060-2079, hadgem2_cc, Sep Anomaly, NPL
4.33901, 2060-2079, hadgem2_cc, Oct Anomaly, NPL
13.0968, 2060-2079, hadgem2_cc, Nov Anomaly, NPL
15.9614, 2060-2079, hadgem2_cc, Dec Anomaly, NPL
7.58193, 2060-2079, hadgem2_es, Jan Anomaly, NPL
5.45941, 2060-2079, hadgem2_es, Feb Anomaly, NPL
2.57661, 2060-2079, hadgem2_es, Mar Anomaly, NPL
0.89108, 2060-2079, hadgem2_es, Apr Anomaly, NPL
0.87695, 2060-2079, hadgem2_es, May Anomaly, NPL
1.47546, 2060-2079, hadgem2_es, Jun Anomaly, NPL
0.13106, 2060-2079, hadgem2_es, Jul Anomaly, NPL
0.04869, 2060-2079, hadgem2_es, Aug Anomaly, NPL
-0.6423, 2060-2079, hadgem2_es, Sep Anomaly, NPL
3.9588, 2060-2079, hadgem2_es, Oct Anomaly, NPL
13.69, 2060-2079, hadgem2_es, Nov Anomaly, NPL
11.691, 2060-2079, hadgem2_es, Dec Anomaly, NPL
4.63586, 2060-2079, miroc5, Jan Anomaly, NPL
6.65568, 2060-2079, miroc5, Feb Anomaly, NPL
2.24487, 2060-2079, miroc5, Mar Anomaly, NPL
-0.8862, 2060-2079, miroc5, Apr Anomaly, NPL
-0.6278, 2060-2079, miroc5, May Anomaly, NPL
-0.6703, 2060-2079, miroc5, Jun Anomaly, NPL
-1.5693, 2060-2079, miroc5, Jul Anomaly, NPL
0.1875, 2060-2079, miroc5, Aug Anomaly, NPL
-1.1503, 2060-2079, miroc5, Sep Anomaly, NPL
-3.4441, 2060-2079, miroc5, Oct Anomaly, NPL
-6.9728, 2060-2079, miroc5, Nov Anomaly, NPL
-2.3513, 2060-2079, miroc5, Dec Anomaly, NPL
7.68843, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
4.02446, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
9.64665, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
14.3015, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
16.9937, 2060-2079, mpi_esm_lr, May Anomaly, NPL
8.94494, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
2.17755, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
0.42895, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
-1.0903, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
0.35261, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
1.64301, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
6.25027, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
1.28635, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
2.76238, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
7.75135, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
4.96568, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
4.56974, 2060-2079, mpi_esm_mr, May Anomaly, NPL
1.96255, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
3.62134, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
0.30917, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
-1.0582, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
-2.4538, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
-3.7332, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
-0.3917, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
3.13879, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
-6.5344, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
-4.774, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
-0.0498, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
-0.6619, 2060-2079, mri_cgcm3, May Anomaly, NPL
-2.6246, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
-4.8142, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
-3.2228, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
-2.3357, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
-1.1276, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
4.90059, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
6.25463, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
0.82379, 2060-2079, mri_esm1, Jan Anomaly, NPL
2.22947, 2060-2079, mri_esm1, Feb Anomaly, NPL
0.59452, 2060-2079, mri_esm1, Mar Anomaly, NPL
-5.358, 2060-2079, mri_esm1, Apr Anomaly, NPL
0.08375, 2060-2079, mri_esm1, May Anomaly, NPL
1.63735, 2060-2079, mri_esm1, Jun Anomaly, NPL
-4.4474, 2060-2079, mri_esm1, Jul Anomaly, NPL
-3.8548, 2060-2079, mri_esm1, Aug Anomaly, NPL
-4.2491, 2060-2079, mri_esm1, Sep Anomaly, NPL
0.1285, 2060-2079, mri_esm1, Oct Anomaly, NPL
5.73583, 2060-2079, mri_esm1, Nov Anomaly, NPL
0.51745, 2060-2079, mri_esm1, Dec Anomaly, NPL
5.53423, 2060-2079, noresm1_m, Jan Anomaly, NPL
3.05557, 2060-2079, noresm1_m, Feb Anomaly, NPL
0.64213, 2060-2079, noresm1_m, Mar Anomaly, NPL
7.20553, 2060-2079, noresm1_m, Apr Anomaly, NPL
6.27855, 2060-2079, noresm1_m, May Anomaly, NPL
3.62324, 2060-2079, noresm1_m, Jun Anomaly, NPL
0.1448, 2060-2079, noresm1_m, Jul Anomaly, NPL
-0.1389, 2060-2079, noresm1_m, Aug Anomaly, NPL
-0.2245, 2060-2079, noresm1_m, Sep Anomaly, NPL
-4.3214, 2060-2079, noresm1_m, Oct Anomaly, NPL
-1.0887, 2060-2079, noresm1_m, Nov Anomaly, NPL
4.4787, 2060-2079, noresm1_m, Dec Anomaly, NPL
-7.069, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-9.7767, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
-13.994, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
-14.931, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-16.67, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-11.112, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-2.6857, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.643, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-2.7399, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-6.2407, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-4.4614, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
-4.1223, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
3.94062, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
3.98641, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
2.74328, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
2.43564, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
1.36894, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
1.8403, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
0.56732, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
0.38746, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
-0.1004, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
-0.3627, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
2.00423, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
6.05716, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
17.2511, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
17.801, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
19.1917, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
18.3211, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
18.9913, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
22.5805, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
19.1164, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
7.48062, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
8.05671, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
7.92295, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
12.7395, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
16.76, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
22.6642, 2060-2079, access1_0, Annual Anomaly, NPL
7.19119, 2060-2079, access1_3, Annual Anomaly, NPL
8.9342, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
-2.4211, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
8.78138, 2060-2079, bnu_esm, Annual Anomaly, NPL
-0.7439, 2060-2079, canesm2, Annual Anomaly, NPL
6.1635, 2060-2079, ccsm4, Annual Anomaly, NPL
4.33747, 2060-2079, cesm1_bgc, Annual Anomaly, NPL
0.99083, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
4.41172, 2060-2079, cmcc_cesm, Annual Anomaly, NPL
10.3056, 2060-2079, cmcc_cm, Annual Anomaly, NPL
12.5833, 2060-2079, cmcc_cms, Annual Anomaly, NPL
6.51249, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
-4.8647, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
10.9784, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
8.01212, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
-1.4752, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
12.3022, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
19.428, 2060-2079, hadgem2_cc, Annual Anomaly, NPL
16.5242, 2060-2079, hadgem2_es, Annual Anomaly, NPL
2.97489, 2060-2079, inmcm4, Annual Anomaly, NPL
0.57676, 2060-2079, miroc5, Annual Anomaly, NPL
18.4564, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
3.89419, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
-3.7173, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
-3.0657, 2060-2079, mri_esm1, Annual Anomaly, NPL
9.21307, 2060-2079, noresm1_m, Annual Anomaly, NPL
-9.4311, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
6.37105, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
28.136, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
