Maximum Length of Consecutive Dry Spell - (Days), Year, Model, Statistics, ISO3
1.84167, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
0.25619, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
-0.1932, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
-0.0035, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
-0.7105, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
4.30394, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
5.53162, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
2.50201, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
10.425, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
5.18971, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
4.60001, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
-1.7655, 2040-2059, gfdl_esm2g, May Anomaly, NPL
1.22461, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
-1.4557, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
0.52203, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
0.55653, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
-0.0601, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
4.18458, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
4.04062, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
-3.7224, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
1.33696, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
6.18315, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
4.17812, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
10.0717, 2040-2059, gfdl_esm2m, May Anomaly, NPL
6.95655, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
2.87581, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
1.28811, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
0.40609, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
-1.2124, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
-2.0085, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
-3.9627, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
-0.4194, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
1.74975, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
0.68699, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
0.01936, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
-0.3224, 2040-2059, hadgem2_ao, May Anomaly, NPL
-0.9101, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
-0.2319, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
-0.0648, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
0.3843, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
0.05089, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
2.85193, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
3.19701, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
1.75823, 2040-2059, hadgem2_es, Jan Anomaly, NPL
-0.0405, 2040-2059, hadgem2_es, Feb Anomaly, NPL
-0.1585, 2040-2059, hadgem2_es, Mar Anomaly, NPL
0.3488, 2040-2059, hadgem2_es, Apr Anomaly, NPL
0.07675, 2040-2059, hadgem2_es, May Anomaly, NPL
0.81494, 2040-2059, hadgem2_es, Jun Anomaly, NPL
0.0688, 2040-2059, hadgem2_es, Jul Anomaly, NPL
0.03223, 2040-2059, hadgem2_es, Aug Anomaly, NPL
-0.0337, 2040-2059, hadgem2_es, Sep Anomaly, NPL
2.29289, 2040-2059, hadgem2_es, Oct Anomaly, NPL
9.65962, 2040-2059, hadgem2_es, Nov Anomaly, NPL
6.80658, 2040-2059, hadgem2_es, Dec Anomaly, NPL
2.35202, 2040-2059, miroc5, Jan Anomaly, NPL
-2.6756, 2040-2059, miroc5, Feb Anomaly, NPL
-1.2248, 2040-2059, miroc5, Mar Anomaly, NPL
-1.0934, 2040-2059, miroc5, Apr Anomaly, NPL
1.80989, 2040-2059, miroc5, May Anomaly, NPL
1.17863, 2040-2059, miroc5, Jun Anomaly, NPL
-0.5956, 2040-2059, miroc5, Jul Anomaly, NPL
0.17749, 2040-2059, miroc5, Aug Anomaly, NPL
-0.0858, 2040-2059, miroc5, Sep Anomaly, NPL
-0.5985, 2040-2059, miroc5, Oct Anomaly, NPL
-3.5965, 2040-2059, miroc5, Nov Anomaly, NPL
-0.481, 2040-2059, miroc5, Dec Anomaly, NPL
-4.9768, 2040-2059, miroc_esm, Jan Anomaly, NPL
-3.7601, 2040-2059, miroc_esm, Feb Anomaly, NPL
-1.0827, 2040-2059, miroc_esm, Mar Anomaly, NPL
0.0088, 2040-2059, miroc_esm, Apr Anomaly, NPL
0.57127, 2040-2059, miroc_esm, May Anomaly, NPL
2.02353, 2040-2059, miroc_esm, Jun Anomaly, NPL
-0.9718, 2040-2059, miroc_esm, Jul Anomaly, NPL
0.00424, 2040-2059, miroc_esm, Aug Anomaly, NPL
0.26015, 2040-2059, miroc_esm, Sep Anomaly, NPL
0.99615, 2040-2059, miroc_esm, Oct Anomaly, NPL
0.80918, 2040-2059, miroc_esm, Nov Anomaly, NPL
-3.231, 2040-2059, miroc_esm, Dec Anomaly, NPL
1.72357, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
-2.736, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
1.42992, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
-1.2946, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
-5.0194, 2040-2059, mri_cgcm3, May Anomaly, NPL
-1.6762, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
3.12687, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
0.72139, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
-0.6898, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
0.20995, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
4.0612, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
2.45449, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
1.21729, 2040-2059, noresm1_m, Jan Anomaly, NPL
0.23196, 2040-2059, noresm1_m, Feb Anomaly, NPL
-0.5493, 2040-2059, noresm1_m, Mar Anomaly, NPL
5.53919, 2040-2059, noresm1_m, Apr Anomaly, NPL
5.10949, 2040-2059, noresm1_m, May Anomaly, NPL
-3.7516, 2040-2059, noresm1_m, Jun Anomaly, NPL
-1.0575, 2040-2059, noresm1_m, Jul Anomaly, NPL
-0.0841, 2040-2059, noresm1_m, Aug Anomaly, NPL
-0.1556, 2040-2059, noresm1_m, Sep Anomaly, NPL
-2.7035, 2040-2059, noresm1_m, Oct Anomaly, NPL
-0.5832, 2040-2059, noresm1_m, Nov Anomaly, NPL
3.16754, 2040-2059, noresm1_m, Dec Anomaly, NPL
-12.059, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
-9.9989, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
-14.24, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-15.548, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-16.378, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-11.296, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-2.6577, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.6314, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-2.5386, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-6.9408, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-8.5862, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-9.9814, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
0.31265, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
1.41939, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
3.08144, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
1.9255, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
2.53553, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
3.70447, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
1.21945, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
0.00662, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
-0.592, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
-1.5045, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
0.62489, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
1.94621, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
15.3446, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
17.111, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
19.9203, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
20.0943, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
19.8534, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
24.4885, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
29.6488, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
12.7854, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
12.5555, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
7.96001, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
9.61957, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
12.6796, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
1.63515, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
-1.0274, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
2.51923, 2040-2059, ccsm4, Annual Anomaly, NPL
-10.377, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
-5.0691, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
5.33407, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
7.71354, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
2.78826, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
3.22648, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
8.99453, 2040-2059, hadgem2_es, Annual Anomaly, NPL
-0.1804, 2040-2059, miroc5, Annual Anomaly, NPL
-3.9208, 2040-2059, miroc_esm, Annual Anomaly, NPL
0.74179, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
2.89002, 2040-2059, noresm1_m, Annual Anomaly, NPL
-16.658, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
1.16177, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
26.1915, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
