Maximum Length of Consecutive Dry Spell - (Days), Year, Model, Statistics, ISO3
-2.7182, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
-0.6268, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
-0.0653, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
5.5138, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
7.41565, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
6.33935, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
2.33377, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
1.04701, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
-2.335, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
-1.0523, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
-3.2908, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
-8.0665, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
-6.3897, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
-3.2949, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
4.29877, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
0.60244, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
1.08149, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
0.64903, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
-2.5892, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
3.13929, 2040-2059, gfdl_cm3, May Anomaly, NPL
-0.3472, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
-0.545, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
-0.3944, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
-1.8085, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
-2.1008, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
0.43978, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
7.29507, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
1.86485, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
4.43168, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
-0.5189, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
-0.9635, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
-1.8872, 2040-2059, gfdl_esm2g, May Anomaly, NPL
-6.3129, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
-1.2452, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
0.5069, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
0.05913, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
1.09931, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
0.63969, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
-4.7861, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
-3.3836, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
1.4342, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
5.88362, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
0.28957, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
2.58954, 2040-2059, gfdl_esm2m, May Anomaly, NPL
4.29658, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
4.9868, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
2.05321, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
0.47152, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
-1.2482, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
-0.2383, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
-4.0301, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
1.22615, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
0.57962, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
0.65467, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
0.0329, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
-0.4145, 2040-2059, hadgem2_ao, May Anomaly, NPL
0.84488, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
-0.2797, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
-0.059, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
-0.4336, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
1.63796, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
6.86788, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
8.90211, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
1.87512, 2040-2059, hadgem2_es, Jan Anomaly, NPL
-1.1747, 2040-2059, hadgem2_es, Feb Anomaly, NPL
1.31826, 2040-2059, hadgem2_es, Mar Anomaly, NPL
-0.1056, 2040-2059, hadgem2_es, Apr Anomaly, NPL
-0.2893, 2040-2059, hadgem2_es, May Anomaly, NPL
0.9587, 2040-2059, hadgem2_es, Jun Anomaly, NPL
-0.024, 2040-2059, hadgem2_es, Jul Anomaly, NPL
-0.004, 2040-2059, hadgem2_es, Aug Anomaly, NPL
-0.0552, 2040-2059, hadgem2_es, Sep Anomaly, NPL
3.46605, 2040-2059, hadgem2_es, Oct Anomaly, NPL
9.38837, 2040-2059, hadgem2_es, Nov Anomaly, NPL
8.23815, 2040-2059, hadgem2_es, Dec Anomaly, NPL
7.6536, 2040-2059, miroc5, Jan Anomaly, NPL
0.76553, 2040-2059, miroc5, Feb Anomaly, NPL
-0.4136, 2040-2059, miroc5, Mar Anomaly, NPL
-0.5554, 2040-2059, miroc5, Apr Anomaly, NPL
0.40123, 2040-2059, miroc5, May Anomaly, NPL
-0.267, 2040-2059, miroc5, Jun Anomaly, NPL
-1.3459, 2040-2059, miroc5, Jul Anomaly, NPL
0.21616, 2040-2059, miroc5, Aug Anomaly, NPL
-0.0126, 2040-2059, miroc5, Sep Anomaly, NPL
-1.8371, 2040-2059, miroc5, Oct Anomaly, NPL
-1.7768, 2040-2059, miroc5, Nov Anomaly, NPL
1.91414, 2040-2059, miroc5, Dec Anomaly, NPL
-4.4332, 2040-2059, miroc_esm, Jan Anomaly, NPL
0.07711, 2040-2059, miroc_esm, Feb Anomaly, NPL
0.20322, 2040-2059, miroc_esm, Mar Anomaly, NPL
3.27477, 2040-2059, miroc_esm, Apr Anomaly, NPL
-0.2013, 2040-2059, miroc_esm, May Anomaly, NPL
-0.1723, 2040-2059, miroc_esm, Jun Anomaly, NPL
-1.0948, 2040-2059, miroc_esm, Jul Anomaly, NPL
-0.5407, 2040-2059, miroc_esm, Aug Anomaly, NPL
0.43679, 2040-2059, miroc_esm, Sep Anomaly, NPL
1.41075, 2040-2059, miroc_esm, Oct Anomaly, NPL
-0.4565, 2040-2059, miroc_esm, Nov Anomaly, NPL
-1.4594, 2040-2059, miroc_esm, Dec Anomaly, NPL
0.40963, 2040-2059, mpi_esm_lr, Jan Anomaly, NPL
5.14406, 2040-2059, mpi_esm_lr, Feb Anomaly, NPL
6.79956, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
5.16275, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
0.71888, 2040-2059, mpi_esm_lr, May Anomaly, NPL
0.08631, 2040-2059, mpi_esm_lr, Jun Anomaly, NPL
1.24631, 2040-2059, mpi_esm_lr, Jul Anomaly, NPL
0.19642, 2040-2059, mpi_esm_lr, Aug Anomaly, NPL
0.77726, 2040-2059, mpi_esm_lr, Sep Anomaly, NPL
1.40991, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
1.59315, 2040-2059, mpi_esm_lr, Nov Anomaly, NPL
6.51877, 2040-2059, mpi_esm_lr, Dec Anomaly, NPL
-2.1027, 2040-2059, mpi_esm_mr, Jan Anomaly, NPL
1.82904, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
-0.6696, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
-0.9019, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
-1.2757, 2040-2059, mpi_esm_mr, May Anomaly, NPL
-3.669, 2040-2059, mpi_esm_mr, Jun Anomaly, NPL
-0.8465, 2040-2059, mpi_esm_mr, Jul Anomaly, NPL
-0.0086, 2040-2059, mpi_esm_mr, Aug Anomaly, NPL
0.18782, 2040-2059, mpi_esm_mr, Sep Anomaly, NPL
-0.0074, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
-0.5896, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
-1.839, 2040-2059, mpi_esm_mr, Dec Anomaly, NPL
-0.1149, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
-8.3874, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
-8.5823, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
0.6482, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
1.21414, 2040-2059, mri_cgcm3, May Anomaly, NPL
-0.298, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
-0.2202, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
0.09254, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
0.20147, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
-0.0383, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
6.37066, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
2.02128, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
0.1269, 2040-2059, noresm1_m, Jan Anomaly, NPL
-1.2671, 2040-2059, noresm1_m, Feb Anomaly, NPL
-0.022, 2040-2059, noresm1_m, Mar Anomaly, NPL
5.26084, 2040-2059, noresm1_m, Apr Anomaly, NPL
3.75438, 2040-2059, noresm1_m, May Anomaly, NPL
3.88449, 2040-2059, noresm1_m, Jun Anomaly, NPL
1.77071, 2040-2059, noresm1_m, Jul Anomaly, NPL
-0.0589, 2040-2059, noresm1_m, Aug Anomaly, NPL
0.00491, 2040-2059, noresm1_m, Sep Anomaly, NPL
-1.1276, 2040-2059, noresm1_m, Oct Anomaly, NPL
-0.1142, 2040-2059, noresm1_m, Nov Anomaly, NPL
0.98971, 2040-2059, noresm1_m, Dec Anomaly, NPL
-8.9846, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
-10.027, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
-11.081, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-13.804, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-15.533, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-10.861, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-2.6499, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.6638, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-2.5279, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-6.0222, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-7.797, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-7.8355, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
1.98855, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
1.35123, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
0.60602, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
2.15433, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
2.25048, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
0.64327, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
1.58418, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
0.23939, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
-0.5585, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
-0.0627, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
2.42522, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
3.48743, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
16.2881, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
16.7599, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
19.549, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
16.1281, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
17.6732, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
24.8668, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
25.8159, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
9.27682, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
9.92953, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
6.46269, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
11.1101, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
16.4845, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
2.53214, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
1.18587, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
2.78383, 2040-2059, bnu_esm, Annual Anomaly, NPL
-0.9069, 2040-2059, canesm2, Annual Anomaly, NPL
2.53783, 2040-2059, ccsm4, Annual Anomaly, NPL
-2.2283, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
5.23354, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
1.46445, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
2.7694, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
2.14902, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
2.08569, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
8.1718, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
9.89723, 2040-2059, hadgem2_es, Annual Anomaly, NPL
3.4854, 2040-2059, miroc5, Annual Anomaly, NPL
-3.0327, 2040-2059, miroc_esm, Annual Anomaly, NPL
3.81823, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
-3.4599, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
-3.0733, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
6.43746, 2040-2059, noresm1_m, Annual Anomaly, NPL
-15.353, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
3.89446, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
26.7358, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
