Maximum Length of Consecutive Dry Spell - (Days), Year, Model, Statistics, ISO3
0.21423, 2040-2059, bcc_csm1_1_m, Jan Anomaly, NPL
-5.9166, 2040-2059, bcc_csm1_1_m, Feb Anomaly, NPL
-0.0516, 2040-2059, bcc_csm1_1_m, Mar Anomaly, NPL
2.54795, 2040-2059, bcc_csm1_1_m, Apr Anomaly, NPL
0.94759, 2040-2059, bcc_csm1_1_m, May Anomaly, NPL
-2.3245, 2040-2059, bcc_csm1_1_m, Jun Anomaly, NPL
-1.7313, 2040-2059, bcc_csm1_1_m, Jul Anomaly, NPL
0.2487, 2040-2059, bcc_csm1_1_m, Aug Anomaly, NPL
-0.0566, 2040-2059, bcc_csm1_1_m, Sep Anomaly, NPL
-1.7455, 2040-2059, bcc_csm1_1_m, Oct Anomaly, NPL
4.92238, 2040-2059, bcc_csm1_1_m, Nov Anomaly, NPL
9.00667, 2040-2059, bcc_csm1_1_m, Dec Anomaly, NPL
5.75041, 2040-2059, bcc_csm1_1, Jan Anomaly, NPL
4.96193, 2040-2059, bcc_csm1_1, Feb Anomaly, NPL
-2.8074, 2040-2059, bcc_csm1_1, Mar Anomaly, NPL
0.94906, 2040-2059, bcc_csm1_1, Apr Anomaly, NPL
4.67092, 2040-2059, bcc_csm1_1, May Anomaly, NPL
-4.7719, 2040-2059, bcc_csm1_1, Jun Anomaly, NPL
-4.7734, 2040-2059, bcc_csm1_1, Jul Anomaly, NPL
-0.5559, 2040-2059, bcc_csm1_1, Aug Anomaly, NPL
-5.2157, 2040-2059, bcc_csm1_1, Sep Anomaly, NPL
-1.151, 2040-2059, bcc_csm1_1, Oct Anomaly, NPL
-1.9272, 2040-2059, bcc_csm1_1, Nov Anomaly, NPL
-1.0738, 2040-2059, bcc_csm1_1, Dec Anomaly, NPL
0.0835, 2040-2059, bnu_esm, Jan Anomaly, NPL
5.33344, 2040-2059, bnu_esm, Feb Anomaly, NPL
5.34025, 2040-2059, bnu_esm, Mar Anomaly, NPL
-0.9586, 2040-2059, bnu_esm, Apr Anomaly, NPL
-2.3717, 2040-2059, bnu_esm, May Anomaly, NPL
0.24677, 2040-2059, bnu_esm, Jun Anomaly, NPL
3.60417, 2040-2059, bnu_esm, Jul Anomaly, NPL
-0.3504, 2040-2059, bnu_esm, Aug Anomaly, NPL
-2.6103, 2040-2059, bnu_esm, Sep Anomaly, NPL
-2.6664, 2040-2059, bnu_esm, Oct Anomaly, NPL
1.86032, 2040-2059, bnu_esm, Nov Anomaly, NPL
2.04976, 2040-2059, bnu_esm, Dec Anomaly, NPL
4.48698, 2040-2059, canesm2, Jan Anomaly, NPL
-7.2065, 2040-2059, canesm2, Feb Anomaly, NPL
-1.0568, 2040-2059, canesm2, Mar Anomaly, NPL
-7.1397, 2040-2059, canesm2, Apr Anomaly, NPL
-0.6348, 2040-2059, canesm2, May Anomaly, NPL
-2.3299, 2040-2059, canesm2, Jun Anomaly, NPL
-3.0704, 2040-2059, canesm2, Jul Anomaly, NPL
0.53351, 2040-2059, canesm2, Aug Anomaly, NPL
0.02467, 2040-2059, canesm2, Sep Anomaly, NPL
-4.4563, 2040-2059, canesm2, Oct Anomaly, NPL
0.19185, 2040-2059, canesm2, Nov Anomaly, NPL
1.0431, 2040-2059, canesm2, Dec Anomaly, NPL
-2.1036, 2040-2059, ccsm4, Jan Anomaly, NPL
5.28707, 2040-2059, ccsm4, Feb Anomaly, NPL
2.39099, 2040-2059, ccsm4, Mar Anomaly, NPL
3.91078, 2040-2059, ccsm4, Apr Anomaly, NPL
1.53661, 2040-2059, ccsm4, May Anomaly, NPL
-4.2368, 2040-2059, ccsm4, Jun Anomaly, NPL
0.39277, 2040-2059, ccsm4, Jul Anomaly, NPL
-0.0782, 2040-2059, ccsm4, Aug Anomaly, NPL
0.64057, 2040-2059, ccsm4, Sep Anomaly, NPL
0.15443, 2040-2059, ccsm4, Oct Anomaly, NPL
-1.0419, 2040-2059, ccsm4, Nov Anomaly, NPL
1.7896, 2040-2059, ccsm4, Dec Anomaly, NPL
-0.5693, 2040-2059, cesm1_cam5, Jan Anomaly, NPL
-6.1706, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
-2.2779, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
0.47622, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
0.24977, 2040-2059, cesm1_cam5, May Anomaly, NPL
-0.1333, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
-1.1334, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
0.06617, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
-0.3809, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
-1.9712, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
-2.2523, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
-3.6417, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
3.11081, 2040-2059, cnrm_cm5, Jan Anomaly, NPL
2.82614, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
3.23288, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
2.04525, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
-0.5966, 2040-2059, cnrm_cm5, May Anomaly, NPL
-1.1462, 2040-2059, cnrm_cm5, Jun Anomaly, NPL
-0.2306, 2040-2059, cnrm_cm5, Jul Anomaly, NPL
0.25154, 2040-2059, cnrm_cm5, Aug Anomaly, NPL
0.06766, 2040-2059, cnrm_cm5, Sep Anomaly, NPL
