Maximum Length of Consecutive Dry Spell - (Days), Year, Model, Statistics, ISO3
2.50933, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
0.53207, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
-0.7211, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
-0.9337, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
0.5997, 2080-2099, gfdl_esm2m, Dec Anomaly, NPL
-1.0466, 2080-2099, hadgem2_ao, Jan Anomaly, NPL
-0.727, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
-0.2487, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
-0.6988, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
-0.2371, 2080-2099, hadgem2_ao, May Anomaly, NPL
1.77254, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
-0.2542, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
-0.0038, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
-0.1151, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
-1.2546, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
3.69959, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
2.91097, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
1.14044, 2080-2099, hadgem2_es, Jan Anomaly, NPL
0.72179, 2080-2099, hadgem2_es, Feb Anomaly, NPL
-0.1069, 2080-2099, hadgem2_es, Mar Anomaly, NPL
0.38433, 2080-2099, hadgem2_es, Apr Anomaly, NPL
0.75662, 2080-2099, hadgem2_es, May Anomaly, NPL
2.15735, 2080-2099, hadgem2_es, Jun Anomaly, NPL
-0.0322, 2080-2099, hadgem2_es, Jul Anomaly, NPL
0.01396, 2080-2099, hadgem2_es, Aug Anomaly, NPL
0.5943, 2080-2099, hadgem2_es, Sep Anomaly, NPL
1.81777, 2080-2099, hadgem2_es, Oct Anomaly, NPL
4.46672, 2080-2099, hadgem2_es, Nov Anomaly, NPL
1.44312, 2080-2099, hadgem2_es, Dec Anomaly, NPL
-1.9024, 2080-2099, miroc5, Jan Anomaly, NPL
-5.2068, 2080-2099, miroc5, Feb Anomaly, NPL
-2.0707, 2080-2099, miroc5, Mar Anomaly, NPL
0.6099, 2080-2099, miroc5, Apr Anomaly, NPL
0.19617, 2080-2099, miroc5, May Anomaly, NPL
1.18976, 2080-2099, miroc5, Jun Anomaly, NPL
-1.5205, 2080-2099, miroc5, Jul Anomaly, NPL
0.2246, 2080-2099, miroc5, Aug Anomaly, NPL
-0.8372, 2080-2099, miroc5, Sep Anomaly, NPL
-0.1719, 2080-2099, miroc5, Oct Anomaly, NPL
0.63664, 2080-2099, miroc5, Nov Anomaly, NPL
-0.5978, 2080-2099, miroc5, Dec Anomaly, NPL
1.19272, 2080-2099, miroc_esm, Jan Anomaly, NPL
-3.876, 2080-2099, miroc_esm, Feb Anomaly, NPL
-1.5066, 2080-2099, miroc_esm, Mar Anomaly, NPL
0.93395, 2080-2099, miroc_esm, Apr Anomaly, NPL
1.3593, 2080-2099, miroc_esm, May Anomaly, NPL
0.9134, 2080-2099, miroc_esm, Jun Anomaly, NPL
-1.4956, 2080-2099, miroc_esm, Jul Anomaly, NPL
-0.6499, 2080-2099, miroc_esm, Aug Anomaly, NPL
-0.3002, 2080-2099, miroc_esm, Sep Anomaly, NPL
0.61651, 2080-2099, miroc_esm, Oct Anomaly, NPL
-0.2194, 2080-2099, miroc_esm, Nov Anomaly, NPL
-0.6546, 2080-2099, miroc_esm, Dec Anomaly, NPL
-3.5602, 2080-2099, mpi_esm_lr, Jan Anomaly, NPL
-2.6799, 2080-2099, mpi_esm_lr, Feb Anomaly, NPL
-0.5217, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
0.28936, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
0.35751, 2080-2099, mpi_esm_lr, May Anomaly, NPL
6.28953, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
0.93677, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
0.44079, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
-0.0866, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
3.66337, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
5.25236, 2080-2099, mpi_esm_lr, Nov Anomaly, NPL
0.7866, 2080-2099, mpi_esm_lr, Dec Anomaly, NPL
-6.4709, 2080-2099, mpi_esm_mr, Jan Anomaly, NPL
1.43334, 2080-2099, mpi_esm_mr, Feb Anomaly, NPL
-0.2024, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
-0.7089, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
-4.3218, 2080-2099, mpi_esm_mr, May Anomaly, NPL
-3.1713, 2080-2099, mpi_esm_mr, Jun Anomaly, NPL
0.25754, 2080-2099, mpi_esm_mr, Jul Anomaly, NPL
0.16924, 2080-2099, mpi_esm_mr, Aug Anomaly, NPL
-1.1069, 2080-2099, mpi_esm_mr, Sep Anomaly, NPL
-1.4809, 2080-2099, mpi_esm_mr, Oct Anomaly, NPL
-5.2694, 2080-2099, mpi_esm_mr, Nov Anomaly, NPL
-4.1759, 2080-2099, mpi_esm_mr, Dec Anomaly, NPL
1.25638, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
0.17724, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
-1.9804, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
0.92717, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
0.46157, 2080-2099, mri_cgcm3, May Anomaly, NPL
-0.7102, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
0.88518, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
0.06196, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
0.25663, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
-1.5187, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
-0.147, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
-1.3571, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
-1.9401, 2080-2099, noresm1_m, Jan Anomaly, NPL
-1.238, 2080-2099, noresm1_m, Feb Anomaly, NPL
2.56905, 2080-2099, noresm1_m, Mar Anomaly, NPL
4.50748, 2080-2099, noresm1_m, Apr Anomaly, NPL
3.94362, 2080-2099, noresm1_m, May Anomaly, NPL
-1.5026, 2080-2099, noresm1_m, Jun Anomaly, NPL
-0.6687, 2080-2099, noresm1_m, Jul Anomaly, NPL
0.15384, 2080-2099, noresm1_m, Aug Anomaly, NPL
0.62909, 2080-2099, noresm1_m, Sep Anomaly, NPL
-1.649, 2080-2099, noresm1_m, Oct Anomaly, NPL
1.61681, 2080-2099, noresm1_m, Nov Anomaly, NPL
3.01555, 2080-2099, noresm1_m, Dec Anomaly, NPL
-11.136, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
-9.5337, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
-12.235, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
-13.869, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-15.221, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-10.167, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-2.6898, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.6154, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-2.5887, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-6.3703, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
-7.1026, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
-7.7777, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
0.46486, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
1.02182, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
0.62152, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
2.58279, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
2.48875, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
1.32138, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
0.76581, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
0.20798, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
-0.396, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
-0.8842, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
0.31916, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
0.87151, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
16.2313, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
14.9715, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
16.9476, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
16.7694, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
17.1314, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
25.2668, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
28.5471, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
9.30787, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
11.4453, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
7.85985, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
10.3461, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
13.9267, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
5.11588, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
-1.1709, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
-2.8893, 2080-2099, bnu_esm, Annual Anomaly, NPL
-8.8822, 2080-2099, canesm2, Annual Anomaly, NPL
5.11169, 2080-2099, ccsm4, Annual Anomaly, NPL
-2.2227, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
9.74534, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
0.91823, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
0.7446, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
5.37268, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
3.81419, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
3.55222, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
3.97762, 2080-2099, hadgem2_es, Annual Anomaly, NPL
-3.4393, 2080-2099, miroc5, Annual Anomaly, NPL
-0.3973, 2080-2099, miroc_esm, Annual Anomaly, NPL
1.18841, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
-4.8718, 2080-2099, mpi_esm_mr, Annual Anomaly, NPL
-0.1959, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
4.6964, 2080-2099, noresm1_m, Annual Anomaly, NPL
-15.353, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
1.48823, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
25.596, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
