Number of Very Hot Days (Tmax > 40°C) - (Days), Year, Model, Statistics, ISO3
6.12538, 2080-2099, bcc_csm1_1, Jun Anomaly, NPL
1.74824, 2080-2099, bcc_csm1_1, Jul Anomaly, NPL
1.9745, 2080-2099, bcc_csm1_1, Aug Anomaly, NPL
3.06936, 2080-2099, bcc_csm1_1, Sep Anomaly, NPL
0.75888, 2080-2099, bcc_csm1_1, Oct Anomaly, NPL
5.1E-4, 2080-2099, bcc_csm1_1, Nov Anomaly, NPL
0.01431, 2080-2099, bnu_esm, Feb Anomaly, NPL
0.1806, 2080-2099, bnu_esm, Mar Anomaly, NPL
2.251, 2080-2099, bnu_esm, Apr Anomaly, NPL
5.1703, 2080-2099, bnu_esm, May Anomaly, NPL
5.67112, 2080-2099, bnu_esm, Jun Anomaly, NPL
1.10021, 2080-2099, bnu_esm, Jul Anomaly, NPL
0.43149, 2080-2099, bnu_esm, Aug Anomaly, NPL
0.51108, 2080-2099, bnu_esm, Sep Anomaly, NPL
0.09138, 2080-2099, bnu_esm, Oct Anomaly, NPL
3.9E-4, 2080-2099, bnu_esm, Nov Anomaly, NPL
0.10065, 2080-2099, canesm2, Mar Anomaly, NPL
1.779, 2080-2099, canesm2, Apr Anomaly, NPL
6.54631, 2080-2099, canesm2, May Anomaly, NPL
7.92834, 2080-2099, canesm2, Jun Anomaly, NPL
4.49195, 2080-2099, canesm2, Jul Anomaly, NPL
2.07803, 2080-2099, canesm2, Aug Anomaly, NPL
0.83619, 2080-2099, canesm2, Sep Anomaly, NPL
0.24074, 2080-2099, canesm2, Oct Anomaly, NPL
0.00381, 2080-2099, canesm2, Nov Anomaly, NPL
0.21237, 2080-2099, ccsm4, Mar Anomaly, NPL
2.57101, 2080-2099, ccsm4, Apr Anomaly, NPL
5.27242, 2080-2099, ccsm4, May Anomaly, NPL
3.96463, 2080-2099, ccsm4, Jun Anomaly, NPL
0.37943, 2080-2099, ccsm4, Jul Anomaly, NPL
0.2111, 2080-2099, ccsm4, Aug Anomaly, NPL
0.09758, 2080-2099, ccsm4, Sep Anomaly, NPL
0.0224, 2080-2099, ccsm4, Oct Anomaly, NPL
0.1394, 2080-2099, cesm1_bgc, Mar Anomaly, NPL
2.11322, 2080-2099, cesm1_bgc, Apr Anomaly, NPL
4.47665, 2080-2099, cesm1_bgc, May Anomaly, NPL
3.47458, 2080-2099, cesm1_bgc, Jun Anomaly, NPL
0.67563, 2080-2099, cesm1_bgc, Jul Anomaly, NPL
0.12247, 2080-2099, cesm1_bgc, Aug Anomaly, NPL
0.15981, 2080-2099, cesm1_bgc, Sep Anomaly, NPL
0.01891, 2080-2099, cesm1_bgc, Oct Anomaly, NPL
0.00134, 2080-2099, cesm1_cam5, Feb Anomaly, NPL
0.70955, 2080-2099, cesm1_cam5, Mar Anomaly, NPL
2.71282, 2080-2099, cesm1_cam5, Apr Anomaly, NPL
2.55141, 2080-2099, cesm1_cam5, May Anomaly, NPL
3.19464, 2080-2099, cesm1_cam5, Jun Anomaly, NPL
0.46905, 2080-2099, cesm1_cam5, Jul Anomaly, NPL
0.12747, 2080-2099, cesm1_cam5, Aug Anomaly, NPL
0.15316, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
0.07622, 2080-2099, cesm1_cam5, Oct Anomaly, NPL
0.00366, 2080-2099, cmcc_cesm, Feb Anomaly, NPL
0.15124, 2080-2099, cmcc_cesm, Mar Anomaly, NPL
1.25624, 2080-2099, cmcc_cesm, Apr Anomaly, NPL
4.87976, 2080-2099, cmcc_cesm, May Anomaly, NPL
7.982, 2080-2099, cmcc_cesm, Jun Anomaly, NPL
5.04755, 2080-2099, cmcc_cesm, Jul Anomaly, NPL
2.84991, 2080-2099, cmcc_cesm, Aug Anomaly, NPL
0.95845, 2080-2099, cmcc_cesm, Sep Anomaly, NPL
0.03266, 2080-2099, cmcc_cesm, Oct Anomaly, NPL
0.00138, 2080-2099, cmcc_cm, Feb Anomaly, NPL
0.68273, 2080-2099, cmcc_cm, Mar Anomaly, NPL
4.20813, 2080-2099, cmcc_cm, Apr Anomaly, NPL
7.10034, 2080-2099, cmcc_cm, May Anomaly, NPL
5.46389, 2080-2099, cmcc_cm, Jun Anomaly, NPL
3.9444, 2080-2099, cmcc_cm, Jul Anomaly, NPL
0.83091, 2080-2099, cmcc_cm, Aug Anomaly, NPL
0.2239, 2080-2099, cmcc_cm, Sep Anomaly, NPL
0.02282, 2080-2099, cmcc_cm, Oct Anomaly, NPL
5.3E-4, 2080-2099, cmcc_cms, Feb Anomaly, NPL
0.74607, 2080-2099, cmcc_cms, Mar Anomaly, NPL
3.64038, 2080-2099, cmcc_cms, Apr Anomaly, NPL
6.59652, 2080-2099, cmcc_cms, May Anomaly, NPL
7.79695, 2080-2099, cmcc_cms, Jun Anomaly, NPL
5.18066, 2080-2099, cmcc_cms, Jul Anomaly, NPL
1.68192, 2080-2099, cmcc_cms, Aug Anomaly, NPL
0.63605, 2080-2099, cmcc_cms, Sep Anomaly, NPL
0.0638, 2080-2099, cmcc_cms, Oct Anomaly, NPL
0.00183, 2080-2099, cnrm_cm5, Feb Anomaly, NPL
0.41453, 2080-2099, cnrm_cm5, Mar Anomaly, NPL
3.02416, 2080-2099, cnrm_cm5, Apr Anomaly, NPL
3.48452, 2080-2099, cnrm_cm5, May Anomaly, NPL
2.23892, 2080-2099, cnrm_cm5, Jun Anomaly, NPL
0.26592, 2080-2099, cnrm_cm5, Jul Anomaly, NPL
0.0091, 2080-2099, cnrm_cm5, Aug Anomaly, NPL
0.00106, 2080-2099, cnrm_cm5, Sep Anomaly, NPL
0.06445, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
1.8084, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
5.7509, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
9.10726, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
5.32237, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
1.32321, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
0.62072, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
0.06215, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
0.00273, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
0.65955, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
4.35783, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
7.47474, 2080-2099, gfdl_cm3, May Anomaly, NPL
4.29176, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
0.38478, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
0.13433, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
0.20084, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
0.0489, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
3.9E-4, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
0.18859, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
2.93558, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
5.29117, 2080-2099, gfdl_esm2g, May Anomaly, NPL
2.80338, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
0.83491, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
0.21061, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
0.0771, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
0.00518, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
0.24014, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
2.29528, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
6.12487, 2080-2099, gfdl_esm2m, May Anomaly, NPL
3.4427, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
1.00115, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
0.4328, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
0.04291, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
0.05484, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
2.21713, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
1.82409, 2080-2099, hadgem2_ao, May Anomaly, NPL
1.91629, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
0.35661, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
0.51564, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
0.54961, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
0.03027, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
0.02817, 2080-2099, hadgem2_cc, Mar Anomaly, NPL
1.18704, 2080-2099, hadgem2_cc, Apr Anomaly, NPL
3.20886, 2080-2099, hadgem2_cc, May Anomaly, NPL
3.63992, 2080-2099, hadgem2_cc, Jun Anomaly, NPL
0.87503, 2080-2099, hadgem2_cc, Jul Anomaly, NPL
1.15284, 2080-2099, hadgem2_cc, Aug Anomaly, NPL
1.09853, 2080-2099, hadgem2_cc, Sep Anomaly, NPL
0.17954, 2080-2099, hadgem2_cc, Oct Anomaly, NPL
0.03716, 2080-2099, hadgem2_es, Mar Anomaly, NPL
1.79544, 2080-2099, hadgem2_es, Apr Anomaly, NPL
2.53165, 2080-2099, hadgem2_es, May Anomaly, NPL
3.72447, 2080-2099, hadgem2_es, Jun Anomaly, NPL
1.16558, 2080-2099, hadgem2_es, Jul Anomaly, NPL
1.14797, 2080-2099, hadgem2_es, Aug Anomaly, NPL
1.20598, 2080-2099, hadgem2_es, Sep Anomaly, NPL
0.19131, 2080-2099, hadgem2_es, Oct Anomaly, NPL
0.01143, 2080-2099, inmcm4, Feb Anomaly, NPL
0.61999, 2080-2099, inmcm4, Mar Anomaly, NPL
1.68395, 2080-2099, inmcm4, Apr Anomaly, NPL
1.91198, 2080-2099, inmcm4, May Anomaly, NPL
0.92775, 2080-2099, inmcm4, Jun Anomaly, NPL
0.13576, 2080-2099, inmcm4, Jul Anomaly, NPL
0.02566, 2080-2099, inmcm4, Aug Anomaly, NPL
0.06062, 2080-2099, ipsl_cm5a_lr, Mar Anomaly, NPL
1.52988, 2080-2099, ipsl_cm5a_lr, Apr Anomaly, NPL
4.57472, 2080-2099, ipsl_cm5a_lr, May Anomaly, NPL
5.86263, 2080-2099, ipsl_cm5a_lr, Jun Anomaly, NPL
7.18903, 2080-2099, ipsl_cm5a_lr, Jul Anomaly, NPL
2.90539, 2080-2099, ipsl_cm5a_lr, Aug Anomaly, NPL
1.16115, 2080-2099, ipsl_cm5a_lr, Sep Anomaly, NPL
0.22572, 2080-2099, ipsl_cm5a_lr, Oct Anomaly, NPL
0.04696, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, NPL
1.69124, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
3.77425, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
3.23601, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, NPL
3.14646, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, NPL
1.04219, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, NPL
0.61223, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, NPL
0.1557, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, NPL
0.14608, 2080-2099, ipsl_cm5b_lr, Apr Anomaly, NPL
1.57409, 2080-2099, ipsl_cm5b_lr, May Anomaly, NPL
2.94406, 2080-2099, ipsl_cm5b_lr, Jun Anomaly, NPL
4.7571, 2080-2099, ipsl_cm5b_lr, Jul Anomaly, NPL
2.52534, 2080-2099, ipsl_cm5b_lr, Aug Anomaly, NPL
1.66287, 2080-2099, ipsl_cm5b_lr, Sep Anomaly, NPL
0.08767, 2080-2099, ipsl_cm5b_lr, Oct Anomaly, NPL
0.17122, 2080-2099, miroc5, Mar Anomaly, NPL
2.30128, 2080-2099, miroc5, Apr Anomaly, NPL
4.78167, 2080-2099, miroc5, May Anomaly, NPL
1.16931, 2080-2099, miroc5, Jun Anomaly, NPL
-0.0812, 2080-2099, miroc5, Jul Anomaly, NPL
0.0065, 2080-2099, miroc5, Aug Anomaly, NPL
0.00981, 2080-2099, miroc5, Sep Anomaly, NPL
7.9E-4, 2080-2099, miroc5, Oct Anomaly, NPL
0.01135, 2080-2099, miroc_esm_chem, Feb Anomaly, NPL
0.80715, 2080-2099, miroc_esm_chem, Mar Anomaly, NPL
4.09087, 2080-2099, miroc_esm_chem, Apr Anomaly, NPL
8.06086, 2080-2099, miroc_esm_chem, May Anomaly, NPL
4.70544, 2080-2099, miroc_esm_chem, Jun Anomaly, NPL
0.76594, 2080-2099, miroc_esm_chem, Jul Anomaly, NPL
0.34347, 2080-2099, miroc_esm_chem, Aug Anomaly, NPL
0.87179, 2080-2099, miroc_esm_chem, Sep Anomaly, NPL
0.38533, 2080-2099, miroc_esm_chem, Oct Anomaly, NPL
0.0012, 2080-2099, miroc_esm_chem, Nov Anomaly, NPL
0.00684, 2080-2099, miroc_esm, Feb Anomaly, NPL
0.41298, 2080-2099, miroc_esm, Mar Anomaly, NPL
3.74994, 2080-2099, miroc_esm, Apr Anomaly, NPL
7.1414, 2080-2099, miroc_esm, May Anomaly, NPL
3.07963, 2080-2099, miroc_esm, Jun Anomaly, NPL
0.3933, 2080-2099, miroc_esm, Jul Anomaly, NPL
0.10766, 2080-2099, miroc_esm, Aug Anomaly, NPL
0.47264, 2080-2099, miroc_esm, Sep Anomaly, NPL
0.19342, 2080-2099, miroc_esm, Oct Anomaly, NPL
0.00728, 2080-2099, miroc_esm, Nov Anomaly, NPL
0.29, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
3.67417, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
7.10823, 2080-2099, mpi_esm_lr, May Anomaly, NPL
6.93115, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
2.65022, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
0.87661, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
0.21627, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
0.03533, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
0.14183, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
2.26874, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
6.0399, 2080-2099, mpi_esm_mr, May Anomaly, NPL
7.17709, 2080-2099, mpi_esm_mr, Jun Anomaly, NPL
3.43017, 2080-2099, mpi_esm_mr, Jul Anomaly, NPL
1.03663, 2080-2099, mpi_esm_mr, Aug Anomaly, NPL
0.23897, 2080-2099, mpi_esm_mr, Sep Anomaly, NPL
0.02182, 2080-2099, mpi_esm_mr, Oct Anomaly, NPL
0.0709, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
1.47294, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
3.9735, 2080-2099, mri_cgcm3, May Anomaly, NPL
6.22355, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
3.19333, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
0.98674, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
0.20797, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
0.01106, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
0.0842, 2080-2099, mri_esm1, Mar Anomaly, NPL
1.32054, 2080-2099, mri_esm1, Apr Anomaly, NPL
4.02007, 2080-2099, mri_esm1, May Anomaly, NPL
6.63833, 2080-2099, mri_esm1, Jun Anomaly, NPL
2.71404, 2080-2099, mri_esm1, Jul Anomaly, NPL
0.53003, 2080-2099, mri_esm1, Aug Anomaly, NPL
0.31248, 2080-2099, mri_esm1, Sep Anomaly, NPL
0.00475, 2080-2099, mri_esm1, Oct Anomaly, NPL
0.04471, 2080-2099, noresm1_m, Mar Anomaly, NPL
1.37354, 2080-2099, noresm1_m, Apr Anomaly, NPL
6.15375, 2080-2099, noresm1_m, May Anomaly, NPL
5.23947, 2080-2099, noresm1_m, Jun Anomaly, NPL
0.88595, 2080-2099, noresm1_m, Jul Anomaly, NPL
0.03809, 2080-2099, noresm1_m, Aug Anomaly, NPL
0.06103, 2080-2099, noresm1_m, Sep Anomaly, NPL
0.03426, 2080-2099, noresm1_m, Oct Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
0.02364, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
0.83963, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
1.03976, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
0.78689, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.0706, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
0.01635, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
0.0064, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
0.0, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
0.0, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
0.15218, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
2.39584, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
5.01145, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
4.42028, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
1.35302, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
0.55133, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
0.31216, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
0.04075, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
0.0, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
0.0, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
0.0, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
0.00857, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
0.78241, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
4.40382, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
7.98509, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
9.71867, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
6.55836, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
3.2251, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
1.77734, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
0.35562, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
9.6E-4, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
0.0, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
4.94018, 2080-2099, access1_0, Annual Anomaly, NPL
10.9255, 2080-2099, access1_3, Annual Anomaly, NPL
17.8828, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
20.174, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
15.4219, 2080-2099, bnu_esm, Annual Anomaly, NPL
24.005, 2080-2099, canesm2, Annual Anomaly, NPL
12.7309, 2080-2099, ccsm4, Annual Anomaly, NPL
11.1807, 2080-2099, cesm1_bgc, Annual Anomaly, NPL
9.99569, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
23.161, 2080-2099, cmcc_cesm, Annual Anomaly, NPL
22.4795, 2080-2099, cmcc_cm, Annual Anomaly, NPL
26.3403, 2080-2099, cmcc_cms, Annual Anomaly, NPL
9.44008, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
24.0595, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
17.5555, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
12.3417, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
13.585, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
7.10906, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
10.8285, 2080-2099, hadgem2_cc, Annual Anomaly, NPL
11.8543, 2080-2099, hadgem2_es, Annual Anomaly, NPL
5.31656, 2080-2099, inmcm4, Annual Anomaly, NPL
23.5091, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
13.705, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
13.6972, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, NPL
8.35931, 2080-2099, miroc5, Annual Anomaly, NPL
20.041, 2080-2099, miroc_esm_chem, Annual Anomaly, NPL
15.5658, 2080-2099, miroc_esm, Annual Anomaly, NPL
21.7803, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
20.3524, 2080-2099, mpi_esm_mr, Annual Anomaly, NPL
16.14, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
15.6218, 2080-2099, mri_esm1, Annual Anomaly, NPL
13.8308, 2080-2099, noresm1_m, Annual Anomaly, NPL
5.58878, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
15.7943, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
26.2482, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
