Number of Very Hot Days (Tmax > 40°C) - (Days), Year, Model, Statistics, ISO3
0.00523, 2080-2099, ccsm4, Oct Anomaly, NPL
0.03875, 2080-2099, cesm1_cam5, Mar Anomaly, NPL
0.65413, 2080-2099, cesm1_cam5, Apr Anomaly, NPL
0.75025, 2080-2099, cesm1_cam5, May Anomaly, NPL
1.05991, 2080-2099, cesm1_cam5, Jun Anomaly, NPL
0.43257, 2080-2099, cesm1_cam5, Jul Anomaly, NPL
0.06657, 2080-2099, cesm1_cam5, Aug Anomaly, NPL
0.01129, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
8.5E-4, 2080-2099, cesm1_cam5, Oct Anomaly, NPL
0.0385, 2080-2099, cnrm_cm5, Mar Anomaly, NPL
0.91165, 2080-2099, cnrm_cm5, Apr Anomaly, NPL
1.17561, 2080-2099, cnrm_cm5, May Anomaly, NPL
0.28275, 2080-2099, cnrm_cm5, Jun Anomaly, NPL
0.15892, 2080-2099, cnrm_cm5, Jul Anomaly, NPL
0.01834, 2080-2099, cnrm_cm5, Aug Anomaly, NPL
8.4E-4, 2080-2099, cnrm_cm5, Sep Anomaly, NPL
0.42258, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
1.75748, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
2.66407, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
2.49276, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
1.04631, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
0.20928, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
0.00279, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
0.00287, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
0.06086, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
1.08326, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
2.37291, 2080-2099, gfdl_cm3, May Anomaly, NPL
1.38633, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
0.07256, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
0.02312, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
0.01003, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
0.38665, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
1.74139, 2080-2099, gfdl_esm2g, May Anomaly, NPL
0.74706, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
-0.0228, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
0.00711, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
0.05173, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
0.52257, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
1.48283, 2080-2099, gfdl_esm2m, May Anomaly, NPL
0.64822, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
0.33727, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
0.44812, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
0.02384, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
0.00168, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
0.00678, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
-0.0134, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
0.1746, 2080-2099, hadgem2_ao, May Anomaly, NPL
0.88199, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
-0.1363, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
0.01409, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
0.08883, 2080-2099, hadgem2_es, Apr Anomaly, NPL
0.84879, 2080-2099, hadgem2_es, May Anomaly, NPL
1.5657, 2080-2099, hadgem2_es, Jun Anomaly, NPL
0.10407, 2080-2099, hadgem2_es, Jul Anomaly, NPL
0.08263, 2080-2099, hadgem2_es, Aug Anomaly, NPL
0.02499, 2080-2099, hadgem2_es, Sep Anomaly, NPL
0.06274, 2080-2099, ipsl_cm5a_lr, Apr Anomaly, NPL
0.46796, 2080-2099, ipsl_cm5a_lr, May Anomaly, NPL
0.94388, 2080-2099, ipsl_cm5a_lr, Jun Anomaly, NPL
1.28356, 2080-2099, ipsl_cm5a_lr, Jul Anomaly, NPL
0.1789, 2080-2099, ipsl_cm5a_lr, Aug Anomaly, NPL
0.01367, 2080-2099, ipsl_cm5a_lr, Sep Anomaly, NPL
0.02612, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
0.36329, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
0.62715, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, NPL
0.39428, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, NPL
0.02502, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, NPL
0.00221, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, NPL
0.00289, 2080-2099, miroc5, Mar Anomaly, NPL
0.44626, 2080-2099, miroc5, Apr Anomaly, NPL
1.34451, 2080-2099, miroc5, May Anomaly, NPL
0.73275, 2080-2099, miroc5, Jun Anomaly, NPL
-0.2241, 2080-2099, miroc5, Jul Anomaly, NPL
0.01546, 2080-2099, miroc5, Aug Anomaly, NPL
-8.0E-4, 2080-2099, miroc5, Sep Anomaly, NPL
0.02154, 2080-2099, miroc_esm_chem, Mar Anomaly, NPL
0.52205, 2080-2099, miroc_esm_chem, Apr Anomaly, NPL
1.91611, 2080-2099, miroc_esm_chem, May Anomaly, NPL
0.64337, 2080-2099, miroc_esm_chem, Jun Anomaly, NPL
-0.0941, 2080-2099, miroc_esm_chem, Jul Anomaly, NPL
0.08871, 2080-2099, miroc_esm_chem, Aug Anomaly, NPL
0.06065, 2080-2099, miroc_esm_chem, Sep Anomaly, NPL
0.00656, 2080-2099, miroc_esm_chem, Oct Anomaly, NPL
0.04151, 2080-2099, miroc_esm, Mar Anomaly, NPL
0.33001, 2080-2099, miroc_esm, Apr Anomaly, NPL
1.90778, 2080-2099, miroc_esm, May Anomaly, NPL
0.84713, 2080-2099, miroc_esm, Jun Anomaly, NPL
-0.1804, 2080-2099, miroc_esm, Jul Anomaly, NPL
0.00454, 2080-2099, miroc_esm, Aug Anomaly, NPL
0.01332, 2080-2099, miroc_esm, Sep Anomaly, NPL
0.00265, 2080-2099, miroc_esm, Oct Anomaly, NPL
0.00208, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
0.48534, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
0.89984, 2080-2099, mpi_esm_lr, May Anomaly, NPL
0.78694, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
0.2689, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
0.03091, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
0.00126, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
1.4E-4, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
6.7E-4, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
0.10662, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
0.67114, 2080-2099, mpi_esm_mr, May Anomaly, NPL
1.17521, 2080-2099, mpi_esm_mr, Jun Anomaly, NPL
0.22353, 2080-2099, mpi_esm_mr, Jul Anomaly, NPL
0.02068, 2080-2099, mpi_esm_mr, Aug Anomaly, NPL
8.5E-4, 2080-2099, mpi_esm_mr, Sep Anomaly, NPL
0.00608, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
0.13994, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
0.92001, 2080-2099, mri_cgcm3, May Anomaly, NPL
1.70673, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
1.41515, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
0.38827, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
0.06428, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
7.0E-4, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
1.7E-4, 2080-2099, noresm1_m, Mar Anomaly, NPL
0.20131, 2080-2099, noresm1_m, Apr Anomaly, NPL
1.47331, 2080-2099, noresm1_m, May Anomaly, NPL
1.13328, 2080-2099, noresm1_m, Jun Anomaly, NPL
0.43859, 2080-2099, noresm1_m, Jul Anomaly, NPL
0.00485, 2080-2099, noresm1_m, Aug Anomaly, NPL
-0.0012, 2080-2099, noresm1_m, Sep Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.1788, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.7886, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-0.6257, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.2633, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.0095, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.0016, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
0.0, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
0.0, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
0.00225, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
0.25624, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
1.33907, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
1.38105, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
0.16957, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
0.03497, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
0.0029, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
0.0, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
0.0, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
0.0, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
0.0, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
0.0, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
0.10218, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
1.44311, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
3.33823, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
4.70879, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
3.8294, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
1.01335, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
0.30747, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
0.04456, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
0.0, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
0.0, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
4.02001, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
3.25157, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
3.13071, 2080-2099, bnu_esm, Annual Anomaly, NPL
4.85334, 2080-2099, canesm2, Annual Anomaly, NPL
3.54945, 2080-2099, ccsm4, Annual Anomaly, NPL
3.01435, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
2.58662, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
8.5953, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
5.00193, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
2.86935, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
3.5163, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
0.88342, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
2.58575, 2080-2099, hadgem2_es, Annual Anomaly, NPL
2.95073, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
1.43809, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
2.31682, 2080-2099, miroc5, Annual Anomaly, NPL
3.16473, 2080-2099, miroc_esm_chem, Annual Anomaly, NPL
2.96652, 2080-2099, miroc_esm, Annual Anomaly, NPL
2.47658, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
2.19865, 2080-2099, mpi_esm_mr, Annual Anomaly, NPL
4.63998, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
3.25028, 2080-2099, noresm1_m, Annual Anomaly, NPL
-1.4411, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
3.47444, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
10.1221, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
