FID,id_punto,cod_variable,period,period_n,trend_anual,geom
trends_anual_espacial_4_p.fid--5ff12b53_179f504f439_-6775,40335,4,1,1901-2012,0.52,POINT (8933389.136160204 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_179f504f439_-6774,40336,4,1,1901-2012,0.56,POINT (8989048.88155684 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_179f504f439_-6773,40337,4,1,1901-2012,0.59,POINT (9044708.626953477 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_179f504f439_-6772,40338,4,1,1901-2012,0.65,POINT (9100368.372350115 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_179f504f439_-6771,40339,4,1,1901-2012,0.73,POINT (9156028.117746752 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_179f504f439_-6770,40340,4,1,1901-2012,0.78,POINT (9211687.863143386 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_179f504f439_-676f,40341,4,1,1901-2012,0.8,POINT (9267347.608540025 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_179f504f439_-676e,40342,4,1,1901-2012,0.86,POINT (9323007.353936663 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_179f504f439_-676d,40343,4,1,1901-2012,0.85,POINT (9378667.099333297 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_179f504f439_-676c,40344,4,1,1901-2012,0.84,POINT (9434326.844729934 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_179f504f439_-676b,40345,4,1,1901-2012,0.83,POINT (9489986.590126572 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_179f504f439_-676a,40346,4,1,1901-2012,0.8,POINT (9545646.335523209 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_179f504f439_-6769,40347,4,1,1901-2012,0.79,POINT (9601306.080919845 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_179f504f439_-6768,40348,4,1,1901-2012,0.8,POINT (9656965.826316481 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_179f504f439_-6767,40349,4,1,1901-2012,0.79,POINT (9712625.57171312 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_179f504f439_-6766,40350,4,1,1901-2012,0.8,POINT (9768285.317109756 3535725.659799159)
trends_anual_espacial_4_p.fid--5ff12b53_179f504f439_-6765,40665,4,1,1901-2012,0.45,POINT (8933389.136160204 3471454.9819268296)
trends_anual_espacial_4_p.fid--5ff12b53_179f504f439_-6764,40666,4,1,1901-2012,0.51,POINT (8989048.88155684 3471454.9819268296)
