FID,id_punto,cod_variable,period,period_n,trend_anual,geom
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68f5,40335,1,1,1901-2012,-167.65,POINT (8933389.136160204 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68f4,40336,1,1,1901-2012,-127.62,POINT (8989048.88155684 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68f3,40337,1,1,1901-2012,-107.61,POINT (9044708.626953477 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68f2,40338,1,1,1901-2012,-104.84,POINT (9100368.372350115 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68f1,40339,1,1,1901-2012,-88.56,POINT (9156028.117746752 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68f0,40340,1,1,1901-2012,-88.48,POINT (9211687.863143386 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68ef,40341,1,1,1901-2012,-91.53,POINT (9267347.608540025 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68ee,40342,1,1,1901-2012,-78.81,POINT (9323007.353936663 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68ed,40343,1,1,1901-2012,-63.87,POINT (9378667.099333297 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68ec,40344,1,1,1901-2012,-53.54,POINT (9434326.844729934 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68eb,40345,1,1,1901-2012,-42.15,POINT (9489986.590126572 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68ea,40346,1,1,1901-2012,-36.97,POINT (9545646.335523209 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68e9,40347,1,1,1901-2012,-27.79,POINT (9601306.080919845 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68e8,40348,1,1,1901-2012,-12.85,POINT (9656965.826316481 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68e7,40349,1,1,1901-2012,5.49,POINT (9712625.57171312 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68e6,40350,1,1,1901-2012,23.25,POINT (9768285.317109756 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68e5,40665,1,1,1901-2012,-310.43,POINT (8933389.136160204 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68e4,40666,1,1,1901-2012,-233.18,POINT (8989048.88155684 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68e3,40667,1,1,1901-2012,-154.12,POINT (9044708.626953477 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68e2,40668,1,1,1901-2012,-149.01,POINT (9100368.372350115 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68e1,40669,1,1,1901-2012,-119.89,POINT (9156028.117746752 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68e0,40670,1,1,1901-2012,-86.67,POINT (9211687.863143386 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68df,40671,1,1,1901-2012,-88.77,POINT (9267347.608540025 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68de,40672,1,1,1901-2012,-94.65,POINT (9323007.353936663 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68dd,40673,1,1,1901-2012,-88.72,POINT (9378667.099333297 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68dc,40674,1,1,1901-2012,-69.1,POINT (9434326.844729934 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68db,40675,1,1,1901-2012,-59.65,POINT (9489986.590126572 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68da,40676,1,1,1901-2012,-49.96,POINT (9545646.335523209 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68d9,40677,1,1,1901-2012,-43.21,POINT (9601306.080919845 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68d8,40678,1,1,1901-2012,-21.8,POINT (9656965.826316481 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68d7,40679,1,1,1901-2012,0.08,POINT (9712625.57171312 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68d6,40680,1,1,1901-2012,20.88,POINT (9768285.317109756 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68d5,40981,1,1,1901-2012,-395.73,POINT (8933389.136160204 3407504.076175717)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68d4,40982,1,1,1901-2012,-328.93,POINT (8989048.88155684 3407504.076175717)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68d3,40983,1,1,1901-2012,-238.91,POINT (9044708.626953477 3407504.076175717)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68d2,40984,1,1,1901-2012,-192.83,POINT (9100368.372350115 3407504.076175717)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68d1,40985,1,1,1901-2012,-151.29,POINT (9156028.117746752 3407504.076175717)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68d0,40986,1,1,1901-2012,-108.69,POINT (9211687.863143386 3407504.076175717)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68cf,40987,1,1,1901-2012,-94.73,POINT (9267347.608540025 3407504.076175717)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68ce,40988,1,1,1901-2012,-82.39,POINT (9323007.353936663 3407504.076175717)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68cd,40989,1,1,1901-2012,-90.32,POINT (9378667.099333297 3407504.076175717)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68cc,40990,1,1,1901-2012,-80.83,POINT (9434326.844729934 3407504.076175717)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68cb,40991,1,1,1901-2012,-71.46,POINT (9489986.590126572 3407504.076175717)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68ca,40992,1,1,1901-2012,-67.22,POINT (9545646.335523209 3407504.076175717)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68c9,40993,1,1,1901-2012,-45.77,POINT (9601306.080919845 3407504.076175717)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68c8,40994,1,1,1901-2012,-31.48,POINT (9656965.826316481 3407504.076175717)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68c7,40995,1,1,1901-2012,-9.35,POINT (9712625.57171312 3407504.076175717)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68c6,40996,1,1,1901-2012,6.98,POINT (9768285.317109756 3407504.076175717)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68c5,41295,1,1,1901-2012,-388.47,POINT (8933389.136160204 3343864.953833735)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68c4,41296,1,1,1901-2012,-407.84,POINT (8989048.88155684 3343864.953833735)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68c3,41297,1,1,1901-2012,-384.46,POINT (9044708.626953477 3343864.953833735)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68c2,41298,1,1,1901-2012,-278.88,POINT (9100368.372350115 3343864.953833735)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68c1,41299,1,1,1901-2012,-241.07,POINT (9156028.117746752 3343864.953833735)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68c0,41300,1,1,1901-2012,-178.69,POINT (9211687.863143386 3343864.953833735)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68bf,41301,1,1,1901-2012,-114.57,POINT (9267347.608540025 3343864.953833735)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68be,41302,1,1,1901-2012,-101.48,POINT (9323007.353936663 3343864.953833735)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68bd,41303,1,1,1901-2012,-77.05,POINT (9378667.099333297 3343864.953833735)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68bc,41304,1,1,1901-2012,-66.75,POINT (9434326.844729934 3343864.953833735)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68bb,41305,1,1,1901-2012,-66.38,POINT (9489986.590126572 3343864.953833735)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68ba,41306,1,1,1901-2012,-69.44,POINT (9545646.335523209 3343864.953833735)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68b9,41307,1,1,1901-2012,-50.29,POINT (9601306.080919845 3343864.953833735)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68b8,41308,1,1,1901-2012,-36.03,POINT (9656965.826316481 3343864.953833735)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68b7,41309,1,1,1901-2012,-15.95,POINT (9712625.57171312 3343864.953833735)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68b6,41310,1,1,1901-2012,-14.47,POINT (9768285.317109756 3343864.953833735)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68b5,41614,1,1,1901-2012,-327.83,POINT (8933389.136160204 3280529.7896193247)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68b4,41615,1,1,1901-2012,-348.66,POINT (8989048.88155684 3280529.7896193247)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68b3,41616,1,1,1901-2012,-348.79,POINT (9044708.626953477 3280529.7896193247)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68b2,41617,1,1,1901-2012,-330.71,POINT (9100368.372350115 3280529.7896193247)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68b1,41618,1,1,1901-2012,-296.03,POINT (9156028.117746752 3280529.7896193247)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68b0,41619,1,1,1901-2012,-264.71,POINT (9211687.863143386 3280529.7896193247)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68af,41620,1,1,1901-2012,-220.95,POINT (9267347.608540025 3280529.7896193247)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68ae,41621,1,1,1901-2012,-202.01,POINT (9323007.353936663 3280529.7896193247)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68ad,41622,1,1,1901-2012,-195.84,POINT (9378667.099333297 3280529.7896193247)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68ac,41623,1,1,1901-2012,-131.09,POINT (9434326.844729934 3280529.7896193247)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68ab,41624,1,1,1901-2012,-104.56,POINT (9489986.590126572 3280529.7896193247)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68aa,41625,1,1,1901-2012,-81.07,POINT (9545646.335523209 3280529.7896193247)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68a9,41626,1,1,1901-2012,-68.24,POINT (9601306.080919845 3280529.7896193247)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68a8,41627,1,1,1901-2012,-61.88,POINT (9656965.826316481 3280529.7896193247)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68a7,41628,1,1,1901-2012,-50.81,POINT (9712625.57171312 3280529.7896193247)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68a6,41629,1,1,1901-2012,-32.16,POINT (9768285.317109756 3280529.7896193247)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68a5,41926,1,1,1901-2012,-214.34,POINT (8933389.136160204 3217490.9158222144)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68a4,41927,1,1,1901-2012,-273.72,POINT (8989048.88155684 3217490.9158222144)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68a3,41928,1,1,1901-2012,-278.22,POINT (9044708.626953477 3217490.9158222144)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68a2,41929,1,1,1901-2012,-248.98,POINT (9100368.372350115 3217490.9158222144)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68a1,41930,1,1,1901-2012,-247.98,POINT (9156028.117746752 3217490.9158222144)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-68a0,41931,1,1,1901-2012,-289.25,POINT (9211687.863143386 3217490.9158222144)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-689f,41932,1,1,1901-2012,-289.78,POINT (9267347.608540025 3217490.9158222144)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-689e,41933,1,1,1901-2012,-291.16,POINT (9323007.353936663 3217490.9158222144)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-689d,41934,1,1,1901-2012,-281.68,POINT (9378667.099333297 3217490.9158222144)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-689c,41935,1,1,1901-2012,-263.23,POINT (9434326.844729934 3217490.9158222144)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-689b,41936,1,1,1901-2012,-236.92,POINT (9489986.590126572 3217490.9158222144)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-689a,41937,1,1,1901-2012,-217.89,POINT (9545646.335523209 3217490.9158222144)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6899,41938,1,1,1901-2012,-205.27,POINT (9601306.080919845 3217490.9158222144)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6898,41939,1,1,1901-2012,-128,POINT (9656965.826316481 3217490.9158222144)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6897,41940,1,1,1901-2012,-109.7,POINT (9712625.57171312 3217490.9158222144)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6896,41941,1,1,1901-2012,-74.68,POINT (9768285.317109756 3217490.9158222144)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6895,42228,1,1,1901-2012,-128.79,POINT (8933389.136160204 3154740.816666564)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6894,42229,1,1,1901-2012,-208.83,POINT (8989048.88155684 3154740.816666564)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6893,42230,1,1,1901-2012,-220.12,POINT (9044708.626953477 3154740.816666564)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6892,42231,1,1,1901-2012,-203.32,POINT (9100368.372350115 3154740.816666564)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6891,42232,1,1,1901-2012,-192.05,POINT (9156028.117746752 3154740.816666564)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6890,42233,1,1,1901-2012,-187.19,POINT (9211687.863143386 3154740.816666564)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-688f,42234,1,1,1901-2012,-215.73,POINT (9267347.608540025 3154740.816666564)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-688e,42235,1,1,1901-2012,-257.52,POINT (9323007.353936663 3154740.816666564)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-688d,42236,1,1,1901-2012,-262.23,POINT (9378667.099333297 3154740.816666564)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-688c,42237,1,1,1901-2012,-257.94,POINT (9434326.844729934 3154740.816666564)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-688b,42238,1,1,1901-2012,-268.9,POINT (9489986.590126572 3154740.816666564)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-688a,42239,1,1,1901-2012,-204.6,POINT (9545646.335523209 3154740.816666564)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6889,42240,1,1,1901-2012,-227.64,POINT (9601306.080919845 3154740.816666564)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6888,42241,1,1,1901-2012,-264.98,POINT (9656965.826316481 3154740.816666564)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6887,42242,1,1,1901-2012,-254.11,POINT (9712625.57171312 3154740.816666564)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6886,42243,1,1,1901-2012,-159.92,POINT (9768285.317109756 3154740.816666564)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6885,42530,1,1,1901-2012,-72.73,POINT (8933389.136160204 3092272.122885534)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6884,42531,1,1,1901-2012,-141.07,POINT (8989048.88155684 3092272.122885534)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6883,42532,1,1,1901-2012,-182.74,POINT (9044708.626953477 3092272.122885534)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6882,42533,1,1,1901-2012,-173.86,POINT (9100368.372350115 3092272.122885534)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6881,42534,1,1,1901-2012,-162.1,POINT (9156028.117746752 3092272.122885534)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6880,42535,1,1,1901-2012,-142.87,POINT (9211687.863143386 3092272.122885534)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-687f,42536,1,1,1901-2012,-137.66,POINT (9267347.608540025 3092272.122885534)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-687e,42537,1,1,1901-2012,-150.26,POINT (9323007.353936663 3092272.122885534)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-687d,42538,1,1,1901-2012,-208.94,POINT (9378667.099333297 3092272.122885534)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-687c,42539,1,1,1901-2012,-283.06,POINT (9434326.844729934 3092272.122885534)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-687b,42540,1,1,1901-2012,-304.43,POINT (9489986.590126572 3092272.122885534)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-687a,42541,1,1,1901-2012,-319.03,POINT (9545646.335523209 3092272.122885534)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6879,42542,1,1,1901-2012,-276.75,POINT (9601306.080919845 3092272.122885534)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6878,42543,1,1,1901-2012,-207.04,POINT (9656965.826316481 3092272.122885534)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6877,42544,1,1,1901-2012,-156.8,POINT (9712625.57171312 3092272.122885534)
trends_anual_espacial_1_p.fid--5ff12b53_179f504f439_-6876,42545,1,1,1901-2012,-144.4,POINT (9768285.317109756 3092272.122885534)
