FID,id_punto,cod_variable,period,period_n,trend_anual,geom
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66f5,40335,5,1,1901-2012,-6.89,POINT (8933389.136160204 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66f4,40336,5,1,1901-2012,-10.57,POINT (8989048.88155684 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66f3,40337,5,1,1901-2012,-14.14,POINT (9044708.626953477 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66f2,40338,5,1,1901-2012,-9.1,POINT (9100368.372350115 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66f1,40339,5,1,1901-2012,-9.47,POINT (9156028.117746752 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66f0,40340,5,1,1901-2012,-2.95,POINT (9211687.863143386 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66ef,40341,5,1,1901-2012,-1.81,POINT (9267347.608540025 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66ee,40342,5,1,1901-2012,-3.27,POINT (9323007.353936663 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66ed,40343,5,1,1901-2012,-7.9,POINT (9378667.099333297 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66ec,40344,5,1,1901-2012,-6.06,POINT (9434326.844729934 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66eb,40345,5,1,1901-2012,-10.09,POINT (9489986.590126572 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66ea,40346,5,1,1901-2012,-7.44,POINT (9545646.335523209 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66e9,40347,5,1,1901-2012,-5.37,POINT (9601306.080919845 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66e8,40348,5,1,1901-2012,-3.23,POINT (9656965.826316481 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66e7,40349,5,1,1901-2012,-7.18,POINT (9712625.57171312 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66e6,40350,5,1,1901-2012,-9.76,POINT (9768285.317109756 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66e5,40665,5,1,1901-2012,-6.72,POINT (8933389.136160204 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66e4,40666,5,1,1901-2012,-12.22,POINT (8989048.88155684 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66e3,40667,5,1,1901-2012,-7.17,POINT (9044708.626953477 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66e2,40668,5,1,1901-2012,-3.54,POINT (9100368.372350115 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66e1,40669,5,1,1901-2012,-6.2,POINT (9156028.117746752 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66e0,40670,5,1,1901-2012,-11.71,POINT (9211687.863143386 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66df,40671,5,1,1901-2012,-3.99,POINT (9267347.608540025 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66de,40672,5,1,1901-2012,-0.7,POINT (9323007.353936663 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66dd,40673,5,1,1901-2012,1.07,POINT (9378667.099333297 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66dc,40674,5,1,1901-2012,-0.25,POINT (9434326.844729934 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66db,40675,5,1,1901-2012,-2.19,POINT (9489986.590126572 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66da,40676,5,1,1901-2012,-0.45,POINT (9545646.335523209 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66d9,40677,5,1,1901-2012,3.61,POINT (9601306.080919845 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66d8,40678,5,1,1901-2012,0.55,POINT (9656965.826316481 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66d7,40679,5,1,1901-2012,-8.01,POINT (9712625.57171312 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66d6,40680,5,1,1901-2012,-3.68,POINT (9768285.317109756 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66d5,40981,5,1,1901-2012,-10.67,POINT (8933389.136160204 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66d4,40982,5,1,1901-2012,-8.65,POINT (8989048.88155684 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66d3,40983,5,1,1901-2012,-7.55,POINT (9044708.626953477 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66d2,40984,5,1,1901-2012,-8.3,POINT (9100368.372350115 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66d1,40985,5,1,1901-2012,-2.66,POINT (9156028.117746752 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66d0,40986,5,1,1901-2012,-4.75,POINT (9211687.863143386 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66cf,40987,5,1,1901-2012,-8.39,POINT (9267347.608540025 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66ce,40988,5,1,1901-2012,-4.92,POINT (9323007.353936663 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66cd,40989,5,1,1901-2012,-1.55,POINT (9378667.099333297 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66cc,40990,5,1,1901-2012,-1.76,POINT (9434326.844729934 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66cb,40991,5,1,1901-2012,-2.09,POINT (9489986.590126572 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66ca,40992,5,1,1901-2012,3.07,POINT (9545646.335523209 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66c9,40993,5,1,1901-2012,0.96,POINT (9601306.080919845 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66c8,40994,5,1,1901-2012,3.53,POINT (9656965.826316481 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66c7,40995,5,1,1901-2012,3.08,POINT (9712625.57171312 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66c6,40996,5,1,1901-2012,5.44,POINT (9768285.317109756 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66c5,41295,5,1,1901-2012,-8.15,POINT (8933389.136160204 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66c4,41296,5,1,1901-2012,-8.15,POINT (8989048.88155684 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66c3,41297,5,1,1901-2012,-2.41,POINT (9044708.626953477 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66c2,41298,5,1,1901-2012,-1.97,POINT (9100368.372350115 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66c1,41299,5,1,1901-2012,-4.01,POINT (9156028.117746752 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66c0,41300,5,1,1901-2012,-8.11,POINT (9211687.863143386 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66bf,41301,5,1,1901-2012,-3.36,POINT (9267347.608540025 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66be,41302,5,1,1901-2012,1.15,POINT (9323007.353936663 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66bd,41303,5,1,1901-2012,-4.29,POINT (9378667.099333297 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66bc,41304,5,1,1901-2012,-8.63,POINT (9434326.844729934 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66bb,41305,5,1,1901-2012,-7.82,POINT (9489986.590126572 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66ba,41306,5,1,1901-2012,1.89,POINT (9545646.335523209 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66b9,41307,5,1,1901-2012,-1.67,POINT (9601306.080919845 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66b8,41308,5,1,1901-2012,-1.69,POINT (9656965.826316481 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66b7,41309,5,1,1901-2012,2.92,POINT (9712625.57171312 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66b6,41310,5,1,1901-2012,6.79,POINT (9768285.317109756 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66b5,41614,5,1,1901-2012,-10.33,POINT (8933389.136160204 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66b4,41615,5,1,1901-2012,-4.77,POINT (8989048.88155684 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66b3,41616,5,1,1901-2012,-2.48,POINT (9044708.626953477 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66b2,41617,5,1,1901-2012,2.85,POINT (9100368.372350115 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66b1,41618,5,1,1901-2012,1.33,POINT (9156028.117746752 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66b0,41619,5,1,1901-2012,0.86,POINT (9211687.863143386 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66af,41620,5,1,1901-2012,4.79,POINT (9267347.608540025 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66ae,41621,5,1,1901-2012,5.41,POINT (9323007.353936663 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66ad,41622,5,1,1901-2012,10.18,POINT (9378667.099333297 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66ac,41623,5,1,1901-2012,2.21,POINT (9434326.844729934 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66ab,41624,5,1,1901-2012,7.51,POINT (9489986.590126572 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66aa,41625,5,1,1901-2012,0.02,POINT (9545646.335523209 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66a9,41626,5,1,1901-2012,-1.42,POINT (9601306.080919845 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66a8,41627,5,1,1901-2012,-2.49,POINT (9656965.826316481 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66a7,41628,5,1,1901-2012,5.98,POINT (9712625.57171312 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66a6,41629,5,1,1901-2012,5.83,POINT (9768285.317109756 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66a5,41926,5,1,1901-2012,-9.71,POINT (8933389.136160204 3217490.9158222144)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66a4,41927,5,1,1901-2012,-7.88,POINT (8989048.88155684 3217490.9158222144)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66a3,41928,5,1,1901-2012,-2.75,POINT (9044708.626953477 3217490.9158222144)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66a2,41929,5,1,1901-2012,1.4,POINT (9100368.372350115 3217490.9158222144)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66a1,41930,5,1,1901-2012,8.8,POINT (9156028.117746752 3217490.9158222144)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-66a0,41931,5,1,1901-2012,10.85,POINT (9211687.863143386 3217490.9158222144)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-669f,41932,5,1,1901-2012,12.71,POINT (9267347.608540025 3217490.9158222144)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-669e,41933,5,1,1901-2012,19.09,POINT (9323007.353936663 3217490.9158222144)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-669d,41934,5,1,1901-2012,20.56,POINT (9378667.099333297 3217490.9158222144)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-669c,41935,5,1,1901-2012,24.79,POINT (9434326.844729934 3217490.9158222144)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-669b,41936,5,1,1901-2012,26.62,POINT (9489986.590126572 3217490.9158222144)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-669a,41937,5,1,1901-2012,22.6,POINT (9545646.335523209 3217490.9158222144)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-6699,41938,5,1,1901-2012,11.5,POINT (9601306.080919845 3217490.9158222144)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-6698,41939,5,1,1901-2012,4.7,POINT (9656965.826316481 3217490.9158222144)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-6697,41940,5,1,1901-2012,3.26,POINT (9712625.57171312 3217490.9158222144)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-6696,41941,5,1,1901-2012,5.86,POINT (9768285.317109756 3217490.9158222144)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-6695,42228,5,1,1901-2012,-8.15,POINT (8933389.136160204 3154740.816666564)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-6694,42229,5,1,1901-2012,-6.95,POINT (8989048.88155684 3154740.816666564)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-6693,42230,5,1,1901-2012,-3.04,POINT (9044708.626953477 3154740.816666564)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-6692,42231,5,1,1901-2012,1.07,POINT (9100368.372350115 3154740.816666564)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-6691,42232,5,1,1901-2012,5.88,POINT (9156028.117746752 3154740.816666564)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-6690,42233,5,1,1901-2012,12.51,POINT (9211687.863143386 3154740.816666564)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-668f,42234,5,1,1901-2012,15.71,POINT (9267347.608540025 3154740.816666564)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-668e,42235,5,1,1901-2012,23.41,POINT (9323007.353936663 3154740.816666564)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-668d,42236,5,1,1901-2012,24.86,POINT (9378667.099333297 3154740.816666564)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-668c,42237,5,1,1901-2012,27.84,POINT (9434326.844729934 3154740.816666564)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-668b,42238,5,1,1901-2012,29.29,POINT (9489986.590126572 3154740.816666564)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-668a,42239,5,1,1901-2012,26.68,POINT (9545646.335523209 3154740.816666564)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-6689,42240,5,1,1901-2012,23.03,POINT (9601306.080919845 3154740.816666564)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-6688,42241,5,1,1901-2012,19.59,POINT (9656965.826316481 3154740.816666564)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-6687,42242,5,1,1901-2012,21.59,POINT (9712625.57171312 3154740.816666564)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-6686,42243,5,1,1901-2012,19.03,POINT (9768285.317109756 3154740.816666564)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-6685,42530,5,1,1901-2012,-7.23,POINT (8933389.136160204 3092272.122885534)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-6684,42531,5,1,1901-2012,-9.35,POINT (8989048.88155684 3092272.122885534)
trends_anual_espacial_5_p.fid--5ff12b53_179f504f439_-6683,42532,5,1,1901-2012,-3.3,POINT (9044708.626953477 3092272.122885534)
